metric,metric_type,window_size,step_size,n_focal,n_full,n_observations,mean,std,median,min,max,P25,P50,P75,P90,P95
spearman,similarity,30,1,61,1427,503456,0.6339690685272217,0.053044337779283524,0.6191323399543762,0.5737485885620117,0.9586206674575806,0.5928810238838196,0.6191323399543762,0.6605116724967957,0.7090100049972534,0.7419354915618896
