metric,metric_type,window_size,step_size,n_focal,n_full,n_observations,mean,std,median,min,max,P25,P50,P75,P90,P95
spearman,similarity,30,1,61,1427,50121748,0.10908941179513931,0.20702029764652252,0.11145719885826111,-0.8994438052177429,0.9586206674575806,-0.030478309839963913,0.11145719885826111,0.25161293148994446,0.3739711046218872,0.44516128301620483
