window_idx,feat_0,feat_1,feat_2,feat_3,feat_4,feat_5,feat_6,feat_7
522,-0.17870007,0.5439649,-0.7760486,1.212087,0.6129229,-0.36752757,-0.033808637,-5.3610024
523,-0.20411916,0.5238234,-0.7760486,1.212087,0.9397397,-0.14964968,-0.03756515,-6.1235747
524,-0.25041822,0.480246,-0.7760486,1.212087,1.212087,-0.44923177,-0.057286855,-7.512546
525,-0.31033462,0.39936128,-0.7760486,1.0486786,1.0486786,-0.58540547,-0.056347728,-9.310039
526,-0.360265,0.30996057,-0.7760486,0.9397397,0.9397397,-0.44923177,-0.047895566,-10.80795
527,-0.4111032,0.19709621,-0.7760486,0.095462926,0.095462926,-0.58540547,-0.023478221,-12.333096
528,-0.4347066,0.17632374,-0.7760486,-0.14964968,-0.31305808,-0.6126402,-0.010330418,-13.041198
529,-0.44741616,0.1807825,-0.7760486,-0.14964968,-0.28582335,-0.6943444,-0.014086933,-13.422484
530,-0.44923177,0.17941885,-0.7760486,-0.14964968,-0.63987494,-0.34029284,0.010330417,-13.4769535
531,-0.4347066,0.1810285,-0.7760486,-0.14964968,-0.2313539,-0.20411916,0.00093912875,-13.041198
532,-0.43016747,0.18765634,-0.7760486,-0.09518021,-0.2313539,-0.09518021,0.004695644,-12.905024
533,-0.43379876,0.1848064,-0.7760486,-0.09518021,-0.34029284,-0.34029284,0.0,-13.013963
534,-0.44378483,0.1875575,-0.7760486,-0.09518021,-0.42199704,-0.63987494,-0.007513031,-13.313545
535,-0.43924573,0.18966582,-0.7760486,-0.09518021,-0.42199704,-0.28582335,0.0046956446,-13.177372
536,-0.44106132,0.18975271,-0.7760486,-0.09518021,-0.72157913,-0.4764665,0.008452159,-13.231839
537,-0.42744395,0.18369487,-0.7760486,-0.09518021,-0.63987494,-0.31305808,0.011269547,-12.8233185
538,-0.41655004,0.1804357,-0.7760486,-0.09518021,-0.31305808,-0.31305808,0.0,-12.496501
539,-0.4174579,0.17998065,-0.7760486,-0.09518021,-0.44923177,-0.34029284,0.003756515,-12.523737
540,-0.421997,0.1824253,-0.7760486,-0.09518021,-0.17688441,-0.58540547,-0.014086933,-12.65991
541,-0.43470657,0.17813729,-0.7760486,-0.09518021,-0.4764665,-0.5581707,-0.0028173851,-13.041197
542,-0.44015345,0.18179171,-0.7760486,-0.09518021,-0.5581707,-0.63987494,-0.0028173882,-13.204603
543,-0.43198308,0.18181212,-0.7760486,-0.09518021,-0.58540547,-0.31305808,0.009391289,-12.959493
544,-0.42744398,0.17961165,-0.7760486,-0.09518021,-0.36752757,-0.44923177,-0.0028173863,-12.823319
545,-0.4156423,0.19420019,-0.7760486,-0.01347601,-0.17688441,-0.01347601,0.0056347726,-12.469269
546,-0.40747184,0.2086891,-0.7760486,0.06822819,-0.36752757,0.06822819,0.015026061,-12.224155
547,-0.4047484,0.20972319,-0.7760486,0.06822819,-0.28582335,-0.28582335,0.0,-12.142452
548,-0.40293273,0.21097694,-0.7760486,0.06822819,-0.7760486,-0.2313539,0.018782577,-12.087982
549,-0.3865919,0.20015214,-0.7760486,0.06822819,-0.28582335,-0.28582335,0.0,-11.597757
550,-0.391131,0.19935793,-0.7760486,0.06822819,-0.7760486,-0.42199704,0.012208674,-11.733931
551,-0.3793293,0.18627225,-0.6943444,0.06822819,-0.36752757,-0.42199704,-0.0018782575,-11.379879
552,-0.3747902,0.18815418,-0.6943444,0.06822819,-0.14964968,-0.2313539,-0.0028173868,-11.243706
553,-0.37115887,0.1934412,-0.6943444,0.06822819,-0.44923177,-0.040710744,0.014086932,-11.134766
554,-0.3729745,0.19441862,-0.6943444,0.06822819,-0.58540547,-0.5037012,0.0028173882,-11.189235
555,-0.3657119,0.19037494,-0.6943444,0.06822819,-0.44923177,-0.36752757,0.0028173863,-10.971357
556,-0.37025103,0.1939029,-0.6943444,0.06822819,-0.58540547,-0.58540547,0.0,-11.107531
557,-0.35118672,0.19983691,-0.6943444,0.06822819,-0.6126402,-0.01347601,0.020660834,-10.535602
558,-0.29490158,0.31996146,-0.6943444,1.0759134,-0.6943444,1.0759134,0.061043374,-8.847048
559,-0.21501306,0.4729025,-0.63987494,1.7023122,-0.34029284,1.7023122,0.07043466,-6.450392
560,-0.18596268,0.49074608,-0.63987494,1.7023122,-0.20411916,0.5312187,0.025356477,-5.5788803
561,-0.15691228,0.51405317,-0.63987494,1.7023122,-0.09518021,0.6673924,0.026295606,-4.7073684
562,-0.1569123,0.51405317,-0.63987494,1.7023122,-0.34029284,-0.09518021,0.008452159,-4.707369
563,-0.13330886,0.52129686,-0.63987494,1.7023122,-0.63987494,0.36781028,0.034747764,-3.9992657
564,-0.0833785,0.54172176,-0.63987494,1.7023122,-0.28582335,0.8580355,0.03944341,-2.501355
565,-0.07520809,0.5404538,-0.63987494,1.7023122,-0.4764665,-0.040710744,0.015026061,-2.2562428
566,-0.057959422,0.53560793,-0.63987494,1.7023122,-0.31305808,0.04099346,0.012208673,-1.7387826
567,-0.03163251,0.5417971,-0.63987494,1.7023122,-0.31305808,0.4767492,0.027234735,-0.9489753
568,-0.036171623,0.54469854,-0.63987494,1.7023122,-0.34029284,-0.44923177,-0.003756515,-1.0851487
569,-0.03617163,0.54469854,-0.63987494,1.7023122,-0.58540547,-0.34029284,0.008452159,-1.0851489
570,-0.036171626,0.54469854,-0.63987494,1.7023122,-0.5581707,-0.58540547,-0.0009391308,-1.0851488
571,-0.037987277,0.54652315,-0.63987494,1.7023122,-0.63987494,-0.6126402,0.00093912875,-1.1396183
572,-0.027093379,0.53760153,-0.6126402,1.7023122,-0.31305808,-0.31305808,0.0,-0.81280136
573,0.009219599,0.5536129,-0.6126402,1.7023122,-0.44923177,0.7763313,0.042260796,0.27658796
574,0.027376087,0.5471742,-0.6126402,1.7023122,-0.01347601,0.095462926,0.003756515,0.8212826
575,0.01648219,0.55111825,-0.6126402,1.7023122,0.06822819,-0.34029284,-0.014086932,0.49446568
576,0.009219596,0.55182356,-0.6126402,1.7023122,-0.28582335,-0.14964968,0.0046956437,0.27658787
577,-0.0053055882,0.5649769,-0.72157913,1.7023122,-0.2313539,-0.72157913,-0.016904319,-0.15916765
578,-0.009844716,0.56731695,-0.72157913,1.7023122,-0.28582335,-0.36752757,-0.0028173872,-0.29534146
579,-0.006213416,0.5658857,-0.72157913,1.7023122,-0.42199704,-0.17688441,0.008452159,-0.18640247
580,0.007403945,0.56060714,-0.72157913,1.7023122,-0.42199704,-0.01347601,0.014086932,0.22211835
581,0.037362162,0.56087387,-0.72157913,1.7023122,-0.2313539,0.4767492,0.024417348,1.1208649
582,0.04734824,0.5586633,-0.72157913,1.7023122,-0.040710744,0.06822819,0.003756515,1.4204471
583,0.03917781,0.56167567,-0.72157913,1.7023122,-0.5037012,-0.28582335,0.00751303,1.1753342
584,0.03645433,0.5644924,-0.72157913,1.7023122,-0.36752757,-0.58540547,-0.007513031,1.09363
585,0.041901283,0.5613476,-0.72157913,1.7023122,-0.58540547,-0.20411916,0.013147804,1.2570385
586,0.08820033,0.56496745,-0.72157913,1.7023122,-0.01347601,0.80356604,0.028173864,2.64601
587,0.121789835,0.5874326,-0.72157913,1.7023122,1.0759134,0.9942092,-0.0028173882,3.653695
588,0.13268372,0.60770625,-0.72157913,1.7023122,1.7023122,1.4027302,-0.010330414,3.980512
589,0.092739455,0.5386858,-0.72157913,1.4027302,0.5312187,0.503984,-0.00093912875,2.7821836
590,0.080937736,0.5327963,-0.72157913,1.4027302,0.6673924,0.17716713,-0.016904319,2.428132
591,0.056426473,0.5220591,-0.72157913,1.4027302,-0.09518021,-0.06794548,0.00093912875,1.6927942
592,0.08002991,0.5306084,-0.72157913,1.4027302,0.36781028,0.6129229,0.008452159,2.4008973
593,0.079122074,0.53013843,-0.72157913,1.4027302,0.8580355,0.34057555,-0.017843448,2.3736622
594,0.0500717,0.5101618,-0.72157913,1.4027302,-0.040710744,-0.01347601,0.00093912875,1.502151
595,0.05733429,0.5103686,-0.72157913,1.4027302,0.04099346,0.17716713,0.0046956437,1.7200286
596,0.06187342,0.51080847,-0.72157913,1.4027302,0.4767492,0.17716713,-0.010330416,1.8562026
597,0.03463868,0.50974244,-0.72157913,1.4027302,-0.44923177,-0.34029284,0.003756515,1.0391604
598,0.053703006,0.50192434,-0.72157913,1.4027302,-0.34029284,0.12269767,0.01596519,1.6110902
599,0.05551865,0.5005925,-0.72157913,1.4027302,-0.58540547,-0.28582335,0.010330418,1.6655595
600,0.069136016,0.48838004,-0.72157913,1.4027302,-0.6126402,-0.17688441,0.015026062,2.0740805
601,0.083661206,0.47416,-0.72157913,1.4027302,-0.31305808,-0.17688441,0.0046956437,2.5098362
602,0.09183164,0.46934086,-0.72157913,1.4027302,0.7763313,-0.06794548,-0.029112993,2.754949
603,0.047348242,0.465583,-0.72157913,1.4027302,0.095462926,-0.5581707,-0.02253909,1.4204472
604,0.02556045,0.4779513,-0.72157913,1.4027302,-0.34029284,-0.5581707,-0.0075130286,0.7668135
605,0.0201135,0.4829942,-0.72157913,1.4027302,-0.14964968,-0.5037012,-0.012208673,0.603405
606,0.024652628,0.48201635,-0.72157913,1.4027302,-0.72157913,-0.01347601,0.024417348,0.73957884
607,0.03463869,0.4693909,-0.58540547,1.4027302,-0.36752757,-0.42199704,-0.0018782575,1.0391607
608,0.040993456,0.4651748,-0.58540547,1.4027302,-0.17688441,-0.17688441,0.0,1.2298037
609,0.05551866,0.46494794,-0.58540547,1.4027302,-0.01347601,0.25887135,0.009391288,1.6655598
610,0.036454346,0.47890216,-0.58540547,1.4027302,0.4767492,-0.58540547,-0.036626022,1.0936304
611,0.0010491888,0.48427477,-0.58540547,1.4027302,0.06822819,-0.58540547,-0.022539092,0.031475663
612,-0.011660359,0.48733857,-0.58540547,1.4027302,-0.28582335,-0.31305808,-0.00093912875,-0.34981078
613,-0.026185548,0.5015794,-0.72157913,1.4027302,-0.58540547,-0.72157913,-0.0046956437,-0.78556645
614,-0.008936882,0.49083424,-0.72157913,1.4027302,-0.20411916,-0.06794548,0.004695644,-0.26810646
615,0.017390031,0.5007407,-0.72157913,1.4027302,0.80356604,0.5856882,-0.00751303,0.5217009
616,0.011035258,0.4918541,-0.72157913,1.4027302,0.9942092,0.6129229,-0.013147802,0.33105773
617,-0.033448145,0.46025538,-0.72157913,1.4027302,1.4027302,-0.34029284,-0.060104243,-1.0034443
618,-0.08791763,0.37605858,-0.72157913,0.6129229,0.503984,-0.2313539,-0.025356477,-2.637529
619,-0.11969149,0.36480656,-0.72157913,0.6129229,0.17716713,-0.44923177,-0.021599963,-3.5907447
620,-0.1278619,0.36078912,-0.72157913,0.6129229,-0.06794548,-0.06794548,0.0,-3.8358572
621,-0.13603233,0.36211276,-0.72157913,0.6129229,0.6129229,-0.31305808,-0.03193038,-4.08097
622,-0.15418881,0.3368812,-0.72157913,0.6129229,0.34057555,0.06822819,-0.009391288,-4.625664
623,-0.13875578,0.36833072,-0.72157913,0.80356604,-0.01347601,0.80356604,0.028173864,-4.1626735
624,-0.14783403,0.3684873,-0.72157913,0.80356604,0.17716713,-0.28582335,-0.015965188,-4.435021
625,-0.15691228,0.36369222,-0.72157913,0.80356604,0.17716713,-0.09518021,-0.009391287,-4.7073684
626,-0.17506877,0.36013982,-0.72157913,0.80356604,-0.34029284,-0.36752757,-0.00093912875,-5.252063
627,-0.1614514,0.36135635,-0.72157913,0.80356604,0.12269767,0.06822819,-0.0018782577,-4.843542
628,-0.11152103,0.48088655,-0.72157913,1.6206081,-0.28582335,1.6206081,0.06573901,-3.345631
629,-0.027093371,0.6391658,-0.72157913,2.247007,-0.17688441,2.247007,0.08358246,-0.8128011
630,0.0500717,0.7470573,-0.72157913,2.247007,-0.17688441,2.138068,0.079825945,1.502151
631,0.06641253,0.74727577,-0.72157913,2.247007,-0.06794548,0.3133408,0.013147803,1.992376
632,0.11815855,0.78877616,-0.72157913,2.247007,-0.5581707,1.4844344,0.07043465,3.5447564
633,0.17081237,0.7945726,-0.72157913,2.247007,-0.5581707,1.021444,0.05446947,5.124371
634,0.24706961,0.8299427,-0.72157913,2.247007,-0.5037012,1.729547,0.07700856,7.4120884
635,0.35419288,0.92776155,-0.72157913,2.7099974,-0.01347601,2.7099974,0.09391287,10.625787
636,0.47221008,1.0852984,-0.72157913,3.5270395,-0.42199704,3.5270395,0.13617368,14.166303
637,0.7282166,1.6188476,-0.72157913,7.2581983,-0.17688441,7.2581983,0.25638217,21.846498
638,0.91432065,1.8133363,-0.72157913,7.2581983,0.25887135,5.406236,0.17749533,27.429619
639,1.1213046,2.0638027,-0.72157913,7.2581983,-0.58540547,6.468391,0.24323435,33.639137
640,1.2874366,2.119575,-0.72157913,7.2581983,-0.58540547,4.398551,0.17186056,38.623096
641,1.341906,2.0915575,-0.72157913,7.2581983,-0.31305808,1.0486786,0.046956442,40.25718
642,1.3400904,2.0930169,-0.72157913,7.2581983,-0.72157913,-0.36752757,0.012208674,40.202713
643,1.3564312,2.0787215,-0.44923177,7.2581983,-0.06794548,-0.2313539,-0.005634773,40.692936
644,1.3646016,2.0735824,-0.44923177,7.2581983,0.5856882,0.17716713,-0.014086933,40.93805
645,1.3355511,2.0903285,-0.44923177,7.2581983,0.6129229,-0.28582335,-0.03099125,40.066536
646,1.3028696,2.1089528,-0.44923177,7.2581983,-0.34029284,-0.36752757,-0.00093912875,39.086086
647,1.3155789,2.1001425,-0.44923177,7.2581983,-0.2313539,0.04099346,0.009391288,39.46737
648,1.3110398,2.103625,-0.44923177,7.2581983,-0.44923177,-0.36752757,0.0028173863,39.331196
649,1.3201182,2.096585,-0.36752757,7.2581983,-0.06794548,-0.17688441,-0.003756515,39.603546
650,1.3428138,2.08509,-0.36752757,7.2581983,-0.31305808,0.6129229,0.03193038,40.284416
651,1.3700485,2.0685542,-0.36752757,7.2581983,0.06822819,0.503984,0.015026062,41.101456
652,1.3655093,2.0715528,-0.36752757,7.2581983,0.80356604,-0.06794548,-0.030052122,40.96528
653,1.3400902,2.0829396,-0.36752757,7.2581983,-0.28582335,0.04099346,0.011269545,40.202705
654,1.3537077,2.07358,-0.36752757,7.2581983,-0.09518021,0.12269767,0.0075130304,40.61123
655,1.3500762,2.0762079,-0.36752757,7.2581983,-0.36752757,-0.20411916,0.005634773,40.502285
656,1.3727719,2.060974,-0.36752757,7.2581983,0.06822819,0.3133408,0.008452159,41.183155
657,1.3945596,2.0504959,-0.36752757,7.2581983,1.6206081,0.72186184,-0.03099125,41.83679
658,1.3527998,2.0582094,-0.36752757,7.2581983,2.247007,0.36781028,-0.06479988,40.583992
659,1.2928833,2.0574694,-0.36752757,7.2581983,2.138068,0.44951448,-0.058225982,38.7865
660,1.2302436,2.0593894,-0.36752757,7.2581983,0.3133408,0.25887135,-0.0018782575,36.907307
661,1.239322,2.0559247,-0.36752757,7.2581983,1.4844344,0.5856882,-0.030991249,37.179657
662,1.1912074,2.0664887,-0.36752757,7.2581983,1.021444,0.04099346,-0.033808637,35.73622
663,1.2556627,2.0902088,-0.36752757,7.2581983,1.729547,2.95511,0.042260796,37.66988
664,1.2910678,2.1068654,-0.36752757,7.2581983,2.7099974,2.7917016,0.0028173842,38.732037
665,1.2765427,2.0985181,-0.36752757,7.2581983,3.5270395,2.2742417,-0.043199927,38.29628
666,1.2629254,2.0851533,-0.36752757,7.2581983,7.2581983,3.1185186,-0.14274758,37.88776
667,1.1512629,1.8359078,-0.36752757,6.468391,5.406236,3.9083257,-0.051652085,34.537888
668,1.1539863,1.8422674,-0.36752757,6.468391,6.468391,5.4879403,-0.03380864,34.61959
669,1.0740978,1.6522446,-0.36752757,5.4879403,4.398551,4.0717344,-0.011269537,32.22293
670,1.1213046,1.7630692,-0.36752757,5.8147573,1.0486786,5.8147573,0.16434754,33.639137
671,1.2157185,1.8311753,-0.36752757,5.8147573,-0.36752757,3.881091,0.14650409,36.471554
672,1.1948384,1.8525556,-0.99392647,5.8147573,-0.2313539,-0.99392647,-0.026295606,35.845154
673,1.2129949,1.8411229,-0.99392647,5.8147573,0.17716713,0.3133408,0.004695644,36.389847
674,1.2338749,1.8327904,-0.99392647,5.8147573,-0.28582335,0.80356604,0.03756515,37.016247
675,1.253847,1.8193364,-0.99392647,5.8147573,-0.36752757,0.3133408,0.023478221,37.61541
676,1.3246573,1.796044,-0.99392647,5.8147573,0.04099346,1.7567817,0.059165113,39.73972
677,1.3773111,1.7807287,-0.99392647,5.8147573,-0.36752757,1.6206081,0.068556406,41.319332
678,1.4571997,1.7542214,-0.99392647,5.8147573,-0.17688441,2.029129,0.07606943,43.715992
679,1.4671859,1.7457229,-0.99392647,5.8147573,0.6129229,0.12269767,-0.016904319,44.015575
680,1.4444901,1.7610401,-0.99392647,5.8147573,0.503984,-0.06794548,-0.019721705,43.3347
681,1.4217945,1.7773268,-0.99392647,5.8147573,-0.06794548,-0.17688441,-0.003756515,42.653835
682,1.4254259,1.7743881,-0.99392647,5.8147573,0.04099346,0.04099346,0.0,42.762775
683,1.42361,1.7758312,-0.99392647,5.8147573,0.12269767,-0.01347601,-0.004695644,42.708298
684,1.4090848,1.7881519,-0.99392647,5.8147573,-0.20411916,-0.31305808,-0.0037565143,42.272545
685,1.4281493,1.7738427,-0.99392647,5.8147573,0.3133408,0.36781028,0.0018782575,42.84448
686,1.419071,1.7802104,-0.99392647,5.8147573,0.72186184,0.04099346,-0.023478221,42.57213
687,1.3845736,1.8032649,-0.99392647,5.8147573,0.36781028,-0.31305808,-0.023478221,41.53721
688,1.357339,1.8244609,-0.99392647,5.8147573,0.44951448,-0.44923177,-0.03099125,40.72017
689,1.3255652,1.848141,-0.99392647,5.8147573,0.25887135,-0.5037012,-0.026295604,39.766956
690,1.3246573,1.8486713,-0.99392647,5.8147573,0.5856882,0.2316366,-0.012208676,39.73972
691,1.3001461,1.8631251,-0.99392647,5.8147573,0.04099346,-0.14964968,-0.006573901,39.004383
692,1.311948,1.8562204,-0.99392647,5.8147573,2.95511,0.395045,-0.08827811,39.358437
693,1.2429532,1.8321742,-0.99392647,5.8147573,2.7917016,0.88527024,-0.06573901,37.288597
694,1.1676037,1.8133165,-0.99392647,5.8147573,2.2742417,0.5312187,-0.06010424,35.02811
695,1.077729,1.8230318,-0.99392647,5.8147573,3.1185186,-0.42199704,-0.12208675,32.33187
696,0.9615276,1.8002056,-0.99392647,5.8147573,3.9083257,-0.36752757,-0.1474432,28.845827
697,0.83533996,1.7201214,-0.99392647,5.8147573,5.4879403,0.12269767,-0.18500836,25.0602
698,0.6419734,1.4979423,-0.99392647,5.8147573,4.0717344,-0.31305808,-0.15119973,19.259201
699,0.51669353,1.3563286,-0.99392647,5.8147573,5.8147573,0.3133408,-0.18970403,15.500807
700,0.3478382,0.936625,-0.99392647,3.881091,3.881091,0.7490966,-0.10799981,10.435145
701,0.19895495,0.68410707,-0.99392647,2.029129,-0.99392647,-0.58540547,0.014086931,5.9686484
702,0.22528185,0.6521448,-0.58540547,2.029129,0.3133408,-0.20411916,-0.017843448,6.7584553
703,0.19350798,0.6700556,-0.63987494,2.029129,0.80356604,-0.63987494,-0.049773823,5.8052397
704,0.14720894,0.67427653,-0.63987494,2.029129,0.3133408,-0.58540547,-0.03099125,4.4162683
705,0.12905246,0.6768871,-0.63987494,2.029129,1.7567817,-0.2313539,-0.0685564,3.8715737
706,0.07821427,0.60632145,-0.63987494,2.029129,1.6206081,0.2316366,-0.047895566,2.3464282
707,0.043716934,0.54380196,-0.63987494,2.029129,2.029129,0.5856882,-0.049773823,1.311508
708,-0.029816844,0.4006747,-0.63987494,0.88527024,0.12269767,-0.17688441,-0.010330416,-0.8945053
709,-0.04797334,0.40566248,-0.63987494,0.88527024,-0.06794548,-0.42199704,-0.012208674,-1.4392002
710,-0.06431417,0.41588268,-0.63987494,0.88527024,-0.17688441,-0.5581707,-0.013147802,-1.9294252
711,-0.072484605,0.42039722,-0.63987494,0.88527024,0.04099346,-0.42199704,-0.01596519,-2.1745381
712,-0.08156285,0.42078912,-0.63987494,0.88527024,-0.01347601,-0.2313539,-0.0075130304,-2.4468853
713,-0.06431418,0.4336361,-0.63987494,0.88527024,-0.31305808,0.503984,0.028173864,-1.9294255
714,-0.045249876,0.4348517,-0.63987494,0.88527024,0.36781028,0.25887135,-0.003756515,-1.3574963
715,-0.056143768,0.42841336,-0.63987494,0.88527024,0.04099346,0.04099346,0.0,-1.684313
716,-0.04615769,0.4340161,-0.63987494,0.88527024,-0.31305808,0.34057555,0.02253909,-1.3847307
717,-0.046157695,0.43401608,-0.63987494,0.88527024,-0.44923177,-0.31305808,0.0046956446,-1.3847308
718,-0.01892296,0.4335031,-0.63987494,0.88527024,-0.5037012,0.36781028,0.03005212,-0.5676888
719,0.0064961263,0.426635,-0.63987494,0.88527024,0.2316366,0.25887135,0.00093912927,0.1948838
720,0.10000204,0.69114304,-0.63987494,3.0368142,-0.14964968,3.0368142,0.10987806,3.0000613
721,0.22528182,0.932889,-0.63987494,3.6087437,0.395045,3.6087437,0.110817194,6.758455
722,0.19532363,0.94134873,-0.63987494,3.6087437,0.88527024,-0.5037012,-0.047895566,5.859709
723,0.14902456,0.94043297,-0.63987494,3.6087437,0.5312187,-0.5037012,-0.035686895,4.470737
724,0.11452724,0.9447522,-0.63987494,3.6087437,-0.42199704,-0.5037012,-0.0028173851,3.4358172
725,0.12088201,0.9417584,-0.63987494,3.6087437,-0.36752757,-0.2313539,0.004695644,3.6264603
726,0.13268372,0.9377738,-0.63987494,3.6087437,0.12269767,-0.01347601,-0.004695644,3.980512
727,0.12996027,0.9379176,-0.63987494,3.6087437,-0.31305808,0.04099346,0.012208673,3.898808
728,0.12996028,0.9379176,-0.63987494,3.6087437,0.3133408,-0.31305808,-0.021599963,3.8988087
729,0.10817247,0.94099146,-0.63987494,3.6087437,0.7490966,-0.34029284,-0.037565153,3.2451742
730,0.063689075,0.94118464,-0.63987494,3.6087437,-0.58540547,-0.58540547,0.0,1.9106723
731,0.05824214,0.9453888,-0.74881387,3.6087437,-0.20411916,-0.74881387,-0.018782577,1.7472641
