window_idx,feat_0,feat_1,feat_2,feat_3,feat_4,feat_5,feat_6,feat_7
253,-0.21047392,0.8863273,-0.99392647,1.6750776,-0.99392647,-0.99392647,0.0,-6.3142176
254,-0.21047392,0.8863273,-0.99392647,1.6750776,0.04099346,-0.99392647,-0.035686895,-6.3142176
255,-0.18142353,0.9081081,-0.99392647,1.6750776,0.12269767,0.912505,0.027234735,-5.442706
256,-0.16326705,0.9193824,-0.99392647,1.6750776,0.36781028,0.6673924,0.010330417,-4.898011
257,-0.15782012,0.92298967,-0.99392647,1.6750776,0.06822819,0.5312187,0.01596519,-4.7346034
258,-0.115152344,0.96124685,-0.99392647,1.6750776,-0.36752757,1.3482608,0.059165116,-3.4545703
259,-0.06340635,0.9876884,-0.99392647,1.6750776,0.395045,1.1848524,0.027234735,-1.9021904
260,-0.06068287,0.9890605,-0.99392647,1.6750776,1.2937913,0.4767492,-0.028173866,-1.8204861
261,-0.081562854,0.9666029,-0.99392647,1.6750776,1.0486786,0.6673924,-0.013147802,-2.4468856
262,-0.08610197,0.96159136,-0.99392647,1.6750776,-0.06794548,0.912505,0.033808637,-2.583059
263,-0.06703766,0.9674142,-0.99392647,1.6750776,-0.99392647,0.503984,0.051652085,-2.0111296
264,0.023744782,1.0032955,-0.99392647,1.729547,-0.99392647,1.729547,0.093912885,0.71234345
265,0.09455511,1.003936,-0.99392647,1.729547,-0.99392647,1.1303829,0.073252045,2.8366532
266,0.18352191,1.0216398,-0.99392647,1.729547,-0.99392647,1.6750776,0.09203462,5.505657
267,0.25887135,1.0153602,-0.99392647,1.729547,0.25887135,1.2665565,0.034747764,7.76614
268,0.2752122,1.0191664,-0.99392647,1.729547,-0.99392647,0.7490966,0.060104243,8.256366
269,0.3787042,1.0424087,-0.99392647,2.1108334,-0.99392647,2.1108334,0.107060686,11.361126
270,0.44588324,1.0164002,-0.99392647,2.1108334,-0.99392647,1.021444,0.06949553,13.376497
271,0.5103388,0.983841,-0.99392647,2.1108334,-0.99392647,0.9397397,0.066678144,15.3101635
272,0.6492359,1.0533502,-0.99392647,3.172988,-0.99392647,3.172988,0.14368671,19.477077
273,0.81990695,1.1804218,-0.99392647,4.1262035,0.7763313,4.1262035,0.11551283,24.597208
274,0.8208147,1.1803983,-0.99392647,4.1262035,1.1848524,0.80356604,-0.013147804,24.624441
275,0.95154136,1.4085858,-0.99392647,5.106654,0.4767492,5.106654,0.15965189,28.546242
276,1.191207,1.8499407,-0.99392647,7.666719,1.6750776,7.666719,0.20660833,35.73621
277,1.1058716,1.8843778,-0.99392647,7.666719,1.321026,-0.88498753,-0.07606943,33.176147
278,1.1203969,1.8876569,-0.99392647,7.666719,-0.99392647,1.7567817,0.094852,33.611904
279,1.1875758,1.8466322,-0.99392647,7.666719,-0.99392647,1.021444,0.06949553,35.627274
280,1.2520313,1.8025846,-0.99392647,7.666719,-0.99392647,0.9397397,0.066678144,37.56094
281,1.2865287,1.7688596,-0.99392647,7.666719,-0.99392647,0.04099346,0.035686895,38.59586
282,1.305593,1.7471272,-0.99392647,7.666719,-0.99392647,-0.42199704,0.019721705,39.16779
283,1.3428136,1.709225,-0.99392647,7.666719,-0.99392647,0.12269767,0.03850428,40.28441
284,1.3782189,1.6710286,-0.88498753,7.666719,0.912505,0.06822819,-0.029112993,41.346565
285,1.3646015,1.676424,-0.88498753,7.666719,0.6673924,0.503984,-0.0056347726,40.938046
286,1.361878,1.6776206,-0.88498753,7.666719,0.5312187,0.5856882,0.0018782575,40.856342
287,1.3500763,1.6846532,-0.88498753,7.666719,1.3482608,0.17716713,-0.040382538,40.50229
288,1.3183025,1.6933545,-0.88498753,7.666719,1.1848524,0.395045,-0.027234735,39.549076
289,1.2956069,1.6995423,-0.88498753,7.666719,0.4767492,0.503984,0.00093912974,38.868206
290,1.2765425,1.7117846,-0.88498753,7.666719,0.6673924,-0.09518021,-0.026295606,38.296276
291,1.2801739,1.7106037,-0.88498753,7.666719,0.912505,0.7763313,-0.0046956437,38.405216
292,1.3065009,1.7108202,-0.88498753,7.666719,0.503984,1.7023122,0.041321665,39.195026
293,1.3473529,1.7057946,-0.88498753,7.666719,1.729547,1.729547,0.0,40.420586
294,1.3473527,1.7057946,-0.88498753,7.666719,1.1303829,1.729547,0.020660833,40.42058
295,1.3228416,1.7139996,-0.88498753,7.666719,1.6750776,0.395045,-0.044139054,39.68525
296,1.3291963,1.7156461,-0.88498753,7.666719,1.2665565,1.8657206,0.020660833,39.87589
297,1.3246571,1.7159861,-0.88498753,7.666719,0.7490966,1.1303829,0.013147804,39.73971
298,1.3491685,1.7128386,-0.88498753,7.666719,2.1108334,1.4844344,-0.021599967,40.475056
299,1.4099928,1.7702428,-0.88498753,7.666719,1.021444,3.9355605,0.10048677,42.299786
300,1.518024,1.8407227,-0.88498753,7.666719,0.9397397,4.2623773,0.11457371,45.540718
301,1.5615995,1.8419901,-0.88498753,7.666719,3.172988,2.247007,-0.03193038,46.847984
302,1.4227024,1.8721039,-0.99392647,7.666719,4.1262035,-0.99392647,-0.17655621,42.681072
303,1.2647408,1.8369207,-0.99392647,7.666719,0.80356604,-0.6126402,-0.048834696,37.942226
304,1.2048244,1.8798008,-0.99392647,7.666719,5.106654,-0.99392647,-0.21036485,36.144733
305,1.3037772,2.1423829,-0.99392647,8.07524,7.666719,8.07524,0.0140869375,39.113316
306,1.1784974,1.8575964,-0.99392647,8.07524,-0.88498753,3.9083257,0.16528666,35.354923
307,1.1748662,1.8617285,-0.99392647,8.07524,1.7567817,-0.99392647,-0.094852,35.245987
308,1.1040559,1.8785714,-0.99392647,8.07524,1.021444,-0.36752757,-0.047895573,33.121677
309,1.0804524,1.8839021,-0.99392647,8.07524,0.9397397,0.3133408,-0.021599963,32.413574
310,1.1013324,1.8856971,-0.99392647,8.07524,0.04099346,1.5661386,0.052591212,33.039974
311,1.1376455,1.8753896,-0.99392647,8.07524,-0.42199704,1.1303829,0.053530343,34.129364
312,1.2166263,1.8578546,-0.99392647,8.07524,0.12269767,1.9474249,0.06292163,36.498787
313,1.3301042,1.8912405,-0.99392647,8.07524,0.06822819,3.5270395,0.119269356,39.903126
314,1.3110398,1.906684,-0.99392647,8.07524,0.503984,-0.5037012,-0.034747764,39.331196
315,1.2701877,1.9364353,-0.99392647,8.07524,0.5856882,-0.72157913,-0.045078184,38.105633
316,1.217534,1.9754153,-0.99392647,8.07524,0.17716713,-0.99392647,-0.040382538,36.52602
317,1.1784974,2.0069082,-0.99392647,8.07524,0.395045,-0.99392647,-0.047895566,35.354923
318,1.1321983,2.0401943,-0.99392647,8.07524,0.503984,-0.99392647,-0.051652085,33.96595
319,1.1576174,2.0369565,-0.99392647,8.07524,-0.09518021,1.2665565,0.046956442,34.728523
320,1.1421844,2.0481133,-0.99392647,8.07524,0.7763313,-0.5581707,-0.04601731,34.26553
321,1.1367376,2.049296,-0.99392647,8.07524,1.7023122,0.6129229,-0.03756515,34.102127
322,1.0686507,2.063259,-0.99392647,8.07524,1.729547,-0.34029284,-0.07137379,32.05952
323,1.0041952,2.0717916,-0.99392647,8.07524,1.729547,-0.20411916,-0.066678144,30.125856
324,0.9451866,2.0754988,-0.99392647,8.07524,0.395045,-0.040710744,-0.015026061,28.355598
325,0.9270302,2.0826025,-0.99392647,8.07524,1.8657206,-0.14964968,-0.06949553,27.810905
326,0.85440415,2.0865872,-0.99392647,8.07524,1.1303829,-0.31305808,-0.049773823,25.632124
327,0.81809115,2.0909436,-0.99392647,8.07524,1.4844344,0.04099346,-0.049773823,24.542734
328,0.7881329,2.0876176,-0.99392647,8.07524,3.9355605,0.5856882,-0.11551284,23.643988
329,0.6564984,2.0079913,-0.99392647,8.07524,4.2623773,-0.01347601,-0.1474432,19.694952
330,0.49399787,1.9041797,-0.99392647,8.07524,2.247007,-0.6126402,-0.098608516,14.819936
331,0.40321544,1.8832464,-0.99392647,8.07524,-0.99392647,-0.4764665,0.017843448,12.096463
332,0.43135795,1.8684077,-0.99392647,8.07524,-0.6126402,-0.14964968,0.01596519,12.940739
333,0.42227972,1.8741113,-0.99392647,8.07524,-0.99392647,-0.88498753,0.003756515,12.668391
334,0.46767092,1.8556607,-0.99392647,8.07524,8.07524,0.36781028,-0.26577345,14.030128
335,0.20894097,1.2033948,-0.99392647,3.9083257,3.9083257,0.3133408,-0.123964995,6.268229
336,0.09546294,0.9909601,-0.99392647,3.5270395,-0.99392647,0.503984,0.051652085,2.8638883
337,0.11634291,0.97424453,-0.99392647,3.5270395,-0.36752757,-0.36752757,0.0,3.4902873
338,0.10000205,0.9862606,-0.99392647,3.5270395,0.3133408,-0.8577528,-0.040382538,3.0000615
339,0.05642647,1.0045811,-0.99392647,3.5270395,1.5661386,-0.99392647,-0.08827811,1.6927941
340,-0.028909031,0.9811735,-0.99392647,3.5270395,1.1303829,-0.99392647,-0.073252045,-0.86727095
341,-0.09971933,0.97156096,-0.99392647,3.5270395,1.9474249,-0.99392647,-0.10142591,-2.99158
342,-0.1977644,0.90624404,-0.99392647,3.5270395,3.5270395,-0.99392647,-0.15589538,-5.932932
343,-0.3484632,0.597683,-0.99392647,1.2665565,-0.5037012,-0.99392647,-0.016904319,-10.4538965
344,-0.33847716,0.59750855,-0.99392647,1.2665565,-0.72157913,-0.20411916,0.017843448,-10.154315
345,-0.32122847,0.59365684,-0.99392647,1.2665565,-0.99392647,-0.20411916,0.027234735,-9.636854
346,-0.27039033,0.5991511,-0.99392647,1.2665565,-0.99392647,0.5312187,0.052591212,-8.11171
347,-0.22409132,0.5951037,-0.99392647,1.2665565,-0.99392647,0.395045,0.047895566,-6.7227397
348,-0.20593482,0.5794424,-0.99392647,1.2665565,1.2665565,-0.44923177,-0.059165113,-6.178045
349,-0.2540495,0.5110697,-0.99392647,0.6129229,-0.5581707,-0.17688441,0.013147802,-7.6214857
350,-0.21864438,0.52536607,-0.99392647,0.6129229,0.6129229,0.503984,-0.003756515,-6.5593314
351,-0.22772262,0.5131289,-0.99392647,0.5856882,-0.34029284,0.34057555,0.023478221,-6.8316784
352,-0.2013957,0.5267581,-0.99392647,0.5856882,-0.20411916,0.44951448,0.022539092,-6.041871
353,-0.1696218,0.55369556,-0.99392647,0.7490966,-0.040710744,0.7490966,0.027234735,-5.088654
354,-0.12786189,0.6065627,-0.99392647,1.212087,-0.14964968,1.212087,0.046956442,-3.8358564
355,-0.07793153,0.6618464,-0.99392647,1.3482608,-0.31305808,1.3482608,0.057286855,-2.337946
356,0.080937736,1.0465543,-0.99392647,4.4530206,0.04099346,4.4530206,0.15213886,2.428132
357,0.23254444,1.3227688,-0.99392647,4.5891943,0.5856882,4.5891943,0.13805194,6.976333
358,0.22074273,1.3211439,-0.99392647,4.5891943,-0.01347601,0.2316366,0.008452159,6.622282
359,0.22800533,1.320435,-0.99392647,4.5891943,-0.6126402,0.20440187,0.028173864,6.84016
360,0.2162036,1.3294473,-0.99392647,4.5891943,-0.4764665,-0.96669173,-0.016904319,6.486108
361,0.19895491,1.3416233,-0.99392647,4.5891943,-0.14964968,-0.99392647,-0.029112993,5.9686475
362,0.19895491,1.3416233,-0.99392647,4.5891943,-0.88498753,-0.14964968,0.025356477,5.9686475
363,0.2497931,1.3284174,-0.99392647,4.5891943,0.36781028,0.64015764,0.009391288,7.493793
364,0.27158087,1.3355157,-0.99392647,4.5891943,0.3133408,1.021444,0.024417352,8.147427
365,0.260687,1.3364633,-0.99392647,4.5891943,0.503984,-0.01347601,-0.017843448,7.8206096
366,0.25887135,1.3361684,-0.99392647,4.5891943,-0.36752757,0.44951448,0.028173864,7.7661405
367,0.26794958,1.3328027,-0.99392647,4.5891943,-0.8577528,-0.09518021,0.026295606,8.038487
368,0.3133408,1.3167838,-0.99392647,4.5891943,-0.99392647,0.503984,0.051652085,9.400225
369,0.3551007,1.2943375,-0.99392647,4.5891943,-0.99392647,0.25887135,0.043199927,10.653021
370,0.42318755,1.2751651,-0.99392647,4.5891943,-0.99392647,1.0486786,0.07043466,12.695626
371,0.5057996,1.2608815,-0.99392647,4.5891943,-0.99392647,1.4844344,0.08546072,15.173987
372,0.56299245,1.2300955,-0.99392647,4.5891943,-0.99392647,0.72186184,0.059165116,16.889774
373,0.6065682,1.1968766,-0.99392647,4.5891943,-0.20411916,0.3133408,0.017843448,18.197046
374,0.6238168,1.1887704,-0.99392647,4.5891943,-0.20411916,0.3133408,0.017843448,18.714504
375,0.65286726,1.1787897,-0.99392647,4.5891943,0.5312187,0.6673924,0.0046956437,19.586018
376,0.6546829,1.178643,-0.99392647,4.5891943,0.395045,0.5856882,0.006573902,19.640486
377,0.66285324,1.1776639,-0.99392647,4.5891943,-0.44923177,0.64015764,0.037565153,19.885597
378,0.70461315,1.1595621,-0.99392647,4.5891943,-0.17688441,0.80356604,0.033808637,21.138395
379,0.76180613,1.1569846,-0.99392647,4.5891943,0.503984,1.5389038,0.03568689,22.854183
380,0.7336636,1.1730697,-0.99392647,4.5891943,0.34057555,-0.34029284,-0.023478221,22.009909
381,0.71732265,1.1818135,-0.99392647,4.5891943,0.44951448,-0.14964968,-0.020660833,21.51968
382,0.6909959,1.1961958,-0.99392647,4.5891943,0.7490966,-0.34029284,-0.037565153,20.729876
383,0.6828254,1.1966082,-0.99392647,4.5891943,1.212087,0.503984,-0.024417346,20.484762
384,0.64651245,1.1965255,-0.99392647,4.5891943,1.3482608,0.12269767,-0.042260796,19.395374
385,0.6501437,1.1988127,-0.99392647,4.5891943,4.4530206,1.4571997,-0.10330417,19.50431
386,0.5257718,0.96942914,-0.99392647,4.5891943,4.5891943,0.72186184,-0.13335629,15.773153
387,0.379612,0.6095019,-0.99392647,1.5389038,0.2316366,0.20440187,-0.00093912875,11.38836
388,0.3823355,0.6090169,-0.99392647,1.5389038,0.20440187,0.3133408,0.0037565154,11.470065
389,0.37961203,0.60998845,-0.99392647,1.5389038,-0.96669173,0.12269767,0.037565153,11.388361
390,0.40593895,0.5668316,-0.99392647,1.5389038,-0.99392647,-0.17688441,0.028173864,12.178168
391,0.4476989,0.50492996,-0.34029284,1.5389038,-0.14964968,0.25887135,0.014086932,13.430966
392,0.4858275,0.5015597,-0.34029284,1.5389038,0.64015764,0.9942092,0.012208673,14.574825
393,0.5166935,0.5373248,-0.34029284,1.5661386,1.021444,1.5661386,0.018782575,15.500805
394,0.4912744,0.53084373,-0.34029284,1.5661386,-0.01347601,0.25887135,0.009391288,14.738232
395,0.4585927,0.58801526,-0.99392647,1.5661386,0.44951448,-0.99392647,-0.049773823,13.757781
396,0.43135798,0.6064376,-0.99392647,1.5661386,-0.09518021,-0.36752757,-0.009391288,12.94074
397,0.41864845,0.6211563,-0.99392647,1.5661386,0.503984,-0.4764665,-0.033808637,12.559454
398,0.45042232,0.64848727,-0.99392647,1.5661386,0.25887135,1.4571997,0.04132167,13.51267
399,0.48945874,0.6706507,-0.99392647,1.5661386,1.0486786,1.4299649,0.013147802,14.683763
400,0.46676314,0.66281694,-0.99392647,1.5661386,1.4844344,0.36781028,-0.03850428,14.002894
401,0.40957022,0.6463583,-0.99392647,1.5661386,0.72186184,-0.2313539,-0.032869507,12.2871065
402,0.364179,0.67020816,-0.99392647,1.5661386,0.3133408,-0.63987494,-0.032869507,10.925369
403,0.34874594,0.6765023,-0.99392647,1.5661386,0.3133408,-0.14964968,-0.01596519,10.4623785
404,0.3324051,0.68304914,-0.99392647,1.5661386,0.6673924,-0.17688441,-0.029112993,9.972153
405,0.30970946,0.68285304,-0.99392647,1.5661386,0.5856882,-0.01347601,-0.020660834,9.291284
406,0.2924608,0.6821991,-0.99392647,1.5661386,0.64015764,0.06822819,-0.019721705,8.773824
407,0.27521214,0.6797272,-0.99392647,1.5661386,0.80356604,0.12269767,-0.023478221,8.256364
408,0.22800532,0.6904863,-0.99392647,1.5661386,1.5389038,-0.6126402,-0.074191175,6.8401594
409,0.15537934,0.66281384,-0.99392647,1.5661386,-0.34029284,-0.63987494,-0.010330417,4.6613803
410,0.16445759,0.6578089,-0.99392647,1.5661386,-0.14964968,-0.06794548,0.0028173863,4.9337277
411,0.20894098,0.67981756,-0.99392647,1.5661386,-0.34029284,1.1848524,0.052591212,6.2682295
412,0.24979308,0.682404,-0.99392647,1.5661386,0.503984,0.88527024,0.013147802,7.4937925
413,0.29336867,0.73681355,-0.99392647,1.8112512,0.12269767,1.8112512,0.058225982,8.80106
414,0.364179,0.81494325,-0.99392647,2.247007,1.4571997,2.247007,0.027234731,10.925369
415,0.36690244,0.81871927,-0.99392647,2.247007,0.72186184,1.5389038,0.028173862,11.007073
416,0.40412325,0.85842955,-0.99392647,2.247007,0.20440187,1.838486,0.056347728,12.123697
417,0.48219618,0.9394049,-0.99392647,2.5465891,0.3133408,2.5465891,0.07700856,14.465885
418,0.5575456,1.0107838,-0.99392647,2.5738237,0.12269767,2.5738237,0.08452159,16.726368
419,0.60202897,1.0199908,-0.99392647,2.5738237,-0.17688441,1.4571997,0.056347728,18.06087
420,0.5974898,1.0237432,-0.99392647,2.5738237,0.25887135,-0.31305808,-0.019721705,17.924694
421,0.5793333,1.0343627,-0.99392647,2.5738237,0.9942092,-0.28582335,-0.044139054,17.38
422,0.529403,1.0491781,-0.99392647,2.5738237,1.5661386,-0.5037012,-0.07137379,15.882089
423,0.4713023,1.0383639,-0.99392647,2.5738237,0.25887135,-0.17688441,-0.015026061,14.139069
424,0.4531458,1.0466487,-0.99392647,2.5738237,-0.99392647,-0.28582335,0.024417348,13.594374
425,0.467671,1.0293465,-0.63987494,2.5738237,-0.36752757,-0.5581707,-0.0065739,14.03013
426,0.4604084,1.035961,-0.63987494,2.5738237,-0.4764665,-0.58540547,-0.003756516,13.812252
427,0.47402573,1.0261955,-0.63987494,2.5738237,1.4571997,-0.06794548,-0.052591212,14.220772
428,0.41410932,1.0194949,-0.63987494,2.5738237,1.4299649,-0.34029284,-0.06104337,12.42328
429,0.3741651,1.0022403,-0.63987494,2.5738237,0.36781028,0.2316366,-0.004695644,11.224953
430,0.3378521,1.0213655,-0.72157913,2.5738237,-0.2313539,-0.72157913,-0.016904319,10.135563
431,0.3242347,1.0315363,-0.72157913,2.5738237,-0.63987494,-0.63987494,0.0,9.727041
432,0.32514253,1.0306991,-0.72157913,2.5738237,-0.14964968,-0.6126402,-0.01596519,9.754276
433,0.32060337,1.0330771,-0.72157913,2.5738237,-0.17688441,-0.28582335,-0.003756515,9.618101
434,0.31424856,1.0366977,-0.72157913,2.5738237,-0.01347601,-0.36752757,-0.012208674,9.427457
435,0.30880165,1.0388324,-0.72157913,2.5738237,0.06822819,-0.17688441,-0.008452158,9.26405
436,0.29518428,1.0445584,-0.72157913,2.5738237,0.12269767,-0.34029284,-0.01596519,8.855529
437,0.27158085,1.0561258,-0.72157913,2.5738237,-0.6126402,-0.58540547,0.00093912875,8.147426
438,0.26794955,1.0593421,-0.72157913,2.5738237,-0.63987494,-0.72157913,-0.0028173863,8.0384865
439,0.28429037,1.0489424,-0.72157913,2.5738237,-0.06794548,-0.14964968,-0.0028173863,8.528711
440,0.29972345,1.0470507,-0.72157913,2.5738237,1.1848524,0.395045,-0.027234735,8.991703
441,0.25342438,1.037554,-0.72157913,2.5738237,0.88527024,-0.20411916,-0.037565153,7.602731
442,0.21711141,1.0338619,-0.72157913,2.5738237,1.8112512,-0.20411916,-0.06949553,6.5133424
443,0.1317759,1.0039817,-0.74881387,2.5738237,2.247007,-0.74881387,-0.10330416,3.9532769
444,0.037362173,0.931166,-0.74881387,2.5738237,1.5389038,-0.58540547,-0.073252045,1.1208652
445,-0.029816845,0.8923024,-0.74881387,2.5738237,1.838486,-0.4764665,-0.079825945,-0.8945054
446,-0.10516628,0.8241971,-0.74881387,2.5738237,2.5465891,-0.42199704,-0.10236504,-3.1549883
447,-0.20684263,0.6632222,-0.74881387,2.5738237,2.5738237,-0.5037012,-0.10612155,-6.205279
448,-0.30488768,0.41638282,-0.74881387,1.4571997,1.4571997,-0.36752757,-0.06292163,-9.14663
449,-0.37025103,0.25869176,-0.74881387,0.395045,-0.31305808,-0.5037012,-0.006573901,-11.107531
450,-0.38568407,0.268446,-0.7760486,0.395045,-0.28582335,-0.7760486,-0.016904319,-11.570522
451,-0.39022318,0.26786977,-0.7760486,0.395045,-0.5037012,-0.42199704,0.0028173851,-11.706696
452,-0.39203882,0.2688157,-0.7760486,0.395045,-0.17688441,-0.5581707,-0.013147802,-11.761165
453,-0.40474838,0.26735237,-0.7760486,0.395045,-0.28582335,-0.5581707,-0.009391287,-12.142451
454,-0.40474835,0.26735237,-0.7760486,0.395045,-0.5581707,-0.28582335,0.009391287,-12.14245
455,-0.38840753,0.27240938,-0.7760486,0.395045,-0.58540547,-0.06794548,0.017843448,-11.6522255
456,-0.38840753,0.27240938,-0.7760486,0.395045,-0.06794548,-0.58540547,-0.017843448,-11.6522255
457,-0.40474835,0.26735237,-0.7760486,0.395045,-0.34029284,-0.5581707,-0.0075130286,-12.14245
458,-0.41745794,0.27298963,-0.7760486,0.395045,0.2316366,-0.72157913,-0.032869507,-12.523738
459,-0.43198308,0.2485666,-0.7760486,0.395045,-0.72157913,-0.20411916,0.017843448,-12.959493
460,-0.38659188,0.30861893,-0.7760486,0.64015764,-0.63987494,0.64015764,0.044139057,-11.597756
461,-0.3584493,0.3224247,-0.7760486,0.64015764,-0.6126402,0.20440187,0.028173864,-10.753479
462,-0.34301627,0.3209657,-0.7760486,0.64015764,-0.28582335,-0.14964968,0.0046956437,-10.290488
463,-0.33484587,0.32540667,-0.7760486,0.64015764,-0.36752757,-0.040710744,0.011269546,-10.045376
464,-0.32758328,0.32702354,-0.7760486,0.64015764,-0.17688441,-0.14964968,0.00093912875,-9.827498
465,-0.34120062,0.3289646,-0.7760486,0.64015764,-0.34029284,-0.58540547,-0.008452159,-10.236018
466,-0.3484632,0.33126143,-0.7760486,0.64015764,-0.58540547,-0.5581707,0.0009391308,-10.4538965
467,-0.3366615,0.32890823,-0.7760486,0.64015764,-0.72157913,-0.2313539,0.016904319,-10.099845
468,-0.32485983,0.32114542,-0.7760486,0.64015764,-0.14964968,-0.36752757,-0.007513031,-9.745795
469,-0.32304418,0.32228282,-0.7760486,0.64015764,0.395045,-0.09518021,-0.016904319,-9.691325
470,-0.35027888,0.29370475,-0.7760486,0.64015764,-0.20411916,-0.42199704,-0.0075130304,-10.508367
471,-0.35844934,0.29293346,-0.7760486,0.64015764,-0.20411916,-0.44923177,-0.008452159,-10.75348
472,-0.35844934,0.29293346,-0.7760486,0.64015764,-0.74881387,-0.20411916,0.018782577,-10.75348
473,-0.3566337,0.29066834,-0.7760486,0.64015764,-0.58540547,-0.6943444,-0.003756515,-10.699011
474,-0.339385,0.29193157,-0.7760486,0.64015764,-0.4764665,-0.06794548,0.014086932,-10.18155
475,-0.33030674,0.2917621,-0.7760486,0.64015764,-0.42199704,-0.20411916,0.0075130304,-9.909203
476,-0.31305808,0.30098185,-0.7760486,0.64015764,-0.5037012,0.095462926,0.020660833,-9.391743
477,-0.31215027,0.300446,-0.7760486,0.64015764,-0.36752757,-0.4764665,-0.003756515,-9.364508
478,-0.32032067,0.30513707,-0.7760486,0.64015764,-0.5037012,-0.6126402,-0.003756517,-9.60962
479,-0.3139659,0.30323106,-0.7760486,0.64015764,-0.7760486,-0.31305808,0.01596519,-9.418977
480,-0.3067033,0.2945621,-0.72157913,0.64015764,-0.42199704,-0.5581707,-0.0046956427,-9.201099
481,-0.293086,0.29833606,-0.72157913,0.64015764,-0.5581707,-0.01347601,0.018782575,-8.79258
482,-0.2749295,0.29822552,-0.72157913,0.64015764,-0.5581707,-0.01347601,0.018782575,-8.247885
483,-0.25949642,0.29513234,-0.72157913,0.64015764,-0.28582335,-0.09518021,0.006573901,-7.784893
484,-0.2658512,0.29767233,-0.72157913,0.64015764,-0.06794548,-0.4764665,-0.014086932,-7.9755363
485,-0.28763902,0.3061886,-0.72157913,0.64015764,-0.58540547,-0.72157913,-0.0046956437,-8.62917
486,-0.28037643,0.3015891,-0.72157913,0.64015764,-0.5581707,-0.36752757,0.0065739,-8.411293
487,-0.2767451,0.298866,-0.72157913,0.64015764,-0.72157913,-0.44923177,0.009391288,-8.302353
488,-0.22681475,0.34234133,-0.72157913,0.7763313,-0.20411916,0.7763313,0.033808637,-6.8044424
489,-0.16780615,0.46995154,-0.72157913,1.5661386,0.64015764,1.5661386,0.03193038,-5.0341845
490,-0.17325309,0.46142495,-0.72157913,1.5661386,0.20440187,0.4767492,0.009391287,-5.1975927
491,-0.16871397,0.46576706,-0.72157913,1.5661386,-0.14964968,0.34057555,0.016904319,-5.061419
492,-0.15782008,0.4698893,-0.72157913,1.5661386,-0.040710744,0.17716713,0.0075130304,-4.7346025
493,-0.1360323,0.48955652,-0.72157913,1.5661386,-0.14964968,0.6129229,0.026295606,-4.080969
494,-0.09971932,0.52622896,-0.72157913,1.5661386,-0.58540547,0.9397397,0.052591212,-2.9915798
495,-0.039802905,0.56817704,-0.72157913,1.5661386,-0.5581707,1.212087,0.06104337,-1.1940871
496,0.013758719,0.5920241,-0.72157913,1.5661386,-0.2313539,1.0486786,0.044139054,0.41276157
497,0.052795183,0.6128192,-0.72157913,1.5661386,-0.36752757,0.9397397,0.045078184,1.5838555
498,0.06822819,0.6078493,-0.72157913,1.5661386,-0.09518021,0.095462926,0.006573901,2.0468457
499,0.0609656,0.6110515,-0.72157913,1.5661386,-0.42199704,-0.31305808,0.003756516,1.828968
500,0.065504715,0.6079449,-0.72157913,1.5661386,-0.44923177,-0.28582335,0.0056347735,1.9651415
501,0.059149947,0.6142558,-0.72157913,1.5661386,-0.20411916,-0.63987494,-0.015026062,1.7744985
502,0.058242127,0.61466426,-0.72157913,1.5661386,-0.6943444,-0.2313539,0.01596519,1.7472638
503,0.07367513,0.6012403,-0.72157913,1.5661386,-0.06794548,-0.2313539,-0.005634773,2.210254
504,0.06459688,0.6053521,-0.72157913,1.5661386,-0.20411916,-0.34029284,-0.004695644,1.9379064
505,0.057334296,0.6098229,-0.72157913,1.5661386,0.095462926,-0.42199704,-0.017843448,1.7200289
506,0.040085625,0.6157894,-0.72157913,1.5661386,-0.4764665,-0.42199704,0.0018782575,1.2025688
507,0.031915195,0.6241582,-0.72157913,1.5661386,-0.6126402,-0.72157913,-0.003756515,0.9574558
508,0.03100737,0.6251141,-0.72157913,1.5661386,-0.31305808,-0.63987494,-0.011269547,0.9302211
509,0.031007396,0.62511414,-0.72157913,1.5661386,-0.5581707,-0.31305808,0.008452158,0.93022186
510,0.034638695,0.62198967,-0.72157913,1.5661386,-0.01347601,-0.44923177,-0.015026061,1.0391608
511,0.029191736,0.62310165,-0.72157913,1.5661386,-0.01347601,-0.17688441,-0.0056347726,0.8757521
512,0.013758732,0.62966645,-0.72157913,1.5661386,-0.09518021,-0.4764665,-0.013147803,0.41276196
513,-0.0016742826,0.6377692,-0.72157913,1.5661386,-0.4764665,-0.5581707,-0.0028173851,-0.050228477
514,-0.005305584,0.64076525,-0.72157913,1.5661386,-0.72157913,-0.58540547,0.0046956437,-0.15916753
515,0.0064961286,0.63064474,-0.72157913,1.5661386,-0.36752757,-0.36752757,0.0,0.19488385
516,0.012850909,0.6277979,-0.72157913,1.5661386,-0.44923177,-0.17688441,0.009391288,0.38552725
517,0.0155743845,0.62596196,-0.72157913,1.5661386,0.7763313,-0.36752757,-0.03944341,0.46723154
518,-0.019830782,0.61180973,-0.72157913,1.5661386,1.5661386,-0.28582335,-0.06386076,-0.59492344
519,-0.0979037,0.550849,-0.7760486,1.212087,0.4767492,-0.7760486,-0.043199927,-2.937111
520,-0.12332278,0.54125607,-0.7760486,1.212087,0.34057555,-0.28582335,-0.021599963,-3.6996834
521,-0.16054359,0.54644394,-0.7760486,1.212087,0.17716713,-0.7760486,-0.032869507,-4.8163075
