window_idx,feat_0,feat_1,feat_2,feat_3,feat_4,feat_5,feat_6,feat_7,feat_8,feat_9,feat_10,feat_11,feat_12,feat_13,feat_14,feat_15,feat_16,feat_17,feat_18,feat_19,feat_20,feat_21,feat_22,feat_23
203,-0.24340267,-0.83800066,2.870591,5.0,0.4577941,0.184961,0.9655172,10.0,0.16666667,7.0,0.13115907,4.0,0.3,0.53333336,-0.56666666,0.59703696,4.0,1.8005711,0.0,0.0,0.19634955,0.8251171,-0.19594873,0.39162087
204,-0.6058318,-0.8020387,2.8056126,5.0,0.4577941,-0.34542084,0.9655172,11.0,0.16666667,7.0,0.050491497,4.0,0.1,0.46666667,-0.6,0.5835704,4.0,1.8664174,0.0,0.0,0.19634955,0.8610527,-0.20684263,0.39559767
205,-0.5454121,-0.73574984,2.5399024,5.0,0.4668181,-0.3050794,0.9655172,12.0,0.11111111,7.0,0.06780877,4.0,0.11111111,0.4,-0.53333336,0.57674843,4.0,1.8967295,0.0,0.0,0.19634955,0.8717305,-0.22409129,0.4077962
206,-0.5283487,-0.7165729,2.2287085,5.0,0.4668181,-0.29493973,0.9655172,12.0,0.074074075,7.0,0.057214074,2.0,0.11111111,0.33333334,-0.5,0.5654636,4.0,1.8967295,0.0,0.0,0.19634955,0.88781196,-0.22863042,0.41237518
207,-0.5283487,-0.7165729,2.2294347,5.0,0.4668181,-0.27713925,0.9655172,12.0,0.074074075,7.0,0.06694842,3.0,0.11111111,0.26666668,-0.46666667,0.5596688,4.0,1.8967295,0.0,0.0,0.19634955,0.88539034,-0.22863042,0.41237518
208,-1.0261436,-0.84894264,2.1695225,5.0,0.3491137,-0.3114044,0.9655172,12.0,0.074074075,6.0,0.049935523,4.0,0.125,0.2,-0.36666667,0.5279716,4.0,1.8483744,0.0,0.0,0.3926991,0.9405731,-0.20775045,0.3919201
209,-0.3883048,-0.93502843,2.038015,5.0,0.33490226,-0.32772687,0.9655172,12.0,0.074074075,7.0,0.05130627,3.0,0.125,0.13333334,-0.3,0.48177198,4.0,1.8977295,0.0,0.0,0.5890486,0.9983196,-0.18414702,0.38108054
210,-0.08662433,-0.27070102,1.9312823,5.0,0.35262176,-0.33772925,0.9655172,8.0,0.013605442,7.0,0.051624462,2.0,0.25,0.06666667,-0.33333334,0.4471242,4.0,1.8967295,0.0,0.0,0.5890486,1.028321,-0.16054358,0.37728065
211,-0.10191129,-0.2875354,1.8530593,5.0,0.41419592,-0.39120924,1.0,8.0,0.054421768,6.0,0.03641988,2.0,0.25,0.0,-0.26666668,0.44831404,4.0,1.9683497,0.0,0.0,0.5890486,1.0455872,-0.15509664,0.37413552
212,0.24536517,-0.13004355,1.7940003,5.0,0.40621188,-0.4026806,1.0,7.0,0.008230452,6.0,0.035918538,2.0,0.33333334,-0.06666667,0.06666667,0.44726923,4.0,1.9683497,0.0,0.0,0.7853982,1.0542831,-0.14511056,0.36998913
213,0.23547369,-0.1437629,1.7013084,4.0,0.3889567,-0.42239788,1.0,7.0,0.008230452,6.0,0.036178127,2.0,0.33333334,-0.13333334,0.43333334,0.4419912,4.0,1.995723,0.0,0.0,0.7853982,1.0702565,-0.14057145,0.36625463
214,0.24276114,-0.13241518,1.6326748,4.0,0.37194866,-0.41303885,1.0,7.0,0.008230452,6.0,0.025607336,2.0,0.33333334,-0.2,0.43333334,0.4212251,4.0,1.995723,0.0,0.0,0.7853982,1.0528009,-0.14420274,0.37021834
215,-0.17727877,-0.37101915,1.7029234,5.0,0.3889567,-0.4396597,1.0,7.0,0.04761905,6.0,0.018711276,2.0,0.25,-0.26666668,0.36666667,0.4110767,4.0,2.0708995,0.0,0.0,0.7853982,1.0655118,-0.12967755,0.35846207
216,0.16346817,-0.22131076,1.623027,5.0,0.37602827,-0.39747313,1.0,7.0,0.020576132,6.0,0.024494244,2.0,0.33333334,-0.33333334,0.3,0.38407636,4.0,2.0050533,0.0,0.0,0.7853982,1.1013887,-0.113336705,0.36097908
217,0.15043914,-0.04137077,1.6239699,5.0,0.36181682,-0.39889628,1.0,7.0,0.012345679,6.0,0.024879996,2.0,0.33333334,-0.4,0.23333333,0.3785606,4.0,2.0207093,0.0,0.0,0.7853982,1.086204,-0.10879758,0.3620698
218,0.17120282,-0.21400355,1.6623834,5.0,0.38919976,-0.38918582,1.0,7.0,0.024691358,6.0,0.04355684,2.0,0.33333334,-0.46666667,0.16666667,0.396173,4.0,2.0207093,0.0,0.0,0.7853982,1.0948402,-0.11606018,0.36057854
219,0.17587873,-0.20854194,1.6303862,4.0,0.35837668,-0.3810942,1.0,7.0,0.020576132,6.0,0.06296422,2.0,0.33333334,-0.53333336,0.13333334,0.39928058,4.0,2.0207093,0.0,0.0,0.7853982,1.106105,-0.11787583,0.3613155
220,0.17795081,-0.20552067,1.6052586,4.0,0.34878117,-0.39399213,1.0,7.0,0.008230452,6.0,0.06345603,2.0,0.33333334,-0.6,0.1,0.4130568,4.0,2.013766,0.0,0.0,0.7853982,1.114699,-0.11878365,0.36220986
221,0.155063,0.155063,1.5605956,4.0,0.34878117,-0.28975925,1.0,7.0,0.024691358,6.0,0.08280729,2.0,0.33333334,-0.6666667,0.033333335,0.4028793,5.0,2.0796123,0.0,0.0,0.7853982,1.0793604,-0.110613234,0.36298224
222,0.016393002,-0.18032293,1.517052,4.0,0.435995,-0.7119715,1.0,7.0,0.054421768,6.0,0.090494886,2.0,0.25,-0.73333335,0.0,0.3911328,5.0,2.0913296,0.0,0.0,0.7853982,0.9895733,-0.12876973,0.38765165
223,-0.047708508,0.14746273,1.4995497,5.0,0.42591733,-0.6310621,1.0,6.0,0.034013607,6.0,0.10109918,4.0,0.25,-0.8,0.33333334,0.3624486,5.0,2.078612,0.0,0.0,0.7853982,0.92503536,-0.15691228,0.41862833
224,0.058658727,0.24720459,1.5336643,3.0,0.37640682,-0.5775124,0.9655172,9.0,0.04526749,6.0,0.10596126,2.0,0.33333334,-0.8333333,0.8666667,0.3375269,5.0,2.0796123,0.0,0.0,0.7853982,0.9019899,-0.2023035,0.43333864
225,0.8226036,0.62812936,1.1616282,3.0,0.4347338,-0.13086173,0.9655172,8.0,0.04526749,8.0,0.07484586,3.0,0.33333334,-0.6666667,0.8,0.31232387,5.0,2.0976553,0.0,0.0,0.7853982,1.0709739,-0.22227564,0.40612444
226,0.7144474,0.90670735,1.0185599,3.0,0.33847824,-0.14996287,0.9655172,7.0,0.03292181,8.0,0.053140085,1.0,0.33333334,-0.1,0.73333335,0.26626024,5.0,2.0976553,0.0,0.0,0.7853982,1.2059749,-0.23770866,0.38247067
227,0.7144474,0.90670735,1.0675792,3.0,0.38798875,-0.10672325,0.9655172,6.0,0.037037037,8.0,0.052138712,1.0,0.33333334,0.2,0.6666667,0.217156,5.0,2.1093726,0.0,0.0,0.7853982,1.2384351,-0.23770866,0.38247067
228,0.7037611,0.8950519,1.125368,3.0,0.3481417,-0.122224174,0.9655172,5.0,0.057613168,5.0,0.04290692,1.0,0.33333334,0.2,0.6,0.21244648,5.0,2.1093726,0.0,0.0,0.7853982,1.233851,-0.23498519,0.3844084
229,-0.021503804,0.9461672,1.101906,4.0,0.36124527,-0.16589247,0.9655172,5.0,0.015306123,6.0,0.089551836,1.0,0.5,0.13333334,0.53333336,0.15929541,5.0,2.1093726,0.0,0.0,0.7853982,1.279575,-0.25041822,0.3799524
230,0.30131236,0.85600096,0.9811831,4.0,0.40517193,0.097050406,0.9655172,5.0,0.037037037,6.0,0.058290783,1.0,0.33333334,0.43333334,0.46666667,0.21760707,5.0,2.1298025,0.0,0.0,0.7853982,1.1991297,-0.2313539,0.39770302
231,-0.24902833,0.22281486,1.028987,3.0,0.20028749,0.27396005,0.9655172,5.0,0.015306123,5.0,0.09550092,1.0,0.5,0.6666667,0.4,0.311142,5.0,2.1000423,0.0,0.0,1.1780972,1.0742999,-0.18687049,0.48484704
232,-0.3021679,0.33951455,1.370053,3.0,0.2567124,0.13788164,0.9655172,5.0,0.03292181,5.0,0.044261232,1.0,0.6666667,0.93333334,-0.2,0.40719408,5.0,2.1000423,0.0,0.0,0.7853982,0.9519611,-0.14601839,0.534778
233,0.16347833,0.38260883,1.5138534,3.0,0.29265094,0.039218135,0.9655172,5.0,0.020576132,4.0,0.05162373,2.0,0.6666667,0.9,-0.26666668,0.4193057,5.0,2.0819993,0.0,0.0,0.5890486,1.0370073,-0.16417488,0.52199894
234,0.61155045,0.39985994,1.3051884,3.0,0.29104355,-0.1349619,0.9655172,5.0,0.03292181,4.0,0.12598789,1.0,0.6666667,0.8333333,0.23333333,0.3407895,5.0,2.0976553,0.0,0.0,0.7853982,1.1976314,-0.18051572,0.54034483
235,0.61457205,0.40696865,1.3142179,3.0,0.27747154,-0.12732804,0.9310345,5.0,0.010204081,4.0,0.11400375,1.0,1.0,0.76666665,0.23333333,0.29574403,5.0,2.0976553,0.0,0.0,0.9817477,1.2178504,-0.18868613,0.55098265
236,0.6191405,0.41598505,1.3869729,3.0,0.3365776,-0.11956779,0.8965517,5.0,0.020576132,4.0,0.123894274,1.0,0.6666667,0.7,0.53333336,0.28226882,5.0,2.0976553,0.0,0.0,0.7853982,1.1797557,-0.1986722,0.56304604
237,0.6272493,0.42917058,1.4838394,4.0,0.33289438,-0.115640536,0.86206895,5.0,0.037037037,4.0,0.09640282,1.0,0.6666667,0.6333333,0.8,0.30019817,5.0,2.0819993,0.0,0.0,0.5890486,1.1386856,-0.21228957,0.5774769
238,0.58954144,0.3935461,1.3964235,4.0,0.35462555,0.22555247,0.86206895,5.0,0.012345679,5.0,0.09837978,1.0,0.6666667,0.56666666,0.73333335,0.25037703,5.0,2.1117594,0.0,0.0,0.7853982,1.2068802,-0.19413309,0.5836155
239,0.62753356,-1.0872208,1.3370146,4.0,0.34957802,-0.10653557,0.86206895,5.0,0.020576132,5.0,0.09807078,1.0,0.33333334,0.5,0.7,0.30533603,5.0,2.0976553,0.0,0.0,0.7853982,1.1799927,-0.22681476,0.60036176
240,-0.8182363,-1.0050076,1.3596733,4.0,0.3238704,-0.09012256,0.82758623,5.0,0.024691358,0.0,0.19324535,1.0,0.33333334,0.4,0.6666667,0.3687267,5.0,2.0459132,0.0,0.0,0.7853982,1.1609036,-0.26403558,0.61243814
241,-0.7618505,-0.944347,1.4322991,3.0,0.31742442,-0.08442855,0.79310346,6.0,0.012345679,0.0,0.21657217,1.0,0.33333334,0.33333334,0.6333333,0.40818176,5.0,1.9615755,0.0,0.0,0.7853982,1.1371605,-0.28763902,0.62678397
242,-0.70301825,-0.8819683,1.5093021,4.0,0.35089076,-0.07823594,0.7586207,6.0,0.037037037,0.0,0.23941123,2.0,0.33333334,0.26666668,0.6,0.43753526,5.0,1.9615755,0.0,0.0,0.5890486,1.1133262,-0.31578156,0.6392055
243,-0.6581321,-0.83381987,1.5740844,4.0,0.34720755,-0.07274245,0.7241379,6.0,0.037037037,5.0,0.24690403,3.0,0.33333334,0.2,0.56666666,0.45336902,5.0,1.9566326,0.0,0.0,0.5890486,1.0770785,-0.33666152,0.6510747
244,-0.6969273,-0.8651511,1.3430582,4.0,0.32948804,0.53855515,0.7241379,5.0,0.008230452,5.0,0.121667154,2.0,0.33333334,0.16666667,0.5,0.41810268,5.0,2.002049,0.0,0.0,0.9817477,1.1529886,-0.29127032,0.67996246
245,-0.71117663,-0.86756104,1.3308505,4.0,0.28585607,0.4337843,0.7241379,5.0,0.04526749,5.0,0.14055508,1.0,0.6666667,0.13333334,0.43333334,0.4163846,4.0,1.9816189,0.0,0.0,0.9817477,1.150372,-0.24497126,0.73144054
246,-0.7170225,-0.8717226,1.4297432,4.0,0.29240787,0.3898477,0.7241379,5.0,0.037037037,5.0,0.19504206,1.0,0.6666667,0.06666667,0.36666667,0.43114963,4.0,1.9542456,0.0,0.0,0.9817477,1.1340005,-0.23498519,0.73940426
247,-0.66925484,-0.8326775,1.5448624,4.0,0.27435988,0.3988237,0.7241379,5.0,0.03292181,5.0,0.16828288,2.0,0.33333334,0.43333334,0.3,0.4742436,4.0,1.9542456,0.0,0.0,0.7853982,1.03801,-0.18051572,0.8165953
248,-0.6913338,-0.84625155,1.6813259,5.0,0.25198925,0.33748287,0.7241379,5.0,0.027210884,5.0,0.18406045,2.0,0.25,0.76666665,0.23333333,0.53315926,4.0,1.9542456,0.0,0.0,0.3926991,0.98280936,-0.1314932,0.861426
249,-0.6533435,-0.80579036,1.4623078,5.0,0.25345182,-0.31576696,0.7241379,5.0,0.006802721,5.0,0.14127697,2.0,0.25,0.7,0.2,0.46962288,4.0,1.9927187,0.0,0.0,0.7853982,1.0766832,-0.15509664,0.87538856
250,-0.6253724,-0.77583027,1.4157041,5.0,0.25592402,-0.3104154,0.6896552,6.0,0.020576132,0.0,0.14115196,2.0,0.6666667,0.6333333,0.2,0.43135366,4.0,1.9620239,0.0,0.0,0.7853982,1.1192756,-0.1723453,0.8869607
251,-0.5789923,-0.72752964,1.4811184,5.0,0.26848635,-0.26092592,0.6551724,6.0,0.03292181,6.0,0.13004275,2.0,0.6666667,0.56666666,0.2,0.44183648,4.0,1.9157726,0.0,0.0,0.7853982,1.1147482,-0.20684263,0.89842886
252,-0.57300496,-0.72103965,1.4846251,5.0,0.26848635,-0.25822523,0.62068963,6.0,0.024691358,6.0,0.12434119,2.0,0.6666667,0.5,0.2,0.4308576,4.0,1.8480242,0.0,0.0,0.7853982,1.0886675,-0.21047392,0.9014793
253,-0.57300496,-0.72103965,1.5271851,5.0,0.32014957,-0.25822523,0.62068963,6.0,0.008230452,6.0,0.12606528,2.0,0.6666667,0.43333334,0.2,0.43322068,4.0,1.8480242,0.0,0.0,0.5890486,1.0738587,-0.21047392,0.9014793
254,-0.57300496,-0.72103965,1.619299,5.0,0.35207644,-0.31039932,0.5862069,6.0,0.040816326,6.0,0.10781431,2.0,0.25,0.36666667,0.2,0.45223632,4.0,1.7293335,0.0,0.0,0.5890486,1.0624028,-0.21047392,0.9014793
255,-0.59071386,-0.73519796,1.4654428,5.0,0.368837,0.014607085,0.5862069,6.0,0.008230452,7.0,0.12458004,2.0,0.33333334,0.33333334,0.13333334,0.38352597,4.0,1.7771367,0.0,0.0,0.7853982,1.1172488,-0.18142354,0.9236325
256,-0.6028867,-0.745599,1.4514492,5.0,0.3559724,0.0128341755,0.5862069,6.0,0.020576132,0.0,0.12955418,2.0,0.33333334,0.26666668,0.06666667,0.35208538,4.0,1.7259464,0.0,0.0,0.7853982,1.1174953,-0.16326705,0.9350995
257,-0.60633266,-0.74848723,1.5063659,5.0,0.38368383,0.013699701,0.5862069,6.0,0.061728396,0.0,0.110453136,2.0,0.33333334,0.26666668,0.0,0.3305381,4.0,1.7259464,0.0,0.0,0.7853982,1.112683,-0.1578201,0.93876845
258,-0.62584275,-0.76233965,1.538649,5.0,0.42417037,0.03530677,0.5862069,6.0,0.020576132,0.0,0.12732618,2.0,0.33333334,0.23333333,-0.06666667,0.3412161,4.0,1.7771367,0.0,0.0,0.5890486,1.0467049,-0.11515235,0.9776796
259,-0.66059864,-0.7934413,1.6393565,5.0,0.42664257,0.017314522,0.5862069,6.0,0.040816326,0.0,0.11210906,2.0,0.25,0.23333333,-0.13333334,0.41729218,4.0,1.7386637,0.0,0.0,0.5890486,1.013996,-0.063406356,1.0045732
260,-0.6623895,-0.79504794,1.6542103,5.0,0.3933473,-0.01937398,0.5862069,6.0,0.040816326,0.0,0.10889897,2.0,0.25,0.16666667,-0.2,0.42611983,3.0,1.7269465,0.0,0.0,0.5890486,0.9997719,-0.06068288,1.0059688
261,-0.6565409,-0.7922814,1.7277135,5.0,0.2805832,-0.01997013,0.5862069,6.0,0.034013607,0.0,0.11006733,2.0,0.25,0.36666667,-0.26666668,0.43723506,3.0,1.7473766,0.0,0.0,0.5890486,0.9608202,-0.08156285,0.98312724
262,-0.6553215,-0.7917694,1.9128184,5.0,0.3749924,0.031576414,0.5862069,7.0,0.027210884,0.0,0.10227005,3.0,0.25,0.56666666,-0.33333334,0.48482928,3.0,1.7386637,0.0,0.0,0.3926991,0.9409413,-0.086101964,0.9780301
263,-0.67075235,-0.806379,1.9545155,5.0,0.38594326,0.057281736,0.5862069,8.0,0.027210884,0.0,0.10463781,3.0,0.25,0.5,-0.4,0.50400585,3.0,1.7089034,0.0,0.0,0.3926991,0.93330085,-0.06703765,0.98395246
264,-0.73038954,-0.8638346,1.9369603,5.0,0.41229934,0.111089304,0.62068963,9.0,0.04761905,0.0,0.115255065,3.0,0.25,0.43333334,-0.43333334,0.4933197,3.0,1.8660673,0.0,0.0,0.3926991,0.91572267,0.0237448,1.0204471
265,-0.7992707,-0.93263066,1.8742025,5.0,0.4229555,0.10390996,0.6551724,10.0,0.013605442,0.0,0.11928874,3.0,0.25,0.46666667,-0.46666667,0.48137772,3.0,1.9040555,0.0,0.0,0.5890486,0.8898867,0.09455511,1.0210986
266,-0.87103903,-1.0020881,2.2265785,5.0,0.46853128,0.103568025,0.6896552,11.0,0.027210884,0.0,0.12015815,3.0,0.25,0.46666667,-0.33333334,0.44519347,3.0,1.9298767,0.0,0.0,0.5890486,0.8717745,0.18352191,1.039105
267,-0.9493883,-1.0812478,2.1941335,5.0,0.47962698,0.041806847,0.6896552,12.0,0.04761905,0.0,0.11806642,3.0,0.25,0.46666667,-0.2,0.41746137,3.0,1.8436004,0.0,0.0,0.5890486,0.8736947,0.25887135,1.0327181
268,-0.96160686,-1.092974,2.303994,5.0,0.48360345,0.09792367,0.6896552,13.0,0.034013607,0.0,0.12214992,3.0,0.25,0.4,-0.26666668,0.41185924,3.0,1.7777542,0.0,0.0,0.5890486,0.875667,0.2752122,1.0365893
269,-1.0018164,-1.1482357,2.1902943,6.0,0.38641655,0.16457899,0.7241379,14.0,0.034013607,7.0,0.11943108,3.0,0.25,0.5,-0.3,0.33957997,3.0,1.7997361,0.0,0.0,0.5890486,0.86561555,0.3787042,1.060229
270,-0.19143967,-1.2426018,1.94575,6.0,0.39039302,0.13718648,0.7586207,15.0,0.013605442,0.0,0.09018273,3.0,0.25,0.46666667,-0.33333334,0.33315703,3.0,1.9625757,0.0,0.0,0.5890486,0.8928664,0.44588318,1.0337759
271,0.6686254,-1.3481375,1.8392589,5.0,0.3192545,0.15124361,0.79310346,7.0,0.04,0.0,0.080011725,3.0,0.2,0.46666667,-0.36666667,0.35294706,3.0,1.975293,0.0,0.0,0.5890486,0.87010086,0.5103387,1.00066
272,0.41096908,-1.3392509,1.7015406,2.0,0.36496726,0.43556187,0.82758623,8.0,0.08,2.0,0.10356176,1.0,0.2,0.6,-0.4,0.39566666,3.0,2.118703,0.0,0.0,0.5890486,0.82755625,0.6492359,1.0713576
273,-0.23137933,-0.018147442,1.7846177,2.0,0.31470916,0.21621582,0.82758623,5.0,0.16666667,7.0,0.116457306,1.0,0.1,0.93333334,-0.43333334,0.5280107,3.0,2.1274157,0.0,0.0,0.3926991,0.82636416,0.8199069,1.2006015
274,-0.23214006,-0.018903958,1.7804267,2.0,0.34828126,-0.5160672,0.82758623,5.0,0.16666667,2.0,0.0853185,1.0,0.1,0.8666667,-0.5,0.5286568,3.0,2.118703,0.0,0.0,0.3926991,0.88536876,0.8208147,1.2005776
275,-0.080474935,0.13243514,3.169446,1.0,0.31897762,0.6348116,0.82758623,5.0,0.16666667,2.0,0.03343243,4.0,0.1,0.8666667,-0.56666666,0.5465587,3.0,2.118703,0.0,0.0,0.3926991,0.804971,0.9515414,1.4326661
276,0.21952996,-0.010614669,1.5777823,2.0,0.17837812,0.35818192,0.82758623,3.0,0.16666667,2.0,0.11556785,1.0,0.083333336,0.8666667,-0.6333333,0.54439425,3.0,2.0581822,0.0,0.0,0.3926991,0.69882804,1.191207,1.8815659
277,0.26004264,0.034103923,0.9952403,2.0,0.22484937,-2.7240539,0.82758623,5.0,0.16666667,2.0,0.023264607,1.0,0.083333336,0.8,-0.6666667,0.46401283,3.0,2.136746,0.0,0.0,0.5890486,0.8800719,1.1058716,1.9165919
278,0.2520254,0.02647919,0.98069406,2.0,0.25664037,-2.5596035,0.82758623,5.0,0.16666667,2.0,0.07376245,1.0,0.083333336,0.73333335,-0.73333335,0.4737742,3.0,2.118703,0.0,0.0,0.5890486,0.9074846,1.1203967,1.919927
279,0.22185667,-0.008700295,0.9354622,2.0,0.24467541,-2.7360835,0.86206895,3.0,0.04,2.0,0.060107686,1.0,0.2,0.6666667,-0.76666665,0.4467152,3.0,2.0459132,0.0,0.0,0.7853982,0.95073605,1.1875758,1.8782008
280,0.19212161,-0.044069175,0.8890399,2.0,0.23570609,-2.9416025,0.8965517,3.0,0.08,2.0,0.076371916,1.0,0.2,0.6666667,-0.8,0.4071874,3.0,2.0913296,0.0,0.0,0.9817477,0.9739851,1.2520313,1.8334002
281,0.17660981,-0.06408419,0.84140897,2.0,0.23834896,-3.1173832,0.9310345,3.0,0.04,2.0,0.07401572,1.0,0.2,0.6,-0.8,0.3685739,3.0,2.1000423,0.0,0.0,0.9817477,1.003006,1.2865287,1.7990987
282,0.16807826,-0.07560972,0.810886,2.0,0.29230472,-3.2357767,0.9655172,3.0,0.08,2.0,0.07601858,1.0,0.2,0.53333336,-0.2,0.34253952,4.0,2.1000423,0.0,0.0,1.5707964,1.002716,1.305593,1.7769948
283,0.150395,-0.09869678,0.78170586,2.0,0.2311577,-3.454786,1.0,3.0,0.08,2.0,0.08861119,1.0,0.2,0.46666667,0.06666667,0.3204262,5.0,2.1000423,0.0,0.0,1.5707964,1.0181477,1.3428137,1.7384446
284,0.1778691,-0.073711574,0.79570293,2.0,0.23387337,-3.745818,0.9655172,3.0,0.08,2.0,0.09269823,1.0,0.2,0.4,0.7,0.31564906,5.0,2.0615692,0.0,0.0,1.3744467,1.0407498,1.3782189,1.6995953
285,-0.31625897,-0.56702995,0.804333,2.0,0.24632001,-3.7090888,0.9655172,3.0,0.04,2.0,0.09204568,1.0,0.2,0.33333334,0.6333333,0.3300909,5.0,2.0459132,0.0,0.0,1.3744467,1.0368643,1.3646016,1.7050831
286,-0.3144373,-0.56502944,0.8051543,2.0,0.26143146,-3.7011378,0.9655172,3.0,0.04,2.0,0.092004724,1.0,0.2,0.26666668,0.56666666,0.34026426,5.0,2.0732865,0.0,0.0,1.3744467,1.0362161,1.361878,1.7062999
287,-0.30623698,-0.55578303,0.81448334,2.0,0.28662756,-3.6591856,0.9655172,3.0,0.04,2.0,0.09152722,1.0,0.2,0.2,0.5,0.3541972,5.0,2.0459132,0.0,0.0,1.3744467,1.0304642,1.3500763,1.7134528
288,-0.7827424,-0.53447866,0.82594824,2.0,0.3239345,-3.6029675,0.9655172,3.0,0.04,2.0,0.09700052,1.0,0.2,0.13333334,0.53333336,0.36332,5.0,2.136746,0.0,0.0,1.3744467,1.0245796,1.3183025,1.7223028
289,-0.7667629,-0.5194031,0.8323912,2.0,0.372366,-3.5613768,0.9655172,3.0,0.08,2.0,0.0811493,1.0,0.2,0.06666667,0.5,0.3681917,5.0,2.0913296,0.0,0.0,1.1780972,1.0208143,1.2956069,1.7285966
290,-0.7503294,-0.5047386,0.83630425,2.0,0.41927233,-3.4869633,0.9655172,3.0,0.08,2.0,0.08008341,1.0,0.2,0.0,0.46666667,0.37017304,5.0,2.0401392,0.0,0.0,1.1780972,1.0144923,1.2765425,1.741048
291,-0.7529345,-0.5071742,0.842532,2.0,0.372366,-3.4899526,0.9655172,3.0,0.04,2.0,0.080126435,1.0,0.2,-0.06666667,0.43333334,0.37086862,5.0,2.0581822,0.0,0.0,1.1780972,1.009794,1.2801739,1.7398468
292,-0.7679691,-0.5222398,0.83575207,2.0,0.34803063,-3.4829848,0.9655172,3.0,0.04,2.0,0.08003245,1.0,0.2,-0.13333334,0.36666667,0.36850032,5.0,2.0377522,0.0,0.0,1.1780972,1.0208131,1.3065008,1.7400671
293,-0.7937782,-0.54732496,0.8436139,2.0,0.372366,-3.5260158,0.9310345,3.0,0.04,2.0,0.08073515,1.0,0.2,-0.2,0.3,0.36819053,5.0,2.019709,0.0,0.0,1.1780972,1.0273697,1.3473529,1.7349554
294,-0.7937782,-0.54732496,0.8465778,2.0,0.372366,-3.5245953,0.8965517,3.0,0.08,2.0,0.080710955,1.0,0.2,-0.26666668,0.23333333,0.37020704,5.0,2.028422,0.0,0.0,1.1780972,1.0275539,1.3473529,1.7349554
295,-0.775918,-0.5306446,0.8400748,2.0,0.335895,-3.4907398,0.8965517,3.0,0.04,2.0,0.07984921,1.0,0.2,-0.33333334,0.2,0.36793885,5.0,2.066895,0.0,0.0,1.1780972,1.0312883,1.3228416,1.7433008
296,-0.77881503,-0.53377706,0.83350205,2.0,0.335895,-3.4596114,0.8965517,4.0,0.08,2.0,0.079595275,1.0,0.2,-0.4,0.13333334,0.36658624,5.0,2.0966551,0.0,0.0,1.1780972,1.0275867,1.3291965,1.7449757
297,-0.77606004,-0.5310706,0.8316579,2.0,0.31667915,-3.4592366,0.8965517,4.0,0.04,2.0,0.07950092,1.0,0.2,-0.46666667,0.06666667,0.36768073,5.0,2.084938,0.0,0.0,1.1780972,1.0268754,1.3246573,1.7453214
298,-0.7915559,-0.5461163,0.8379672,2.0,0.31667915,-3.4945204,0.8965517,4.0,0.04,2.0,0.08042846,1.0,0.2,-0.53333336,0.033333335,0.36785692,5.0,2.0966551,0.0,0.0,1.1780972,1.0287037,1.3491685,1.74212
299,-0.7996696,-0.5621889,0.82802737,2.0,0.34306002,-3.0708346,0.8965517,4.0,0.04,2.0,0.07405905,1.0,0.2,-0.56666666,-0.016666668,0.33624157,5.0,2.0966551,0.0,0.0,1.3744467,1.0108845,1.4099928,1.8005055
300,-0.826754,-0.59836626,0.8864023,2.0,0.34306002,-2.7312427,0.8965517,4.0,0.08,2.0,0.07272031,1.0,0.2,-0.6333333,-0.06666667,0.3489921,5.0,2.0966551,0.0,0.0,0.9817477,0.9637633,1.5180238,1.8721902
301,-0.84944427,-0.6212137,0.9241175,2.0,0.3243726,-2.8269413,0.8965517,4.0,0.0625,2.0,0.075795695,1.0,0.16666667,-0.7,-0.1,0.38179192,5.0,2.0581822,0.0,0.0,0.7853982,0.94642293,1.5615995,1.8734795
302,-0.81432575,-0.5869057,0.8363895,2.0,0.29056987,-2.867066,0.8965517,4.0,0.06122449,2.0,0.076852225,1.0,0.25,-0.73333335,-0.1,0.26562124,5.0,2.1776059,0.0,0.0,0.9817477,1.0046358,1.4227023,1.904108
303,-0.74537563,-0.51359975,0.9232057,2.0,0.21833546,-2.8407376,0.8965517,5.0,0.020408163,6.0,0.096291274,2.0,0.5,-0.033333335,-0.06666667,0.18343842,5.0,2.148463,0.0,0.0,0.9817477,0.9283895,1.2647408,1.8683234
304,-0.69703484,-0.47054598,0.98131996,4.0,0.1962679,-3.0441294,0.8965517,5.0,0.020576132,6.0,0.03850134,2.0,0.33333334,-0.1,-0.1,0.15899639,5.0,2.118703,0.0,0.0,0.7853982,0.7498927,1.2048244,1.9119366
305,-0.6382663,-0.43016317,0.6249464,1.0,0.14931059,0.37383315,0.82758623,5.0,0.004359889,5.0,0.057435844,1.0,1.0,0.033333335,-0.16666667,0.14992762,5.0,2.1571758,0.0,0.0,1.7671459,1.027231,1.3037773,2.1790075
306,-0.6698101,-0.42980283,0.88338166,3.0,0.06957859,3.4011366,0.8965517,5.0,0.010204081,5.0,0.037105504,1.0,0.5,0.76666665,-0.23333333,0.15918875,5.0,2.118703,0.0,0.0,0.9817477,1.1771548,1.1784976,1.8893524
307,-0.66640574,-0.42693117,0.8291895,2.0,0.10534606,2.6865525,0.8965517,5.0,0.0051020407,5.0,0.10436457,3.0,0.5,0.7,0.26666668,0.14279366,4.0,2.118703,0.0,0.0,1.1780972,1.2764215,1.1748662,1.8935552
