window_idx,feat_0,feat_1,feat_2,feat_3,feat_4,feat_5,feat_6,feat_7,feat_8,feat_9,feat_10,feat_11,feat_12,feat_13,feat_14,feat_15,feat_16,feat_17,feat_18,feat_19,feat_20,feat_21,feat_22,feat_23
98,-0.25250378,-0.520789,0.69028884,1.0,0.07753293,-1.5274268,0.86206895,5.0,0.054421768,5.0,0.22768246,4.0,0.25,-0.36666667,0.2,0.18571152,4.0,2.1210897,0.0,0.0,1.3744467,1.0968245,-0.40837967,0.4314349
99,-0.26614025,-0.5354488,0.69944865,2.0,0.065325275,-1.6239352,0.86206895,5.0,0.034013607,5.0,0.22679324,1.0,0.25,-0.43333334,0.16666667,0.18998274,4.0,2.1210897,0.0,0.0,1.3744467,1.1047434,-0.40293273,0.42979556
100,-0.21594977,-0.485887,0.7177794,4.0,0.065325275,-1.5220295,0.86206895,5.0,0.013605442,7.0,0.2258239,1.0,0.25,-0.06666667,0.13333334,0.18550906,4.0,2.0708995,0.0,0.0,1.1780972,1.1260086,-0.42472053,0.42879462
101,-0.21594977,-0.485887,0.7177794,4.0,0.068508945,-1.5220295,0.86206895,5.0,0.04761905,7.0,0.22592576,2.0,0.25,-0.13333334,0.13333334,0.19300602,4.0,2.0708995,0.0,0.0,1.1780972,1.1151538,-0.42472053,0.42879462
102,-0.21594977,-0.485887,0.74073577,4.0,0.07526863,-1.5735573,0.82758623,4.0,0.034013607,5.0,0.21981588,2.0,0.25,-0.2,0.16666667,0.20533364,4.0,2.0254831,0.0,0.0,1.1780972,1.1142287,-0.42472053,0.42879462
103,-0.21783726,-0.48749015,0.721757,1.0,0.065037735,-1.508418,0.82758623,4.0,0.006802721,5.0,0.13985065,2.0,0.25,-0.1,0.1,0.19597961,4.0,2.0708995,0.0,0.0,1.3744467,0.7716084,-0.4238127,0.42924672
104,-0.21414912,-0.48448586,0.72378325,2.0,0.009110922,-1.518814,0.79310346,4.0,0.034013607,5.0,0.13208579,1.0,0.25,0.46666667,0.033333335,0.18194026,4.0,2.0708995,0.0,0.0,1.3744467,0.67937607,-0.42562833,0.4281609
105,-0.21414912,-0.48448586,0.6871555,4.0,0.021043148,-4.3095226,0.79310346,4.0,0.027210884,7.0,0.061170295,2.0,0.25,0.46666667,-0.033333335,0.17679147,4.0,2.0708995,0.0,0.0,1.3744467,0.59720516,-0.42562833,0.4281609
106,-0.8391895,-1.016206,1.2068028,4.0,0.29987597,0.31593367,0.79310346,7.0,0.012345679,6.0,0.07104831,1.0,0.33333334,0.43333334,0.0,0.21033305,4.0,2.0889425,0.0,0.0,0.9817477,1.218463,-0.50097775,0.20770316
107,-0.8391895,-1.016206,1.2296875,4.0,0.25681412,0.31881005,0.79310346,7.0,0.024691358,6.0,0.071806625,1.0,0.33333334,0.36666667,-0.06666667,0.21525875,4.0,2.1093726,0.0,0.0,0.9817477,1.2247983,-0.50097775,0.20770316
108,-0.8113054,-0.8113054,1.245782,4.0,0.26927823,0.2947745,0.79310346,7.0,0.020576132,6.0,0.07434695,1.0,0.33333334,0.3,-0.06666667,0.2130467,4.0,2.0796123,0.0,0.0,0.9817477,1.2200769,-0.5055169,0.20924695
109,-0.45834976,-0.8583641,1.2785572,4.0,0.28530228,0.27939436,0.79310346,7.0,0.0,6.0,0.09965262,1.0,0.33333334,0.26666668,-0.06666667,0.20709191,4.0,2.028422,0.0,0.0,0.7853982,1.1899961,-0.5236734,0.21787006
110,-0.46784446,-0.868854,1.3086113,4.0,0.2759673,0.39026505,0.79310346,7.0,0.03292181,6.0,0.10131659,1.0,0.33333334,0.2,-0.13333334,0.21042505,4.0,2.028422,0.0,0.0,0.7853982,1.1979011,-0.52185774,0.21732937
111,-0.49123964,-0.88098353,1.2010344,4.0,0.29737,0.46594375,0.82758623,7.0,0.08230453,6.0,0.108407766,1.0,0.33333334,0.2,-0.2,0.19980632,4.0,2.046465,0.0,0.0,0.7853982,1.1937846,-0.5136873,0.22361135
112,-0.47445053,-0.6690969,1.1763941,4.0,0.27963275,0.34133893,0.82758623,7.0,0.0,6.0,0.12461967,1.0,0.33333334,0.13333334,-0.26666668,0.19452477,4.0,2.0762253,0.0,0.0,0.9817477,1.1876394,-0.5173186,0.22387047
113,-0.44636527,-1.0202634,1.195941,4.0,0.25999513,0.014262564,0.82758623,7.0,0.018707482,6.0,0.15566845,1.0,1.0,0.06666667,0.16666667,0.1805014,4.0,2.046465,0.0,0.0,0.9817477,1.177143,-0.52185774,0.2277873
114,-0.4030642,-0.6025187,1.304308,4.0,0.26469645,0.22237553,0.82758623,7.0,0.024691358,6.0,0.120949455,1.0,0.6666667,0.13333334,0.1,0.22965142,4.0,1.9498584,0.0,0.0,0.7853982,1.2052783,-0.53547513,0.2184738
115,-0.41869935,-1.015657,1.2811495,4.0,0.26844758,0.24343029,0.82758623,7.0,0.017006803,6.0,0.15261462,1.0,1.0,0.2,0.06666667,0.21748194,4.0,2.019709,0.0,0.0,0.7853982,1.2144433,-0.5318438,0.21898831
116,-0.48188555,-0.67958224,1.2316202,3.0,0.2492279,0.25284505,0.82758623,7.0,0.0034013605,6.0,0.2050005,1.0,1.0,0.16666667,0.033333335,0.16909258,4.0,2.0254831,0.0,0.0,0.9817477,1.2355709,-0.5173186,0.22041635
117,-0.55330795,-0.35510808,1.2427562,4.0,0.30761346,0.2505858,0.79310346,7.0,0.010204081,6.0,0.17461377,1.0,1.0,0.13333334,0.0,0.13945682,4.0,2.0685127,0.0,0.0,0.9817477,1.2413405,-0.5018856,0.21985672
118,-0.6065537,-0.41374192,1.2552916,4.0,0.306155,0.23619106,0.79310346,7.0,0.025510205,6.0,0.20716995,1.0,1.0,0.1,-0.06666667,0.13007064,4.0,2.0615692,0.0,0.0,0.9817477,1.2133896,-0.48645258,0.22600059
119,-0.67989177,-0.48904493,1.3100908,4.0,0.3066793,0.2217284,0.7586207,5.0,0.010204081,6.0,0.20146014,1.0,1.0,0.06666667,0.0,0.14595333,4.0,2.011379,0.0,0.0,0.7853982,1.2012938,-0.46829608,0.2283275
120,-0.67989177,-0.48904493,1.2475605,4.0,0.2982686,0.024285294,0.7586207,5.0,0.008503402,6.0,0.2209106,1.0,1.0,0.0,0.1,0.13733858,4.0,2.020092,0.0,0.0,0.7853982,1.2480396,-0.46829608,0.2283275
121,-0.6407519,-0.82715243,1.2008845,4.0,0.3095394,0.003980139,0.7586207,6.0,0.010204081,6.0,0.22401191,1.0,1.0,-0.06666667,0.1,0.121193655,4.0,2.020092,0.0,0.0,0.9817477,1.2753032,-0.47374305,0.23377386
122,-0.13144886,-0.9201421,0.8962799,3.0,0.3375496,1.5033301,0.79310346,5.0,0.013605442,6.0,0.12928139,1.0,1.0,0.06666667,0.033333335,0.119684815,4.0,2.0702822,0.0,0.0,0.9817477,1.2603735,-0.44832397,0.25553286
123,0.22155383,-1.166731,0.9508884,3.0,0.34864938,1.3466672,0.79310346,5.0,0.015306123,6.0,0.12803645,1.0,0.5,0.1,0.0,0.14632034,4.0,2.0702822,0.0,0.0,0.9817477,1.2459991,-0.43743005,0.25404716
124,-0.7589311,-0.3166093,0.7765703,3.0,0.13738954,2.3267264,0.82758623,5.0,0.061728396,6.0,0.11111702,1.0,0.33333334,0.8666667,-0.033333335,0.21656995,4.0,2.058565,0.0,0.0,0.9817477,1.0872704,-0.38205275,0.38995737
125,-0.29092833,-0.29092833,1.2583172,4.0,0.18690005,1.6621352,0.82758623,5.0,0.061728396,6.0,0.059330374,2.0,0.33333334,0.93333334,-0.06666667,0.32541287,4.0,2.031809,0.0,0.0,0.9817477,0.99608076,-0.3466476,0.4275003
126,-0.78547007,-1.0180508,1.7574403,4.0,0.296871,1.4654539,0.82758623,5.0,0.03292181,6.0,0.08319182,2.0,0.33333334,0.9,-0.13333334,0.39113227,3.0,2.031809,0.0,0.0,0.5890486,0.94671965,-0.32849112,0.4449723
127,-0.7813974,-0.99972904,2.2696283,4.0,0.41654947,1.220227,0.82758623,5.0,0.054421768,6.0,0.051081944,3.0,0.25,0.8666667,-0.2,0.45161536,3.0,2.031809,0.0,0.0,0.5890486,0.8584263,-0.30761114,0.47401285
128,-0.7854683,-1.0033354,2.421632,4.0,0.3936705,1.1047329,0.82758623,5.0,0.16666667,7.0,0.047466017,3.0,0.1,0.8,-0.26666668,0.4699792,3.0,2.0044358,0.0,0.0,0.5890486,0.8901901,-0.30488768,0.47502348
129,-0.81761134,-1.0289667,2.6345875,4.0,0.4715319,1.0436896,0.82758623,5.0,0.11111111,6.0,0.055852264,3.0,0.11111111,0.76666665,-0.33333334,0.5030112,3.0,1.9362025,0.0,0.0,0.3926991,0.8612209,-0.27765295,0.48965883
130,-0.8761755,-0.53573924,3.044645,4.0,0.47006932,0.9448339,0.86206895,6.0,0.074074075,7.0,0.037224583,3.0,0.11111111,0.73333335,-0.36666667,0.53962755,3.0,1.9411455,0.0,0.0,0.3926991,0.8184786,-0.23407736,0.5066635
131,-0.5406186,-0.34802324,2.9157462,4.0,0.4984202,0.79798734,0.8965517,7.0,0.074074075,6.0,0.0366507,3.0,0.11111111,0.73333335,-0.33333334,0.57297236,3.0,1.829883,0.0,0.0,0.19634955,0.7892346,-0.18051572,0.53735447
132,-0.910971,-0.5296343,3.0158534,4.0,0.45893577,0.57345206,0.8965517,8.0,0.11111111,7.0,0.07005157,3.0,0.11111111,0.73333335,-0.33333334,0.5973972,3.0,1.7917926,0.0,0.0,0.19634955,0.74339706,-0.1097054,0.5999207
133,-0.9344152,-0.746338,3.1714518,4.0,0.49924856,0.41762903,0.9310345,5.0,0.16666667,4.0,0.07466946,3.0,0.1,0.7,-0.4,0.62799495,3.0,1.8933424,0.0,0.0,0.19634955,0.73704386,-0.08791762,0.6081859
134,-0.9248173,-0.73717326,2.9733636,4.0,0.480458,0.33983514,0.9310345,5.0,0.11111111,7.0,0.055268817,3.0,0.11111111,0.6333333,-0.46666667,0.610002,3.0,1.9137723,0.0,0.0,0.19634955,0.8464838,-0.09245674,0.6095896
135,-0.9411792,-0.7532417,2.9793437,4.0,0.47744948,0.35719788,0.9310345,6.0,0.074074075,7.0,0.05448357,3.0,0.11111111,0.6,-0.53333336,0.60399395,3.0,1.8933424,0.0,0.0,0.19634955,0.86564654,-0.083378494,0.6086378
136,-0.9411792,-0.7532417,2.5932775,4.0,0.47240195,0.30872598,0.9310345,6.0,0.074074075,7.0,0.04909085,3.0,0.11111111,0.53333336,-0.53333336,0.57137734,3.0,1.9264896,0.0,0.0,0.19634955,0.8951609,-0.083378494,0.6086378
137,-0.92107683,-0.7350902,2.4238963,4.0,0.47744948,0.29915446,0.9310345,6.0,0.074074075,7.0,0.031040033,3.0,0.11111111,0.46666667,-0.43333334,0.5507774,3.0,1.9264896,0.0,0.0,0.19634955,0.8960302,-0.089733265,0.61502194
138,-0.9828759,-0.79776025,1.9469969,4.0,0.42754257,0.66618043,0.9310345,6.0,0.074074075,7.0,0.029912084,3.0,0.11111111,0.43333334,-0.4,0.46111122,3.0,1.9264896,0.0,0.0,0.7853982,0.94306463,-0.048881166,0.61791587
139,-0.910129,-1.0921547,1.8931931,4.0,0.4319154,0.7166291,0.9310345,6.0,0.013605442,7.0,0.039769743,3.0,0.25,0.36666667,-0.43333334,0.42650434,3.0,2.028422,0.0,0.0,0.7853982,0.98387486,-0.013476009,0.59848076
140,-0.56544536,-0.74933004,1.7108166,4.0,0.38200852,0.71348226,0.9310345,6.0,0.013605442,7.0,0.04284497,4.0,0.25,0.3,-0.33333334,0.41921598,3.0,2.019709,0.0,0.0,0.7853982,0.9935629,-0.0053055887,0.5924308
141,-0.92195976,-1.1051306,1.6263647,4.0,0.37004393,0.7124533,0.9310345,6.0,0.054421768,7.0,0.051603798,3.0,0.25,0.23333333,-0.4,0.42070022,3.0,2.019709,0.0,0.0,0.7853982,1.0060245,-0.009844711,0.5947396
142,-0.92195976,-1.1051306,1.5445478,4.0,0.405415,0.71189374,0.9310345,6.0,0.054421768,7.0,0.050276365,4.0,0.25,0.16666667,-0.4,0.41693828,4.0,2.019709,0.0,0.0,0.7853982,1.0144247,-0.009844711,0.5947396
143,-0.95904577,-0.77221864,1.5190767,4.0,0.48839185,0.75461483,0.9310345,6.0,0.034013607,7.0,0.04939885,2.0,0.25,0.1,0.033333335,0.41152945,5.0,2.019709,0.0,0.0,0.7853982,1.0291681,0.001049183,0.5831003
144,-0.9621274,-0.40075648,1.5605037,4.0,0.4337659,0.75754666,0.9310345,6.0,0.013605442,7.0,0.103840955,2.0,0.25,0.033333335,0.46666667,0.40873694,5.0,2.019709,0.0,0.0,0.7853982,1.0296397,0.0019570093,0.58217627
145,-0.9621274,-0.40075648,1.6047564,4.0,0.43824187,0.75701004,0.9310345,6.0,0.04761905,7.0,0.103333734,2.0,0.25,-0.033333335,0.4,0.4067919,5.0,1.9923359,0.0,0.0,0.7853982,1.0283793,0.0019570093,0.58217627
146,-0.9414842,-0.7559701,1.6733133,4.0,0.4660253,0.73761624,0.9655172,6.0,0.04761905,7.0,0.10524881,4.0,0.25,-0.1,0.36666667,0.41206747,5.0,1.8752993,0.0,0.0,0.7853982,1.0190597,-0.005305586,0.58722717
147,-0.9414842,-0.7559701,1.7124705,4.0,0.5200118,0.7391573,0.9655172,6.0,0.027210884,7.0,0.10509232,4.0,0.25,-0.16666667,0.33333334,0.41201127,5.0,1.9137723,0.0,0.0,0.7853982,1.0147945,-0.005305586,0.58722717
148,-0.9158393,-0.7320589,1.7446535,4.0,0.49932057,0.71748054,1.0,6.0,0.006802721,7.0,0.08433138,4.0,0.25,-0.23333333,0.46666667,0.42588314,5.0,1.9352025,0.0,0.0,0.7853982,0.9934842,-0.015291656,0.5927667
149,-0.8627219,-0.6832997,1.7288301,4.0,0.49932057,0.675029,1.0,6.0,0.054421768,7.0,0.06182889,3.0,0.25,-0.3,0.46666667,0.4512155,5.0,1.9137723,0.0,0.0,0.7853982,0.95346195,-0.034355972,0.6071652
150,-0.8756266,-0.69508505,1.8435774,4.0,0.5124242,0.6930492,1.0,6.0,0.074074075,7.0,0.044855524,3.0,0.11111111,-0.36666667,0.46666667,0.46180928,5.0,1.9137723,0.0,0.0,0.7853982,0.9589143,-0.029816847,0.6034009
151,-0.89964056,-0.7166628,1.989545,4.0,0.5423131,0.60265344,1.0,6.0,0.16666667,7.0,0.028069932,3.0,0.1,-0.43333334,0.5,0.4927629,5.0,1.857639,0.0,0.0,0.3926991,0.8255149,-0.02255425,0.5953672
152,-0.8881944,-0.7050615,1.926361,4.0,0.51206154,0.6339998,1.0,6.0,0.16666667,7.0,0.02835535,3.0,0.1,-0.46666667,0.43333334,0.49503553,5.0,1.8873992,0.0,0.0,0.3926991,0.83996505,-0.029816847,0.5948629
153,-0.8714554,-0.6895864,2.3614662,4.0,0.5143586,0.07077999,1.0,6.0,0.16666667,7.0,0.09099974,3.0,0.1,-0.53333336,0.43333334,0.5082176,5.0,1.857639,0.0,0.0,0.3926991,0.8340851,-0.03617162,0.59899694
154,-0.86167645,-0.66472185,2.269033,4.0,0.434025,0.14083947,1.0,6.0,0.16666667,6.0,0.060028307,3.0,0.1,-0.56666666,0.36666667,0.52779657,5.0,1.857639,0.0,0.0,0.3926991,0.9083875,-0.08156285,0.553117
155,-0.8101454,-0.60969704,1.9960552,4.0,0.46252573,0.14413309,1.0,8.0,0.16666667,6.0,0.055987097,3.0,0.1,-0.6,0.33333334,0.51221746,5.0,1.9469196,0.0,0.0,0.3926991,0.9051232,-0.11787582,0.5434764
156,-0.7621574,-0.5607061,2.0173492,4.0,0.44255087,0.14190257,0.9655172,7.0,0.16666667,6.0,0.054714147,3.0,0.1,-0.6333333,0.3,0.4877775,5.0,1.9923359,0.0,0.0,0.3926991,0.90868753,-0.14601839,0.54077065
157,-0.6953357,-0.48981777,1.9501681,5.0,0.39657465,0.23127036,0.9655172,6.0,0.04,6.0,0.050875276,4.0,0.2,-0.7,0.26666668,0.44934022,5.0,2.0435262,0.0,0.0,0.5890486,0.92191935,-0.18959396,0.53007025
158,-0.6537447,-0.450508,1.9451543,5.0,0.4262677,0.2014688,0.9655172,5.0,0.034013607,6.0,0.05529067,3.0,0.25,-0.76666665,0.23333333,0.42662886,5.0,2.1069856,0.0,0.0,0.5890486,0.8765151,-0.20775045,0.5360201
159,-0.6241028,-0.41664478,1.7429569,4.0,0.37331298,0.22013494,0.9655172,4.0,0.054421768,6.0,0.05304832,4.0,0.25,-0.8,0.2,0.38036418,5.0,2.0976553,0.0,0.0,0.5890486,0.843371,-0.23044606,0.5251133
160,-0.57107884,-0.35557738,1.3798553,4.0,0.29176533,0.234176,0.9655172,3.0,0.054421768,5.0,0.04582938,4.0,0.25,-0.8333333,0.26666668,0.3003561,5.0,2.0819993,0.0,0.0,0.7853982,0.86266,-0.26948252,0.5055138
161,-0.56577873,-0.32921618,0.8697182,2.0,0.22052366,0.34762397,0.9655172,3.0,0.034013607,6.0,0.033331104,1.0,0.25,-0.7,0.2,0.23634255,5.0,2.0615692,0.0,0.0,0.9817477,0.84321404,-0.29762506,0.46050805
162,-0.013667866,-0.21868551,0.6648,3.0,0.21912068,1.5397221,0.9655172,4.0,0.04526749,4.0,0.078813024,1.0,0.33333334,-0.6,0.13333334,0.15768467,5.0,2.136746,0.0,0.0,1.3744467,1.1421069,-0.36298844,0.33210233
163,0.1120834,-0.11511273,0.6763065,2.0,0.19846325,2.7234032,0.9655172,5.0,0.008503402,6.0,0.119593434,4.0,0.5,-0.6,0.2,0.12561743,5.0,2.1571758,0.0,0.0,1.3744467,1.1946838,-0.40111706,0.2996831
164,-0.31689754,-0.090542175,0.6812785,2.0,0.20827153,2.6522515,0.9655172,5.0,0.015306123,6.0,0.11996267,2.0,0.5,-0.6666667,0.26666668,0.1247879,5.0,2.1658885,0.0,0.0,1.3744467,1.1620315,-0.40837967,0.30079624
165,0.17405535,-0.059054542,0.7150042,3.0,0.19351885,3.3540206,0.9655172,5.0,0.022108844,6.0,0.062217426,4.0,0.5,-0.3,0.2,0.1009818,5.0,2.1571758,0.0,0.0,1.3744467,0.9667134,-0.41836572,0.29208043
166,0.17405535,-0.059054542,0.6755399,3.0,0.17038922,3.2780662,0.9655172,5.0,0.08230453,6.0,0.0620822,1.0,0.33333334,-0.36666667,0.4,0.123249374,5.0,2.1571758,0.0,0.0,1.3744467,0.9079222,-0.41836572,0.29208043
167,-0.75243396,-0.5190842,0.7916985,3.0,0.2935851,-0.084197186,0.9655172,4.0,0.049382716,6.0,0.12602837,5.0,0.33333334,-0.43333334,0.4,0.20892677,4.0,2.136746,0.0,0.0,0.9817477,0.9369605,-0.40020925,0.28594458
168,-0.20749065,-0.41498125,0.59584695,1.0,0.2587162,0.036113955,0.9655172,3.0,0.0063416567,6.0,0.06792671,1.0,1.0,0.06666667,0.33333334,0.12007246,3.0,2.136746,0.0,0.0,1.7671459,1.1430652,-0.4247205,0.22313806
169,-0.34514245,-0.13947542,0.5422562,1.0,0.33778858,0.49957353,0.9655172,2.0,0.005152596,6.0,0.09092062,1.0,1.0,0.23333333,0.26666668,0.04425172,3.0,2.1454587,0.0,0.0,1.7671459,1.2599857,-0.44560048,0.19201116
170,-0.31390613,-0.085016266,0.5489717,1.0,0.36522174,0.0132709285,0.9655172,3.0,0.007530717,6.0,0.0781759,1.0,1.0,0.26666668,0.3,0.015074128,3.0,2.1069856,0.0,0.0,1.7671459,1.3067864,-0.4655726,0.20822585
171,-0.72954845,-0.0455968,0.58041734,1.0,0.34008566,0.15362988,0.9655172,4.0,0.007530717,6.0,0.0786271,3.0,1.0,0.26666668,0.26666668,0.03267779,3.0,2.1069856,0.0,0.0,1.7671459,1.302699,-0.47374302,0.20905332
172,-0.7166259,-0.036694728,0.59199136,1.0,0.36682913,0.14149837,0.9655172,4.0,0.0083234245,6.0,0.078265145,1.0,1.0,0.2,0.36666667,0.03760535,3.0,2.0865557,0.0,0.0,1.7671459,1.2923553,-0.47555867,0.21028945
173,-0.7310925,-0.05771786,0.58235544,1.0,0.3679722,0.2678308,0.9655172,4.0,0.0110979,6.0,0.088227235,1.0,1.0,0.2,0.26666668,0.021871831,3.0,2.0796123,0.0,0.0,1.7671459,1.3359411,-0.47101957,0.212337
174,-0.7694527,-0.11437812,0.60398227,3.0,0.40269974,0.25066882,0.9655172,4.0,0.010305192,6.0,0.109384455,3.0,1.0,0.26666668,0.23333333,0.0045118127,3.0,2.0796123,0.0,0.0,1.5707964,1.3213531,-0.45831,0.21826884
175,-0.78862655,-0.14505827,0.6319445,3.0,0.45732978,0.23769064,0.9655172,4.0,0.01228696,6.0,0.09619932,3.0,1.0,0.33333334,0.16666667,0.008546698,3.0,2.0615692,0.0,0.0,1.3744467,1.301973,-0.45104742,0.22217123
176,-0.7781192,-0.35035735,0.62541443,3.0,0.36088267,0.09455291,0.9655172,4.0,0.009116132,6.0,0.10472674,3.0,1.0,0.26666668,0.13333334,0.00648041,3.0,2.0796123,0.0,0.0,1.3744467,1.2962531,-0.45286307,0.22283794
177,-0.7367229,-0.5218454,0.63253164,3.0,0.28746346,0.11771244,0.9655172,4.0,0.0051020407,6.0,0.15204982,3.0,0.5,0.26666668,0.06666667,0.0010762473,3.0,2.136746,0.0,0.0,1.3744467,1.3236665,-0.46284914,0.22180445
178,-0.62950695,-0.42798796,0.6548264,3.0,0.25467038,0.058762647,0.9655172,4.0,0.034013607,6.0,0.15653007,1.0,0.5,0.2,0.33333334,0.02028595,4.0,2.1454587,0.0,0.0,1.1780972,1.2958081,-0.47737432,0.23650768
179,-0.63610977,-0.4337112,0.70677537,3.0,0.22109824,0.0068286024,0.9655172,4.0,0.015306123,6.0,0.14110461,1.0,0.5,0.13333334,0.53333336,0.027833188,5.0,2.1069856,0.0,0.0,0.9817477,1.2290629,-0.4764665,0.23547988
180,-0.61482817,-0.4130877,0.720738,3.0,0.234057,0.016746767,0.9655172,4.0,0.022108844,6.0,0.13245526,1.0,0.5,0.06666667,0.6,0.035836387,5.0,2.0615692,0.0,0.0,0.9817477,1.2311505,-0.48100564,0.23624799
181,-0.63124114,-0.429167,0.7354054,3.0,0.234057,-0.23736916,0.9655172,4.0,0.010204081,6.0,0.13487045,1.0,0.5,0.0,0.53333336,0.035333112,5.0,2.0796123,0.0,0.0,0.9817477,1.2455388,-0.47737432,0.23585792
182,-0.61015445,-0.39801466,0.75184155,3.0,0.22545971,-0.067322984,0.9310345,4.0,0.032312926,6.0,0.121166326,1.0,0.5,0.0,0.46666667,0.030525662,5.0,2.1180854,0.0,0.0,0.9817477,1.2982844,-0.48917603,0.22466688
183,-0.61015445,-0.39801466,0.754266,3.0,0.22545971,-0.173959,0.9310345,4.0,0.0051020407,6.0,0.10408819,1.0,0.5,-0.06666667,0.4,0.031232627,5.0,2.1000423,0.0,0.0,0.9817477,1.2950485,-0.48917603,0.22466688
184,-0.5861562,-0.14653905,0.76601803,3.0,0.24375075,-0.07536951,0.9310345,4.0,0.032312926,5.0,0.118616,1.0,0.5,-0.06666667,0.33333334,0.03163508,5.0,2.1000423,0.0,0.0,0.9817477,1.3136386,-0.4991621,0.21682861
185,-0.56129164,-0.34301153,0.76165015,3.0,0.24375075,-0.088261984,0.9655172,4.0,0.0051020407,6.0,0.11791513,1.0,0.5,-0.13333334,0.26666668,0.038958184,5.0,2.1069856,0.0,0.0,0.9817477,1.3115072,-0.50370127,0.21834694
186,-0.5830343,-0.3674758,0.7407565,3.0,0.19381353,0.04846223,0.9655172,4.0,0.039115645,6.0,0.101400994,1.0,0.5,-0.2,0.2,0.032441184,5.0,2.1156983,0.0,0.0,0.9817477,1.2836671,-0.49734646,0.22110379
187,-0.6484643,-0.44087666,0.7538065,3.0,0.16259407,0.07229091,0.9655172,4.0,0.0051020407,6.0,0.105720595,1.0,0.5,-0.06666667,0.05,0.06969508,5.0,2.1069856,0.0,0.0,0.9817477,1.2755203,-0.47737432,0.22959353
188,-0.6626345,-0.46494243,0.86592543,3.0,0.1957395,-0.011694605,0.9655172,4.0,0.020408163,6.0,0.15511069,1.0,0.5,0.06666667,0.06666667,0.1710843,5.0,2.013766,0.0,0.0,0.9817477,1.1465727,-0.4537709,0.24797417
189,-0.6681236,-0.47204384,0.9576086,3.0,0.16491641,-0.026164815,0.9655172,4.0,0.010204081,6.0,0.159966,1.0,0.5,0.033333335,0.0,0.19346309,5.0,2.029422,0.0,0.0,0.9817477,1.1194507,-0.45104742,0.25001317
190,-0.68984026,0.032849528,1.031977,3.0,0.16244422,-0.6005731,0.9655172,4.0,0.010204081,6.0,0.1827675,1.0,0.5,-0.033333335,-0.06666667,0.21300524,5.0,1.9996619,0.0,0.0,0.9817477,1.1325217,-0.4465083,0.24872255
191,-0.6928522,0.06928521,1.2219354,4.0,0.19516796,-0.10030018,0.9655172,5.0,0.037037037,6.0,0.105323665,1.0,0.33333334,0.33333334,-0.13333334,0.2512695,5.0,2.011379,0.0,0.0,0.7853982,1.1855958,-0.4546787,0.23584889
192,0.10775058,0.31555527,1.2190927,4.0,0.22789311,-0.100226425,0.9655172,5.0,0.024691358,6.0,0.10585277,1.0,0.33333334,0.26666668,-0.2,0.2640028,5.0,2.020092,0.0,0.0,0.9817477,1.1644446,-0.44741613,0.23590672
193,0.8572896,0.23728552,1.2451589,3.0,0.23186958,-0.087212875,0.9655172,5.0,0.024691358,6.0,0.12442021,1.0,0.33333334,0.6,-0.26666668,0.29109314,5.0,2.0819993,0.0,0.0,0.9817477,1.1554021,-0.42925963,0.23720418
194,-0.46900937,0.68711513,1.2049613,4.0,0.11122051,0.14646702,0.9655172,5.0,0.024691358,6.0,0.12510017,2.0,0.33333334,0.6,-0.33333334,0.31274855,5.0,2.0732865,0.0,0.0,0.9817477,1.0531257,-0.3983936,0.27679384
195,-0.2381689,-0.46957165,1.4504806,3.0,0.15582542,0.15140694,0.9655172,5.0,0.020576132,6.0,0.17550479,2.0,0.6666667,0.93333334,-0.33333334,0.3395005,5.0,1.9181595,0.0,0.0,0.9817477,0.93686336,-0.36661974,0.33542815
196,-0.32967496,-0.53846914,1.8816776,4.0,0.21850744,0.04450012,0.9655172,5.0,0.04761905,6.0,0.23416615,3.0,0.5,0.93333334,-0.23333333,0.44014737,5.0,1.9064424,0.0,0.0,0.5890486,0.85127205,-0.323952,0.3717489
197,-0.36320773,-0.5610056,2.2901309,4.0,0.30353385,0.031619728,0.9655172,4.0,0.16666667,6.0,0.25859997,3.0,0.2,0.9,-0.3,0.49536538,5.0,1.9064424,0.0,0.0,0.3926991,0.7339664,-0.30397984,0.39241576
198,-0.37228405,-0.5687673,2.5475113,5.0,0.3246935,0.015027827,0.9655172,5.0,0.16666667,7.0,0.2601932,3.0,0.2,0.8333333,-0.36666667,0.5218372,5.0,1.8907863,0.0,0.0,0.3926991,0.7860023,-0.29944074,0.39504126
199,-0.41264716,-0.6065006,2.722602,5.0,0.34115937,0.06844018,0.9655172,6.0,0.16666667,7.0,0.2717308,3.0,0.2,0.76666665,-0.43333334,0.5486268,5.0,1.8693562,0.0,0.0,0.3926991,0.78722715,-0.28128424,0.40040034
200,-0.4959697,-0.6988664,2.840678,5.0,0.38100642,0.049469665,0.9655172,7.0,0.16666667,6.0,0.24829866,3.0,0.2,0.7,-0.43333334,0.6029164,5.0,1.8001227,0.0,0.0,0.19634955,0.8247394,-0.25677297,0.38255423
201,-0.5517421,-0.75684625,2.957204,5.0,0.36543065,0.052721344,0.9655172,8.0,0.074074075,6.0,0.11435825,4.0,0.22222222,0.6333333,-0.48333332,0.6246648,5.0,1.779141,0.0,0.0,0.19634955,0.817135,-0.23770866,0.378437
202,-0.6046696,-0.8139783,3.0803518,6.0,0.3779627,0.030719845,0.9655172,9.0,0.11111111,6.0,0.11257739,4.0,0.33333334,0.56666666,-0.5,0.6380568,5.0,1.779141,0.0,0.0,0.19634955,0.83461565,-0.22227564,0.370835
