product_id,store_id,seed,metric,threshold,window_size,enable_edges,enable_second_degree,rmse,mae,bias,r2_score,pocid,best_epoch,train_time_s
907967,6269,42,spearman,0.75,15,True,False,20.511009346569182,14.554797458021264,-0.26764666563586187,0.13383688783590142,0.6423841059602649,7,13.42
907967,6269,42,spearman,0.82,15,True,False,20.426152450913715,14.342469304800034,1.7845405073542344,0.14098893695392578,0.6423841059602649,5,11.04
907967,6269,42,spearman,0.85,15,True,False,20.112120265355028,14.143630528136304,1.1786859113919108,0.16719881625237698,0.6291390728476821,7,10.37
907967,6269,42,spearman,0.88,15,True,False,20.074245033437393,14.110458054040608,0.38345978605119807,0.17033253234376267,0.6357615894039735,9,10.93
907967,6269,42,spearman,0.91,15,True,False,20.295498180554052,14.306949188834743,-0.4542659128967084,0.15194298399733097,0.6357615894039735,8,9.44
213626,6269,42,spearman,0.75,15,True,False,24.069406054854444,16.38318703833379,6.13877352170254,-0.03549368585574886,0.6423841059602649,110,20.43
213626,6269,42,spearman,0.82,15,True,False,22.003974312016208,14.458900541165157,3.780133981159643,0.13459586421430103,0.6291390728476821,114,17.38
213626,6269,42,spearman,0.85,15,True,False,22.77710932765478,15.046859453579312,2.5094066711240695,0.07271353532686708,0.6357615894039735,135,18.1
213626,6269,42,spearman,0.88,15,True,False,20.749553745899014,13.846428548034869,-0.0720553825560369,0.23045462985460963,0.6225165562913907,86,14.3
213626,6269,42,spearman,0.91,15,True,False,20.50184434158701,13.58676896754064,2.304985076189041,0.2487187129740378,0.6423841059602649,94,16.08
911753,6269,42,spearman,0.75,15,True,False,27.797773225925745,19.703771829899203,0.021966963712322086,0.44012266172602477,0.7152317880794702,65,19.74
911753,6269,42,spearman,0.82,15,True,False,27.8289134211752,18.391232460639195,-5.466771907418182,0.43886756441936314,0.6887417218543046,26,12.73
911753,6269,42,spearman,0.85,15,True,False,28.596332047791424,18.377462471982366,-4.930941350758076,0.4074929304993784,0.7019867549668874,24,11.61
911753,6269,42,spearman,0.88,15,True,False,27.22579784341736,18.279149218315357,-1.5045094626318467,0.4629260291196491,0.6887417218543046,37,12.53
911753,6269,42,spearman,0.91,15,True,False,30.393918756049302,20.419147087163047,-6.896359874229682,0.33066078430032053,0.7086092715231788,31,10.96
26008,6269,42,spearman,0.75,15,True,False,46.49255536748747,23.66140255596685,-12.92847034050838,0.3282331726405985,0.6688741721854304,32,16.14
26008,6269,42,spearman,0.82,15,True,False,44.037284158736526,21.840600346950325,-8.912788634531593,0.3973116795378191,0.6622516556291391,26,11.11
26008,6269,42,spearman,0.85,15,True,False,47.963892784465244,25.173579237766955,-15.03880845912193,0.2850419388261819,0.6556291390728477,19,10.0
26008,6269,42,spearman,0.88,15,True,False,47.105355134906056,24.39652063481902,-13.246448359991374,0.3104078883285607,0.6490066225165563,19,10.06
26008,6269,42,spearman,0.91,15,True,False,49.194216431049846,25.53874003181332,-15.774410978743905,0.24789268065804582,0.6490066225165563,15,9.79
907969,6269,42,spearman,0.75,15,True,False,51.234302996726875,33.93089455777877,-19.83501249845875,0.15128895182537028,0.7284768211920529,25,14.16
907969,6269,42,spearman,0.82,15,True,False,53.97571613804324,36.02429114909548,-21.93091522549328,0.058034455477120495,0.7284768211920529,8,10.92
907969,6269,42,spearman,0.85,15,True,False,54.36495358822475,36.2855861890865,-22.967878426964347,0.04439979506299052,0.7284768211920529,10,11.43
907969,6269,42,spearman,0.88,15,True,False,52.69881196676395,35.01556776326738,-20.717929062678625,0.1020754611037038,0.695364238410596,17,11.6
907969,6269,42,spearman,0.91,15,True,False,54.49427997082731,36.285107948278124,-23.615276914678123,0.03984791727464443,0.7284768211920529,12,10.94
907967,6269,42,spearman,0.75,15,True,False,19.51450283393884,13.788963916270356,0.30370999402121496,0.2159556999625667,0.6357615894039735,35,14.62
907967,6269,42,spearman,0.82,15,True,False,19.858498814798487,13.891796962211007,0.341065471109591,0.1880702592506477,0.6158940397350994,10,10.69
907967,6269,42,spearman,0.85,15,True,False,19.849015642310995,14.010925385512804,0.43963429802342463,0.18884552745309946,0.6158940397350994,23,10.27
