source,target,weight
278,933442,0.04099931940436363
213628,213626,0.03989743813872337
545598,26076,0.0374273955821991
545597,16920,0.037348031997680664
26076,213642,0.0369732640683651
912509,538923,0.0367557518184185
26768,907969,0.036293040961027145
213629,26220,0.035939764231443405
582893,213642,0.03592665493488312
1325,680152,0.03580208495259285
538923,16920,0.03522179275751114
587317,545602,0.034615252166986465
907969,538923,0.03422775864601135
545598,908786,0.03379371389746666
908786,16920,0.03305981308221817
213636,213642,0.03250376135110855
110187,587317,0.03232637792825699
30534,213624,0.032056860625743866
18568,151821,0.03174008056521416
919137,213627,0.030987227335572243
6032,26220,0.030901074409484863
912509,213626,0.03058040700852871
213631,907967,0.030355095863342285
278,545598,0.03025856800377369
18568,545602,0.030018532648682594
587317,26002,0.029881488531827927
907967,915640,0.029781097546219826
907970,900087600,0.029636511579155922
213631,26220,0.029493266716599464
26372,213633,0.029379626736044884
26768,457,0.02922336384654045
915640,907967,0.028920292854309082
606214,26076,0.0288223996758461
918537,933442,0.027744125574827194
904144,26220,0.02751677855849266
457,904144,0.02743067406117916
26372,680152,0.027121830731630325
213631,911753,0.02618013322353363
26768,26220,0.026118038222193718
26924,213626,0.02583138272166252
213642,26076,0.025745706632733345
26002,26220,0.025472916662693024
18568,213630,0.025182096287608147
919137,933442,0.02475704252719879
151821,606214,0.02437346614897251
932812,213633,0.024136308580636978
151828,907969,0.023977499455213547
457,911753,0.023959118872880936
582893,6032,0.023925673216581345
680152,26220,0.023797398433089256
213631,500056,0.02342035435140133
6032,545602,0.023154690861701965
1325,26372,0.023044230416417122
48375,6032,0.022734545171260834
151821,907967,0.0226190946996212
13544,25032,0.02246999554336071
26768,213624,0.02236875519156456
907970,26220,0.02228529192507267
151815,213633,0.022280583158135414
907967,582893,0.022117704153060913
110187,16920,0.021834667772054672
933457,16920,0.021456653252243996
538923,213633,0.021026669070124626
582893,26002,0.020936012268066406
545597,26076,0.020857781171798706
587317,500057,0.020793959498405457
26220,457,0.020775223150849342
500056,900087600,0.020768843591213226
18568,26220,0.020372485741972923
500057,26002,0.02033497393131256
213625,16920,0.020290255546569824
48369,213633,0.020270200446248055
13544,907967,0.019999492913484573
213630,545602,0.01987709105014801
26924,907967,0.019869958981871605
904144,907967,0.019733864814043045
545598,213627,0.019354743883013725
936693,500056,0.019162707030773163
26002,587317,0.01893666200339794
907970,907967,0.01863872818648815
25032,213627,0.01854357123374939
110187,606230,0.01843372918665409
915640,26924,0.018299082294106483
680152,26372,0.018259413540363312
6032,907967,0.01825043186545372
213633,26076,0.01824849657714367
151821,26924,0.017935866490006447
13544,26220,0.0177179966121912
500057,587317,0.01767778769135475
538923,48369,0.017347583547234535
457,213631,0.017331121489405632
911753,26002,0.017240110784769058
6032,915640,0.017168864607810974
606230,213642,0.01699208840727806
911753,457,0.01698918640613556
457,26002,0.016983073204755783
213629,545602,0.016567301005125046
110187,213626,0.016499822959303856
213630,933442,0.016381505876779556
