metric,metric_type,window_size,step_size,n_focal,n_full,n_observations,mean,std,median,min,max,P25,P50,P75,P90,P95
cid,distance,30,1,61,1427,503649,4.1701788902282715,0.44951677322387695,4.297182083129883,1.0896296501159668,4.663724422454834,3.9618396759033203,4.297182083129883,4.50752592086792,4.605675220489502,4.6353864669799805
