metric,metric_type,window_size,step_size,n_focal,n_full,n_observations,mean,std,median,min,max,P25,P50,P75,P90,P95
cid,distance,30,1,61,1427,50364894,243652182016.0,4098984247296.0,9.419750213623047,1.071372628211975,438127634153472.0,7.582798004150391,9.419750213623047,12.303156614303589,16.7581729888916,21.08534383773798
