avg_nodes_total,avg_nodes_outside_holiday,n_windows_total,n_windows_holiday,n_windows_non_holiday,avg_nodes_thanksgiving,n_windows_thanksgiving,avg_nodes_christmas,n_windows_christmas,avg_nodes_new_year_eve,n_windows_new_year_eve
1427.0,1427.0,579,44,535,1427.0,12,1427.0,20,1427.0,12
