product_id,store_id,seed,metric,window_size,step_size,threshold,percentile,enable_edges,enable_second_degree,ablate_z,rmse,mae,bias,r2_score,pocid,train_time,inference_time,total_time
916110,6269,42,spearman,15,1,0.75,,True,False,False,10.603248546360547,8.53642357720269,3.793913648019429,8.384208579485803,0.5394736842105263,287.11349153518677,0.5280001163482666,287.64149165153503
916110,6269,42,spearman,15,1,0.82,,True,False,False,10.273727344785824,7.997853322745928,1.7088028901542713,7.563527725617962,0.5921052631578947,85.88999390602112,0.290999174118042,86.18099308013916
916110,6269,42,spearman,15,1,0.85,,True,False,False,9.460591971827546,7.4625929851157995,0.031784425373950036,6.60389033853621,0.5526315789473685,85.80648040771484,0.25300168991088867,86.05948209762573
916110,6269,42,spearman,15,1,0.88,,True,False,False,10.379226911434703,8.352513095132666,2.2379852868373096,7.8372380512098445,0.5657894736842105,70.5327558517456,0.25300002098083496,70.78575587272644
916110,6269,42,spearman,15,1,0.91,,True,False,False,10.37012970823159,8.024254967184628,1.367396809696372,7.532977798336045,0.5986842105263158,52.72810769081116,0.2390000820159912,52.96710777282715
30534,6269,42,spearman,15,1,0.75,,True,False,True,13.427162687536768,10.63837350193971,-3.4730084402109282,10.241426829306043,0.5657894736842105,67.59324240684509,0.1249990463256836,67.71824145317078
30534,6269,42,spearman,15,1,0.75,,True,False,False,13.000669726964587,10.45644126218908,2.281573644650528,9.684838590192195,0.4605263157894737,548.238392829895,0.3809995651245117,548.6193923950195
30534,6269,42,spearman,15,1,0.82,,True,False,False,12.872539869662777,10.385539397694707,1.6749407450358074,9.451389970514017,0.4144736842105263,215.98726677894592,0.25800228118896484,216.2452690601349
30534,6269,42,spearman,15,1,0.85,,True,False,False,12.694362382622185,10.245435128804125,1.8231746324526719,9.364333631625291,0.47368421052631576,162.07091522216797,0.24300050735473633,162.3139157295227
30534,6269,42,spearman,15,1,0.88,,True,False,False,15.24082580032478,11.248044539802994,-6.903400911712179,12.158274263041182,0.506578947368421,148.83985900878906,0.2329998016357422,149.0728588104248
30534,6269,42,spearman,15,1,0.91,,True,False,False,13.635632236908974,10.325821948207281,-1.6099536808487636,9.801760025718497,0.46710526315789475,125.36232995986938,0.2227001190185547,125.58503007888794
545597,6269,42,spearman,15,1,0.75,,True,False,True,11.371917302539027,8.601929891440603,-2.7172422166548524,8.515751678293377,0.4868421052631579,39.23999547958374,0.12799978256225586,39.367995262145996
545597,6269,42,spearman,15,1,0.75,,True,False,False,10.751415735201377,7.748993580637414,-3.2020121493370706,8.11345930009431,0.506578947368421,97.64852929115295,0.26999831199645996,97.91852760314941
545597,6269,42,spearman,15,1,0.82,,True,False,False,10.430103040814814,7.7057617443059785,-1.8923915757073297,7.614589850410733,0.5328947368421053,57.85914611816406,0.22899794578552246,58.088144063949585
545597,6269,42,spearman,15,1,0.85,,True,False,False,10.621026355862217,7.739061798145569,-2.8242283179089913,7.951335706944748,0.5197368421052632,52.874603271484375,0.23499536514282227,53.1095986366272
545597,6269,42,spearman,15,1,0.88,,True,False,False,10.644243290761233,7.840527316324072,-2.278807029225468,7.8519552317680015,0.42105263157894735,53.164512634277344,0.2429981231689453,53.40751075744629
545597,6269,42,spearman,15,1,0.91,,True,False,False,10.517193798925272,7.781071313845566,-2.1751245361527585,7.747645861962217,0.4934210526315789,49.30556845664978,0.21899890899658203,49.52456736564636
900087600,6269,42,spearman,15,1,0.75,,True,False,True,10.488672941378267,8.019879783680237,3.1504026674756815,8.036907083478113,0.5394736842105263,32.52396273612976,0.11299800872802734,32.63696074485779
900087600,6269,42,spearman,15,1,0.75,,True,False,False,10.451265985317209,8.327246572457108,-0.4534834070143357,7.420815487526466,0.5,96.96447134017944,0.2683217525482178,97.23279309272766
900087600,6269,42,spearman,15,1,0.82,,True,False,False,10.823395593793075,8.544037638146893,3.424092635609745,8.403730365335697,0.4407894736842105,55.59335017204285,0.2240006923675537,55.8173508644104
900087600,6269,42,spearman,15,1,0.85,,True,False,False,14.854457938919753,11.91007933273814,-10.039959427577998,12.91473865953891,0.47368421052631576,64.01962113380432,0.2327880859375,64.25240921974182
900087600,6269,42,spearman,15,1,0.88,,True,False,False,11.068623900668497,8.668224135255501,4.444422279308045,8.812473553975135,0.48026315789473684,50.374733686447144,0.21699953079223633,50.59173321723938
900087600,6269,42,spearman,15,1,0.91,,True,False,False,11.34543162647864,8.948824041029987,4.476574642206329,9.029065484048399,0.4473684210526316,50.25644302368164,0.22500061988830566,50.481443643569946
151828,6269,42,spearman,15,1,0.75,,True,False,True,10.298523431568684,8.006927833058477,2.987729384229074,7.89792602010623,0.625,30.66028642654419,0.12099981307983398,30.781286239624023
151828,6269,42,spearman,15,1,0.75,,True,False,False,11.250832300007932,8.761529317868302,1.6127687778348236,8.218990673929747,0.5,543.5255830287933,0.3899998664855957,543.9155828952789
151828,6269,42,spearman,15,1,0.82,,True,False,False,11.003053836700648,8.597567090801164,1.1676813262739991,7.942839022619115,0.5460526315789473,206.07007431983948,0.2539985179901123,206.3240728378296
151828,6269,42,spearman,15,1,0.85,,True,False,False,11.00609049108534,8.562810854194991,0.9761433507881913,7.887783796788465,0.5263157894736842,151.93369555473328,0.24500226974487305,152.17869782447815
151828,6269,42,spearman,15,1,0.88,,True,False,False,11.231510968630147,8.780540497474421,2.266595859153598,8.377539573472077,0.5197368421052632,119.20936989784241,0.21899867057800293,119.42836856842041
151828,6269,42,spearman,15,1,0.91,,True,False,False,12.115468122925726,9.287202124502144,2.329141454758987,8.961819956278147,0.5526315789473685,106.16381430625916,0.23088812828063965,106.3947024345398
587317,6269,42,spearman,15,1,0.75,,True,False,True,6.051678109319095,4.805384779288099,-0.45683227489197176,4.341393318204565,0.5,32.076289653778076,0.12400031089782715,32.2002899646759
587317,6269,42,spearman,15,1,0.75,,True,False,False,6.646374765743592,5.299471213147531,-0.5355171752131842,4.781934479961975,0.4868421052631579,344.73608136177063,0.26199913024902344,344.99808049201965
587317,6269,42,spearman,15,1,0.82,,True,False,False,6.41646289803495,4.981243625964994,0.8539220710205876,4.66702287326387,0.46710526315789475,72.36400699615479,0.23999929428100586,72.60400629043579
587317,6269,42,spearman,15,1,0.85,,True,False,False,6.324867662603019,4.937337083754197,1.0838107626422557,4.667720792900623,0.4342105263157895,60.28611969947815,0.24359893798828125,60.52971863746643
587317,6269,42,spearman,15,1,0.88,,True,False,False,6.2446638466310755,4.940681831509459,1.3248663883583218,4.688718978282483,0.40789473684210525,53.45899319648743,0.23599720001220703,53.694990396499634
587317,6269,42,spearman,15,1,0.91,,True,False,False,6.704327490008854,5.254345663232741,1.8999986960217843,5.140749834818058,0.4407894736842105,54.408557653427124,0.25099897384643555,54.65955662727356
921558,6269,42,spearman,15,1,0.75,,True,False,True,5.52223857683593,4.423347778569639,0.47779861774319915,3.9864058874961743,0.45394736842105265,35.57861566543579,0.12134242057800293,35.699958086013794
921558,6269,42,spearman,15,1,0.75,,True,False,False,5.9558766016288915,4.809987152324004,0.42760323854832866,4.287335898532529,0.5,137.57384204864502,0.266998291015625,137.84084033966064
921558,6269,42,spearman,15,1,0.82,,True,False,False,6.139921020720921,4.701029785318313,-2.0469957878387053,4.756966903649715,0.48026315789473684,70.0883514881134,0.22600030899047852,70.31435179710388
