product_id,best_overall_model,is_hybrid,best_model_seed,best_model_rmse,best_model_mae,best_model_bias,best_model_pocid,lstm_baseline_mae,lstm_baseline_seed,graph2vec_lstm_mae,graph2vec_lstm_seed,gcn_lstm_mae,gcn_lstm_seed,gat_lstm_mae,gat_lstm_seed,mlp_baseline_mae,mlp_baseline_seed,graph2vec_mlp_mae,graph2vec_mlp_seed,gcn_mlp_mae,gcn_mlp_seed,gat_mlp_mae,gat_mlp_seed
151828,lstm_baseline,False,555555,9.20111752032516,6.659487674438876,-1.3669366836547852,0.6052631578947368,6.659487674438876,555555,6.693173371109308,26008,6.722950910431107,42,7.036692768919702,13451285,7.057752696517246,213626,7.194857591117909,907969,7.010458690668243,42,7.065173529331981,907969
213624,graph2vec_lstm,True,907969,8.677272286301104,6.763582067551956,-1.2300282397301368,0.743421052631579,7.019952524721233,1000,6.763582067551956,907969,7.378360075109145,555555,8.244933446248373,907969,7.9635039934145855,42,7.583881203645195,26008,7.506221534379946,555555,7.5818220898996,1000
213625,gcn_lstm,True,42,8.94927760440378,6.679781334072936,1.4149204453611686,0.7302631578947368,7.107777907178293,23616558,6.9522284588782615,13451285,6.679781334072936,42,7.42572368048375,5219788,7.134367350659339,1000,6.817162825391184,42,7.129791820750517,213626,7.274222916247798,23616558
213626,mlp_baseline,False,1000,20.19494923816284,13.704160079457402,3.473976259917216,0.6381578947368421,14.968212638805117,13451285,14.696552326476652,213626,14.27536471996432,1000,14.3081586251851,42,13.704160079457402,1000,14.848209655362796,42,15.17654159645629,1000,14.926334680295458,907969
213627,lstm_baseline,False,23616558,17.161026155518286,12.897689769470611,-0.2869541442472171,0.631578947368421,12.897689769470611,23616558,13.071194792105482,5219788,13.922618491976868,42,13.596831028757531,23616558,13.580752104715584,1000,13.140009761635774,213626,13.199802274018332,213626,13.34972356659135,907969
213628,lstm_baseline,False,42,14.53062166692574,11.448196024676554,-0.7921716029347937,0.7039473684210527,11.448196024676554,42,11.850946912578507,213626,14.713581334531696,213626,12.212578268612132,26008,12.94169915891161,26008,12.461858387866052,13451285,12.77567281286701,618626816,13.01053756514406,23616558
213629,gat_lstm,True,907969,15.887169487209718,11.978380888895272,0.1899384641958997,0.7302631578947368,12.95200260636074,555555,12.074107325934117,5219788,12.19972612966899,907969,11.978380888895272,907969,13.347032185473472,26008,12.9689847908768,26008,13.28185915479473,13451285,13.322392133326312,555555
213630,graph2vec_lstm,True,26008,15.936760619475114,11.681870653738384,-1.2140273050545087,0.5526315789473685,11.690661056368958,13451285,11.681870653738384,26008,13.021467240028132,23616558,12.987142625197864,907969,12.086395712459788,5219788,11.853754330304714,23616558,11.825309603821998,907969,12.01688681708442,907969
213631,mlp_baseline,False,5219788,13.898863212263985,10.417448779336768,0.1075032801409952,0.5197368421052632,10.72742128060534,907969,10.562517633625106,555555,10.85778475742714,26008,10.871658350127976,1000,10.417448779336768,5219788,10.767486871457567,555555,10.752659691704643,13451285,10.81149725820504,5219788
213633,graph2vec_lstm,True,1000,12.922135272711424,9.344299160577114,-1.0005230685464697,0.5328947368421053,9.784090344422784,213626,9.344299160577114,1000,9.671221109776717,618626816,9.828103882035398,26008,9.808592079511657,42,10.052679273817274,13451285,10.113359837750204,907969,10.69942334742328,1000
213636,gcn_lstm,True,213626,7.859160691724217,5.590176201334186,-0.3208945148131427,0.5789473684210527,7.1156897576026665,13451285,7.0860043097944825,23616558,5.590176201334186,213626,5.811166528003668,618626816,5.8314540651109485,555555,6.043144749660118,213626,6.439251606760461,213626,6.199861457924437,13451285
213642,gat_lstm,True,42,9.628779323492887,7.383537267547807,1.7734874151890574,0.5328947368421053,7.859112745796153,23616558,7.5700693192824815,907969,7.389884612139533,5219788,7.383537267547807,42,7.671518350738326,555555,7.495532066993464,1000,7.71714345146628,13451285,8.005800533917995,213626
500056,graph2vec_lstm,True,13451285,17.656707182827258,13.174113332153924,-2.200836875956822,0.5394736842105263,13.58219719770687,42,13.174113332153924,13451285,13.741223933649998,26008,13.981271466398551,907969,13.368326676437276,618626816,14.429914050632052,907969,14.977253932578892,23616558,15.189714257234062,23616558
500057,graph2vec_lstm,True,23616558,14.873823145174692,10.59495913242203,-1.2771039020781425,0.5592105263157895,10.844604872410594,26008,10.59495913242203,23616558,10.801154079877474,13451285,10.875689090466969,23616558,10.645128331153222,13451285,11.416891054390303,907969,11.387892118466446,618626816,11.39651062285978,13451285
538923,graph2vec_mlp,True,907969,9.454176117917203,7.110299496868857,-1.572997928444856,0.5855263157894737,7.312192003711377,555555,7.21080698063171,23616558,7.448001512515,555555,7.264649970858705,213626,7.1106628841824,23616558,7.110299496868857,907969,7.137506896374273,23616558,7.111034387077382,26008
