product_id,baseline,baseline_mae,baseline_seed,graph2vec_lstm_mae,graph2vec_lstm_seed,graph2vec_lstm_pct_improvement,gcn_lstm_mae,gcn_lstm_seed,gcn_lstm_pct_improvement,gat_lstm_mae,gat_lstm_seed,gat_lstm_pct_improvement,best_hybrid,best_hybrid_mae,best_hybrid_beats_baseline,best_hybrid_pct_improvement
538923,lstm_baseline,7.312192003711377,555555,7.21080698063171,23616558,1.3865202531362373,7.448001512515,555555,-1.8573022800097674,7.264649970858705,213626,0.6501748426264139,graph2vec_lstm,7.21080698063171,True,1.3865202531362373
545597,lstm_baseline,7.957119503831552,618626816,7.703595272855821,26008,3.1861307456002548,8.233697756345755,1000,-3.475858976115964,9.067242609909158,618626816,-13.951318759798115,graph2vec_lstm,7.703595272855821,True,3.1861307456002548
545598,lstm_baseline,6.894890202416314,618626816,7.394618317971822,618626816,-7.247803821159876,6.573357111488292,23616558,4.663353316566822,6.555762077468673,213626,4.918542790265083,gat_lstm,6.555762077468673,True,4.918542790265083
545602,lstm_baseline,10.138782158396602,13451285,9.79947546416638,13451285,3.3466218025921366,9.290253745185003,23616558,8.369135463758587,9.2212282816569,5219788,9.049941722831214,gat_lstm,9.2212282816569,True,9.049941722831214
582893,lstm_baseline,10.576963081858516,42,10.27369313458212,13451285,2.8672686566956194,9.17827161776474,555555,13.22394200744442,9.441244555454627,907969,10.737661818559804,gcn_lstm,9.17827161776474,True,13.22394200744442
587317,lstm_baseline,4.537842152165432,907969,4.7125119975968905,13451285,-3.849182928236219,4.63194872662912,5219788,-2.0738177157348034,4.757993504891988,13451285,-4.851454619713932,gcn_lstm,4.63194872662912,False,-2.0738177157348034
606214,lstm_baseline,6.490958438200109,5219788,6.208337939642613,1000,4.3540642148351925,5.648347829681596,555555,12.981297238935374,5.802394468020769,555555,10.608047744182954,gcn_lstm,5.648347829681596,True,12.981297238935374
606230,lstm_baseline,5.471694734361437,5219788,5.52352431552862,5219788,-0.9472308614313087,5.677287538067188,23616558,-3.7573880431351285,5.78456125695721,618626816,-5.7179089438418,graph2vec_lstm,5.52352431552862,False,-0.9472308614313087
680152,lstm_baseline,8.96899975047392,13451285,8.09570474562302,13451285,9.736816023489734,7.667555703057183,23616558,14.510470326949987,7.843508726631114,907969,12.54867939742483,gcn_lstm,7.667555703057183,True,14.510470326949987
904144,lstm_baseline,8.34610312787536,555555,9.42865629757152,26008,-12.970761960519198,9.60812915540209,555555,-15.121141066561442,9.859371528126836,555555,-18.131436636545665,graph2vec_lstm,9.42865629757152,False,-12.970761960519198
907967,lstm_baseline,13.967973921034073,13451285,13.881493836446523,5219788,0.6191312002474517,14.210141026116665,42,-1.7337310797661032,14.336766934862323,907969,-2.640275647085031,graph2vec_lstm,13.881493836446523,True,0.6191312002474517
907969,lstm_baseline,31.43366929596545,5219788,31.705738142424934,907969,-0.8655332086680803,38.438679277507305,5219788,-22.285053378865175,40.393225725959326,555555,-28.503056215406087,graph2vec_lstm,31.705738142424934,False,-0.8655332086680803
907970,lstm_baseline,7.070188541038363,213626,6.568600894578921,618626816,7.09440269588308,6.599571078431373,555555,6.656363686418376,6.842784862892301,5219788,3.216373606249898,graph2vec_lstm,6.568600894578921,True,7.09440269588308
