window_idx,node_idx,feat_0,feat_1,feat_2,feat_3,feat_4,feat_5,feat_6,feat_7,feat_8,feat_9,feat_10,feat_11,feat_12,feat_13,feat_14,feat_15,feat_16,feat_17,feat_18,feat_19,feat_20,feat_21,feat_22,feat_23
0,0,-0.8392956852912903,-0.6145810484886169,1.13736891746521,4.0,0.2583544850349426,0.4189651608467102,1.0,5.0,0.012345679104328156,5.0,0.1236514076590538,2.0,0.3333333432674408,0.5666666626930237,-0.13333334028720856,0.34605494141578674,4.0,2.1571757793426514,0.0,0.0,0.7853981852531433,1.0255426168441772,23.799999237060547,18.467864990234375
0,1,-0.4068564772605896,-0.5869617462158203,1.4323937892913818,5.0,0.27883997559547424,0.21492016315460205,1.0,5.0,0.020576132461428642,8.0,0.1503334641456604,2.0,0.3333333432674408,0.0,0.20000000298023224,0.4753648638725281,5.0,1.9659627676010132,0.0,0.0,0.5890486240386963,1.0562235116958618,63.400001525878906,38.58854675292969
0,2,-0.3025612533092499,-0.4945712685585022,0.9705582857131958,2.0,0.4189954698085785,-0.2764289975166321,0.9655172228813171,4.0,0.040816325694322586,6.0,0.07915464788675308,2.0,0.5,0.2666666805744171,-0.03333333507180214,0.12496267259120941,3.0,2.0865557193756104,0.0,0.0,0.9817476868629456,1.1858810186386108,13.5,8.593301773071289
0,3,-0.5986150503158569,-0.3661172389984131,1.0761524438858032,2.0,0.0811263769865036,-1.217021107673645,0.931034505367279,3.0,0.015306122601032257,5.0,0.09776412695646286,2.0,0.5,-0.03333333507180214,-0.13333334028720856,0.3685052692890167,3.0,2.0615692138671875,0.0,0.0,0.9817476868629456,1.1351059675216675,13.266666412353516,12.473236083984375
0,4,-0.2017994374036789,-0.380667120218277,0.9524461030960083,3.0,0.1466178447008133,0.7638196349143982,0.6206896305084229,3.0,0.05761316791176796,3.0,0.06837531179189682,1.0,0.3333333432674408,0.03333333507180214,0.20000000298023224,0.40741780400276184,4.0,1.673612117767334,0.0,0.0,0.9817476868629456,1.0978785753250122,4.633333206176758,3.6339712142944336
0,5,-0.3489218056201935,-0.5059366226196289,1.4545096158981323,8.0,0.28754404187202454,-0.5883111953735352,0.4137931168079376,4.0,0.1316872388124466,0.0,0.07029920071363449,2.0,0.3333333432674408,-0.06666667014360428,0.20000000298023224,0.45543429255485535,5.0,1.4644958972930908,0.0,0.0,0.5890486240386963,1.0203797817230225,1.2666666507720947,1.9106477499008179
1,0,-0.8335648775100708,-0.6089354157447815,1.0615993738174438,4.0,0.2931540310382843,-0.8859583735466003,1.0,5.0,0.03292180970311165,5.0,0.0824350044131279,2.0,0.3333333432674408,0.5,-0.20000000298023224,0.33448687195777893,4.0,2.145458698272705,0.0,0.0,0.7853981852531433,1.1068825721740723,23.700000762939453,18.47486686706543
1,1,-0.3598129153251648,-0.540151834487915,1.2215869426727295,5.0,0.2706390619277954,-0.34539568424224854,1.0,5.0,0.045267488807439804,6.0,0.13515634834766388,1.0,0.3333333432674408,-0.03333333507180214,0.1666666716337204,0.376909077167511,5.0,2.1367459297180176,0.0,0.0,0.9817476868629456,1.0728018283843994,61.56666564941406,38.53854751586914
1,2,-0.31961318850517273,-0.512550413608551,0.9761234521865845,2.0,0.4368598163127899,-0.8099339008331299,0.9655172228813171,4.0,0.011904762126505375,6.0,0.08800377696752548,2.0,0.5,0.20000000298023224,-0.10000000149011612,0.13679440319538116,3.0,2.1163158416748047,0.0,0.0,0.9817476868629456,1.2280999422073364,13.633333206176758,8.55200481414795
1,3,-0.5712459087371826,-0.33570849895477295,1.009474277496338,2.0,0.12200929969549179,-1.373146414756775,0.931034505367279,3.0,0.03401360660791397,8.0,0.09917529672384262,2.0,0.5,-0.10000000149011612,-0.20000000298023224,0.32438865303993225,3.0,2.070282220840454,0.0,0.0,0.9817476868629456,1.1256937980651855,12.833333015441895,12.312268257141113
