item_id,store_id,order,rmse,mae,plot_path
26008,6269,"(0, 1, 3)",62.747663155888176,37.3886680886672,grid_search_plots/autoarima_item26008_store6269.png
921558,6269,"(1, 1, 1)",5.308427959647906,4.136883076246846,grid_search_plots/autoarima_item921558_store6269.png
