item_id,store_id,seed,metric,window_size,step_size,threshold,percentile,enable_edges,enable_second_degree,ablate_z,node_feature_mode,rmse,mae,bias,r2_score,pocid,train_time_s,inference_time_s
6032,6269,42,N/A,N/A,N/A,,,N/A,N/A,baseline,N/A,9.126764021664016,6.266590925603131,1.0957487112556408,6.4039669200467015,0.5789473684210527,16.76,0.1550
6032,6269,42,spearman,30,1,0.7,,True,False,True,catch24,9.075073157584173,6.252081098120197,-0.5266070833393172,6.232208624156965,0.5723684210526315,62.68,0.1450
6032,6269,42,spearman,30,1,0.7,,True,False,False,catch24,13.901111068807495,7.856159060609107,-2.9785825317981196,9.659240932505554,0.5986842105263158,141.53,0.5740
6032,6269,42,spearman,30,1,0.7,,True,False,False,stats,14.991894661017099,8.959260709924635,-1.3286014569351097,10.067912872223486,0.5460526315789473,121.26,0.5250
6032,6269,42,spearman,30,1,0.7,,True,False,False,raw,15.731256761467993,10.560982641830943,2.4587947309406752,11.1205727239269,0.5263157894736842,105.14,0.5730
6032,6269,1000,N/A,N/A,N/A,,,N/A,N/A,baseline,N/A,9.763899155650114,6.650280332253649,1.2027746181862027,6.84521331543502,0.5789473684210527,17.00,0.1490
6032,6269,1000,spearman,30,1,0.7,,True,False,True,catch24,9.285228367272714,6.607167903114767,-0.6169031757155276,6.448631953343931,0.5657894736842105,84.13,0.1520
6032,6269,1000,spearman,30,1,0.7,,True,False,False,catch24,13.569561777562088,7.783298024944231,-3.162828065211477,9.521312411319972,0.5657894736842105,141.92,0.5600
6032,6269,1000,spearman,30,1,0.7,,True,False,False,stats,14.905557875969869,10.479206502827164,3.0304193247377484,10.830185394876164,0.5592105263157895,110.29,0.5298
6032,6269,1000,spearman,30,1,0.7,,True,False,False,raw,14.723284045633395,9.372578371584027,0.34330569373236763,9.790613039145796,0.5921052631578947,103.08,0.5170
6032,6269,26008,N/A,N/A,N/A,,,N/A,N/A,baseline,N/A,11.12755942207352,7.57496500326917,0.3223501778895559,7.538108506326442,0.5855263157894737,11.28,0.1576
6032,6269,26008,spearman,30,1,0.7,,True,False,True,catch24,10.085314987190493,6.659316228106131,0.8613158924127716,6.922815523724973,0.5526315789473685,67.73,0.1310
6032,6269,26008,spearman,30,1,0.7,,True,False,False,catch24,12.449650391771605,7.542230402722078,-1.2427072127660115,8.421059599757825,0.5855263157894737,154.82,0.5715
6032,6269,26008,spearman,30,1,0.7,,True,False,False,stats,13.702757577359135,8.550194964689368,-0.5472259833142649,9.125734025680476,0.5592105263157895,115.65,0.5090
6032,6269,26008,spearman,30,1,0.7,,True,False,False,raw,12.686740426754389,8.700680795058705,0.41321401035084443,8.621843914729581,0.5,108.55,0.5190
6032,6269,555555,N/A,N/A,N/A,,,N/A,N/A,baseline,N/A,9.705300870755286,6.609985264298183,-0.5398281197142757,6.640103781380758,0.5986842105263158,18.63,0.1620
6032,6269,555555,spearman,30,1,0.7,,True,False,True,catch24,9.6049733213335,6.347822850046594,0.15726605583639705,6.428758887137498,0.5921052631578947,55.80,0.1300
6032,6269,555555,spearman,30,1,0.7,,True,False,False,catch24,13.419776853470346,7.719050963719686,-2.5168285229626823,9.268858298405766,0.5723684210526315,140.20,0.5370
6032,6269,555555,spearman,30,1,0.7,,True,False,False,stats,15.567857886240452,9.587934780744167,-3.0824786666172,10.951532304960567,0.5328947368421053,108.46,0.5390
6032,6269,555555,spearman,30,1,0.7,,True,False,False,raw,15.790553009087846,9.777919376597685,-1.16896260953417,10.631997001076886,0.5197368421052632,100.97,0.5180
6032,6269,213626,N/A,N/A,N/A,,,N/A,N/A,baseline,N/A,10.387054482348876,6.847504036099303,-1.554171144572738,7.293946036342448,0.5921052631578947,13.10,0.1250
6032,6269,213626,spearman,30,1,0.7,,True,False,True,catch24,9.34379437268407,6.485566406468161,0.6292154391606649,6.45059264774924,0.5921052631578947,64.30,0.1320
6032,6269,213626,spearman,30,1,0.7,,True,False,False,catch24,14.609596262353897,9.632648686178369,1.086232472089381,9.984518420743886,0.6118421052631579,112.25,0.5710
6032,6269,213626,spearman,30,1,0.7,,True,False,False,stats,14.86895165615411,9.751942696914174,1.026476585787106,10.129080648752375,0.5460526315789473,107.80,0.5740
6032,6269,213626,spearman,30,1,0.7,,True,False,False,raw,14.797103667510674,8.66690918043548,-3.423526022169325,10.421160634406538,0.6513157894736842,114.32,0.4930
6032,6269,907969,N/A,N/A,N/A,,,N/A,N/A,baseline,N/A,9.555180136190852,6.4643255413747305,-0.7494418406798169,6.581031913609063,0.5460526315789473,16.87,0.1250
6032,6269,907969,spearman,30,1,0.7,,True,False,True,catch24,9.822271203576783,6.689796653448367,-0.3085133608649759,6.660713105366727,0.5460526315789473,56.02,0.1590
6032,6269,907969,spearman,30,1,0.7,,True,False,False,catch24,12.618567227457762,7.788630279840207,-1.9647533940333946,8.747629532197282,0.5592105263157895,163.93,0.5730
6032,6269,907969,spearman,30,1,0.7,,True,False,False,stats,14.40128192013301,8.653513366100835,-2.6140331941492416,10.017527600129025,0.5657894736842105,121.75,0.5470
6032,6269,907969,spearman,30,1,0.7,,True,False,False,raw,12.796506188609946,8.525922525941937,-1.450162900039573,8.89227445080035,0.5986842105263158,117.56,0.5174
6032,6269,5219788,N/A,N/A,N/A,,,N/A,N/A,baseline,N/A,9.60896767614245,6.771801322114234,0.7543408044802598,6.6860193697198484,0.5789473684210527,18.86,0.1430
6032,6269,5219788,spearman,30,1,0.7,,True,False,True,catch24,9.119643437885191,6.180390301872702,-0.47624362372105417,6.2239802003410345,0.618421052631579,67.64,0.1420
6032,6269,5219788,spearman,30,1,0.7,,True,False,False,catch24,15.27410011121379,9.304285482643477,-1.6100321844512342,10.365629472380574,0.5921052631578947,113.69,0.5371
6032,6269,5219788,spearman,30,1,0.7,,True,False,False,stats,14.257735659200844,8.91651351779115,0.21111475875954222,9.410774898738095,0.5657894736842105,105.63,0.5217
6032,6269,5219788,spearman,30,1,0.7,,True,False,False,raw,13.155764730587133,8.151626368753272,-2.3173272313635334,9.195120765322768,0.6052631578947368,112.34,0.5264
6032,6269,13451285,N/A,N/A,N/A,,,N/A,N/A,baseline,N/A,10.530217003964324,6.581376318838082,-0.8348451003529667,7.119163856779925,0.5921052631578947,11.89,0.1320
6032,6269,13451285,spearman,30,1,0.7,,True,False,True,catch24,9.351350732420533,6.3156753116183815,-0.1817654877706291,6.300035566057519,0.5460526315789473,64.73,0.1400
6032,6269,13451285,spearman,30,1,0.7,,True,False,False,catch24,13.109293532916135,8.106131821676017,-1.297276428322387,8.905498828957668,0.5526315789473685,118.34,0.5300
6032,6269,13451285,spearman,30,1,0.7,,True,False,False,stats,12.096471619661106,7.5685272216796875,-0.08627126107808032,7.961935430519995,0.5723684210526315,128.40,0.5160
6032,6269,13451285,spearman,30,1,0.7,,True,False,False,raw,13.792750992986136,8.488446609646667,-3.3190256318235707,9.848243556860627,0.618421052631579,104.39,0.5180
6032,6269,23616558,N/A,N/A,N/A,,,N/A,N/A,baseline,N/A,10.196199779617068,6.71787067488128,-0.9143342410816866,7.006151118799275,0.5592105263157895,18.61,0.1430
6032,6269,23616558,spearman,30,1,0.7,,True,False,True,catch24,9.484375136699697,6.645303274291793,-0.2763282333324158,6.4725954452559,0.5394736842105263,89.02,0.1500
6032,6269,23616558,spearman,30,1,0.7,,True,False,False,catch24,15.035390482671023,10.594216066248277,4.683419832217148,11.337104215951868,0.5921052631578947,109.22,0.5370
6032,6269,23616558,spearman,30,1,0.7,,True,False,False,stats,14.76709503281769,9.099819725635005,-0.8559916564841675,9.872500361938638,0.6052631578947368,123.42,0.5431
6032,6269,23616558,spearman,30,1,0.7,,True,False,False,raw,15.400655865667215,9.73573575611987,-1.1585684695275,10.423903989245451,0.5,108.49,0.5390
6032,6269,618626816,N/A,N/A,N/A,,,N/A,N/A,baseline,N/A,10.03303695093041,6.803698913723815,-2.2807276171017317,7.287625108171591,0.5986842105263158,15.78,0.1610
6032,6269,618626816,spearman,30,1,0.7,,True,False,True,catch24,10.256351446354822,7.001278378605064,1.9748373405606139,7.372204652968831,0.5592105263157895,69.53,0.1400
