item_id,store_id,seed,metric,window_size,step_size,threshold,percentile,enable_edges,enable_second_degree,ablate_z,node_feature_mode,rmse,mae,bias,r2_score,pocid,train_time_s,inference_time_s
904144,6269,42,N/A,N/A,N/A,,,N/A,N/A,baseline,N/A,11.532725408093814,9.175774861005397,2.0122433768378363,8.563367263507716,0.5855263157894737,9.95,0.1460
904144,6269,42,spearman,30,1,0.7,,True,False,True,catch24,11.062396438125136,8.585057104335112,-1.7414265006196266,8.112819120301252,0.5921052631578947,39.63,0.1550
904144,6269,42,spearman,30,1,0.7,,True,False,False,catch24,12.484586518335107,9.97779537026399,2.7411377601374207,9.422026541767906,0.5131578947368421,76.06,0.3010
904144,6269,42,spearman,30,1,0.7,,True,False,False,stats,12.833567835137446,9.573332686829412,-0.663279620650547,8.975936994438714,0.5394736842105263,74.76,0.3210
904144,6269,42,spearman,30,1,0.7,,True,False,False,raw,15.843177760039094,11.83095676550532,1.4237123242171565,11.235256152450166,0.5197368421052632,112.81,0.2950
904144,6269,1000,N/A,N/A,N/A,,,N/A,N/A,baseline,N/A,12.178536051455309,9.20793181774663,-0.13992420520657808,8.426232031465956,0.5131578947368421,9.01,0.1440
904144,6269,1000,spearman,30,1,0.7,,True,False,True,catch24,10.470050634985773,8.123133050850015,-2.113702536408418,7.794234214307495,0.6052631578947368,51.66,0.1640
904144,6269,1000,spearman,30,1,0.7,,True,False,False,catch24,12.73559592824381,9.846362568973715,0.6644493302488639,8.99550093892755,0.5855263157894737,74.92,0.3100
904144,6269,1000,spearman,30,1,0.7,,True,False,False,stats,13.511187996213419,10.85252796746547,4.259369457469267,10.533568354340394,0.5460526315789473,86.64,0.2990
904144,6269,1000,spearman,30,1,0.7,,True,False,False,raw,11.55624810616679,8.730150425356198,-0.5318211293688008,8.093616941764644,0.5328947368421053,137.82,0.2950
904144,6269,26008,N/A,N/A,N/A,,,N/A,N/A,baseline,N/A,10.980400868506646,8.474955240885416,1.0930077858220517,7.88219119093019,0.5986842105263158,10.91,0.1240
904144,6269,26008,spearman,30,1,0.7,,True,False,True,catch24,10.452573605087782,8.071953918419633,-0.5090188777524661,7.371530001586915,0.5657894736842105,45.99,0.1520
904144,6269,26008,spearman,30,1,0.7,,True,False,False,catch24,11.705855340411986,8.83926224552728,-0.4896124297497319,8.185146339025247,0.6118421052631579,85.31,0.3551
904144,6269,26008,spearman,30,1,0.7,,True,False,False,stats,12.762399337188628,9.575606483260012,-1.539018026364395,9.159855796000416,0.506578947368421,78.62,0.3040
904144,6269,26008,spearman,30,1,0.7,,True,False,False,raw,12.765273580834595,9.932405203775643,2.100877094892115,9.390957365084237,0.48026315789473684,75.04,0.2912
904144,6269,555555,N/A,N/A,N/A,,,N/A,N/A,baseline,N/A,11.720014991162408,9.226359928355498,3.443207229664123,9.02739928508611,0.5986842105263158,10.14,0.2790
904144,6269,555555,spearman,30,1,0.7,,True,False,True,catch24,11.573103332370604,8.848983275344949,-2.2965462659698685,8.572934051514006,0.5789473684210527,41.07,0.1550
904144,6269,555555,spearman,30,1,0.7,,True,False,False,catch24,12.885545562182594,10.020825467078515,1.2449725655948414,9.259222289259636,0.5328947368421053,74.74,0.3378
904144,6269,555555,spearman,30,1,0.7,,True,False,False,stats,13.495875937764016,10.558425227021859,2.973123023712557,10.130825031565612,0.618421052631579,95.23,0.2950
904144,6269,555555,spearman,30,1,0.7,,True,False,False,raw,13.32802943293552,9.36124591578066,-2.9155852186913584,9.733222500085766,0.4934210526315789,74.28,0.2880
904144,6269,213626,N/A,N/A,N/A,,,N/A,N/A,baseline,N/A,13.030786808212177,10.555930006737803,2.874956180846769,9.873114951002231,0.5526315789473685,8.84,0.1480
904144,6269,213626,spearman,30,1,0.7,,True,False,True,catch24,11.184440575946184,8.715047862794664,-2.033583324719099,8.279378084851531,0.6118421052631579,45.88,0.1490
904144,6269,213626,spearman,30,1,0.7,,True,False,False,catch24,12.91489851434485,10.123824661853266,2.1631226009792752,9.529186072880561,0.5263157894736842,73.22,0.2870
904144,6269,213626,spearman,30,1,0.7,,True,False,False,stats,12.640641758947593,9.42858778261671,-1.9914736280254288,9.175336232134331,0.5131578947368421,81.03,0.2640
904144,6269,213626,spearman,30,1,0.7,,True,False,False,raw,11.042959624835921,8.658606208227818,-0.03532814512065813,7.69496340075508,0.5592105263157895,132.80,0.2920
904144,6269,907969,N/A,N/A,N/A,,,N/A,N/A,baseline,N/A,10.792656607462769,8.388535717733545,1.0036053688697566,7.744363575382209,0.5921052631578947,11.25,0.1230
904144,6269,907969,spearman,30,1,0.7,,True,False,True,catch24,10.994949720119148,8.502820187923955,-0.6727896749583724,7.791377325780156,0.6118421052631579,46.88,0.1390
904144,6269,907969,spearman,30,1,0.7,,True,False,False,catch24,12.850204851539004,10.005622352649963,0.9160522884792752,9.155521086051813,0.5328947368421053,74.33,0.3290
904144,6269,907969,spearman,30,1,0.7,,True,False,False,stats,12.856570108062872,9.85932997472925,0.12172823949576983,8.92354960758769,0.5131578947368421,80.20,0.2670
904144,6269,907969,spearman,30,1,0.7,,True,False,False,raw,14.145846934925988,10.567972912507898,3.2716587353376,10.532831379424369,0.4868421052631579,109.64,0.2510
904144,6269,5219788,N/A,N/A,N/A,,,N/A,N/A,baseline,N/A,10.53167703869268,8.052620501300089,1.5498427347420087,7.666454328356863,0.6118421052631579,10.41,0.1460
904144,6269,5219788,spearman,30,1,0.7,,True,False,True,catch24,11.763216415197341,9.067442777110081,-3.024913290746851,8.904697224562904,0.6118421052631579,41.60,0.1340
904144,6269,5219788,spearman,30,1,0.7,,True,False,False,catch24,12.807207228728485,9.687301049824633,-0.15955311644311046,8.865317155931178,0.5460526315789473,74.39,0.3350
904144,6269,5219788,spearman,30,1,0.7,,True,False,False,stats,12.299939287104314,9.523838822358574,1.6607679292267443,8.946121331448486,0.5460526315789473,80.64,0.3295
904144,6269,5219788,spearman,30,1,0.7,,True,False,False,raw,13.037880399355029,9.693178201812545,0.9412418066286573,9.177545201787815,0.5328947368421053,177.14,0.2840
904144,6269,13451285,N/A,N/A,N/A,,,N/A,N/A,baseline,N/A,12.477623598569966,9.933547263051949,2.01592550090715,9.226179990274758,0.5526315789473685,8.87,0.1380
904144,6269,13451285,spearman,30,1,0.7,,True,False,True,catch24,11.050006517516271,8.499960908702775,-0.12849976346383687,7.682118426799788,0.5723684210526315,44.48,0.1410
904144,6269,13451285,spearman,30,1,0.7,,True,False,False,catch24,11.595542161903268,8.927997720786948,0.1162645372689939,8.05883664546562,0.5723684210526315,103.39,0.3460
904144,6269,13451285,spearman,30,1,0.7,,True,False,False,stats,13.121855730056676,10.544242322834489,3.3862638909832325,10.043554418482767,0.5328947368421053,79.39,0.2780
904144,6269,13451285,spearman,30,1,0.7,,True,False,False,raw,13.910349352233617,9.613483354157092,-4.340863695331648,10.443761438488993,0.5263157894736842,75.23,0.2740
904144,6269,23616558,N/A,N/A,N/A,,,N/A,N/A,baseline,N/A,11.866268046861578,9.45607136745079,2.5803009731317657,8.942227108576427,0.5592105263157895,9.00,0.1360
904144,6269,23616558,spearman,30,1,0.7,,True,False,True,catch24,11.878562965160654,9.600529072331447,3.7858506308661566,9.285876408379728,0.5592105263157895,37.76,0.1350
904144,6269,23616558,spearman,30,1,0.7,,True,False,False,catch24,12.537026551226559,9.764455508562474,0.8035996630300883,8.91052706851142,0.5,74.87,0.3385
904144,6269,23616558,spearman,30,1,0.7,,True,False,False,stats,13.378023177294835,10.734957127789267,3.1938908271540223,10.17122357738324,0.5328947368421053,78.29,0.2900
904144,6269,23616558,spearman,30,1,0.7,,True,False,False,raw,13.830055242125345,10.529804796954386,0.7791093876159269,9.74225616720525,0.5394736842105263,72.57,0.2560
904144,6269,618626816,N/A,N/A,N/A,,,N/A,N/A,baseline,N/A,12.623286197422033,10.265851887222988,2.9024545258166743,9.603719701970931,0.5394736842105263,8.74,0.1420
904144,6269,618626816,spearman,30,1,0.7,,True,False,True,catch24,12.741751453162747,9.358620967740327,-1.0735246184604619,8.97891212313157,0.5526315789473685,35.47,0.1360
904144,6269,618626816,spearman,30,1,0.7,,True,False,False,catch24,12.893578834519406,10.468437257155873,3.086407867132449,9.835500698331785,0.5263157894736842,72.70,0.3060
904144,6269,618626816,spearman,30,1,0.7,,True,False,False,stats,12.580527636333859,9.264901030297374,-0.9924729041803896,8.85460730178637,0.5197368421052632,72.03,0.2930
904144,6269,618626816,spearman,30,1,0.7,,True,False,False,raw,11.799622235883811,8.942635586059172,0.4147079380509121,8.239146998969426,0.506578947368421,74.10,0.2760
30534,6269,42,N/A,N/A,N/A,,,N/A,N/A,baseline,N/A,13.02762479061053,10.503500803428537,-2.12148256142155,9.670058236517788,0.5986842105263158,12.04,0.1430
30534,6269,42,spearman,30,1,0.7,,True,False,True,catch24,14.225241121398527,10.920103811165866,-1.5270757283650191,10.224415445581986,0.5592105263157895,118.09,0.1364
30534,6269,42,spearman,30,1,0.7,,True,False,False,catch24,15.527402635836646,12.755931549845569,0.5000854432095889,11.077705566182113,0.5789473684210527,124.69,0.2995
