product_id,baseline,baseline_mae,baseline_seed,graph2vec_lstm_mae,graph2vec_lstm_seed,graph2vec_lstm_pct_improvement,gcn_lstm_mae,gcn_lstm_seed,gcn_lstm_pct_improvement,gat_lstm_mae,gat_lstm_seed,gat_lstm_pct_improvement,best_hybrid,best_hybrid_mae,best_hybrid_beats_baseline,best_hybrid_pct_improvement
278,lstm_baseline,7.087675088371327,23616558,7.695750822428784,26008,-8.57933986075519,7.490138895371381,555555,-5.678361408811918,8.129106920529034,26008,-14.69356057060761,gcn_lstm,7.490138895371381,False,-5.678361408811918
457,lstm_baseline,4.824551272236444,5219788,6.055984653678595,213626,-25.524309142046175,5.538689337524713,13451285,-14.802165527763728,4.974646160026002,213626,-3.111064207220691,gat_lstm,4.974646160026002,False,-3.111064207220691
1325,lstm_baseline,5.636273764317332,13451285,5.644375595391965,618626816,-0.14374445623853266,5.924085716796077,5219788,-5.106422514478502,5.770539402182585,5219788,-2.3821702685074495,graph2vec_lstm,5.644375595391965,False,-0.14374445623853266
6032,lstm_baseline,7.1522491531434405,213626,9.793579669559705,5219788,-36.93006856808658,8.01093965885686,23616558,-12.005880770191306,10.432879703496797,555555,-45.868516044515964,gcn_lstm,8.01093965885686,False,-12.005880770191306
13544,lstm_baseline,29.3113580840865,13451285,27.49786379446391,1000,6.187001927444494,30.77343646529453,213626,-4.988094980156553,32.66678868711384,5219788,-11.447543963679555,graph2vec_lstm,27.49786379446391,True,6.187001927444494
16920,lstm_baseline,7.510061921637043,23616558,6.7720971730799455,1000,9.826347056220218,7.772055912641139,213626,-3.4885729803275254,7.919054346146926,42,-5.445926129204692,graph2vec_lstm,6.7720971730799455,True,9.826347056220218
18568,lstm_baseline,17.462434238857693,213626,17.332075948029562,618626816,0.7465069820452367,17.052602923773474,5219788,2.346931186559635,17.205231853559905,618626816,1.4728896428738263,gcn_lstm,17.052602923773474,True,2.346931186559635
25032,lstm_baseline,10.035761481017069,5219788,10.009219415826736,5219788,0.26447485066815696,9.842497635924934,907969,1.9257516777147308,9.615219850166172,5219788,4.190430707688336,gat_lstm,9.615219850166172,True,4.190430707688336
26002,lstm_baseline,17.229882374308467,213626,26.583398411866103,907969,-54.286592527785885,22.213011124554804,5219788,-28.921432207086312,26.632759271883497,555555,-54.57307654981841,gcn_lstm,22.213011124554804,False,-28.921432207086312
26008,lstm_baseline,21.66020556096158,618626816,23.57246907084596,23616558,-8.828464275200012,26.90769488515417,907969,-24.226405928714726,26.30066234613556,13451285,-21.423881560651143,graph2vec_lstm,23.57246907084596,False,-8.828464275200012
26076,lstm_baseline,10.079150891771503,23616558,9.107707251131146,213626,9.638149592873269,10.672693583700392,555555,-5.888816412238155,10.10186217812931,555555,-0.2253293615868702,graph2vec_lstm,9.107707251131146,True,9.638149592873269
26220,lstm_baseline,23.85661927079843,26008,27.415881985932398,23616558,-14.919392704944851,28.11102829415814,26008,-17.8332435751586,27.426272345524207,618626816,-14.962946066273494,graph2vec_lstm,27.415881985932398,False,-14.919392704944851
