product_id,best_overall_model,is_hybrid,best_model_seed,best_model_rmse,best_model_mae,best_model_bias,best_model_pocid,lstm_baseline_pocid,lstm_baseline_seed,graph2vec_lstm_pocid,graph2vec_lstm_seed,gcn_lstm_pocid,gcn_lstm_seed,gat_lstm_pocid,gat_lstm_seed,mlp_baseline_pocid,mlp_baseline_seed,graph2vec_mlp_pocid,graph2vec_mlp_seed,gcn_mlp_pocid,gcn_mlp_seed,gat_mlp_pocid,gat_mlp_seed
908786,graph2vec_lstm,True,1000,26.03473023977616,19.05437895061533,-4.177705794475437,0.506578947368421,0.5263157894736842,618626816,0.506578947368421,1000,0.5263157894736842,23616558,0.506578947368421,23616558,0.5657894736842105,213626,0.5789473684210527,555555,0.506578947368421,1000,0.506578947368421,26008
911753,gcn_lstm,True,1000,38.92980687462104,29.2735841539171,-10.117395887187882,0.4342105263157895,0.6907894736842105,26008,0.7039473684210527,907969,0.4342105263157895,1000,0.5855263157894737,907969,0.6776315789473685,26008,0.6973684210526315,42,0.7105263157894737,26008,0.6578947368421053,618626816
912509,graph2vec_lstm,True,213626,13.055847834552338,10.428720781226565,3.5355533197814344,0.3947368421052631,0.4736842105263157,13451285,0.3947368421052631,213626,0.4671052631578947,1000,0.4342105263157895,907969,0.4407894736842105,13451285,0.4078947368421052,907969,0.4078947368421052,23616558,0.4473684210526316,42
915640,gcn_mlp,True,1000,11.047086918390642,8.723521363501455,5.654927471883936,0.4342105263157895,0.4802631578947368,26008,0.4736842105263157,618626816,0.4605263157894737,907969,0.4539473684210526,213626,0.4473684210526316,1000,0.4473684210526316,42,0.4342105263157895,1000,0.4539473684210526,907969
916110,gat_lstm,True,213626,9.74182755926205,7.481797305587071,0.8054069381913328,0.5657894736842105,0.6118421052631579,42,0.5789473684210527,1000,0.5789473684210527,1000,0.5657894736842105,213626,0.618421052631579,555555,0.618421052631579,42,0.6118421052631579,5219788,0.5921052631578947,26008
918537,gat_mlp,True,1000,13.169941531794414,10.41183116389256,2.954318738451191,0.3289473684210526,0.5789473684210527,618626816,0.4671052631578947,213626,0.5197368421052632,907969,0.506578947368421,618626816,0.5592105263157895,618626816,0.3881578947368421,23616558,0.3881578947368421,213626,0.3289473684210526,1000
919137,gat_lstm,True,1000,26.386497268525456,20.37782172907412,11.253802841784909,0.4539473684210526,0.5855263157894737,42,0.5460526315789473,26008,0.4671052631578947,5219788,0.4539473684210526,1000,0.506578947368421,5219788,0.5460526315789473,1000,0.4736842105263157,618626816,0.5,618626816
921558,gat_lstm,True,5219788,5.569840469986565,4.331878381616929,-0.8981452455707625,0.4013157894736842,0.4276315789473684,907969,0.4342105263157895,618626816,0.4210526315789473,5219788,0.4013157894736842,5219788,0.4078947368421052,213626,0.4144736842105263,26008,0.4210526315789473,13451285,0.4276315789473684,23616558
932812,gat_lstm,True,23616558,15.661202274774029,11.751126869052063,1.640085245269576,0.5657894736842105,0.6513157894736842,13451285,0.6052631578947368,213626,0.6381578947368421,5219788,0.5657894736842105,23616558,0.625,42,0.625,13451285,0.625,618626816,0.6447368421052632,13451285
933442,gat_mlp,True,26008,19.30229254952813,16.078472985161675,6.280962825600618,0.4078947368421052,0.4342105263157895,555555,0.4473684210526316,13451285,0.4210526315789473,13451285,0.4144736842105263,555555,0.4671052631578947,213626,0.5,42,0.4407894736842105,1000,0.4078947368421052,26008
933457,graph2vec_mlp,True,213626,17.094571055866655,13.10217846141142,-4.236556208990757,0.4144736842105263,0.4473684210526316,213626,0.4671052631578947,1000,0.4671052631578947,555555,0.4342105263157895,26008,0.4407894736842105,1000,0.4144736842105263,213626,0.4342105263157895,1000,0.4276315789473684,618626816
936693,lstm_baseline,False,213626,6.193635077694231,5.008278363670399,1.4157611965353971,0.4013157894736842,0.4013157894736842,213626,0.4078947368421052,213626,0.4013157894736842,907969,0.4342105263157895,555555,0.4210526315789473,5219788,0.4144736842105263,5219788,0.4407894736842105,1000,0.4539473684210526,618626816
