product_id,store_id,seed,metric,window_size,step_size,threshold,percentile,enable_edges,enable_second_degree,rmse,mae,bias,r2_score,pocid
213626,6269,13451285,kendall,15,1,0.6,,True,False,20.70636117364344,13.810720510726428,0.9492006110448907,14.04316086726455,0.6397058823529411
213626,6269,13451285,kendall,15,1,0.601,,True,False,20.76316072242845,14.047020283928752,1.0377417985540236,14.152770881834918,0.6544117647058824
213626,6269,13451285,kendall,15,1,0.602,,True,False,21.00575719261166,14.140975338699175,1.05728209801834,14.30244295548521,0.6323529411764706
213626,6269,13451285,kendall,15,1,0.603,,True,False,21.820906581490892,14.36074480479651,1.349754469673129,14.838078109362856,0.625
213626,6269,13451285,kendall,15,1,0.604,,True,False,20.830898426882154,13.935992916570093,1.003626837782616,14.150354152029255,0.6323529411764706
213626,6269,13451285,kendall,15,1,0.605,,True,False,21.012633147107692,14.219374358654022,-1.005843725082648,14.312621094488014,0.6617647058823529
213626,6269,13451285,kendall,15,1,0.606,,True,False,21.757518053310793,14.353329283477617,1.9589588746537256,14.956831066188231,0.6176470588235294
213626,6269,13451285,kendall,15,1,0.607,,True,False,21.889177473592255,14.524140129559232,2.350924924777372,15.163355000380278,0.6323529411764706
213626,6269,13451285,kendall,15,1,0.608,,True,False,21.790369730412923,14.455002990517302,2.380616343369449,15.104089698678148,0.6029411764705882
213626,6269,13451285,kendall,15,1,0.609,,True,False,21.711654062490673,14.481728328840576,1.2969654002328859,14.800500463513702,0.6323529411764706
213626,6269,13451285,kendall,15,1,0.61,,True,False,21.810704167701264,14.495003208191726,1.6180716122153902,14.93362078895241,0.6397058823529411
213626,6269,13451285,kendall,15,1,0.611,,True,False,22.493896030031767,15.049312262639512,-2.9941704864919623,15.757818702298751,0.6323529411764706
213626,6269,13451285,kendall,15,1,0.612,,True,False,22.081000754911063,14.785139108226247,1.3819221171149372,15.082265683790828,0.6102941176470589
213626,6269,13451285,kendall,15,1,0.613,,True,False,20.918712820391402,14.114931283205966,-2.3597783711704894,14.578033823789816,0.6323529411764706
213626,6269,13451285,kendall,15,1,0.614,,True,False,21.264073427075974,14.283637980910113,-3.384998178395042,15.049195753364277,0.6397058823529411
213626,6269,13451285,kendall,15,1,0.615,,True,False,21.24079123313985,14.360475507530852,-3.561701389559864,15.100939840842603,0.6323529411764706
213626,6269,13451285,kendall,15,1,0.616,,True,False,21.29983889919676,14.523804044201427,-1.9298981384639322,14.76334499526472,0.6544117647058824
213626,6269,13451285,kendall,15,1,0.617,,True,False,21.327214713595353,14.03520440098143,-3.2195542920244873,14.977297030049156,0.6323529411764706
213626,6269,13451285,kendall,15,1,0.618,,True,False,21.317200085385892,14.174006732275886,-1.7992921158345077,14.651924754720543,0.6397058823529411
213626,6269,13451285,kendall,15,1,0.619,,True,False,22.401310428168905,15.339498612567455,-6.360117826583612,16.62555932387222,0.6323529411764706
213626,6269,13451285,kendall,15,1,0.62,,True,False,21.12794635471906,14.435672562052734,-2.585336122634637,14.819225348531374,0.6544117647058824
213626,6269,13451285,kendall,15,1,0.621,,True,False,21.746493704437412,15.112775804461354,-4.775100822105025,15.8452160088603,0.6470588235294118
213626,6269,13451285,kendall,15,1,0.622,,True,False,21.031806109578135,13.964516645800458,-2.1532946920742955,14.545355889257756,0.6323529411764706
213626,6269,13451285,kendall,15,1,0.623,,True,False,21.796914872105493,15.00377857598075,3.7362260992509606,15.583458604860676,0.6544117647058824
213626,6269,13451285,kendall,15,1,0.624,,True,False,21.669219288342244,15.000132914986054,1.664686025385439,15.000814379263995,0.6323529411764706
213626,6269,13451285,kendall,15,1,0.625,,True,False,21.95659309879716,15.318468480540888,-0.721969137552881,14.988405953922022,0.6470588235294118
213626,6269,13451285,kendall,15,1,0.626,,True,False,23.36725725154704,16.84681956633164,-0.4350687863617918,16.00410071394688,0.625
213626,6269,13451285,kendall,15,1,0.627,,True,False,21.983391621501152,14.75050822705248,2.4101328410371377,15.28185607777298,0.6470588235294118
213626,6269,13451285,kendall,15,1,0.628,,True,False,21.837309917835334,14.45150373364887,2.203684370013049,15.082451984833147,0.6470588235294118
213626,6269,13451285,kendall,15,1,0.629,,True,False,21.941691070594356,14.518441857212652,1.7736266886230803,15.043862671756111,0.6102941176470589
213626,6269,13451285,kendall,15,1,0.63,,True,False,21.393777983611198,14.331849844786372,3.3041660716063785,15.105892970903787,0.6176470588235294
213626,6269,13451285,kendall,15,1,0.631,,True,False,22.182918534486557,14.853334997257177,1.8701588807314853,15.272332736740445,0.6397058823529411
213626,6269,13451285,kendall,15,1,0.632,,True,False,20.970002330669317,14.024694026169115,0.5605668153640998,14.131316375717962,0.6176470588235294
213626,6269,13451285,kendall,15,1,0.633,,True,False,20.725778284478675,14.10716359850264,3.9727398805374645,14.882865011999364,0.6544117647058824
213626,6269,13451285,kendall,15,1,0.634,,True,False,20.982316552208175,13.890313599231469,-0.8764861265238184,14.182858207542909,0.6176470588235294
213626,6269,13451285,kendall,15,1,0.635,,True,False,21.140157344375638,14.098649934695585,-1.4128561885687556,14.447955203003904,0.6323529411764706
213626,6269,13451285,kendall,15,1,0.636,,True,False,21.086761079744115,14.076872290050897,-1.0002006113964275,14.31264876523389,0.6102941176470589
213626,6269,13451285,kendall,15,1,0.637,,True,False,21.924638956098512,15.356914914002383,-1.9029356524021956,15.277282119650401,0.625
213626,6269,13451285,kendall,15,1,0.638,,True,False,22.355030877883998,15.916240191155106,-4.89470111736416,16.380250766071814,0.6544117647058824
213626,6269,13451285,kendall,15,1,0.639,,True,False,21.57007434414713,14.875574717991544,-3.257444280342464,15.318291921657066,0.625
213626,6269,13451285,kendall,15,1,0.64,,True,False,21.511872704656767,15.116279559413883,-1.1857908094016305,14.831453944532262,0.6323529411764706
213626,6269,13451285,kendall,15,1,0.641,,True,False,22.090964358428153,15.097940036850254,-4.539420993658748,15.954822436841326,0.6102941176470589
213626,6269,13451285,kendall,15,1,0.642,,True,False,21.744204895375663,15.204991183032954,-4.8341764462907815,15.881894355018765,0.6323529411764706
213626,6269,13451285,kendall,15,1,0.643,,True,False,21.235468457384307,14.92261175071671,-3.7412838717229175,15.283708134302062,0.625
213626,6269,13451285,kendall,15,1,0.644,,True,False,21.42519098152153,13.996879310938564,0.6912044891475762,14.3846164407823,0.6323529411764706
213626,6269,13451285,kendall,15,1,0.645,,True,False,21.09932970260144,14.205025079911643,-2.5242957977482874,14.731995070715703,0.6470588235294118
213626,6269,13451285,kendall,15,1,0.646,,True,False,21.516652280757754,14.446961970659938,-2.2411858482952534,14.930363095117675,0.625
213626,6269,13451285,kendall,15,1,0.647,,True,False,21.61667403119398,14.151737408916446,-1.7924485693882852,14.794383510173173,0.6544117647058824
213626,6269,13451285,kendall,15,1,0.648,,True,False,21.35335684934325,13.927496173085958,-0.9922186345079519,14.406607126570101,0.625
213626,6269,13451285,kendall,15,1,0.649,,True,False,21.150745742241774,13.834856787302199,-1.441615080746421,14.394490838133043,0.6397058823529411
