item_id,cat_label,cluster,trend_strength,trend_changes,lr_slope,lr_r2,forecastability,fluctuation,ac_relevance,seasonal_strength,window_fluctuation,st_variation,diff_series,complexity,rec_concentration,centroid
912509,carbonated sft drnks,0,0.35340204836355893,126,-0.004011995906971274,0.00570140074044001,0.15561769404301065,0.9552631578947368,1.256418931529687,0.3388848593993016,0.2553191489361702,-0.23350661226816438,0.13670538560600934,29.931512531743326,-0.30272471139223905,355.8482097767902
915640,carbonated sft drnks,0,0.3577699899025465,118,0.00489641358977026,0.013434084430339,0.1495728681157161,0.968421052631579,0.7905778756266686,0.3773659111431257,0.5957446808510638,-0.04167364880764649,0.2550476273804121,34.88342671727246,-0.47901203658986136,391.86043216084835
916110,eggs egg substitutes,0,0.15304462377202466,119,0.0021976612664754438,0.0018107204934965093,0.15868985319358903,0.9394736842105263,0.817868334174079,0.27161423718585875,0.1276595744680851,-0.48896268114056857,0.23802072826071466,34.16283989919672,-0.03542945211373505,382.59546878403137
918537,eggs egg substitutes,0,0.3114174448947864,117,0.0019680138191454184,0.0016321166865082004,0.15372379851560333,0.9526315789473684,1.089643741360935,0.29988870088835906,0.1702127659574468,-0.19555688778624827,0.18154818973305167,30.571925521189897,-0.4609333165749938,387.7365139353279
921558,carbonated sft drnks,0,0.30480345401762665,104,0.004479459432672236,0.025979919838988175,0.14805554552565675,0.9289473684210526,0.7716532964486225,0.3532650517496564,0.5319148936170213,-0.12757293065487874,0.2411857603667753,35.307145514964525,0.05592458830673275,401.63314487047256
932812,eggs egg substitutes,0,0.23465509813421093,129,0.003778373059201338,0.0028593677328949685,0.16094376268400462,0.9736842105263158,0.9256560715548109,0.23493193568389148,0.1276595744680851,-0.31413708479068064,0.18377377609129067,32.16997894886383,-0.5770512309340412,389.4079471949956
936693,carbonated sft drnks,0,0.16964194467279703,96,0.002552125396110534,0.00901403328826289,0.14664625730889835,0.9210526315789473,0.6233301303120604,0.3554753756130582,0.8297872340425532,-0.16737909472377907,0.297632070178144,39.27157755460119,-0.602191142099765,391.91239126912166
900087600,bottled water,0,0.5219281396635602,119,0.004938727098562149,0.005995145239365396,0.15839392171387146,0.9657894736842105,1.6184959083201516,0.32244559052239674,0.5106382978723404,-0.17149905738666688,0.2731729757520287,30.392938833896928,-0.3646503441798834,386.74867523534886
278,sour cream,1,0.4887435040691641,112,0.008926407713801666,0.03114709772843094,0.1559628760120742,0.9460526315789474,1.8494651488929144,0.32855773834244406,0.8723404255319149,-0.8210111783115344,0.16273042689185827,27.8139607300746,-0.533027458862417,428.13310052609705
6032,dips refrigerated,1,0.4499760179365956,118,0.0072010839228815885,0.012045358453073751,0.163334779203823,0.9328947368421052,1.7265732447162327,0.3132540816900826,0.3617021276595745,-1.0122824518697697,0.15432658074233682,25.838327078210682,0.10144224776243771,426.1089576850333
13544,bottled water,1,0.3689672693334697,146,0.0025654402647072175,0.00014402698458271246,0.1803502908772346,0.9486842105263158,2.1399691201427102,0.4945273369547596,0.14893617021276595,0.04577486749253512,0.08749270854373462,23.881008023199463,-0.7878674671665945,378.0968229287384
18568,dairy cream,1,0.3413820396265683,134,0.0009299986440072473,0.00018449030279121814,0.15782221752397027,0.8447368421052631,1.497716702204482,0.299370798466295,0.1276595744680851,-0.32463900873535123,0.12861057447081378,28.13355668512058,-0.2909929299522104,409.6849516775543
26002,sprd btr mrgrn,1,0.7078329327413124,115,0.01412699389476516,0.008127543836802698,0.18038223616189838,0.8618421052631579,4.3925937636501216,0.37903147333542386,0.2553191489361702,0.07213311075072744,0.05658233842448674,16.793733756074083,-0.5014507640750979,454.2146093302744
26008,sprd btr mrgrn,1,0.5196316911569755,139,0.014657383108251243,0.006071455165179929,0.16824555837029123,0.9526315789473684,1.8630869000789976,0.3266467348133817,0.1276595744680851,-0.30729948551297376,0.15853263192869127,26.80578251348768,-0.2490566381325221,408.4229292603679
26220,cream chs,1,0.5923434606572506,139,0.03550136062164372,0.035841115609458685,0.16165320342877745,0.8921052631578947,2.90448889602753,0.3532241095723868,0.1702127659574468,-0.2254415825227853,0.11030267748967074,22.7670136977826,-0.5802741621593179,456.55410282756543
26768,cream chs,1,0.5445567901724373,139,-0.008272182053735436,0.002804831002134578,0.16606122251359232,0.9171052631578948,2.309341627475941,0.34748515315727824,0.1276595744680851,-0.8139431523299008,0.10611900519439924,23.484719807331782,-0.0634991858423109,363.4025247263656
26924,sprd btr mrgrn,1,0.5860831724428264,129,0.0013693893076976266,0.00023765540438747124,0.17337719582930064,0.9526315789473684,2.732308132896245,0.3342812543258089,0.1276595744680851,-0.6699633400249217,0.11675840358348873,23.980731309700932,-0.5570414377883569,392.0173655130234
48369,rte cereal,1,0.4658680758988569,128,-0.0002488709590462956,1.2429779399303342e-05,0.1673584722808029,0.9421052631578948,1.96862853049792,0.3837313855140213,0.14893617021276595,-0.19214218562021765,0.06513760847167142,23.035411484239365,-0.6328534501246906,364.0549146073264
48375,rte cereal,1,0.3917846498051827,134,0.002420583207581797,0.0007539301856905878,0.16035195439762134,0.9526315789473684,1.8007962377804239,0.365327180095643,0.14893617021276595,0.6283522170726976,0.12451274233871679,26.819229839330074,-0.6581930759898589,368.6170484081563
500056,carbonated sft drnks,1,0.43935812551863407,134,0.0011708098870931718,0.00023335663689894037,0.1577081927047147,0.9657894736842105,1.4526376783760087,0.395680709085639,0.2765957446808511,0.04010018424448772,0.16750635590353413,29.403320539578218,-0.4770176265234071,378.22230319805084
904144,carbonated sft drnks,1,0.3458247655005767,137,-0.010761708507302481,0.0224543916898855,0.16461032888098054,0.968421052631579,1.5671749952117724,0.36842778763055495,0.2127659574468085,-0.13863764178083846,0.08215692912467415,26.983110206972192,-0.8004785643893588,333.23267144802963
907969,eggs egg substitutes,1,0.3679031096842116,144,0.016806413791263162,0.007355233466717737,0.17495741440797333,0.9736842105263158,1.379018874222796,0.2585863375081965,0.723404255319149,-0.9322924006527558,0.1772665518387662,28.022419858373656,-0.7130961770219445,397.31175781891795
908786,carbonated sft drnks,1,0.4621061812225047,127,-0.0015559336119018027,0.0004239915102686176,0.1621303639126599,0.9473684210526315,1.7982110367994038,0.3089044500724677,0.2978723404255319,-0.5227736647731733,0.108207772342394,25.829654030597695,-0.22460116670699543,375.14675929454853
919137,carbonated sft drnks,1,0.38440523306105157,144,-0.014334667724595154,0.016871222720559187,0.16736201193000086,0.9710526315789474,1.8991952397122942,0.3526893344025368,0.23404255319148937,0.3998700268571183,0.06867944490462537,24.965012599106174,-0.515965876503452,350.2078687984674
933442,carbonated sft drnks,1,0.4657355595061521,138,-0.0021510183832318614,0.0004994301748022512,0.16072808022320245,0.95,1.9563580589707312,0.379012165091683,0.2553191489361702,0.030799196175362965,0.131368813779522,26.474153373496904,-0.5329171903326071,364.0148122793796
933457,carbonated sft drnks,1,0.383800617156167,139,0.002988139692303985,0.0014741992669263793,0.15843297409289064,0.9605263157894737,1.6606635232751774,0.3753851013184908,0.2553191489361702,0.11175359893384683,0.14500852181775772,28.4373356727324,-1.0433226693150175,384.33834273073967
