0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0.048588935285806656,0.055915459990501404,0.07196858525276184,-0.052536919713020325,-0.06950617581605911,-0.031126411631703377,-0.026511969044804573,0.05490308254957199,-0.028555145487189293,-0.07492128014564514,-0.04415750503540039,0.06887836754322052,-0.015035155229270458,0.013290134258568287,0.06825512647628784,0.04049374908208847,-0.003792345989495516,0.045282214879989624,-0.034804750233888626,0.037672918289899826
0.01976597309112549,-0.03712865710258484,0.010176042094826698,-0.054556671530008316,-0.003953473176807165,-0.010144593194127083,0.07693929225206375,-0.02040790766477585,-0.03161201998591423,0.0006146151572465897,-0.07278898358345032,-0.058887675404548645,-0.0385691337287426,-0.030789600685238838,-0.027129752561450005,-1.92391307791695e-05,-0.01850813999772072,0.022338278591632843,0.06640820950269699,-0.04048185423016548
-0.05525358021259308,-0.002984008053317666,-0.009799047373235226,0.00850515253841877,0.04120394214987755,0.03046531043946743,-0.03809419646859169,0.0071548051200807095,0.021604225039482117,-0.07235700637102127,0.05858613923192024,0.061912886798381805,0.017555363476276398,0.05166973918676376,0.0358462817966938,0.0652477815747261,0.029326291754841805,-0.08209171146154404,0.005268923006951809,0.02271023765206337
-0.008826536126434803,0.026595786213874817,0.05037988722324371,0.046007245779037476,0.033276431262493134,0.04374215379357338,-0.0295645073056221,0.04844799265265465,0.08993557840585709,-0.007565747480839491,-0.05965149775147438,-0.06785368919372559,0.037534404546022415,0.029357876628637314,-0.04251652956008911,0.010740957222878933,-0.03289895877242088,-0.06428854167461395,-0.023793227970600128,-0.039801523089408875
-0.08456424623727798,-0.03529965505003929,-0.011767328716814518,-0.01210640836507082,-0.04193662852048874,0.052238091826438904,0.04226866364479065,-0.02933936007320881,0.03610967844724655,-0.022255554795265198,0.03546528518199921,-0.02142547257244587,0.012135665863752365,0.06923975795507431,0.01663867011666298,0.07293745130300522,-0.018706701695919037,-0.020548906177282333,0.008243829011917114,-0.027020443230867386
-0.02142440900206566,-0.06136384606361389,0.055994726717472076,0.06961126625537872,0.06024039536714554,0.06730510294437408,0.07188631594181061,-0.03737194463610649,-0.019443415105342865,-0.057709187269210815,-0.03204738721251488,-0.04186215624213219,0.006185445468872786,-0.018041415140032768,0.04787536710500717,0.05262422561645508,-0.015591398812830448,0.030946409329771996,0.05520299822092056,-0.048410359770059586
0.007952726446092129,0.014319007284939289,0.025961557403206825,0.07573328167200089,-0.026538731530308723,0.05469121038913727,0.028231177479028702,0.05709811672568321,0.036491524428129196,0.06064774841070175,-0.030479254201054573,-0.006827720906585455,0.05474246293306351,-0.011298867873847485,0.0058560604229569435,0.015126975253224373,-0.059741608798503876,-0.00932317040860653,0.04535980895161629,-0.011248517781496048
-0.009927538223564625,-0.07161806523799896,0.016173960641026497,-0.0037677576765418053,-0.018281690776348114,-0.017761144787073135,0.004228897858411074,0.048438239842653275,-0.024953175336122513,0.006840293761342764,0.025677967816591263,-0.034526921808719635,-0.039551008492708206,-0.0376531183719635,-0.051347341388463974,-0.037140559405088425,0.035683803260326385,-0.055142659693956375,0.014293341897428036,-0.07127335667610168
0.04458387568593025,0.004778116010129452,-0.003896549576893449,-0.046654243022203445,-0.037307508289813995,0.015003870241343975,0.07197006791830063,0.05350509285926819,0.016986316069960594,0.04249149188399315,0.060960136353969574,-0.04507414251565933,0.0517243854701519,0.07152091711759567,4.063270898768678e-05,0.003508617402985692,0.00478785065934062,-0.06513199210166931,0.004244549665600061,0.0052794176153838634
0.0681246966123581,-0.054332565516233444,0.08577875047922134,0.003241506638005376,-0.03636198118329048,-0.010631388984620571,0.01647714525461197,0.08751021325588226,0.04933548346161842,0.0007992896717041731,0.002902144333347678,-0.0004718056006822735,0.07279720902442932,-0.011675477027893066,-0.03768032044172287,0.05416042357683182,0.030873196199536324,-0.0796365961432457,0.0033865508157759905,0.06982357800006866
