source,target,weight
907967,26076,1.0
16920,26076,1.0
25032,26076,1.0
26220,26076,1.0
26372,26076,1.0
26768,26076,1.0
26924,26076,1.0
30534,26076,1.0
213624,26076,1.0
213625,26076,1.0
213629,26076,1.0
213633,26076,1.0
538923,26076,1.0
545597,26076,1.0
606230,26076,1.0
908786,26076,1.0
912509,26008,1.0
912509,26076,1.0
916110,26076,1.0
921558,26076,1.0
933442,26076,1.0
457,26220,1.0
13544,26220,1.0
16920,26220,1.0
25032,26220,1.0
26924,26220,1.0
48369,26220,1.0
48375,26220,1.0
110187,26220,1.0
151821,26220,1.0
213627,26220,1.0
936693,26008,1.0
911753,26008,1.0
213631,26220,1.0
545597,26002,1.0
904144,25032,1.0
907967,25032,1.0
278,26002,1.0
6032,26002,1.0
13544,26002,1.0
18568,26002,1.0
25032,26002,1.0
26220,26002,1.0
26924,26002,1.0
30534,26002,1.0
48375,26002,1.0
110187,26002,1.0
151821,26002,1.0
213631,26002,1.0
545602,26002,1.0
908786,26008,1.0
916110,26002,1.0
918537,26002,1.0
1325,26008,1.0
16920,26008,1.0
26372,26008,1.0
30534,26008,1.0
110187,26008,1.0
213624,26008,1.0
213629,26008,1.0
213636,26008,1.0
500057,26008,1.0
545598,26008,1.0
606230,26008,1.0
907970,26008,1.0
213628,26220,1.0
213633,26220,1.0
606214,25032,1.0
545597,26924,1.0
213633,26768,1.0
606214,26768,1.0
911753,26768,1.0
932812,26768,1.0
936693,26768,1.0
457,26924,1.0
13544,26924,1.0
26768,26924,1.0
30534,26924,1.0
151821,26924,1.0
151828,26924,1.0
213626,26924,1.0
213628,26924,1.0
213642,26924,1.0
545602,26924,1.0
213628,26768,1.0
680152,26924,1.0
904144,26924,1.0
907967,26924,1.0
915640,26924,1.0
932812,26924,1.0
933442,26924,1.0
933457,26924,1.0
900087600,26924,1.0
278,30534,1.0
6032,30534,1.0
13544,30534,1.0
26220,30534,1.0
213626,30534,1.0
213627,30534,1.0
213629,26768,1.0
213625,26768,1.0
538923,26220,1.0
213633,26372,1.0
545597,26220,1.0
545602,26220,1.0
606214,26220,1.0
907967,26220,1.0
907970,26220,1.0
908786,26220,1.0
1325,26372,1.0
26220,26372,1.0
26924,26372,1.0
110187,26372,1.0
151815,26372,1.0
151828,26372,1.0
213625,26372,1.0
213627,26372,1.0
545597,26372,1.0
213624,26768,1.0
545602,26372,1.0
587317,26372,1.0
606214,26372,1.0
606230,26372,1.0
907967,26372,1.0
907969,213629,1.0
907970,26372,1.0
908786,26372,1.0
911753,26372,1.0
916110,26372,1.0
13544,26768,1.0
26220,26768,1.0
48369,26768,1.0
110187,26768,1.0
680152,25032,1.0
545602,25032,1.0
213630,30534,1.0
932812,1325,1.0
680152,457,1.0
904144,457,1.0
907969,457,1.0
907970,457,1.0
13544,1325,1.0
26768,1325,1.0
30534,1325,1.0
48369,1325,1.0
213631,1325,1.0
606214,1325,1.0
907970,1325,1.0
908786,1325,1.0
911753,1325,1.0
916110,1325,1.0
1325,6032,1.0
545602,457,1.0
13544,6032,1.0
26008,6032,1.0
26076,6032,1.0
26768,6032,1.0
26924,6032,1.0
48375,6032,1.0
151828,6032,1.0
213624,6032,1.0
213627,6032,1.0
545602,6032,1.0
680152,6032,1.0
907969,6032,1.0
908786,6032,1.0
915640,6032,1.0
606214,457,1.0
545598,457,1.0
933442,6032,1.0
908786,278,1.0
13544,278,1.0
26008,278,1.0
26372,278,1.0
151828,278,1.0
213625,278,1.0
213630,278,1.0
213631,278,1.0
213633,278,1.0
213636,278,1.0
500056,278,1.0
545598,278,1.0
606230,278,1.0
907969,278,1.0
907970,278,1.0
911753,278,1.0
545597,457,1.0
912509,278,1.0
915640,278,1.0
6032,457,1.0
13544,457,1.0
26008,457,1.0
26768,457,1.0
30534,457,1.0
48369,457,1.0
151815,457,1.0
151828,457,1.0
213624,457,1.0
213626,457,1.0
213631,457,1.0
500056,457,1.0
919137,6032,1.0
933457,6032,1.0
545597,25032,1.0
933442,18568,1.0
1325,18568,1.0
6032,18568,1.0
26008,18568,1.0
26220,18568,1.0
26924,18568,1.0
30534,18568,1.0
213631,18568,1.0
545597,18568,1.0
582893,18568,1.0
587317,18568,1.0
606230,18568,1.0
907970,18568,1.0
908786,18568,1.0
916110,18568,1.0
900087600,18568,1.0
933457,16920,1.0
457,25032,1.0
1325,25032,1.0
6032,25032,1.0
18568,25032,1.0
26924,25032,1.0
30534,25032,1.0
48369,25032,1.0
48375,25032,1.0
110187,25032,1.0
151821,25032,1.0
151828,25032,1.0
213626,25032,1.0
213631,25032,1.0
213642,25032,1.0
900087600,16920,1.0
921558,16920,1.0
900087600,6032,1.0
1325,16920,1.0
18568,13544,1.0
26008,13544,1.0
26076,13544,1.0
213626,13544,1.0
213628,13544,1.0
213629,13544,1.0
213633,13544,1.0
213642,13544,1.0
500057,13544,1.0
538923,13544,1.0
907967,13544,1.0
918537,13544,1.0
921558,13544,1.0
933457,13544,1.0
6032,16920,1.0
912509,16920,1.0
13544,16920,1.0
18568,16920,1.0
26002,16920,1.0
26768,16920,1.0
48369,16920,1.0
151815,16920,1.0
151821,16920,1.0
213624,16920,1.0
213631,16920,1.0
213636,16920,1.0
538923,16920,1.0
545598,16920,1.0
680152,16920,1.0
908786,16920,1.0
213628,30534,1.0
907969,26372,1.0
933442,900087600,1.0
151828,151821,1.0
6032,151821,1.0
