product_id,store_id,seed,metric,window_size,step_size,threshold,percentile,enable_edges,enable_second_degree,ablate_z,node_feature_mode,rmse,mae,bias,r2_score,pocid
278,6269,42,spearman,30,1,0.6,,True,False,True,catch24,10.222488510958955,7.354136762276195,-3.677683464841905,7.869199312259003,0.625
278,6269,42,spearman,30,1,0.6,,True,False,False,catch24,14.202590309294065,10.32916015893026,4.179222445082821,10.728390805650303,0.5526315789473685
278,6269,42,spearman,30,1,0.65,,True,False,False,catch24,11.81137833904179,8.703277132869546,0.8603912739971884,8.296606271237579,0.5855263157894737
278,6269,42,spearman,30,1,0.7,,True,False,False,catch24,11.138422925130255,8.09989726621341,-0.14827649110282948,7.631254901894188,0.618421052631579
278,6269,1000,spearman,30,1,0.6,,True,False,True,catch24,13.956520394651147,10.087160266302769,-8.300227352217131,11.575107101955549,0.6447368421052632
278,6269,1000,spearman,30,1,0.6,,True,False,False,catch24,14.602159899637051,11.163649262945636,2.58910435009626,10.739268353079,0.5394736842105263
278,6269,1000,spearman,30,1,0.65,,True,False,False,catch24,11.588676697250639,8.083525726510809,-1.782001433321853,8.260720138583485,0.5723684210526315
278,6269,1000,spearman,30,1,0.7,,True,False,False,catch24,12.289817712839518,8.883314374225591,-1.919776410059212,8.84568155249096,0.5921052631578947
278,6269,26008,spearman,30,1,0.6,,True,False,True,catch24,13.438990377872896,8.83526492897981,-6.3548162373062835,10.517015480507972,0.5986842105263158
278,6269,26008,spearman,30,1,0.6,,True,False,False,catch24,11.599187466391083,8.424525945794349,-2.106682009946287,8.432395722130702,0.5789473684210527
278,6269,26008,spearman,30,1,0.65,,True,False,False,catch24,12.84174490798424,9.926872508977754,4.587566930484148,10.049482313857595,0.6052631578947368
278,6269,26008,spearman,30,1,0.7,,True,False,False,catch24,11.786282106992974,8.257975874383465,-1.8013376815646303,8.40796944248351,0.5592105263157895
278,6269,555555,spearman,30,1,0.6,,True,False,True,catch24,11.59582020149503,8.11222485000012,-5.353893713234297,9.16443974155612,0.6381578947368421
278,6269,555555,spearman,30,1,0.6,,True,False,False,catch24,11.685999876195144,8.593040154650321,0.44278228360843036,8.10195554766226,0.5723684210526315
278,6269,555555,spearman,30,1,0.65,,True,False,False,catch24,12.428243685569553,8.663887497646357,-1.7741838467666526,8.82363967888803,0.5921052631578947
278,6269,555555,spearman,30,1,0.7,,True,False,False,catch24,13.942401723138381,9.709035351385477,-5.0069024220011595,10.650185304915851,0.5723684210526315
278,6269,213626,spearman,30,1,0.6,,True,False,True,catch24,11.03560271506077,7.772347457658231,-4.94881864427741,8.698092883014295,0.631578947368421
278,6269,213626,spearman,30,1,0.6,,True,False,False,catch24,13.519864502259471,10.173648970579011,-2.798896654758578,10.003068657464134,0.4934210526315789
278,6269,213626,spearman,30,1,0.65,,True,False,False,catch24,13.75518473577638,9.340786088136287,-4.980062193730298,10.457804438354836,0.625
