product_id,store_id,seed,seconds
16920,6269,42,188.785
16920,6269,1000,221.892
16920,6269,26008,400.464
16920,6269,555555,253.382
16920,6269,213626,264.006
16920,6269,907969,334.808
16920,6269,5219788,286.276
16920,6269,13451285,288.679
16920,6269,23616558,261.087
16920,6269,618626816,253.383
26220,6269,42,463.668
26220,6269,1000,458.140
26220,6269,26008,575.610
26220,6269,555555,541.716
26220,6269,213626,451.617
26220,6269,907969,464.819
26220,6269,5219788,465.614
26220,6269,13451285,708.712
26220,6269,23616558,468.968
26220,6269,618626816,452.263
48375,6269,42,384.711
48375,6269,1000,426.535
48375,6269,26008,460.166
48375,6269,555555,384.594
48375,6269,213626,502.523
48375,6269,907969,321.436
48375,6269,5219788,455.658
48375,6269,13451285,360.950
48375,6269,23616558,480.955
48375,6269,618626816,318.022
213625,6269,42,684.861
213625,6269,1000,560.732
213625,6269,26008,720.539
213625,6269,555555,625.787
213625,6269,213626,708.944
213625,6269,907969,809.746
213625,6269,5219788,820.960
213625,6269,13451285,909.782
213625,6269,23616558,903.691
213625,6269,618626816,732.864
213631,6269,42,509.927
213631,6269,1000,389.854
213631,6269,26008,594.996
213631,6269,555555,635.938
213631,6269,213626,594.620
213631,6269,907969,680.372
213631,6269,5219788,590.165
213631,6269,13451285,493.119
213631,6269,23616558,651.032
213631,6269,618626816,569.708
538923,6269,42,326.599
538923,6269,1000,340.743
538923,6269,26008,383.058
538923,6269,555555,435.621
538923,6269,213626,412.190
538923,6269,907969,349.858
538923,6269,5219788,349.676
538923,6269,13451285,340.673
538923,6269,23616558,481.785
538923,6269,618626816,382.985
606214,6269,42,370.797
606214,6269,1000,311.357
606214,6269,26008,312.951
606214,6269,555555,325.576
606214,6269,213626,349.379
606214,6269,907969,328.302
606214,6269,5219788,308.063
606214,6269,13451285,371.297
606214,6269,23616558,299.274
606214,6269,618626816,328.235
907970,6269,42,360.928
907970,6269,1000,283.411
907970,6269,26008,286.156
907970,6269,555555,257.336
907970,6269,213626,253.463
907970,6269,907969,335.872
907970,6269,5219788,252.700
907970,6269,13451285,248.004
907970,6269,23616558,254.891
907970,6269,618626816,254.346
918537,6269,42,404.059
918537,6269,1000,303.916
918537,6269,26008,311.682
918537,6269,555555,368.352
918537,6269,213626,320.422
918537,6269,907969,471.312
918537,6269,5219788,318.135
918537,6269,13451285,258.290
918537,6269,23616558,362.392
918537,6269,618626816,373.788
936693,6269,42,267.953
936693,6269,1000,171.756
936693,6269,26008,168.485
936693,6269,555555,233.810
936693,6269,213626,179.969
936693,6269,907969,188.904
936693,6269,5219788,145.254
936693,6269,13451285,153.153
936693,6269,23616558,183.927
936693,6269,618626816,134.588
TOTAL_ALL,,,40303.441
