product_id,store_id,seed,seconds
457,6269,42,238.577
457,6269,1000,222.677
457,6269,26008,251.259
457,6269,555555,225.081
457,6269,213626,204.843
457,6269,907969,309.460
457,6269,5219788,260.044
457,6269,13451285,205.678
457,6269,23616558,326.001
457,6269,618626816,309.857
25032,6269,42,264.624
25032,6269,1000,184.225
25032,6269,26008,181.424
25032,6269,555555,241.428
25032,6269,213626,183.559
25032,6269,907969,179.716
25032,6269,5219788,178.238
25032,6269,13451285,184.024
25032,6269,23616558,182.828
25032,6269,618626816,231.605
26768,6269,42,559.064
26768,6269,1000,680.926
26768,6269,26008,585.809
26768,6269,555555,614.271
26768,6269,213626,603.813
26768,6269,907969,635.680
26768,6269,5219788,684.533
26768,6269,13451285,634.037
26768,6269,23616558,615.537
26768,6269,618626816,706.176
151815,6269,42,257.604
151815,6269,1000,263.011
151815,6269,26008,253.073
151815,6269,555555,260.169
151815,6269,213626,262.417
151815,6269,907969,259.944
151815,6269,5219788,257.140
151815,6269,13451285,267.404
151815,6269,23616558,262.275
151815,6269,618626816,261.803
213627,6269,42,400.663
213627,6269,1000,407.368
213627,6269,26008,401.638
213627,6269,555555,407.418
213627,6269,213626,400.766
213627,6269,907969,406.010
213627,6269,5219788,405.171
213627,6269,13451285,402.339
213627,6269,23616558,404.038
213627,6269,618626816,407.542
213636,6269,42,358.684
213636,6269,1000,223.203
213636,6269,26008,298.062
213636,6269,555555,207.718
213636,6269,213626,274.223
213636,6269,907969,312.055
213636,6269,5219788,227.157
213636,6269,13451285,253.799
213636,6269,23616558,257.248
213636,6269,618626816,337.572
545598,6269,42,252.631
545598,6269,1000,271.262
545598,6269,26008,224.429
545598,6269,555555,259.629
545598,6269,213626,296.479
545598,6269,907969,294.767
545598,6269,5219788,244.498
545598,6269,13451285,308.494
545598,6269,23616558,330.153
545598,6269,618626816,323.849
680152,6269,42,426.795
680152,6269,1000,419.513
680152,6269,26008,418.036
680152,6269,555555,346.641
680152,6269,213626,525.990
680152,6269,907969,318.286
680152,6269,5219788,411.723
680152,6269,13451285,535.335
680152,6269,23616558,290.501
680152,6269,618626816,324.137
911753,6269,42,1383.864
911753,6269,1000,1190.275
911753,6269,26008,1391.028
911753,6269,555555,1154.315
911753,6269,213626,1169.487
911753,6269,907969,1005.750
911753,6269,5219788,1042.676
911753,6269,13451285,1021.429
911753,6269,23616558,1071.423
911753,6269,618626816,972.973
921558,6269,42,187.149
921558,6269,1000,179.059
921558,6269,26008,215.544
921558,6269,555555,199.220
921558,6269,213626,208.466
921558,6269,907969,205.221
921558,6269,5219788,206.449
921558,6269,13451285,194.033
921558,6269,23616558,236.642
921558,6269,618626816,207.393
TOTAL_ALL,,,40548.752
