product_id,store_id,seed,metric,window_size,step_size,threshold,percentile,enable_edges,enable_second_degree,ablate_z,node_feature_mode,rmse,mae,bias,r2_score,pocid
16920,6269,42,spearman,30,1,0.6,,True,False,True,catch24,9.937003879676492,8.235699853086784,3.1405450471865586,7.8125631649065825,0.5592105263157895
16920,6269,42,spearman,30,1,0.6,,True,False,False,catch24,9.651324254351325,7.280328859690747,-1.025688074772654,6.9021663607915125,0.5855263157894737
16920,6269,42,spearman,30,1,0.65,,True,False,False,catch24,10.088432778130455,8.361842451531903,3.435640506495058,7.993587128571968,0.5789473684210527
16920,6269,42,spearman,30,1,0.7,,True,False,False,catch24,10.074938749669705,7.58071081311095,-1.9286616362777411,7.414812487182026,0.4868421052631579
16920,6269,1000,spearman,30,1,0.6,,True,False,True,catch24,11.987361157811188,8.924336951542523,-5.174514540659836,9.518393451956184,0.5394736842105263
16920,6269,1000,spearman,30,1,0.6,,True,False,False,catch24,9.832011922349182,6.927747081307804,-2.8006403773438695,7.348102825837509,0.5855263157894737
16920,6269,1000,spearman,30,1,0.65,,True,False,False,catch24,10.56651504174996,7.964054831492356,1.8426298806869905,7.734928698919816,0.5526315789473685
16920,6269,1000,spearman,30,1,0.7,,True,False,False,catch24,9.616035486727283,7.098396890303668,-1.7311501315995759,7.015404498839453,0.5855263157894737
16920,6269,26008,spearman,30,1,0.6,,True,False,True,catch24,11.772782945390322,9.016308591256735,2.8120998058443756,8.84349357197044,0.6118421052631579
16920,6269,26008,spearman,30,1,0.6,,True,False,False,catch24,10.32947145106415,8.482029496454725,2.979863223686717,8.030208905567434,0.6118421052631579
16920,6269,26008,spearman,30,1,0.65,,True,False,False,catch24,12.460216820018276,9.784981214922238,4.635451143863154,9.835216499705485,0.5460526315789473
16920,6269,26008,spearman,30,1,0.7,,True,False,False,catch24,11.202696928908892,8.71006461042984,0.18089863852737775,7.82408927669375,0.6052631578947368
16920,6269,555555,spearman,30,1,0.6,,True,False,True,catch24,14.816249293129943,11.18535998775289,-9.661958060428208,12.619954158610245,0.5
16920,6269,555555,spearman,30,1,0.6,,True,False,False,catch24,11.238727798541536,8.335681069910137,-5.117838671783995,8.9827438346943,0.48026315789473684
16920,6269,555555,spearman,30,1,0.65,,True,False,False,catch24,10.388695750506933,8.383600987640081,2.313508839389078,7.868625332010756,0.5460526315789473
16920,6269,555555,spearman,30,1,0.7,,True,False,False,catch24,11.76150471413011,9.107372675456253,0.3184123705415165,8.237198618564497,0.631578947368421
16920,6269,213626,spearman,30,1,0.6,,True,False,True,catch24,9.863099649358004,8.153757749819288,3.0826721004411284,7.740657287244106,0.5723684210526315
16920,6269,213626,spearman,30,1,0.6,,True,False,False,catch24,9.407301406012033,7.187383096981672,0.24203253727333218,6.561004611569768,0.5789473684210527
16920,6269,213626,spearman,30,1,0.65,,True,False,False,catch24,10.139095157673001,8.105858354007497,2.522861543044545,7.7267275530995105,0.5921052631578947
16920,6269,213626,spearman,30,1,0.7,,True,False,False,catch24,11.981019294454342,9.57181603446895,2.9783953109792636,9.128062483589225,0.5460526315789473
16920,6269,907969,spearman,30,1,0.6,,True,False,True,catch24,12.13797889044778,8.938562592649772,-6.5813382902955695,9.948964665960226,0.5394736842105263
16920,6269,907969,spearman,30,1,0.6,,True,False,False,catch24,10.0900904437461,8.357573577781128,3.738662221073325,8.069104171586662,0.5657894736842105
16920,6269,907969,spearman,30,1,0.65,,True,False,False,catch24,11.88655778161453,9.520755739773021,5.034101358426162,9.58199316535706,0.625
16920,6269,907969,spearman,30,1,0.7,,True,False,False,catch24,12.226807969777072,9.631395317370595,1.1436109706467272,8.807155556892866,0.5460526315789473
16920,6269,5219788,spearman,30,1,0.6,,True,False,True,catch24,9.903883401321329,8.169115004196666,3.2144804811166003,7.7978405719889805,0.5592105263157895
16920,6269,5219788,spearman,30,1,0.6,,True,False,False,catch24,11.23806986560479,9.376087157554876,5.358999495412789,9.302806596044311,0.5394736842105263
16920,6269,5219788,spearman,30,1,0.65,,True,False,False,catch24,12.348375285561387,10.049421608058456,3.536172419591667,9.570586149693224,0.5328947368421053
16920,6269,5219788,spearman,30,1,0.7,,True,False,False,catch24,9.533636307427544,7.462808748475866,1.2887265300439075,6.954701973343715,0.631578947368421
16920,6269,13451285,spearman,30,1,0.6,,True,False,True,catch24,9.55070354593068,7.436685542460361,0.9702786661051457,6.8770928251067165,0.6118421052631579
16920,6269,13451285,spearman,30,1,0.6,,True,False,False,catch24,10.52826116106688,8.704669935251372,1.0395360943538692,7.700182087934751,0.5657894736842105
16920,6269,13451285,spearman,30,1,0.65,,True,False,False,catch24,11.152273415547237,8.296365997760125,-5.326625304674011,8.981884533382152,0.5986842105263158
