product_id,store_id,seed,seconds
13544,6269,42,423.985
13544,6269,1000,446.462
13544,6269,26008,324.553
13544,6269,555555,339.028
13544,6269,213626,318.872
13544,6269,907969,389.239
13544,6269,5219788,336.825
13544,6269,13451285,370.390
13544,6269,23616558,353.538
13544,6269,618626816,356.177
26076,6269,42,275.033
26076,6269,1000,360.268
26076,6269,26008,272.375
26076,6269,555555,360.743
26076,6269,213626,309.261
26076,6269,907969,279.466
26076,6269,5219788,272.530
26076,6269,13451285,250.539
26076,6269,23616558,274.254
26076,6269,618626816,248.493
48369,6269,42,368.678
48369,6269,1000,287.695
48369,6269,26008,297.768
48369,6269,555555,455.595
48369,6269,213626,336.696
48369,6269,907969,310.072
48369,6269,5219788,316.699
48369,6269,13451285,385.649
48369,6269,23616558,356.044
48369,6269,618626816,331.250
213624,6269,42,319.664
213624,6269,1000,326.284
213624,6269,26008,341.562
213624,6269,555555,308.124
213624,6269,213626,375.842
213624,6269,907969,313.222
213624,6269,5219788,359.108
213624,6269,13451285,349.320
213624,6269,23616558,438.908
213624,6269,618626816,307.601
213630,6269,42,290.979
213630,6269,1000,328.327
213630,6269,26008,303.723
213630,6269,555555,267.720
213630,6269,213626,288.361
213630,6269,907969,263.810
213630,6269,5219788,342.592
213630,6269,13451285,287.576
213630,6269,23616558,364.813
213630,6269,618626816,308.731
500057,6269,42,312.206
500057,6269,1000,300.929
500057,6269,26008,432.952
500057,6269,555555,313.649
500057,6269,213626,315.471
500057,6269,907969,289.104
500057,6269,5219788,396.502
500057,6269,13451285,369.109
500057,6269,23616558,301.975
500057,6269,618626816,350.883
587317,6269,42,237.787
587317,6269,1000,260.807
587317,6269,26008,277.129
587317,6269,555555,267.458
587317,6269,213626,202.519
587317,6269,907969,261.996
587317,6269,5219788,242.217
587317,6269,13451285,276.982
587317,6269,23616558,246.980
587317,6269,618626816,229.187
907969,6269,42,957.155
907969,6269,1000,1101.353
907969,6269,26008,964.176
907969,6269,555555,910.462
907969,6269,213626,1037.401
907969,6269,907969,966.100
907969,6269,5219788,1377.791
907969,6269,13451285,1152.208
907969,6269,23616558,1022.168
907969,6269,618626816,994.588
916110,6269,42,336.663
916110,6269,1000,322.830
916110,6269,26008,405.295
916110,6269,555555,425.077
916110,6269,213626,387.475
916110,6269,907969,369.659
916110,6269,5219788,428.462
916110,6269,13451285,360.685
916110,6269,23616558,282.441
916110,6269,618626816,292.004
933457,6269,42,351.211
933457,6269,1000,395.389
933457,6269,26008,369.136
933457,6269,555555,352.315
933457,6269,213626,316.619
933457,6269,907969,309.319
933457,6269,5219788,318.028
933457,6269,13451285,284.674
933457,6269,23616558,322.318
933457,6269,618626816,324.289
TOTAL_ALL,,,39818.298
