product_id,store_id,seed,metric,window_size,step_size,threshold,percentile,enable_edges,enable_second_degree,rmse,mae,bias,r2_score,pocid
26008,6269,42,spearman,15,1,0.82,,True,False,63.37359340058908,37.10799904834283,-30.569920343984116,-0.24815461379605064,0.6357615894039735
26008,6269,42,spearman,15,1,0.85,,True,False,54.72295842554518,30.73463735484371,-14.68891612450151,0.06934041103526889,0.7019867549668874
26008,6269,42,spearman,15,1,0.88,,True,False,58.25216521059373,33.260106487787866,-22.39166159702367,-0.054571099418949,0.609271523178808
26008,6269,42,spearman,15,1,0.91,,True,False,55.339890124492044,31.328480814632616,-17.357198864025506,0.04823812262282201,0.6357615894039735
907969,6269,42,spearman,15,1,0.82,,True,False,65.16716671871507,46.63734724421642,-36.31158511781771,-0.3730800907706,0.6158940397350994
907969,6269,42,spearman,15,1,0.85,,True,False,58.10526427771486,40.19317730555409,-25.445559018928755,-0.09161414010735802,0.6754966887417219
907969,6269,42,spearman,15,1,0.88,,True,False,61.42934565419658,42.11946250910037,-31.27696179775031,-0.22008466746090494,0.6225165562913907
907969,6269,42,spearman,15,1,0.91,,True,False,56.710916298523124,37.57767018862069,-20.60066600134106,-0.039851972065759966,0.7019867549668874
907967,6269,42,spearman,15,1,0.82,,True,False,21.178854522022277,15.622869248845076,1.9298464448044175,0.07651349476383384,0.6291390728476821
907967,6269,42,spearman,15,1,0.85,,True,False,20.934337285964684,15.247242631096588,0.939858184049004,0.0977143438957846,0.6556291390728477
907967,6269,42,spearman,15,1,0.88,,True,False,21.78996595913493,16.490635578961747,1.82324861970387,0.022450579197855758,0.5629139072847682
907967,6269,42,spearman,15,1,0.91,,True,False,21.74470839507136,16.25411378945175,2.4959024049733816,0.02650708493217757,0.5496688741721855
213626,6269,42,spearman,15,1,0.82,,True,False,21.999091020203856,14.61706353998498,1.3347717268686545,0.13497993592199775,0.5894039735099338
213626,6269,42,spearman,15,1,0.85,,True,False,28.43810591020689,17.82567515145791,4.502792323498349,-0.44549982165897384,0.5695364238410596
213626,6269,42,spearman,15,1,0.88,,True,False,24.544627274445357,16.60979869569603,1.2900924251267785,-0.07678647197995203,0.5827814569536424
213626,6269,42,spearman,15,1,0.91,,True,False,24.24585503673197,16.614541168275633,1.0468935370445251,-0.05073141309898621,0.5960264900662252
