product_id,store_id,seed,metric,window_size,step_size,threshold,percentile,enable_edges,enable_second_degree,ablate_z,num_edges_mean,epoch,train_loss,val_loss,z_norm_mean,z_var_mean,grad_norm_gcn,grad_norm_mlp,grad_ratio_gcn_mlp
26008,6269,42,spearman,15,1,0.5,,True,False,True,0.0,1,0.014251919313600021,0.0028229872696101665,nan,nan,0.0,0.2850320735166753,0.0
26008,6269,42,spearman,15,1,0.5,,True,False,True,0.0,2,0.01109078326927764,0.0033711306750774384,nan,nan,0.0,0.24440701554453165,0.0
26008,6269,42,spearman,15,1,0.5,,True,False,True,0.0,3,0.01153173208669094,0.023476552218198776,nan,nan,0.0,0.23966698041982118,0.0
26008,6269,42,spearman,15,1,0.5,,True,False,True,0.0,4,0.013177319163722652,0.009863068349659443,nan,nan,0.0,0.29162163015493453,0.0
26008,6269,42,spearman,15,1,0.5,,True,False,True,0.0,5,0.014868781003834946,0.0027679463382810354,nan,nan,0.0,0.37116978096292247,0.0
26008,6269,42,spearman,15,1,0.5,,True,False,True,0.0,6,0.010261952602637134,0.0018193288706243038,nan,nan,0.0,0.17783951944255313,0.0
26008,6269,42,spearman,15,1,0.5,,True,False,True,0.0,7,0.010145329753868282,0.002860285108909011,nan,nan,0.0,0.15374780171895913,0.0
26008,6269,42,spearman,15,1,0.5,,True,False,True,0.0,8,0.009927685572100537,0.0023489887826144695,nan,nan,0.0,0.16916172734445786,0.0
26008,6269,42,spearman,15,1,0.5,,True,False,True,0.0,9,0.008772974459653986,0.002775504719465971,nan,nan,0.0,0.13915175414679495,0.0
26008,6269,42,spearman,15,1,0.5,,True,False,True,0.0,10,0.008171112492813595,0.0019153683679178357,nan,nan,0.0,0.12216544044644205,0.0
26008,6269,42,spearman,15,1,0.5,,True,False,True,0.0,11,0.007585809008950102,0.0016961297951638699,nan,nan,0.0,0.10079935376516867,0.0
26008,6269,42,spearman,15,1,0.5,,True,False,True,0.0,12,0.007671758357901126,0.0026069169398397207,nan,nan,0.0,0.09722407163579179,0.0
26008,6269,42,spearman,15,1,0.5,,True,False,True,0.0,13,0.007720613594366503,0.0018959889421239495,nan,nan,0.0,0.12139875373046524,0.0
26008,6269,42,spearman,15,1,0.5,,True,False,True,0.0,14,0.006951202405616641,0.0019878544844686985,nan,nan,0.0,0.09368548864494046,0.0
26008,6269,42,spearman,15,1,0.5,,True,False,True,0.0,15,0.0068207633199303275,0.0024480032734572887,nan,nan,0.0,0.09392372758230726,0.0
26008,6269,42,spearman,15,1,0.5,,True,False,True,0.0,16,0.007378414572615709,0.001996522769331932,nan,nan,0.0,0.11584828014296429,0.0
26008,6269,42,spearman,15,1,0.5,,True,False,True,0.0,17,0.007362112935100283,0.002950588706880808,nan,nan,0.0,0.12264404646785579,0.0
26008,6269,42,spearman,15,1,0.5,,True,False,True,0.0,18,0.007143364736943373,0.0020963067654520273,nan,nan,0.0,0.11976208477578601,0.0
26008,6269,42,spearman,15,1,0.5,,True,False,True,0.0,19,0.007315496805988785,0.0020057715009897947,nan,nan,0.0,0.13340429568544226,0.0
26008,6269,42,spearman,15,1,0.5,,True,False,True,0.0,20,0.009371110130034919,0.004491202533245087,nan,nan,0.0,0.16547674948549576,0.0
26008,6269,42,spearman,15,1,0.5,,True,False,True,0.0,21,0.007965211082981634,0.002602276625111699,nan,nan,0.0,0.15539339993549647,0.0
26008,6269,42,spearman,15,1,0.5,,True,False,True,0.0,22,0.007888436566905252,0.0022883994970470667,nan,nan,0.0,0.13849142996711883,0.0
26008,6269,42,spearman,15,1,0.5,,True,False,True,0.0,23,0.007041262608254328,0.003000033088028431,nan,nan,0.0,0.11379275511084888,0.0
26008,6269,42,spearman,15,1,0.5,,True,False,True,0.0,24,0.006257011455350688,0.0019445489160716534,nan,nan,0.0,0.10251018235339078,0.0
26008,6269,42,spearman,15,1,0.5,,True,False,True,0.0,25,0.006680059870372393,0.0020223401952534914,nan,nan,0.0,0.11357775277407593,0.0
26008,6269,42,spearman,15,1,0.5,,True,False,True,0.0,26,0.008039124892093241,0.004542351234704256,nan,nan,0.0,0.1353897831555928,0.0
26008,6269,42,spearman,15,1,0.5,,True,False,True,0.0,27,0.006560887559317052,0.0019568181596696377,nan,nan,0.0,0.11943477523435499,0.0
26008,6269,42,spearman,15,1,0.5,,True,False,True,0.0,28,0.006546588739313718,0.001973256468772888,nan,nan,0.0,0.10690234313710702,0.0
26008,6269,42,spearman,15,1,0.5,,True,False,True,0.0,29,0.006638433759300304,0.0042627607472240925,nan,nan,0.0,0.10444653414270323,0.0
26008,6269,42,spearman,15,1,0.5,,True,False,True,0.0,30,0.006000827490684709,0.00195345189422369,nan,nan,0.0,0.1132102040183012,0.0
