product_id,store_id,seed,metric,seq_length,window_size,step_size,threshold,percentile,ablate_z,best_epoch,train_time_s,inference_time_s,rmse,mae
116,6269,42,spearman,30,15,1,0.7,,True,4,26.40,0.3051,14.922081048152004,11.391630172729492
116,6269,42,spearman,30,21,1,0.7,,True,2,27.13,0.2595,13.159927252942335,10.322273254394531
116,6269,42,spearman,60,28,1,0.75,,True,21,73.28,0.6172,13.614945087525257,10.859293937683105
116,6269,42,spearman,60,28,1,0.75,,False,1,134.63,1.3831,14.58036003683417,11.516657829284668
