product_id,store_id,seed,metric,window_size,step_size,threshold,percentile,enable_edges,enable_second_degree,ablate_z,rmse,mae,bias,r2_score,pocid
26008,6269,42,spearman,15,1,0.5,,True,False,True,49.85020775172983,26.8818416595459,-5.929514193067364,33.12794283901823,0.6842105263157895
26008,6269,42,spearman,15,1,0.7,,True,False,True,45.58677765399744,25.229087829589844,-10.488349465762868,31.722748150836896,0.6776315789473685
26008,6269,42,spearman,15,1,0.7,,True,False,False,46.47914361319091,28.117778778076172,11.002836813334547,33.019725704448135,0.6644736842105263
26008,6269,42,spearman,15,1,0.75,,True,False,False,50.42740905484214,27.735645294189453,-4.734022726420483,33.331121532573555,0.6710526315789473
26008,6269,42,spearman,15,1,0.82,,True,False,False,48.41263474677866,26.207944869995117,-2.5308737162671058,31.391022019954885,0.6710526315789473
26008,6269,42,spearman,15,1,0.85,,True,False,False,43.65179687157434,24.76579475402832,0.26480047687206393,28.083547243512267,0.631578947368421
26008,6269,42,spearman,15,1,0.88,,True,False,False,48.43722026128899,25.839824676513672,-8.41391771603254,32.78204572878105,0.6776315789473685
26008,6269,42,spearman,15,1,0.91,,True,False,False,46.14917747946598,25.31086540222168,-13.518250758351844,32.78186777987637,0.6644736842105263
907967,6269,42,spearman,15,1,0.7,,True,False,True,21.028927452319625,15.059819221496582,4.52313125211429,15.41020134456253,0.618421052631579
907967,6269,42,spearman,15,1,0.7,,True,False,False,20.543076080604767,14.897067070007324,5.076264848896101,15.26487102002824,0.5723684210526315
907967,6269,42,spearman,15,1,0.75,,True,False,False,21.25290722874939,15.779938697814941,8.080892226275276,16.59166134539725,0.5723684210526315
907967,6269,42,spearman,15,1,0.82,,True,False,False,23.297736926543692,17.96097183227539,12.513956157210606,19.267600460643344,0.5921052631578947
907967,6269,42,spearman,15,1,0.85,,True,False,False,20.99734480284427,15.409163475036621,6.865958095376008,16.067452794025293,0.5855263157894737
907967,6269,42,spearman,15,1,0.88,,True,False,False,20.722314220198115,15.193697929382324,6.990560170092614,15.907221634967792,0.5855263157894737
907967,6269,42,spearman,15,1,0.91,,True,False,False,24.866453609968566,19.43624496459961,14.108924292271434,20.819519119202045,0.5855263157894737
26008,6269,42,spearman,15,1,0.7,,True,False,True,49.90093212900687,28.217208862304688,-1.0881277595470153,32.276800219966354,0.6907894736842105
26008,6269,42,spearman,15,1,0.7,,True,False,False,51.496366205994335,30.3045654296875,-5.381887024524165,34.66979621655008,0.6381578947368421
26008,6269,42,spearman,15,1,0.75,,True,False,False,52.85312555430733,29.670591354370117,-10.351546144173815,36.43209715178965,0.7039473684210527
26008,6269,42,spearman,15,1,0.82,,True,False,False,69.17994821026538,45.905399322509766,-43.07390559576695,56.83480033470187,0.6973684210526315
26008,6269,42,spearman,15,1,0.85,,True,False,False,52.86606011894588,30.189088821411133,-8.399454303816253,36.080165840779785,0.6578947368421053
26008,6269,42,spearman,15,1,0.88,,True,False,False,53.628530532817834,34.18899154663086,2.3229836856617645,35.942259074482074,0.6578947368421053
26008,6269,42,spearman,15,1,0.91,,True,False,False,52.10581415869658,30.53189468383789,-5.729470097161586,35.11824827459816,0.6513157894736842
911753,6269,42,spearman,15,1,0.7,,True,False,True,30.48388346124729,21.236982345581055,4.584978689555249,21.69743198940772,0.7368421052631579
911753,6269,42,spearman,15,1,0.7,,True,False,False,32.99559962671633,23.07244300842285,-11.840490353652854,25.22603315387709,0.743421052631579
911753,6269,42,spearman,15,1,0.75,,True,False,False,31.26455227576282,22.182144165039062,-3.4232972587635313,22.03363649383206,0.6842105263157895
911753,6269,42,spearman,15,1,0.82,,True,False,False,33.39271972254956,24.885705947875977,9.895471660140293,25.391654263278845,0.7368421052631579
911753,6269,42,spearman,15,1,0.85,,True,False,False,33.62010412487129,24.981632232666016,8.67194057290071,25.223445263827326,0.7171052631578947
911753,6269,42,spearman,15,1,0.88,,True,False,False,36.77387982392784,27.90391731262207,16.48596301109962,29.484409992894342,0.7171052631578947
911753,6269,42,spearman,15,1,0.91,,True,False,False,32.28225585315794,23.147048950195312,-1.1012267069099775,22.203196840855295,0.6973684210526315
907967,6269,42,spearman,15,1,0.7,,True,False,True,21.417460425643007,15.804208755493164,4.786852369121477,15.856495493975164,0.5855263157894737
907967,6269,42,spearman,15,1,0.7,,True,False,False,22.212448836199517,16.47976303100586,9.589253768422246,17.623478617956785,0.6710526315789473
907967,6269,42,spearman,15,1,0.75,,True,False,False,21.72357747608287,15.95129680633545,8.262824663149765,16.91531910541274,0.6447368421052632
907967,6269,42,spearman,15,1,0.82,,True,False,False,20.2459810766448,14.397522926330566,1.8059716318167893,14.173864177859238,0.631578947368421
907967,6269,42,spearman,15,1,0.85,,True,False,False,20.292102138016343,14.617790222167969,3.2898386038985907,14.62295827552481,0.5723684210526315
907967,6269,42,spearman,15,1,0.88,,True,False,False,20.960179676712652,15.097161293029785,6.5642224480124085,15.895435773616875,0.6644736842105263
907967,6269,42,spearman,15,1,0.91,,True,False,False,22.137226411926374,16.397470474243164,9.633123260697507,17.576261639698355,0.6381578947368421
