product_id,store_id,seed,metric,window_size,step_size,threshold,percentile,enable_edges,enable_second_degree,ablate_z,rmse,mae,bias,r2_score,pocid
278,6269,42,spearman,15,1,0.82,,True,False,True,11.767982190126586,8.196153911889768,-5.6846189904057125,9.354184320637163,0.6118421052631579
278,6269,42,spearman,30,1,0.82,,True,False,True,11.767982190126586,8.196153911889768,-5.6846189904057125,9.354184320637163,0.6118421052631579
278,6269,42,spearman,15,1,0.82,,True,False,False,82.56027610749129,78.54017611734228,78.54017611734228,80.5502261124168,0.5328947368421053
278,6269,42,spearman,30,1,0.82,,True,False,False,83.05403873517164,79.57382271959891,79.57382271959891,81.31393072738528,0.5328947368421053
278,6269,42,spearman,15,1,0.85,,True,False,False,10.14069960180218,7.311815959955353,-0.9411141015345754,7.133582316273572,0.6052631578947368
278,6269,42,spearman,30,1,0.85,,True,False,False,9.83729836363397,7.282317947718053,-1.762980648894715,7.179973830970177,0.6447368421052632
278,6269,26008,spearman,15,1,0.82,,True,False,True,11.410134937365855,8.822800418130713,3.554360944461199,8.799357809330907,0.5921052631578947
278,6269,26008,spearman,30,1,0.82,,True,False,True,11.410134937365855,8.822800418130713,3.554360944461199,8.799357809330907,0.5921052631578947
278,6269,26008,spearman,15,1,0.82,,True,False,False,22.839043491618988,18.166876345483306,-17.813094302524927,20.414514407811552,0.5789473684210527
278,6269,26008,spearman,30,1,0.82,,True,False,False,21.67971931409231,16.877802436063494,-16.43045966317451,19.166925181855653,0.5855263157894737
278,6269,26008,spearman,15,1,0.85,,True,False,False,10.486454781034375,7.689572564916673,0.31585340562209585,7.24458388315188,0.5592105263157895
278,6269,26008,spearman,30,1,0.85,,True,False,False,10.084520424704653,7.580813206878363,-0.19716281984366624,6.986754219032834,0.631578947368421
457,6269,42,spearman,15,1,0.82,,True,False,True,9.135537057782708,7.984598670909607,7.115462658452053,8.34278386123177,0.4342105263157895
457,6269,42,spearman,30,1,0.82,,True,False,True,9.135537057782708,7.984598670909607,7.115462658452053,8.34278386123177,0.4342105263157895
457,6269,42,spearman,15,1,0.82,,True,False,False,13.562499286805068,12.406750735114603,12.306274750653435,12.959506014844544,0.4342105263157895
457,6269,42,spearman,30,1,0.82,,True,False,False,13.084022016477398,11.922100727854211,11.802649990405913,12.47319868780373,0.45394736842105265
278,6269,42,spearman,15,1,0.75,,True,False,True,11.767982190126586,8.196153911889768,-5.6846189904057125,9.354184320637163,0.6118421052631579
278,6269,42,spearman,30,1,0.75,,True,False,True,11.767982190126586,8.196153911889768,-5.6846189904057125,9.354184320637163,0.6118421052631579
278,6269,42,spearman,15,1,0.75,,True,False,False,82.64025018770067,78.51622921812768,78.51622921812768,80.57823970291417,0.5328947368421053
278,6269,42,spearman,30,1,0.75,,True,False,False,83.24406173078954,79.70329743428947,79.70329743428947,81.4736795825395,0.5263157894736842
278,6269,42,spearman,15,1,0.82,,True,False,False,14.148501562735866,9.324244305978414,-5.346221113516615,10.741867136241689,0.5723684210526315
278,6269,42,spearman,30,1,0.82,,True,False,False,10.391894898380198,7.413095923810223,-1.4256561760808908,7.405635474162878,0.631578947368421
278,6269,42,spearman,15,1,0.85,,True,False,False,10.14069960180218,7.311815959955353,-0.9411141015345754,7.133582316273572,0.6052631578947368
278,6269,42,spearman,30,1,0.85,,True,False,False,9.83729836363397,7.282317947718053,-1.762980648894715,7.179973830970177,0.6447368421052632
278,6269,26008,spearman,15,1,0.75,,True,False,True,11.410134937365855,8.822800418130713,3.554360944461199,8.799357809330907,0.5921052631578947
278,6269,26008,spearman,30,1,0.75,,True,False,True,11.410134937365855,8.822800418130713,3.554360944461199,8.799357809330907,0.5921052631578947
278,6269,26008,spearman,15,1,0.75,,True,False,False,22.903078572769285,18.23621416778541,-17.888415683182625,20.482696749126653,0.5855263157894737
278,6269,26008,spearman,30,1,0.75,,True,False,False,21.871648399612837,17.061982578701443,-16.619550605225406,19.356207495788134,0.5723684210526315
278,6269,26008,spearman,15,1,0.82,,True,False,False,10.636537273197899,8.013138998567669,0.3030430008383358,7.397314136450451,0.5986842105263158
278,6269,26008,spearman,30,1,0.82,,True,False,False,10.916195005492593,7.968917648776684,0.3668833448995952,7.5420477511653665,0.6118421052631579
278,6269,26008,spearman,15,1,0.85,,True,False,False,10.486454781034375,7.689572564916673,0.31585340562209585,7.24458388315188,0.5592105263157895
278,6269,26008,spearman,30,1,0.85,,True,False,False,10.084520424704653,7.580813206878363,-0.19716281984366624,6.986754219032834,0.631578947368421
457,6269,42,spearman,15,1,0.75,,True,False,True,9.135537057782708,7.984598670909607,7.115462658452053,8.34278386123177,0.4342105263157895
457,6269,42,spearman,30,1,0.75,,True,False,True,9.135537057782708,7.984598670909607,7.115462658452053,8.34278386123177,0.4342105263157895
457,6269,42,spearman,15,1,0.75,,True,False,False,13.584895247013412,12.42988302193436,12.329186333550346,12.982214962377883,0.45394736842105265
457,6269,42,spearman,30,1,0.75,,True,False,False,13.08668834623888,11.925078959246866,11.805581049202315,12.476009175231736,0.45394736842105265
457,6269,42,spearman,15,1,0.82,,True,False,False,9.360017689432757,8.149964101953444,7.555637509215112,8.606409247508518,0.5197368421052632
457,6269,42,spearman,30,1,0.82,,True,False,False,9.663926794342412,8.484215829886642,7.945725085688572,8.93944862606501,0.5328947368421053
457,6269,42,spearman,15,1,0.85,,True,False,False,9.353723381501625,8.144196740942064,7.548750372493968,8.60009846910982,0.5197368421052632
457,6269,42,spearman,30,1,0.85,,True,False,False,9.662275002079355,8.482403474695543,7.943659539316215,8.937653254542617,0.5328947368421053
457,6269,26008,spearman,15,1,0.75,,True,False,True,12.756959938974294,11.351327715356366,10.943609742557301,11.952214333965564,0.5131578947368421
457,6269,26008,spearman,30,1,0.75,,True,False,True,12.756959938974294,11.351327715356366,10.943609742557301,11.952214333965564,0.5131578947368421
457,6269,26008,spearman,15,1,0.75,,True,False,False,5.91188289967002,4.660573329800874,1.6626435759799931,4.536745676280226,0.5328947368421053
457,6269,26008,spearman,30,1,0.75,,True,False,False,6.032994558646944,4.761712223875756,2.002617125417672,4.707579616646829,0.5263157894736842
457,6269,26008,spearman,15,1,0.82,,True,False,False,9.084920530771429,7.942091112822489,7.39690173529332,8.377208477414667,0.5328947368421053
457,6269,26008,spearman,30,1,0.82,,True,False,False,9.092865905872815,7.948439616782992,7.405996547025793,8.385041993888603,0.5526315789473685
457,6269,26008,spearman,15,1,0.85,,True,False,False,9.083987817221466,7.941014420752432,7.395201078427383,8.376047783405687,0.5328947368421053
457,6269,26008,spearman,30,1,0.85,,True,False,False,9.092444317747217,7.948001175924064,7.405480216531193,8.384592506987424,0.5526315789473685
1325,6269,42,spearman,15,1,0.75,,True,False,True,7.761812488168386,6.0240041768434,0.38965411172583214,5.484320816226501,0.631578947368421
1325,6269,42,spearman,30,1,0.75,,True,False,True,7.761812488168386,6.0240041768434,0.38965411172583214,5.484320816226501,0.631578947368421
1325,6269,42,spearman,15,1,0.75,,True,False,False,15.922654163985735,14.463445875379774,14.124145707273795,15.10822497765626,0.618421052631579
1325,6269,42,spearman,30,1,0.75,,True,False,False,16.199950653455964,14.767814823225432,14.486469181534511,15.413546327917969,0.618421052631579
1325,6269,42,spearman,15,1,0.82,,True,False,False,9.316223562273763,7.3413324792400685,-4.18541706309599,7.539799166720896,0.45394736842105265
1325,6269,42,spearman,30,1,0.82,,True,False,False,9.390974253793013,7.3939987319746825,-4.421494783139696,7.6493605056751015,0.4342105263157895
1325,6269,42,spearman,15,1,0.85,,True,False,False,9.317787970154528,7.343245955074535,-4.185826289108376,7.541162046122992,0.4605263157894737
1325,6269,42,spearman,30,1,0.85,,True,False,False,9.3908313967552,7.394648408578112,-4.420976713591931,7.649321978920111,0.4342105263157895
1325,6269,26008,spearman,15,1,0.75,,True,False,True,13.649285269261862,11.628748373268477,-11.025224819682002,12.48813593286855,0.47368421052631576
1325,6269,26008,spearman,30,1,0.75,,True,False,True,13.649285269261862,11.628748373268477,-11.025224819682002,12.48813593286855,0.47368421052631576
1325,6269,26008,spearman,15,1,0.75,,True,False,False,15.846302622969231,13.988384594325147,-13.726378015443391,14.851841963926748,0.4605263157894737
1325,6269,26008,spearman,30,1,0.75,,True,False,False,15.481425151411159,13.5999014377594,-13.300672563852048,14.465856076108441,0.46710526315789475
1325,6269,26008,spearman,15,1,0.82,,True,False,False,9.867217779158146,7.50315488319771,-0.09166241705028061,6.83231321464107,0.5855263157894737
1325,6269,26008,spearman,30,1,0.82,,True,False,False,8.429209055855312,6.585441262114282,-3.2490156678592457,6.6732187604210385,0.631578947368421
1325,6269,26008,spearman,15,1,0.85,,True,False,False,8.662866034919814,6.703519981671003,-3.181605100631714,6.802714288035586,0.618421052631579
1325,6269,26008,spearman,30,1,0.85,,True,False,False,8.564275119622108,6.697711511375078,-3.473505833569695,6.824941896047248,0.631578947368421
6032,6269,42,spearman,15,1,0.75,,True,False,True,18.474894015869545,11.887512596409305,-9.837702311526716,14.668750734918778,0.5855263157894737
6032,6269,42,spearman,30,1,0.75,,True,False,True,18.474894015869545,11.887512596409305,-9.837702311526716,14.668750734918778,0.5855263157894737
6032,6269,42,spearman,15,1,0.75,,True,False,False,103.40303906619152,95.40124441907297,95.06014665591171,99.31686730184192,0.5526315789473685
6032,6269,42,spearman,30,1,0.75,,True,False,False,104.15988109256774,97.15027127234764,96.86118573456808,100.5828047980128,0.5394736842105263
6032,6269,42,spearman,15,1,0.82,,True,False,False,14.661988260737704,8.854870110555412,-0.7060434491026635,9.721222520283371,0.5921052631578947
6032,6269,42,spearman,30,1,0.82,,True,False,False,12.232878696650216,8.281623461472442,1.5415655072608025,8.572236590508417,0.631578947368421
6032,6269,42,spearman,15,1,0.85,,True,False,False,16.94840485063803,9.46698113048778,-4.9469639304416635,12.077688690551376,0.5855263157894737
