Step,Predicted_Y_Scaled,Predicted_Y_Unscaled
0,0.0933254063129425,2.3331351578235626
1,0.08552473038434982,2.1381182596087456
2,0.07978114485740662,1.9945286214351654
3,0.09493351727724075,2.373337931931019
4,0.10699039697647095,2.6747599244117737
5,0.11000259220600128,2.750064805150032
6,0.11122988164424896,2.780747041106224
7,0.14331480860710144,3.582870215177536
8,0.13492055237293243,3.373013809323311
9,0.09716349840164185,2.429087460041046
10,0.10288234055042267,2.5720585137605667
11,0.11193261295557022,2.7983153238892555
12,0.13265901803970337,3.3164754509925842
13,0.16128404438495636,4.032101109623909
14,0.3338715434074402,8.346788585186005
15,0.23597830533981323,5.899457633495331
16,0.11823481321334839,2.9558703303337097
17,0.12770222127437592,3.192555531859398
18,0.20213302969932556,5.053325742483139
19,0.2929220199584961,7.323050498962402
20,0.2857009470462799,7.142523676156998
21,0.3498002290725708,8.74500572681427
22,0.12032757699489594,3.0081894248723984
23,0.08647921681404114,2.1619804203510284
24,0.12237881869077682,3.0594704672694206
25,0.2088940441608429,5.222351104021072
26,0.3132099211215973,7.830248028039932
27,0.31855159997940063,7.963789999485016
28,0.3863303065299988,9.65825766324997
29,0.13342316448688507,3.3355791121721268
30,0.0833825096487999,2.0845627412199974
31,0.12208962440490723,3.0522406101226807
32,0.17827028036117554,4.456757009029388
33,0.27676641941070557,6.919160485267639
34,0.2818431854248047,7.046079635620117
35,0.3526145815849304,8.81536453962326
36,0.1303529143333435,3.2588228583335876
37,0.09075526893138885,2.2688817232847214
38,0.12125848233699799,3.0314620584249496
39,0.18170170485973358,4.5425426214933395
40,0.28133001923561096,7.033250480890274
41,0.28560101985931396,7.140025496482849
42,0.35599344968795776,8.899836242198944
43,0.13164778053760529,3.291194513440132
44,0.09102918952703476,2.275729738175869
45,0.12115681916475296,3.028920479118824
46,0.18413159251213074,4.603289812803268
47,0.285594642162323,7.139866054058075
48,0.29015016555786133,7.253754138946533
49,0.36050066351890564,9.012516587972641
50,0.13604924082756042,3.4012310206890106
51,0.09339731931686401,2.3349329829216003
52,0.12013141065835953,3.003285266458988
53,0.17920035123825073,4.480008780956268
54,0.2821476459503174,7.053691148757935
55,0.2868611812591553,7.171529531478882
56,0.357566237449646,8.93915593624115
57,0.13794299960136414,3.4485749900341034
58,0.09587112814188004,2.396778203547001
59,0.11911198496818542,2.9777996242046356
60,0.1735394448041916,4.33848612010479
61,0.10155338793992996,2.538834698498249
62,0.31397682428359985,7.849420607089996
63,0.4772723317146301,11.931808292865753
64,0.25382500886917114,6.345625221729279
65,0.09370777010917664,2.342694252729416
66,0.11604471504688263,2.9011178761720657
67,0.1467122584581375,3.667806461453438
68,0.255585253238678,6.3896313309669495
69,0.28131091594696045,7.032772898674011
70,0.36735910177230835,9.183977544307709
71,0.15446282923221588,3.861570730805397
72,0.0996353030204773,2.4908825755119324
73,0.11746886372566223,2.936721593141556
74,0.16145887970924377,4.036471992731094
75,0.26368188858032227,6.592047214508057
76,0.2713000774383545,6.782501935958862
77,0.3478773832321167,8.696934580802917
78,0.14640843868255615,3.660210967063904
79,0.10297004878520966,2.5742512196302414
80,0.11689016222953796,2.922254055738449
81,0.15877670049667358,3.9694175124168396
82,0.2592869699001312,6.482174247503281
83,0.2653194069862366,6.632985174655914
84,0.34182077646255493,8.545519411563873
85,0.14816294610500336,3.704073652625084
86,0.1049518883228302,2.623797208070755
87,0.1160866841673851,2.9021671041846275
88,0.1556575894355774,3.891439735889435
89,0.2537071704864502,6.342679262161255
90,0.2593722343444824,6.4843058586120605
91,0.3366805911064148,8.41701477766037
92,0.20316532254219055,5.079133063554764
93,0.14674897491931915,3.668724372982979
94,0.15174254775047302,3.7935636937618256
95,0.16900154948234558,4.2250387370586395
96,0.1760084480047226,4.400211200118065
97,0.16501401364803314,4.1253503412008286
98,0.22587493062019348,5.646873265504837
99,0.11379173398017883,2.844793349504471
100,0.09128126502037048,2.282031625509262
101,0.1441989243030548,3.6049731075763702
102,0.29274463653564453,7.318615913391113
103,0.36646029353141785,9.161507338285446
104,0.34833192825317383,8.708298206329346
105,0.3308109641075134,8.270274102687836
106,0.1274924874305725,3.1873121857643127
107,0.06495796144008636,1.6239490360021591
108,0.1567527949810028,3.91881987452507
109,0.3393138647079468,8.48284661769867
110,0.514272928237915,12.856823205947876
111,0.6332517862319946,15.831294655799866
112,0.7306568026542664,18.26642006635666
113,0.5631674528121948,14.07918632030487
114,0.299286425113678,7.4821606278419495
115,0.2896863520145416,7.242158800363541
116,0.35145676136016846,8.786419034004211
117,0.3952115774154663,9.880289435386658
118,0.3401946723461151,8.504866808652878
119,0.2600891590118408,6.5022289752960205
120,0.11275137215852737,2.8187843039631844
121,0.10180459171533585,2.545114792883396
122,0.11186505109071732,2.796626277267933
123,0.14633892476558685,3.6584731191396713
124,0.1784370392560959,4.460925981402397
125,0.20950457453727722,5.2376143634319305
126,0.25100281834602356,6.275070458650589
127,0.17087994515895844,4.271998628973961
128,0.13746094703674316,3.436523675918579
129,0.13746310770511627,3.436577692627907
130,0.11688630282878876,2.922157570719719
131,0.12871478497982025,3.2178696244955063
132,0.1375301629304886,3.4382540732622147
133,0.13607977330684662,3.4019943326711655
134,0.08935090899467468,2.233772724866867
135,0.10192830860614777,2.548207715153694
136,0.12159298360347748,3.039824590086937
137,0.1353481262922287,3.3837031573057175
138,0.16751137375831604,4.187784343957901
139,0.2000558078289032,5.00139519572258
140,0.24411579966545105,6.102894991636276
141,0.18978869915008545,4.744717478752136
142,0.1691843718290329,4.2296092957258224
143,0.21283918619155884,5.320979654788971
144,0.2615516185760498,6.538790464401245
145,0.2936282157897949,7.340705394744873
146,0.31700241565704346,7.925060391426086
147,0.3711950182914734,9.279875457286835
148,0.27092042565345764,6.773010641336441
149,0.20072729885578156,5.018182471394539
150,0.2208361029624939,5.520902574062347
151,0.25660163164138794,6.4150407910346985
