Step,Predicted_Y_Scaled,Predicted_Y_Unscaled
0,0.12047228962182999,1.5661397650837898
1,0.07493871450424194,0.9742032885551453
2,0.11562914401292801,1.5031788721680641
3,0.11948461085557938,1.553299941122532
4,0.12893277406692505,1.6761260628700256
5,0.13631296157836914,1.7720685005187988
6,0.13356006145477295,1.7362807989120483
7,0.13403818011283875,1.7424963414669037
8,0.15523876249790192,2.018103912472725
9,0.16010013222694397,2.0813017189502716
10,0.16505683958530426,2.1457389146089554
11,0.16852472722530365,2.1908214539289474
12,0.17162179946899414,2.231083393096924
13,0.18066245317459106,2.348611891269684
14,0.32474249601364136,4.221652448177338
15,0.45041197538375854,5.855355679988861
16,0.3803653120994568,4.944749057292938
17,0.12205389142036438,1.586700588464737
18,0.17129775881767273,2.2268708646297455
19,0.18325093388557434,2.3822621405124664
20,0.1878201812505722,2.4416623562574387
21,0.18890616297721863,2.455780118703842
22,0.2317097783088684,3.0122271180152893
23,0.257626473903656,3.349144160747528
24,0.2857658267021179,3.714955747127533
25,0.32299575209617615,4.19894477725029
26,0.2140595018863678,2.7827735245227814
27,0.19467048346996307,2.53071628510952
28,0.1954917311668396,2.541392505168915
29,0.2619113326072693,3.4048473238945007
30,0.3308783173561096,4.301418125629425
31,0.1692112237215042,2.1997459083795547
32,0.17774005234241486,2.310620680451393
33,0.17385712265968323,2.260142594575882
34,0.18122467398643494,2.355920761823654
35,0.19468119740486145,2.530855566263199
36,0.25424620509147644,3.3052006661891937
37,0.23653319478034973,3.0749315321445465
38,0.18676325678825378,2.427922338247299
39,0.19204966723918915,2.496645674109459
40,0.16248594224452972,2.1123172491788864
41,0.1725262999534607,2.242841899394989
42,0.2200106382369995,2.8601382970809937
43,0.31557708978652954,4.102502167224884
44,0.3015535771846771,3.9201965034008026
45,0.1851007640361786,2.4063099324703217
46,0.19750931859016418,2.5676211416721344
47,0.16068682074546814,2.088928669691086
48,0.1434289962053299,1.8645769506692886
49,0.1477566361427307,1.9208362698554993
50,0.25642719864845276,3.333553582429886
51,0.24920368194580078,3.23964786529541
52,0.2340845912694931,3.0430996865034103
53,0.2634772062301636,3.4252036809921265
54,0.14897757768630981,1.9367085099220276
55,0.1619487851858139,2.1053342074155807
56,0.15014992654323578,1.9519490450620651
57,0.2652709186077118,3.4485219419002533
58,0.26217785477638245,3.408312112092972
59,0.22093293070793152,2.8721280992031097
60,0.24827314913272858,3.2275509387254715
61,0.18538504838943481,2.4100056290626526
62,0.04744376242160797,0.6167689114809036
63,0.14488932490348816,1.883561223745346
64,0.29717057943344116,3.863217532634735
65,0.26142868399620056,3.3985728919506073
66,0.20816919207572937,2.706199496984482
67,0.24316231906414032,3.161110147833824
68,0.24041663110256195,3.1254162043333054
69,0.2031279057264328,2.6406627744436264
70,0.1763526201248169,2.2925840616226196
