Step,X,Predicted_Y_Scaled,Predicted_Y_Unscaled,day_of_week_Unscaled,doy_Unscaled,is_thanksgiving_Unscaled,is_christmas_Unscaled,is_weekend_Unscaled,rolling_mean_3_Unscaled,rolling_mean_5_Unscaled,day_of_week_Scaled,doy_Scaled,is_thanksgiving_Scaled,is_christmas_Scaled,is_weekend_Scaled,rolling_mean_3_Scaled,rolling_mean_5_Scaled
50,"[[0.45606374740600586, 0.0, 0.8516483516483517, 0.0, 0.0, 0.0, 0.5727298736572266, 0.5182492574055989], [0.34013593196868896, 0.16666666666666666, 0.8543956043956045, 0.0, 0.0, 0.0, 0.5356401443481446, 0.519783878326416], [0.36901217699050903, 0.3333333333333333, 0.8571428571428572, 0.0, 0.0, 0.0, 0.4790315310160319, 0.5185611406962076], [0.34015876054763794, 0.5, 0.8598901098901099, 0.0, 0.0, 0.0, 0.4313817342122396, 0.49631290435791015], [0.37938714027404785, 0.6666666666666666, 0.8626373626373627, 0.0, 0.0, 0.0, 0.4475183169047038, 0.46490691502889], [0.43447449803352356, 0.8333333333333333, 0.8653846153846154, 0.0, 0.0, 1.0, 0.4744305928548177, 0.4595815658569336], [0.510847806930542, 1.0, 0.8681318681318682, 0.0, 0.0, 1.0, 0.5446027755737305, 0.5016904830932617]]",0.461552232503891,34.15486520528793,6.0,316.0,0.0,0.0,1.0,32.67616653442383,30.101428985595703,1.0,0.8681318681318682,0.0,0.0,1.0,0.5446027755737305,0.5016904830932617
51,"[[0.34013593196868896, 0.16666666666666666, 0.8543956043956045, 0.0, 0.0, 0.0, 0.5356401443481446, 0.519783878326416], [0.36901217699050903, 0.3333333333333333, 0.8571428571428572, 0.0, 0.0, 0.0, 0.4790315310160319, 0.5185611406962076], [0.34015876054763794, 0.5, 0.8598901098901099, 0.0, 0.0, 0.0, 0.4313817342122396, 0.49631290435791015], [0.37938714027404785, 0.6666666666666666, 0.8626373626373627, 0.0, 0.0, 0.0, 0.4475183169047038, 0.46490691502889], [0.43447449803352356, 0.8333333333333333, 0.8653846153846154, 0.0, 0.0, 1.0, 0.4744305928548177, 0.4595815658569336], [0.510847806930542, 1.0, 0.8681318681318682, 0.0, 0.0, 1.0, 0.5446027755737305, 0.5016904830932617], [0.461552232503891, 0.0, 0.8708791208791209, 0.0, 0.0, 0.0, 0.5783817927042643, 0.5245169957478841]]",0.34690970182418823,25.67131793498993,0.0,317.0,0.0,0.0,0.0,34.70290756225586,31.471019744873047,0.0,0.8708791208791209,0.0,0.0,0.0,0.5783817927042643,0.5245169957478841
52,"[[0.36901217699050903, 0.3333333333333333, 0.8571428571428572, 0.0, 0.0, 0.0, 0.4790315310160319, 0.5185611406962076], [0.34015876054763794, 0.5, 0.8598901098901099, 0.0, 0.0, 0.0, 0.4313817342122396, 0.49631290435791015], [0.37938714027404785, 0.6666666666666666, 0.8626373626373627, 0.0, 0.0, 0.0, 0.4475183169047038, 0.46490691502889], [0.43447449803352356, 0.8333333333333333, 0.8653846153846154, 0.0, 0.0, 1.0, 0.4744305928548177, 0.4595815658569336], [0.510847806930542, 1.0, 0.8681318681318682, 0.0, 0.0, 1.0, 0.5446027755737305, 0.5016904830932617], [0.461552232503891, 0.0, 0.8708791208791209, 0.0, 0.0, 0.0, 0.5783817927042643, 0.5245169957478841], [0.34690970182418823, 0.16666666666666666, 0.8736263736263737, 0.0, 0.0, 0.0, 0.5423828760782877, 0.5261822382609049]]",0.3761400878429413,27.834366500377655,1.0,318.0,0.0,0.0,0.0,32.542972564697266,31.570934295654297,0.16666666666666666,0.8736263736263737,0.0,0.0,0.0,0.5423828760782877,0.5261822382609049
53,"[[0.34015876054763794, 0.5, 0.8598901098901099, 0.0, 0.0, 0.0, 0.4313817342122396, 0.49631290435791015], [0.37938714027404785, 0.6666666666666666, 0.8626373626373627, 0.0, 0.0, 0.0, 0.4475183169047038, 0.46490691502889], [0.43447449803352356, 0.8333333333333333, 0.8653846153846154, 0.0, 0.0, 1.0, 0.4744305928548177, 0.4595815658569336], [0.510847806930542, 1.0, 0.8681318681318682, 0.0, 0.0, 1.0, 0.5446027755737305, 0.5016904830932617], [0.461552232503891, 0.0, 0.8708791208791209, 0.0, 0.0, 0.0, 0.5783817927042643, 0.5245169957478841], [0.34690970182418823, 0.16666666666666666, 0.8736263736263737, 0.0, 0.0, 0.0, 0.5423828760782877, 0.5261822382609049], [0.3761400878429413, 0.3333333333333333, 0.8763736263736265, 0.0, 0.0, 0.0, 0.4870030721028646, 0.525381310780843]]",0.3465588390827179,25.645354092121124,2.0,319.0,0.0,0.0,0.0,29.220184326171875,31.522878646850582,0.3333333333333333,0.8763736263736265,0.0,0.0,0.0,0.4870030721028646,0.525381310780843
54,"[[0.37938714027404785, 0.6666666666666666, 0.8626373626373627, 0.0, 0.0, 0.0, 0.4475183169047038, 0.46490691502889], [0.43447449803352356, 0.8333333333333333, 0.8653846153846154, 0.0, 0.0, 1.0, 0.4744305928548177, 0.4595815658569336], [0.510847806930542, 1.0, 0.8681318681318682, 0.0, 0.0, 1.0, 0.5446027755737305, 0.5016904830932617], [0.461552232503891, 0.0, 0.8708791208791209, 0.0, 0.0, 0.0, 0.5783817927042643, 0.5245169957478841], [0.34690970182418823, 0.16666666666666666, 0.8736263736263737, 0.0, 0.0, 0.0, 0.5423828760782877, 0.5261822382609049], [0.3761400878429413, 0.3333333333333333, 0.8763736263736265, 0.0, 0.0, 0.0, 0.4870030721028646, 0.525381310780843], [0.3465588390827179, 0.5, 0.8791208791208792, 0.0, 0.0, 0.0, 0.43972800572713217, 0.5036954879760742]]",0.3849601447582245,28.487050712108612,3.0,320.0,0.0,0.0,0.0,26.38368034362793,30.221729278564453,0.5,0.8791208791208792,0.0,0.0,0.0,0.43972800572713217,0.5036954879760742
55,"[[0.43447449803352356, 0.8333333333333333, 0.8653846153846154, 0.0, 0.0, 1.0, 0.4744305928548177, 0.4595815658569336], [0.510847806930542, 1.0, 0.8681318681318682, 0.0, 0.0, 1.0, 0.5446027755737305, 0.5016904830932617], [0.461552232503891, 0.0, 0.8708791208791209, 0.0, 0.0, 0.0, 0.5783817927042643, 0.5245169957478841], [0.34690970182418823, 0.16666666666666666, 0.8736263736263737, 0.0, 0.0, 0.0, 0.5423828760782877, 0.5261822382609049], [0.3761400878429413, 0.3333333333333333, 0.8763736263736265, 0.0, 0.0, 0.0, 0.4870030721028646, 0.525381310780843], [0.3465588390827179, 0.5, 0.8791208791208792, 0.0, 0.0, 0.0, 0.43972800572713217, 0.5036954879760742], [0.3849601447582245, 0.6666666666666666, 0.881868131868132, 0.0, 0.0, 0.0, 0.45537096659342446, 0.4726431846618652]]",0.43873581290245056,32.46645015478134,4.0,321.0,0.0,0.0,0.0,27.32225799560547,28.358591079711914,0.6666666666666666,0.881868131868132,0.0,0.0,0.0,0.45537096659342446,0.4726431846618652
56,"[[0.510847806930542, 1.0, 0.8681318681318682, 0.0, 0.0, 1.0, 0.5446027755737305, 0.5016904830932617], [0.461552232503891, 0.0, 0.8708791208791209, 0.0, 0.0, 0.0, 0.5783817927042643, 0.5245169957478841], [0.34690970182418823, 0.16666666666666666, 0.8736263736263737, 0.0, 0.0, 0.0, 0.5423828760782877, 0.5261822382609049], [0.3761400878429413, 0.3333333333333333, 0.8763736263736265, 0.0, 0.0, 0.0, 0.4870030721028646, 0.525381310780843], [0.3465588390827179, 0.5, 0.8791208791208792, 0.0, 0.0, 0.0, 0.43972800572713217, 0.5036954879760742], [0.3849601447582245, 0.6666666666666666, 0.881868131868132, 0.0, 0.0, 0.0, 0.45537096659342446, 0.4726431846618652], [0.43873581290245056, 0.8333333333333333, 0.8846153846153847, 0.0, 0.0, 1.0, 0.4811047554016113, 0.4670151392618815]]",0.5151278972625732,38.11946439743042,5.0,322.0,0.0,0.0,1.0,28.86628532409668,28.02090835571289,0.8333333333333333,0.8846153846153847,0.0,0.0,1.0,0.4811047554016113,0.4670151392618815
57,"[[0.461552232503891, 0.0, 0.8708791208791209, 0.0, 0.0, 0.0, 0.5783817927042643, 0.5245169957478841], [0.34690970182418823, 0.16666666666666666, 0.8736263736263737, 0.0, 0.0, 0.0, 0.5423828760782877, 0.5261822382609049], [0.3761400878429413, 0.3333333333333333, 0.8763736263736265, 0.0, 0.0, 0.0, 0.4870030721028646, 0.525381310780843], [0.3465588390827179, 0.5, 0.8791208791208792, 0.0, 0.0, 0.0, 0.43972800572713217, 0.5036954879760742], [0.3849601447582245, 0.6666666666666666, 0.881868131868132, 0.0, 0.0, 0.0, 0.45537096659342446, 0.4726431846618652], [0.43873581290245056, 0.8333333333333333, 0.8846153846153847, 0.0, 0.0, 1.0, 0.4811047554016113, 0.4670151392618815], [0.5151278972625732, 1.0, 0.8873626373626374, 0.0, 0.0, 1.0, 0.5504053751627604, 0.5085089683532715]]",0.46717339754104614,34.570831418037415,6.0,323.0,0.0,0.0,1.0,33.024322509765625,30.510538101196293,1.0,0.8873626373626374,0.0,0.0,1.0,0.5504053751627604,0.5085089683532715
58,"[[0.34690970182418823, 0.16666666666666666, 0.8736263736263737, 0.0, 0.0, 0.0, 0.5423828760782877, 0.5261822382609049], [0.3761400878429413, 0.3333333333333333, 0.8763736263736265, 0.0, 0.0, 0.0, 0.4870030721028646, 0.525381310780843], [0.3465588390827179, 0.5, 0.8791208791208792, 0.0, 0.0, 0.0, 0.43972800572713217, 0.5036954879760742], [0.3849601447582245, 0.6666666666666666, 0.881868131868132, 0.0, 0.0, 0.0, 0.45537096659342446, 0.4726431846618652], [0.43873581290245056, 0.8333333333333333, 0.8846153846153847, 0.0, 0.0, 1.0, 0.4811047554016113, 0.4670151392618815], [0.5151278972625732, 1.0, 0.8873626373626374, 0.0, 0.0, 1.0, 0.5504053751627604, 0.5085089683532715], [0.46717339754104614, 0.0, 0.8901098901098902, 0.0, 0.0, 0.0, 0.5842041651407878, 0.5309638341267904]]",0.35381460189819336,26.18228054046631,0.0,324.0,0.0,0.0,0.0,35.052249908447266,31.857830047607422,0.0,0.8901098901098902,0.0,0.0,0.0,0.5842041651407878,0.5309638341267904
59,"[[0.3761400878429413, 0.3333333333333333, 0.8763736263736265, 0.0, 0.0, 0.0, 0.4870030721028646, 0.525381310780843], [0.3465588390827179, 0.5, 0.8791208791208792, 0.0, 0.0, 0.0, 0.43972800572713217, 0.5036954879760742], [0.3849601447582245, 0.6666666666666666, 0.881868131868132, 0.0, 0.0, 0.0, 0.45537096659342446, 0.4726431846618652], [0.43873581290245056, 0.8333333333333333, 0.8846153846153847, 0.0, 0.0, 1.0, 0.4811047554016113, 0.4670151392618815], [0.5151278972625732, 1.0, 0.8873626373626374, 0.0, 0.0, 1.0, 0.5504053751627604, 0.5085089683532715], [0.46717339754104614, 0.0, 0.8901098901098902, 0.0, 0.0, 0.0, 0.5842041651407878, 0.5309638341267904], [0.35381460189819336, 0.16666666666666666, 0.8928571428571429, 0.0, 0.0, 0.0, 0.5492920557657878, 0.5327535947163899]]",0.38339972496032715,28.37157964706421,1.0,325.0,0.0,0.0,0.0,32.957523345947266,31.9652156829834,0.16666666666666666,0.8928571428571429,0.0,0.0,0.0,0.5492920557657878,0.5327535947163899
60,"[[0.3465588390827179, 0.5, 0.8791208791208792, 0.0, 0.0, 0.0, 0.43972800572713217, 0.5036954879760742], [0.3849601447582245, 0.6666666666666666, 0.881868131868132, 0.0, 0.0, 0.0, 0.45537096659342446, 0.4726431846618652], [0.43873581290245056, 0.8333333333333333, 0.8846153846153847, 0.0, 0.0, 1.0, 0.4811047554016113, 0.4670151392618815], [0.5151278972625732, 1.0, 0.8873626373626374, 0.0, 0.0, 1.0, 0.5504053751627604, 0.5085089683532715], [0.46717339754104614, 0.0, 0.8901098901098902, 0.0, 0.0, 0.0, 0.5842041651407878, 0.5309638341267904], [0.35381460189819336, 0.16666666666666666, 0.8928571428571429, 0.0, 0.0, 0.0, 0.5492920557657878, 0.5327535947163899], [0.38339972496032715, 0.3333333333333333, 0.8956043956043956, 0.0, 0.0, 0.0, 0.49513718287150066, 0.5323686599731445]]",0.35310685634613037,26.129907369613647,2.0,326.0,0.0,0.0,0.0,29.70823097229004,31.942119598388672,0.3333333333333333,0.8956043956043956,0.0,0.0,0.0,0.49513718287150066,0.5323686599731445
61,"[[0.3849601447582245, 0.6666666666666666, 0.881868131868132, 0.0, 0.0, 0.0, 0.45537096659342446, 0.4726431846618652], [0.43873581290245056, 0.8333333333333333, 0.8846153846153847, 0.0, 0.0, 1.0, 0.4811047554016113, 0.4670151392618815], [0.5151278972625732, 1.0, 0.8873626373626374, 0.0, 0.0, 1.0, 0.5504053751627604, 0.5085089683532715], [0.46717339754104614, 0.0, 0.8901098901098902, 0.0, 0.0, 0.0, 0.5842041651407878, 0.5309638341267904], [0.35381460189819336, 0.16666666666666666, 0.8928571428571429, 0.0, 0.0, 0.0, 0.5492920557657878, 0.5327535947163899], [0.38339972496032715, 0.3333333333333333, 0.8956043956043956, 0.0, 0.0, 0.0, 0.49513718287150066, 0.5323686599731445], [0.35310685634613037, 0.5, 0.8983516483516484, 1.0, 0.0, 0.0, 0.4482431729634603, 0.511246903737386]]",0.17484594881534576,12.938600212335587,3.0,327.0,1.0,0.0,0.0,26.894590377807617,30.67481422424316,0.5,0.8983516483516484,1.0,0.0,0.0,0.4482431729634603,0.511246903737386
62,"[[0.43873581290245056, 0.8333333333333333, 0.8846153846153847, 0.0, 0.0, 1.0, 0.4811047554016113, 0.4670151392618815], [0.5151278972625732, 1.0, 0.8873626373626374, 0.0, 0.0, 1.0, 0.5504053751627604, 0.5085089683532715], [0.46717339754104614, 0.0, 0.8901098901098902, 0.0, 0.0, 0.0, 0.5842041651407878, 0.5309638341267904], [0.35381460189819336, 0.16666666666666666, 0.8928571428571429, 0.0, 0.0, 0.0, 0.5492920557657878, 0.5327535947163899], [0.38339972496032715, 0.3333333333333333, 0.8956043956043956, 0.0, 0.0, 0.0, 0.49513718287150066, 0.5323686599731445], [0.35310685634613037, 0.5, 0.8983516483516484, 1.0, 0.0, 0.0, 0.4482431729634603, 0.511246903737386], [0.17484594881534576, 0.6666666666666666, 0.9010989010989011, 0.0, 0.0, 0.0, 0.37466713587443035, 0.4273106892903646]]",0.3260328769683838,24.1264328956604,4.0,328.0,0.0,0.0,0.0,22.48002815246582,25.638641357421875,0.6666666666666666,0.9010989010989011,0.0,0.0,0.0,0.37466713587443035,0.4273106892903646
63,"[[0.5151278972625732, 1.0, 0.8873626373626374, 0.0, 0.0, 1.0, 0.5504053751627604, 0.5085089683532715], [0.46717339754104614, 0.0, 0.8901098901098902, 0.0, 0.0, 0.0, 0.5842041651407878, 0.5309638341267904], [0.35381460189819336, 0.16666666666666666, 0.8928571428571429, 0.0, 0.0, 0.0, 0.5492920557657878, 0.5327535947163899], [0.38339972496032715, 0.3333333333333333, 0.8956043956043956, 0.0, 0.0, 0.0, 0.49513718287150066, 0.5323686599731445], [0.35310685634613037, 0.5, 0.8983516483516484, 1.0, 0.0, 0.0, 0.4482431729634603, 0.511246903737386], [0.17484594881534576, 0.6666666666666666, 0.9010989010989011, 0.0, 0.0, 0.0, 0.37466713587443035, 0.4273106892903646], [0.3260328769683838, 0.8333333333333333, 0.903846153846154, 0.0, 0.0, 1.0, 0.35108299255371095, 0.39249601364135744]]",0.315001904964447,23.31014096736908,5.0,329.0,0.0,0.0,1.0,21.064979553222656,23.549760818481445,0.8333333333333333,0.903846153846154,0.0,0.0,1.0,0.35108299255371095,0.39249601364135744
64,"[[0.46717339754104614, 0.0, 0.8901098901098902, 0.0, 0.0, 0.0, 0.5842041651407878, 0.5309638341267904], [0.35381460189819336, 0.16666666666666666, 0.8928571428571429, 0.0, 0.0, 0.0, 0.5492920557657878, 0.5327535947163899], [0.38339972496032715, 0.3333333333333333, 0.8956043956043956, 0.0, 0.0, 0.0, 0.49513718287150066, 0.5323686599731445], [0.35310685634613037, 0.5, 0.8983516483516484, 1.0, 0.0, 0.0, 0.4482431729634603, 0.511246903737386], [0.17484594881534576, 0.6666666666666666, 0.9010989010989011, 0.0, 0.0, 0.0, 0.37466713587443035, 0.4273106892903646], [0.3260328769683838, 0.8333333333333333, 0.903846153846154, 0.0, 0.0, 1.0, 0.35108299255371095, 0.39249601364135744], [0.315001904964447, 1.0, 0.9065934065934067, 0.0, 0.0, 1.0, 0.335417652130127, 0.3829222043355306]]",0.3113355338573456,23.038829505443573,6.0,330.0,0.0,0.0,1.0,20.125059127807617,22.975332260131836,1.0,0.9065934065934067,0.0,0.0,1.0,0.335417652130127,0.3829222043355306
65,"[[0.35381460189819336, 0.16666666666666666, 0.8928571428571429, 0.0, 0.0, 0.0, 0.5492920557657878, 0.5327535947163899], [0.38339972496032715, 0.3333333333333333, 0.8956043956043956, 0.0, 0.0, 0.0, 0.49513718287150066, 0.5323686599731445], [0.35310685634613037, 0.5, 0.8983516483516484, 1.0, 0.0, 0.0, 0.4482431729634603, 0.511246903737386], [0.17484594881534576, 0.6666666666666666, 0.9010989010989011, 0.0, 0.0, 0.0, 0.37466713587443035, 0.4273106892903646], [0.3260328769683838, 0.8333333333333333, 0.903846153846154, 0.0, 0.0, 1.0, 0.35108299255371095, 0.39249601364135744], [0.315001904964447, 1.0, 0.9065934065934067, 0.0, 0.0, 1.0, 0.335417652130127, 0.3829222043355306], [0.3113355338573456, 0.0, 0.9093406593406594, 0.0, 0.0, 0.0, 0.39153000513712566, 0.3651463826497396]]",0.2112492173910141,15.632442086935043,0.0,331.0,0.0,0.0,0.0,23.49180030822754,21.908782958984375,0.0,0.9093406593406594,0.0,0.0,0.0,0.39153000513712566,0.3651463826497396
66,"[[0.38339972496032715, 0.3333333333333333, 0.8956043956043956, 0.0, 0.0, 0.0, 0.49513718287150066, 0.5323686599731445], [0.35310685634613037, 0.5, 0.8983516483516484, 1.0, 0.0, 0.0, 0.4482431729634603, 0.511246903737386], [0.17484594881534576, 0.6666666666666666, 0.9010989010989011, 0.0, 0.0, 0.0, 0.37466713587443035, 0.4273106892903646], [0.3260328769683838, 0.8333333333333333, 0.903846153846154, 0.0, 0.0, 1.0, 0.35108299255371095, 0.39249601364135744], [0.315001904964447, 1.0, 0.9065934065934067, 0.0, 0.0, 1.0, 0.335417652130127, 0.3829222043355306], [0.3113355338573456, 0.0, 0.9093406593406594, 0.0, 0.0, 0.0, 0.39153000513712566, 0.3651463826497396], [0.2112492173910141, 0.16666666666666666, 0.9120879120879122, 0.0, 0.0, 0.0, 0.34434118270874026, 0.33015483220418296]]",0.2737123370170593,20.25471293926239,1.0,332.0,0.0,0.0,0.0,20.660470962524414,19.809289932250977,0.16666666666666666,0.9120879120879122,0.0,0.0,0.0,0.34434118270874026,0.33015483220418296
67,"[[0.35310685634613037, 0.5, 0.8983516483516484, 1.0, 0.0, 0.0, 0.4482431729634603, 0.511246903737386], [0.17484594881534576, 0.6666666666666666, 0.9010989010989011, 0.0, 0.0, 0.0, 0.37466713587443035, 0.4273106892903646], [0.3260328769683838, 0.8333333333333333, 0.903846153846154, 0.0, 0.0, 1.0, 0.35108299255371095, 0.39249601364135744], [0.315001904964447, 1.0, 0.9065934065934067, 0.0, 0.0, 1.0, 0.335417652130127, 0.3829222043355306], [0.3113355338573456, 0.0, 0.9093406593406594, 0.0, 0.0, 0.0, 0.39153000513712566, 0.3651463826497396], [0.2112492173910141, 0.16666666666666666, 0.9120879120879122, 0.0, 0.0, 0.0, 0.34434118270874026, 0.33015483220418296], [0.2737123370170593, 0.3333333333333333, 0.9148351648351649, 0.0, 0.0, 0.0, 0.32736660639444987, 0.35454187393188474]]",0.2951015830039978,21.837517142295837,2.0,333.0,0.0,0.0,0.0,19.641996383666992,21.272512435913086,0.3333333333333333,0.9148351648351649,0.0,0.0,0.0,0.32736660639444987,0.35454187393188474
68,"[[0.17484594881534576, 0.6666666666666666, 0.9010989010989011, 0.0, 0.0, 0.0, 0.37466713587443035, 0.4273106892903646], [0.3260328769683838, 0.8333333333333333, 0.903846153846154, 0.0, 0.0, 1.0, 0.35108299255371095, 0.39249601364135744], [0.315001904964447, 1.0, 0.9065934065934067, 0.0, 0.0, 1.0, 0.335417652130127, 0.3829222043355306], [0.3113355338573456, 0.0, 0.9093406593406594, 0.0, 0.0, 0.0, 0.39153000513712566, 0.3651463826497396], [0.2112492173910141, 0.16666666666666666, 0.9120879120879122, 0.0, 0.0, 0.0, 0.34434118270874026, 0.33015483220418296], [0.2737123370170593, 0.3333333333333333, 0.9148351648351649, 0.0, 0.0, 0.0, 0.32736660639444987, 0.35454187393188474], [0.2951015830039978, 0.5, 0.9175824175824177, 0.0, 0.0, 0.0, 0.32069260279337564, 0.3469121297200521]]",0.39278608560562134,29.06617033481598,3.0,334.0,0.0,0.0,0.0,19.24155616760254,20.814727783203125,0.5,0.9175824175824177,0.0,0.0,0.0,0.32069260279337564,0.3469121297200521
69,"[[0.3260328769683838, 0.8333333333333333, 0.903846153846154, 0.0, 0.0, 1.0, 0.35108299255371095, 0.39249601364135744], [0.315001904964447, 1.0, 0.9065934065934067, 0.0, 0.0, 1.0, 0.335417652130127, 0.3829222043355306], [0.3113355338573456, 0.0, 0.9093406593406594, 0.0, 0.0, 0.0, 0.39153000513712566, 0.3651463826497396], [0.2112492173910141, 0.16666666666666666, 0.9120879120879122, 0.0, 0.0, 0.0, 0.34434118270874026, 0.33015483220418296], [0.2737123370170593, 0.3333333333333333, 0.9148351648351649, 0.0, 0.0, 0.0, 0.32736660639444987, 0.35454187393188474], [0.2951015830039978, 0.5, 0.9175824175824177, 0.0, 0.0, 0.0, 0.32069260279337564, 0.3469121297200521], [0.39278608560562134, 0.6666666666666666, 0.9203296703296704, 0.0, 0.0, 0.0, 0.39532445271809896, 0.36609891255696614]]",0.45462873578071594,33.64252644777298,4.0,335.0,0.0,0.0,0.0,23.719467163085938,21.96593475341797,0.6666666666666666,0.9203296703296704,0.0,0.0,0.0,0.39532445271809896,0.36609891255696614
70,"[[0.315001904964447, 1.0, 0.9065934065934067, 0.0, 0.0, 1.0, 0.335417652130127, 0.3829222043355306], [0.3113355338573456, 0.0, 0.9093406593406594, 0.0, 0.0, 0.0, 0.39153000513712566, 0.3651463826497396], [0.2112492173910141, 0.16666666666666666, 0.9120879120879122, 0.0, 0.0, 0.0, 0.34434118270874026, 0.33015483220418296], [0.2737123370170593, 0.3333333333333333, 0.9148351648351649, 0.0, 0.0, 0.0, 0.32736660639444987, 0.35454187393188474], [0.2951015830039978, 0.5, 0.9175824175824177, 0.0, 0.0, 0.0, 0.32069260279337564, 0.3469121297200521], [0.39278608560562134, 0.6666666666666666, 0.9203296703296704, 0.0, 0.0, 0.0, 0.39532445271809896, 0.36609891255696614], [0.45462873578071594, 0.8333333333333333, 0.9230769230769231, 0.0, 0.0, 1.0, 0.4697011629740397, 0.4014445622762044]]",0.5295461416244507,39.18641448020935,5.0,336.0,0.0,0.0,1.0,28.182069778442383,24.086673736572266,0.8333333333333333,0.9230769230769231,0.0,0.0,1.0,0.4697011629740397,0.4014445622762044
71,"[[0.3113355338573456, 0.0, 0.9093406593406594, 0.0, 0.0, 0.0, 0.39153000513712566, 0.3651463826497396], [0.2112492173910141, 0.16666666666666666, 0.9120879120879122, 0.0, 0.0, 0.0, 0.34434118270874026, 0.33015483220418296], [0.2737123370170593, 0.3333333333333333, 0.9148351648351649, 0.0, 0.0, 0.0, 0.32736660639444987, 0.35454187393188474], [0.2951015830039978, 0.5, 0.9175824175824177, 0.0, 0.0, 0.0, 0.32069260279337564, 0.3469121297200521], [0.39278608560562134, 0.6666666666666666, 0.9203296703296704, 0.0, 0.0, 0.0, 0.39532445271809896, 0.36609891255696614], [0.45462873578071594, 0.8333333333333333, 0.9230769230769231, 0.0, 0.0, 1.0, 0.4697011629740397, 0.4014445622762044], [0.5295461416244507, 1.0, 0.9258241758241759, 0.0, 0.0, 1.0, 0.5660839716593424, 0.47995777130126954]]",0.47387057542800903,35.06642258167267,6.0,337.0,0.0,0.0,1.0,33.96503829956055,28.797466278076172,1.0,0.9258241758241759,0.0,0.0,1.0,0.5660839716593424,0.47995777130126954
72,"[[0.2112492173910141, 0.16666666666666666, 0.9120879120879122, 0.0, 0.0, 0.0, 0.34434118270874026, 0.33015483220418296], [0.2737123370170593, 0.3333333333333333, 0.9148351648351649, 0.0, 0.0, 0.0, 0.32736660639444987, 0.35454187393188474], [0.2951015830039978, 0.5, 0.9175824175824177, 0.0, 0.0, 0.0, 0.32069260279337564, 0.3469121297200521], [0.39278608560562134, 0.6666666666666666, 0.9203296703296704, 0.0, 0.0, 0.0, 0.39532445271809896, 0.36609891255696614], [0.45462873578071594, 0.8333333333333333, 0.9230769230769231, 0.0, 0.0, 1.0, 0.4697011629740397, 0.4014445622762044], [0.5295461416244507, 1.0, 0.9258241758241759, 0.0, 0.0, 1.0, 0.5660839716593424, 0.47995777130126954], [0.47387057542800903, 0.0, 0.9285714285714286, 0.0, 0.0, 0.0, 0.5994186401367188, 0.5293301264444987]]",0.3636224865913391,26.908064007759094,0.0,338.0,0.0,0.0,0.0,35.965118408203125,31.759807586669925,0.0,0.9285714285714286,0.0,0.0,0.0,0.5994186401367188,0.5293301264444987
73,"[[0.2737123370170593, 0.3333333333333333, 0.9148351648351649, 0.0, 0.0, 0.0, 0.32736660639444987, 0.35454187393188474], [0.2951015830039978, 0.5, 0.9175824175824177, 0.0, 0.0, 0.0, 0.32069260279337564, 0.3469121297200521], [0.39278608560562134, 0.6666666666666666, 0.9203296703296704, 0.0, 0.0, 0.0, 0.39532445271809896, 0.36609891255696614], [0.45462873578071594, 0.8333333333333333, 0.9230769230769231, 0.0, 0.0, 1.0, 0.4697011629740397, 0.4014445622762044], [0.5295461416244507, 1.0, 0.9258241758241759, 0.0, 0.0, 1.0, 0.5660839716593424, 0.47995777130126954], [0.47387057542800903, 0.0, 0.9285714285714286, 0.0, 0.0, 0.0, 0.5994186401367188, 0.5293301264444987], [0.3636224865913391, 0.16666666666666666, 0.9313186813186813, 0.0, 0.0, 0.0, 0.5620050430297852, 0.5462319691975911]]",0.3936713933944702,29.131683111190796,1.0,339.0,0.0,0.0,0.0,33.72030258178711,32.77391815185547,0.16666666666666666,0.9313186813186813,0.0,0.0,0.0,0.5620050430297852,0.5462319691975911
74,"[[0.2951015830039978, 0.5, 0.9175824175824177, 0.0, 0.0, 0.0, 0.32069260279337564, 0.3469121297200521], [0.39278608560562134, 0.6666666666666666, 0.9203296703296704, 0.0, 0.0, 0.0, 0.39532445271809896, 0.36609891255696614], [0.45462873578071594, 0.8333333333333333, 0.9230769230769231, 0.0, 0.0, 1.0, 0.4697011629740397, 0.4014445622762044], [0.5295461416244507, 1.0, 0.9258241758241759, 0.0, 0.0, 1.0, 0.5660839716593424, 0.47995777130126954], [0.47387057542800903, 0.0, 0.9285714285714286, 0.0, 0.0, 0.0, 0.5994186401367188, 0.5293301264444987], [0.3636224865913391, 0.16666666666666666, 0.9313186813186813, 0.0, 0.0, 0.0, 0.5620050430297852, 0.5462319691975911], [0.3936713933944702, 0.3333333333333333, 0.9340659340659342, 0.0, 0.0, 0.0, 0.5061453819274903, 0.5464503606160481]]",0.36247438192367554,26.82310426235199,2.0,340.0,0.0,0.0,0.0,30.368722915649414,32.78702163696289,0.3333333333333333,0.9340659340659342,0.0,0.0,0.0,0.5061453819274903,0.5464503606160481
