Step,X,Predicted_Y
0,"[[0.3225806451612903, 1.0, 0.7142857142857143, 0.0, 0.0, 1.0], [0.6774193548387096, 0.0, 0.717032967032967, 0.0, 0.0, 0.0], [0.5161290322580645, 0.16666666666666666, 0.7197802197802199, 0.0, 0.0, 0.0], [0.8064516129032258, 0.3333333333333333, 0.7225274725274726, 0.0, 0.0, 0.0], [0.5806451612903225, 0.5, 0.7252747252747254, 0.0, 0.0, 0.0], [0.6451612903225806, 0.6666666666666666, 0.7280219780219781, 0.0, 0.0, 0.0], [0.3548387096774194, 0.8333333333333333, 0.7307692307692308, 0.0, 0.0, 1.0]]",0.5291993618011475
1,"[[0.6774193548387096, 0.0, 0.717032967032967, 0.0, 0.0, 0.0], [0.5161290322580645, 0.16666666666666666, 0.7197802197802199, 0.0, 0.0, 0.0], [0.8064516129032258, 0.3333333333333333, 0.7225274725274726, 0.0, 0.0, 0.0], [0.5806451612903225, 0.5, 0.7252747252747254, 0.0, 0.0, 0.0], [0.6451612903225806, 0.6666666666666666, 0.7280219780219781, 0.0, 0.0, 0.0], [0.3548387096774194, 0.8333333333333333, 0.7307692307692308, 0.0, 0.0, 1.0], [0.5291993618011475, 1.0, 0.7335164835164836, 0.0, 0.0, 1.0]]",0.5540045499801636
2,"[[0.5161290322580645, 0.16666666666666666, 0.7197802197802199, 0.0, 0.0, 0.0], [0.8064516129032258, 0.3333333333333333, 0.7225274725274726, 0.0, 0.0, 0.0], [0.5806451612903225, 0.5, 0.7252747252747254, 0.0, 0.0, 0.0], [0.6451612903225806, 0.6666666666666666, 0.7280219780219781, 0.0, 0.0, 0.0], [0.3548387096774194, 0.8333333333333333, 0.7307692307692308, 0.0, 0.0, 1.0], [0.5291993618011475, 1.0, 0.7335164835164836, 0.0, 0.0, 1.0], [0.5540045499801636, 0.0, 0.7362637362637363, 0.0, 0.0, 0.0]]",0.5425965785980225
3,"[[0.8064516129032258, 0.3333333333333333, 0.7225274725274726, 0.0, 0.0, 0.0], [0.5806451612903225, 0.5, 0.7252747252747254, 0.0, 0.0, 0.0], [0.6451612903225806, 0.6666666666666666, 0.7280219780219781, 0.0, 0.0, 0.0], [0.3548387096774194, 0.8333333333333333, 0.7307692307692308, 0.0, 0.0, 1.0], [0.5291993618011475, 1.0, 0.7335164835164836, 0.0, 0.0, 1.0], [0.5540045499801636, 0.0, 0.7362637362637363, 0.0, 0.0, 0.0], [0.5425965785980225, 0.16666666666666666, 0.739010989010989, 0.0, 0.0, 0.0]]",0.5296183824539185
4,"[[0.5806451612903225, 0.5, 0.7252747252747254, 0.0, 0.0, 0.0], [0.6451612903225806, 0.6666666666666666, 0.7280219780219781, 0.0, 0.0, 0.0], [0.3548387096774194, 0.8333333333333333, 0.7307692307692308, 0.0, 0.0, 1.0], [0.5291993618011475, 1.0, 0.7335164835164836, 0.0, 0.0, 1.0], [0.5540045499801636, 0.0, 0.7362637362637363, 0.0, 0.0, 0.0], [0.5425965785980225, 0.16666666666666666, 0.739010989010989, 0.0, 0.0, 0.0], [0.5296183824539185, 0.3333333333333333, 0.7417582417582418, 0.0, 0.0, 0.0]]",0.5182903409004211
5,"[[0.6451612903225806, 0.6666666666666666, 0.7280219780219781, 0.0, 0.0, 0.0], [0.3548387096774194, 0.8333333333333333, 0.7307692307692308, 0.0, 0.0, 1.0], [0.5291993618011475, 1.0, 0.7335164835164836, 0.0, 0.0, 1.0], [0.5540045499801636, 0.0, 0.7362637362637363, 0.0, 0.0, 0.0], [0.5425965785980225, 0.16666666666666666, 0.739010989010989, 0.0, 0.0, 0.0], [0.5296183824539185, 0.3333333333333333, 0.7417582417582418, 0.0, 0.0, 0.0], [0.5182903409004211, 0.5, 0.7445054945054945, 0.0, 0.0, 0.0]]",0.5141359567642212
6,"[[0.3548387096774194, 0.8333333333333333, 0.7307692307692308, 0.0, 0.0, 1.0], [0.5291993618011475, 1.0, 0.7335164835164836, 0.0, 0.0, 1.0], [0.5540045499801636, 0.0, 0.7362637362637363, 0.0, 0.0, 0.0], [0.5425965785980225, 0.16666666666666666, 0.739010989010989, 0.0, 0.0, 0.0], [0.5296183824539185, 0.3333333333333333, 0.7417582417582418, 0.0, 0.0, 0.0], [0.5182903409004211, 0.5, 0.7445054945054945, 0.0, 0.0, 0.0], [0.5141359567642212, 0.6666666666666666, 0.7472527472527473, 0.0, 0.0, 0.0]]",0.512547492980957
7,"[[0.5291993618011475, 1.0, 0.7335164835164836, 0.0, 0.0, 1.0], [0.5540045499801636, 0.0, 0.7362637362637363, 0.0, 0.0, 0.0], [0.5425965785980225, 0.16666666666666666, 0.739010989010989, 0.0, 0.0, 0.0], [0.5296183824539185, 0.3333333333333333, 0.7417582417582418, 0.0, 0.0, 0.0], [0.5182903409004211, 0.5, 0.7445054945054945, 0.0, 0.0, 0.0], [0.5141359567642212, 0.6666666666666666, 0.7472527472527473, 0.0, 0.0, 0.0], [0.512547492980957, 0.8333333333333333, 0.7500000000000001, 0.0, 0.0, 1.0]]",0.5238384008407593
8,"[[0.5540045499801636, 0.0, 0.7362637362637363, 0.0, 0.0, 0.0], [0.5425965785980225, 0.16666666666666666, 0.739010989010989, 0.0, 0.0, 0.0], [0.5296183824539185, 0.3333333333333333, 0.7417582417582418, 0.0, 0.0, 0.0], [0.5182903409004211, 0.5, 0.7445054945054945, 0.0, 0.0, 0.0], [0.5141359567642212, 0.6666666666666666, 0.7472527472527473, 0.0, 0.0, 0.0], [0.512547492980957, 0.8333333333333333, 0.7500000000000001, 0.0, 0.0, 1.0], [0.5238384008407593, 1.0, 0.7527472527472528, 0.0, 0.0, 1.0]]",0.5478758811950684
9,"[[0.5425965785980225, 0.16666666666666666, 0.739010989010989, 0.0, 0.0, 0.0], [0.5296183824539185, 0.3333333333333333, 0.7417582417582418, 0.0, 0.0, 0.0], [0.5182903409004211, 0.5, 0.7445054945054945, 0.0, 0.0, 0.0], [0.5141359567642212, 0.6666666666666666, 0.7472527472527473, 0.0, 0.0, 0.0], [0.512547492980957, 0.8333333333333333, 0.7500000000000001, 0.0, 0.0, 1.0], [0.5238384008407593, 1.0, 0.7527472527472528, 0.0, 0.0, 1.0], [0.5478758811950684, 0.0, 0.7554945054945056, 0.0, 0.0, 0.0]]",0.5399857759475708
10,"[[0.5296183824539185, 0.3333333333333333, 0.7417582417582418, 0.0, 0.0, 0.0], [0.5182903409004211, 0.5, 0.7445054945054945, 0.0, 0.0, 0.0], [0.5141359567642212, 0.6666666666666666, 0.7472527472527473, 0.0, 0.0, 0.0], [0.512547492980957, 0.8333333333333333, 0.7500000000000001, 0.0, 0.0, 1.0], [0.5238384008407593, 1.0, 0.7527472527472528, 0.0, 0.0, 1.0], [0.5478758811950684, 0.0, 0.7554945054945056, 0.0, 0.0, 0.0], [0.5399857759475708, 0.16666666666666666, 0.7582417582417583, 0.0, 0.0, 0.0]]",0.528269350528717
11,"[[0.5182903409004211, 0.5, 0.7445054945054945, 0.0, 0.0, 0.0], [0.5141359567642212, 0.6666666666666666, 0.7472527472527473, 0.0, 0.0, 0.0], [0.512547492980957, 0.8333333333333333, 0.7500000000000001, 0.0, 0.0, 1.0], [0.5238384008407593, 1.0, 0.7527472527472528, 0.0, 0.0, 1.0], [0.5478758811950684, 0.0, 0.7554945054945056, 0.0, 0.0, 0.0], [0.5399857759475708, 0.16666666666666666, 0.7582417582417583, 0.0, 0.0, 0.0], [0.528269350528717, 0.3333333333333333, 0.7609890109890111, 0.0, 0.0, 0.0]]",0.5210980176925659
12,"[[0.5141359567642212, 0.6666666666666666, 0.7472527472527473, 0.0, 0.0, 0.0], [0.512547492980957, 0.8333333333333333, 0.7500000000000001, 0.0, 0.0, 1.0], [0.5238384008407593, 1.0, 0.7527472527472528, 0.0, 0.0, 1.0], [0.5478758811950684, 0.0, 0.7554945054945056, 0.0, 0.0, 0.0], [0.5399857759475708, 0.16666666666666666, 0.7582417582417583, 0.0, 0.0, 0.0], [0.528269350528717, 0.3333333333333333, 0.7609890109890111, 0.0, 0.0, 0.0], [0.5210980176925659, 0.5, 0.7637362637362638, 0.0, 0.0, 0.0]]",0.5179225206375122
13,"[[0.512547492980957, 0.8333333333333333, 0.7500000000000001, 0.0, 0.0, 1.0], [0.5238384008407593, 1.0, 0.7527472527472528, 0.0, 0.0, 1.0], [0.5478758811950684, 0.0, 0.7554945054945056, 0.0, 0.0, 0.0], [0.5399857759475708, 0.16666666666666666, 0.7582417582417583, 0.0, 0.0, 0.0], [0.528269350528717, 0.3333333333333333, 0.7609890109890111, 0.0, 0.0, 0.0], [0.5210980176925659, 0.5, 0.7637362637362638, 0.0, 0.0, 0.0], [0.5179225206375122, 0.6666666666666666, 0.7664835164835165, 0.0, 0.0, 0.0]]",0.5177689790725708
14,"[[0.5238384008407593, 1.0, 0.7527472527472528, 0.0, 0.0, 1.0], [0.5478758811950684, 0.0, 0.7554945054945056, 0.0, 0.0, 0.0], [0.5399857759475708, 0.16666666666666666, 0.7582417582417583, 0.0, 0.0, 0.0], [0.528269350528717, 0.3333333333333333, 0.7609890109890111, 0.0, 0.0, 0.0], [0.5210980176925659, 0.5, 0.7637362637362638, 0.0, 0.0, 0.0], [0.5179225206375122, 0.6666666666666666, 0.7664835164835165, 0.0, 0.0, 0.0], [0.5177689790725708, 0.8333333333333333, 0.7692307692307693, 0.0, 0.0, 1.0]]",0.5270682573318481
15,"[[0.5478758811950684, 0.0, 0.7554945054945056, 0.0, 0.0, 0.0], [0.5399857759475708, 0.16666666666666666, 0.7582417582417583, 0.0, 0.0, 0.0], [0.528269350528717, 0.3333333333333333, 0.7609890109890111, 0.0, 0.0, 0.0], [0.5210980176925659, 0.5, 0.7637362637362638, 0.0, 0.0, 0.0], [0.5179225206375122, 0.6666666666666666, 0.7664835164835165, 0.0, 0.0, 0.0], [0.5177689790725708, 0.8333333333333333, 0.7692307692307693, 0.0, 0.0, 1.0], [0.5270682573318481, 1.0, 0.771978021978022, 0.0, 0.0, 1.0]]",0.5512649416923523
16,"[[0.5399857759475708, 0.16666666666666666, 0.7582417582417583, 0.0, 0.0, 0.0], [0.528269350528717, 0.3333333333333333, 0.7609890109890111, 0.0, 0.0, 0.0], [0.5210980176925659, 0.5, 0.7637362637362638, 0.0, 0.0, 0.0], [0.5179225206375122, 0.6666666666666666, 0.7664835164835165, 0.0, 0.0, 0.0], [0.5177689790725708, 0.8333333333333333, 0.7692307692307693, 0.0, 0.0, 1.0], [0.5270682573318481, 1.0, 0.771978021978022, 0.0, 0.0, 1.0], [0.5512649416923523, 0.0, 0.7747252747252747, 0.0, 0.0, 0.0]]",0.5436961650848389
17,"[[0.528269350528717, 0.3333333333333333, 0.7609890109890111, 0.0, 0.0, 0.0], [0.5210980176925659, 0.5, 0.7637362637362638, 0.0, 0.0, 0.0], [0.5179225206375122, 0.6666666666666666, 0.7664835164835165, 0.0, 0.0, 0.0], [0.5177689790725708, 0.8333333333333333, 0.7692307692307693, 0.0, 0.0, 1.0], [0.5270682573318481, 1.0, 0.771978021978022, 0.0, 0.0, 1.0], [0.5512649416923523, 0.0, 0.7747252747252747, 0.0, 0.0, 0.0], [0.5436961650848389, 0.16666666666666666, 0.7774725274725275, 0.0, 0.0, 0.0]]",0.5321012735366821
18,"[[0.5210980176925659, 0.5, 0.7637362637362638, 0.0, 0.0, 0.0], [0.5179225206375122, 0.6666666666666666, 0.7664835164835165, 0.0, 0.0, 0.0], [0.5177689790725708, 0.8333333333333333, 0.7692307692307693, 0.0, 0.0, 1.0], [0.5270682573318481, 1.0, 0.771978021978022, 0.0, 0.0, 1.0], [0.5512649416923523, 0.0, 0.7747252747252747, 0.0, 0.0, 0.0], [0.5436961650848389, 0.16666666666666666, 0.7774725274725275, 0.0, 0.0, 0.0], [0.5321012735366821, 0.3333333333333333, 0.7802197802197803, 0.0, 0.0, 0.0]]",0.5250171422958374
19,"[[0.5179225206375122, 0.6666666666666666, 0.7664835164835165, 0.0, 0.0, 0.0], [0.5177689790725708, 0.8333333333333333, 0.7692307692307693, 0.0, 0.0, 1.0], [0.5270682573318481, 1.0, 0.771978021978022, 0.0, 0.0, 1.0], [0.5512649416923523, 0.0, 0.7747252747252747, 0.0, 0.0, 0.0], [0.5436961650848389, 0.16666666666666666, 0.7774725274725275, 0.0, 0.0, 0.0], [0.5321012735366821, 0.3333333333333333, 0.7802197802197803, 0.0, 0.0, 0.0], [0.5250171422958374, 0.5, 0.7829670329670331, 0.0, 0.0, 0.0]]",0.5218732357025146
20,"[[0.5177689790725708, 0.8333333333333333, 0.7692307692307693, 0.0, 0.0, 1.0], [0.5270682573318481, 1.0, 0.771978021978022, 0.0, 0.0, 1.0], [0.5512649416923523, 0.0, 0.7747252747252747, 0.0, 0.0, 0.0], [0.5436961650848389, 0.16666666666666666, 0.7774725274725275, 0.0, 0.0, 0.0], [0.5321012735366821, 0.3333333333333333, 0.7802197802197803, 0.0, 0.0, 0.0], [0.5250171422958374, 0.5, 0.7829670329670331, 0.0, 0.0, 0.0], [0.5218732357025146, 0.6666666666666666, 0.7857142857142858, 0.0, 0.0, 0.0]]",0.5217344760894775
21,"[[0.5270682573318481, 1.0, 0.771978021978022, 0.0, 0.0, 1.0], [0.5512649416923523, 0.0, 0.7747252747252747, 0.0, 0.0, 0.0], [0.5436961650848389, 0.16666666666666666, 0.7774725274725275, 0.0, 0.0, 0.0], [0.5321012735366821, 0.3333333333333333, 0.7802197802197803, 0.0, 0.0, 0.0], [0.5250171422958374, 0.5, 0.7829670329670331, 0.0, 0.0, 0.0], [0.5218732357025146, 0.6666666666666666, 0.7857142857142858, 0.0, 0.0, 0.0], [0.5217344760894775, 0.8333333333333333, 0.7884615384615385, 0.0, 0.0, 1.0]]",0.53091961145401
22,"[[0.5512649416923523, 0.0, 0.7747252747252747, 0.0, 0.0, 0.0], [0.5436961650848389, 0.16666666666666666, 0.7774725274725275, 0.0, 0.0, 0.0], [0.5321012735366821, 0.3333333333333333, 0.7802197802197803, 0.0, 0.0, 0.0], [0.5250171422958374, 0.5, 0.7829670329670331, 0.0, 0.0, 0.0], [0.5218732357025146, 0.6666666666666666, 0.7857142857142858, 0.0, 0.0, 0.0], [0.5217344760894775, 0.8333333333333333, 0.7884615384615385, 0.0, 0.0, 1.0], [0.53091961145401, 1.0, 0.7912087912087913, 0.0, 0.0, 1.0]]",0.555063784122467
23,"[[0.5436961650848389, 0.16666666666666666, 0.7774725274725275, 0.0, 0.0, 0.0], [0.5321012735366821, 0.3333333333333333, 0.7802197802197803, 0.0, 0.0, 0.0], [0.5250171422958374, 0.5, 0.7829670329670331, 0.0, 0.0, 0.0], [0.5218732357025146, 0.6666666666666666, 0.7857142857142858, 0.0, 0.0, 0.0], [0.5217344760894775, 0.8333333333333333, 0.7884615384615385, 0.0, 0.0, 1.0], [0.53091961145401, 1.0, 0.7912087912087913, 0.0, 0.0, 1.0], [0.555063784122467, 0.0, 0.793956043956044, 0.0, 0.0, 0.0]]",0.547636866569519
24,"[[0.5321012735366821, 0.3333333333333333, 0.7802197802197803, 0.0, 0.0, 0.0], [0.5250171422958374, 0.5, 0.7829670329670331, 0.0, 0.0, 0.0], [0.5218732357025146, 0.6666666666666666, 0.7857142857142858, 0.0, 0.0, 0.0], [0.5217344760894775, 0.8333333333333333, 0.7884615384615385, 0.0, 0.0, 1.0], [0.53091961145401, 1.0, 0.7912087912087913, 0.0, 0.0, 1.0], [0.555063784122467, 0.0, 0.793956043956044, 0.0, 0.0, 0.0], [0.547636866569519, 0.16666666666666666, 0.7967032967032968, 0.0, 0.0, 0.0]]",0.5360511541366577
25,"[[0.5250171422958374, 0.5, 0.7829670329670331, 0.0, 0.0, 0.0], [0.5218732357025146, 0.6666666666666666, 0.7857142857142858, 0.0, 0.0, 0.0], [0.5217344760894775, 0.8333333333333333, 0.7884615384615385, 0.0, 0.0, 1.0], [0.53091961145401, 1.0, 0.7912087912087913, 0.0, 0.0, 1.0], [0.555063784122467, 0.0, 0.793956043956044, 0.0, 0.0, 0.0], [0.547636866569519, 0.16666666666666666, 0.7967032967032968, 0.0, 0.0, 0.0], [0.5360511541366577, 0.3333333333333333, 0.7994505494505495, 0.0, 0.0, 0.0]]",0.5289773941040039
26,"[[0.5218732357025146, 0.6666666666666666, 0.7857142857142858, 0.0, 0.0, 0.0], [0.5217344760894775, 0.8333333333333333, 0.7884615384615385, 0.0, 0.0, 1.0], [0.53091961145401, 1.0, 0.7912087912087913, 0.0, 0.0, 1.0], [0.555063784122467, 0.0, 0.793956043956044, 0.0, 0.0, 0.0], [0.547636866569519, 0.16666666666666666, 0.7967032967032968, 0.0, 0.0, 0.0], [0.5360511541366577, 0.3333333333333333, 0.7994505494505495, 0.0, 0.0, 0.0], [0.5289773941040039, 0.5, 0.8021978021978022, 0.0, 0.0, 0.0]]",0.5258470177650452
