Step,X,Predicted_Y_Scaled,Predicted_Y_Unscaled,day_of_week_Unscaled,doy_Unscaled,is_thanksgiving_Unscaled,is_christmas_Unscaled,is_weekend_Unscaled,day_of_week_Scaled,doy_Scaled,is_thanksgiving_Scaled,is_christmas_Scaled,is_weekend_Scaled
104,"[[0.23684318363666534, 0.8333333333333333, 1.0, 0.0, 0.0, 1.0], [0.25604426860809326, 1.0, 0.0, 0.0, 0.0, 1.0], [0.26036739349365234, 0.0, 0.0027472527472527475, 0.0, 0.0, 0.0], [0.2276276797056198, 0.16666666666666666, 0.005494505494505495, 0.0, 0.0, 0.0], [0.2055409997701645, 0.3333333333333333, 0.008241758241758242, 0.0, 0.0, 0.0], [0.1923060566186905, 0.5, 0.01098901098901099, 0.0, 0.0, 0.0], [0.1852002590894699, 0.6666666666666666, 0.013736263736263738, 0.0, 0.0, 0.0]]",0.18239961564540863,5.6543880850076675,4.0,5.0,0.0,0.0,0.0,0.6666666666666666,0.013736263736263738,0.0,0.0,0.0
105,"[[0.25604426860809326, 1.0, 0.0, 0.0, 0.0, 1.0], [0.26036739349365234, 0.0, 0.0027472527472527475, 0.0, 0.0, 0.0], [0.2276276797056198, 0.16666666666666666, 0.005494505494505495, 0.0, 0.0, 0.0], [0.2055409997701645, 0.3333333333333333, 0.008241758241758242, 0.0, 0.0, 0.0], [0.1923060566186905, 0.5, 0.01098901098901099, 0.0, 0.0, 0.0], [0.1852002590894699, 0.6666666666666666, 0.013736263736263738, 0.0, 0.0, 0.0], [0.18239961564540863, 0.8333333333333333, 0.016483516483516484, 0.0, 0.0, 1.0]]",0.20240528881549835,6.274563953280449,5.0,6.0,0.0,0.0,1.0,0.8333333333333333,0.016483516483516484,0.0,0.0,1.0
106,"[[0.26036739349365234, 0.0, 0.0027472527472527475, 0.0, 0.0, 0.0], [0.2276276797056198, 0.16666666666666666, 0.005494505494505495, 0.0, 0.0, 0.0], [0.2055409997701645, 0.3333333333333333, 0.008241758241758242, 0.0, 0.0, 0.0], [0.1923060566186905, 0.5, 0.01098901098901099, 0.0, 0.0, 0.0], [0.1852002590894699, 0.6666666666666666, 0.013736263736263738, 0.0, 0.0, 0.0], [0.18239961564540863, 0.8333333333333333, 0.016483516483516484, 0.0, 0.0, 1.0], [0.20240528881549835, 1.0, 0.019230769230769232, 0.0, 0.0, 1.0]]",0.2258160263299942,7.00029681622982,6.0,7.0,0.0,0.0,1.0,1.0,0.019230769230769232,0.0,0.0,1.0
107,"[[0.2276276797056198, 0.16666666666666666, 0.005494505494505495, 0.0, 0.0, 0.0], [0.2055409997701645, 0.3333333333333333, 0.008241758241758242, 0.0, 0.0, 0.0], [0.1923060566186905, 0.5, 0.01098901098901099, 0.0, 0.0, 0.0], [0.1852002590894699, 0.6666666666666666, 0.013736263736263738, 0.0, 0.0, 0.0], [0.18239961564540863, 0.8333333333333333, 0.016483516483516484, 0.0, 0.0, 1.0], [0.20240528881549835, 1.0, 0.019230769230769232, 0.0, 0.0, 1.0], [0.2258160263299942, 0.0, 0.02197802197802198, 0.0, 0.0, 0.0]]",0.2018829733133316,6.25837217271328,0.0,8.0,0.0,0.0,0.0,0.0,0.02197802197802198,0.0,0.0,0.0
108,"[[0.2055409997701645, 0.3333333333333333, 0.008241758241758242, 0.0, 0.0, 0.0], [0.1923060566186905, 0.5, 0.01098901098901099, 0.0, 0.0, 0.0], [0.1852002590894699, 0.6666666666666666, 0.013736263736263738, 0.0, 0.0, 0.0], [0.18239961564540863, 0.8333333333333333, 0.016483516483516484, 0.0, 0.0, 1.0], [0.20240528881549835, 1.0, 0.019230769230769232, 0.0, 0.0, 1.0], [0.2258160263299942, 0.0, 0.02197802197802198, 0.0, 0.0, 0.0], [0.2018829733133316, 0.16666666666666666, 0.024725274725274728, 0.0, 0.0, 0.0]]",0.1879195123910904,5.825504884123802,1.0,9.0,0.0,0.0,0.0,0.16666666666666666,0.024725274725274728,0.0,0.0,0.0
109,"[[0.1923060566186905, 0.5, 0.01098901098901099, 0.0, 0.0, 0.0], [0.1852002590894699, 0.6666666666666666, 0.013736263736263738, 0.0, 0.0, 0.0], [0.18239961564540863, 0.8333333333333333, 0.016483516483516484, 0.0, 0.0, 1.0], [0.20240528881549835, 1.0, 0.019230769230769232, 0.0, 0.0, 1.0], [0.2258160263299942, 0.0, 0.02197802197802198, 0.0, 0.0, 0.0], [0.2018829733133316, 0.16666666666666666, 0.024725274725274728, 0.0, 0.0, 0.0], [0.1879195123910904, 0.3333333333333333, 0.027472527472527476, 0.0, 0.0, 0.0]]",0.18090812861919403,5.608151987195015,2.0,10.0,0.0,0.0,0.0,0.3333333333333333,0.027472527472527476,0.0,0.0,0.0
110,"[[0.1852002590894699, 0.6666666666666666, 0.013736263736263738, 0.0, 0.0, 0.0], [0.18239961564540863, 0.8333333333333333, 0.016483516483516484, 0.0, 0.0, 1.0], [0.20240528881549835, 1.0, 0.019230769230769232, 0.0, 0.0, 1.0], [0.2258160263299942, 0.0, 0.02197802197802198, 0.0, 0.0, 0.0], [0.2018829733133316, 0.16666666666666666, 0.024725274725274728, 0.0, 0.0, 0.0], [0.1879195123910904, 0.3333333333333333, 0.027472527472527476, 0.0, 0.0, 0.0], [0.18090812861919403, 0.5, 0.030219780219780223, 0.0, 0.0, 0.0]]",0.17859531939029694,5.536454901099205,3.0,11.0,0.0,0.0,0.0,0.5,0.030219780219780223,0.0,0.0,0.0
111,"[[0.18239961564540863, 0.8333333333333333, 0.016483516483516484, 0.0, 0.0, 1.0], [0.20240528881549835, 1.0, 0.019230769230769232, 0.0, 0.0, 1.0], [0.2258160263299942, 0.0, 0.02197802197802198, 0.0, 0.0, 0.0], [0.2018829733133316, 0.16666666666666666, 0.024725274725274728, 0.0, 0.0, 0.0], [0.1879195123910904, 0.3333333333333333, 0.027472527472527476, 0.0, 0.0, 0.0], [0.18090812861919403, 0.5, 0.030219780219780223, 0.0, 0.0, 0.0], [0.17859531939029694, 0.6666666666666666, 0.03296703296703297, 0.0, 0.0, 0.0]]",0.17950008809566498,5.564502730965614,4.0,12.0,0.0,0.0,0.0,0.6666666666666666,0.03296703296703297,0.0,0.0,0.0
112,"[[0.20240528881549835, 1.0, 0.019230769230769232, 0.0, 0.0, 1.0], [0.2258160263299942, 0.0, 0.02197802197802198, 0.0, 0.0, 0.0], [0.2018829733133316, 0.16666666666666666, 0.024725274725274728, 0.0, 0.0, 0.0], [0.1879195123910904, 0.3333333333333333, 0.027472527472527476, 0.0, 0.0, 0.0], [0.18090812861919403, 0.5, 0.030219780219780223, 0.0, 0.0, 0.0], [0.17859531939029694, 0.6666666666666666, 0.03296703296703297, 0.0, 0.0, 0.0], [0.17950008809566498, 0.8333333333333333, 0.03571428571428572, 0.0, 0.0, 1.0]]",0.2023596316576004,6.2731485813856125,5.0,13.0,0.0,0.0,1.0,0.8333333333333333,0.03571428571428572,0.0,0.0,1.0
113,"[[0.2258160263299942, 0.0, 0.02197802197802198, 0.0, 0.0, 0.0], [0.2018829733133316, 0.16666666666666666, 0.024725274725274728, 0.0, 0.0, 0.0], [0.1879195123910904, 0.3333333333333333, 0.027472527472527476, 0.0, 0.0, 0.0], [0.18090812861919403, 0.5, 0.030219780219780223, 0.0, 0.0, 0.0], [0.17859531939029694, 0.6666666666666666, 0.03296703296703297, 0.0, 0.0, 0.0], [0.17950008809566498, 0.8333333333333333, 0.03571428571428572, 0.0, 0.0, 1.0], [0.2023596316576004, 1.0, 0.038461538461538464, 0.0, 0.0, 1.0]]",0.22614164650440216,7.010391041636467,6.0,14.0,0.0,0.0,1.0,1.0,0.038461538461538464,0.0,0.0,1.0
114,"[[0.2018829733133316, 0.16666666666666666, 0.024725274725274728, 0.0, 0.0, 0.0], [0.1879195123910904, 0.3333333333333333, 0.027472527472527476, 0.0, 0.0, 0.0], [0.18090812861919403, 0.5, 0.030219780219780223, 0.0, 0.0, 0.0], [0.17859531939029694, 0.6666666666666666, 0.03296703296703297, 0.0, 0.0, 0.0], [0.17950008809566498, 0.8333333333333333, 0.03571428571428572, 0.0, 0.0, 1.0], [0.2023596316576004, 1.0, 0.038461538461538464, 0.0, 0.0, 1.0], [0.22614164650440216, 0.0, 0.041208791208791215, 0.0, 0.0, 0.0]]",0.20255880057811737,6.2793228179216385,0.0,15.000000000000002,0.0,0.0,0.0,0.0,0.041208791208791215,0.0,0.0,0.0
115,"[[0.1879195123910904, 0.3333333333333333, 0.027472527472527476, 0.0, 0.0, 0.0], [0.18090812861919403, 0.5, 0.030219780219780223, 0.0, 0.0, 0.0], [0.17859531939029694, 0.6666666666666666, 0.03296703296703297, 0.0, 0.0, 0.0], [0.17950008809566498, 0.8333333333333333, 0.03571428571428572, 0.0, 0.0, 1.0], [0.2023596316576004, 1.0, 0.038461538461538464, 0.0, 0.0, 1.0], [0.22614164650440216, 0.0, 0.041208791208791215, 0.0, 0.0, 0.0], [0.20255880057811737, 0.16666666666666666, 0.04395604395604396, 0.0, 0.0, 0.0]]",0.18878744542598724,5.8524108082056046,1.0,16.0,0.0,0.0,0.0,0.16666666666666666,0.04395604395604396,0.0,0.0,0.0
116,"[[0.18090812861919403, 0.5, 0.030219780219780223, 0.0, 0.0, 0.0], [0.17859531939029694, 0.6666666666666666, 0.03296703296703297, 0.0, 0.0, 0.0], [0.17950008809566498, 0.8333333333333333, 0.03571428571428572, 0.0, 0.0, 1.0], [0.2023596316576004, 1.0, 0.038461538461538464, 0.0, 0.0, 1.0], [0.22614164650440216, 0.0, 0.041208791208791215, 0.0, 0.0, 0.0], [0.20255880057811737, 0.16666666666666666, 0.04395604395604396, 0.0, 0.0, 0.0], [0.18878744542598724, 0.3333333333333333, 0.046703296703296704, 0.0, 0.0, 0.0]]",0.181905135512352,5.639059200882912,2.0,17.0,0.0,0.0,0.0,0.3333333333333333,0.046703296703296704,0.0,0.0,0.0
117,"[[0.17859531939029694, 0.6666666666666666, 0.03296703296703297, 0.0, 0.0, 0.0], [0.17950008809566498, 0.8333333333333333, 0.03571428571428572, 0.0, 0.0, 1.0], [0.2023596316576004, 1.0, 0.038461538461538464, 0.0, 0.0, 1.0], [0.22614164650440216, 0.0, 0.041208791208791215, 0.0, 0.0, 0.0], [0.20255880057811737, 0.16666666666666666, 0.04395604395604396, 0.0, 0.0, 0.0], [0.18878744542598724, 0.3333333333333333, 0.046703296703296704, 0.0, 0.0, 0.0], [0.181905135512352, 0.5, 0.049450549450549455, 0.0, 0.0, 0.0]]",0.1796724945306778,5.569847330451012,3.0,18.0,0.0,0.0,0.0,0.5,0.049450549450549455,0.0,0.0,0.0
118,"[[0.17950008809566498, 0.8333333333333333, 0.03571428571428572, 0.0, 0.0, 1.0], [0.2023596316576004, 1.0, 0.038461538461538464, 0.0, 0.0, 1.0], [0.22614164650440216, 0.0, 0.041208791208791215, 0.0, 0.0, 0.0], [0.20255880057811737, 0.16666666666666666, 0.04395604395604396, 0.0, 0.0, 0.0], [0.18878744542598724, 0.3333333333333333, 0.046703296703296704, 0.0, 0.0, 0.0], [0.181905135512352, 0.5, 0.049450549450549455, 0.0, 0.0, 0.0], [0.1796724945306778, 0.6666666666666666, 0.0521978021978022, 0.0, 0.0, 0.0]]",0.18062220513820648,5.599288359284401,4.0,19.0,0.0,0.0,0.0,0.6666666666666666,0.0521978021978022,0.0,0.0,0.0
119,"[[0.2023596316576004, 1.0, 0.038461538461538464, 0.0, 0.0, 1.0], [0.22614164650440216, 0.0, 0.041208791208791215, 0.0, 0.0, 0.0], [0.20255880057811737, 0.16666666666666666, 0.04395604395604396, 0.0, 0.0, 0.0], [0.18878744542598724, 0.3333333333333333, 0.046703296703296704, 0.0, 0.0, 0.0], [0.181905135512352, 0.5, 0.049450549450549455, 0.0, 0.0, 0.0], [0.1796724945306778, 0.6666666666666666, 0.0521978021978022, 0.0, 0.0, 0.0], [0.18062220513820648, 0.8333333333333333, 0.05494505494505495, 0.0, 0.0, 1.0]]",0.20344407856464386,6.30676643550396,5.0,20.0,0.0,0.0,1.0,0.8333333333333333,0.05494505494505495,0.0,0.0,1.0
120,"[[0.22614164650440216, 0.0, 0.041208791208791215, 0.0, 0.0, 0.0], [0.20255880057811737, 0.16666666666666666, 0.04395604395604396, 0.0, 0.0, 0.0], [0.18878744542598724, 0.3333333333333333, 0.046703296703296704, 0.0, 0.0, 0.0], [0.181905135512352, 0.5, 0.049450549450549455, 0.0, 0.0, 0.0], [0.1796724945306778, 0.6666666666666666, 0.0521978021978022, 0.0, 0.0, 0.0], [0.18062220513820648, 0.8333333333333333, 0.05494505494505495, 0.0, 0.0, 1.0], [0.20344407856464386, 1.0, 0.057692307692307696, 0.0, 0.0, 1.0]]",0.227212592959404,7.043590381741524,6.0,21.0,0.0,0.0,1.0,1.0,0.057692307692307696,0.0,0.0,1.0
121,"[[0.20255880057811737, 0.16666666666666666, 0.04395604395604396, 0.0, 0.0, 0.0], [0.18878744542598724, 0.3333333333333333, 0.046703296703296704, 0.0, 0.0, 0.0], [0.181905135512352, 0.5, 0.049450549450549455, 0.0, 0.0, 0.0], [0.1796724945306778, 0.6666666666666666, 0.0521978021978022, 0.0, 0.0, 0.0], [0.18062220513820648, 0.8333333333333333, 0.05494505494505495, 0.0, 0.0, 1.0], [0.20344407856464386, 1.0, 0.057692307692307696, 0.0, 0.0, 1.0], [0.227212592959404, 0.0, 0.06043956043956045, 0.0, 0.0, 0.0]]",0.2037077695131302,6.314940854907036,0.0,22.0,0.0,0.0,0.0,0.0,0.06043956043956045,0.0,0.0,0.0
122,"[[0.18878744542598724, 0.3333333333333333, 0.046703296703296704, 0.0, 0.0, 0.0], [0.181905135512352, 0.5, 0.049450549450549455, 0.0, 0.0, 0.0], [0.1796724945306778, 0.6666666666666666, 0.0521978021978022, 0.0, 0.0, 0.0], [0.18062220513820648, 0.8333333333333333, 0.05494505494505495, 0.0, 0.0, 1.0], [0.20344407856464386, 1.0, 0.057692307692307696, 0.0, 0.0, 1.0], [0.227212592959404, 0.0, 0.06043956043956045, 0.0, 0.0, 0.0], [0.2037077695131302, 0.16666666666666666, 0.0631868131868132, 0.0, 0.0, 0.0]]",0.1899348348379135,5.887979879975319,1.0,23.000000000000004,0.0,0.0,0.0,0.16666666666666666,0.0631868131868132,0.0,0.0,0.0
123,"[[0.181905135512352, 0.5, 0.049450549450549455, 0.0, 0.0, 0.0], [0.1796724945306778, 0.6666666666666666, 0.0521978021978022, 0.0, 0.0, 0.0], [0.18062220513820648, 0.8333333333333333, 0.05494505494505495, 0.0, 0.0, 1.0], [0.20344407856464386, 1.0, 0.057692307692307696, 0.0, 0.0, 1.0], [0.227212592959404, 0.0, 0.06043956043956045, 0.0, 0.0, 0.0], [0.2037077695131302, 0.16666666666666666, 0.0631868131868132, 0.0, 0.0, 0.0], [0.1899348348379135, 0.3333333333333333, 0.06593406593406594, 0.0, 0.0, 0.0]]",0.18305794894695282,5.674796417355537,2.0,24.0,0.0,0.0,0.0,0.3333333333333333,0.06593406593406594,0.0,0.0,0.0
124,"[[0.1796724945306778, 0.6666666666666666, 0.0521978021978022, 0.0, 0.0, 0.0], [0.18062220513820648, 0.8333333333333333, 0.05494505494505495, 0.0, 0.0, 1.0], [0.20344407856464386, 1.0, 0.057692307692307696, 0.0, 0.0, 1.0], [0.227212592959404, 0.0, 0.06043956043956045, 0.0, 0.0, 0.0], [0.2037077695131302, 0.16666666666666666, 0.0631868131868132, 0.0, 0.0, 0.0], [0.1899348348379135, 0.3333333333333333, 0.06593406593406594, 0.0, 0.0, 0.0], [0.18305794894695282, 0.5, 0.06868131868131869, 0.0, 0.0, 0.0]]",0.18083073198795319,5.605752691626549,3.0,25.0,0.0,0.0,0.0,0.5,0.06868131868131869,0.0,0.0,0.0
125,"[[0.18062220513820648, 0.8333333333333333, 0.05494505494505495, 0.0, 0.0, 1.0], [0.20344407856464386, 1.0, 0.057692307692307696, 0.0, 0.0, 1.0], [0.227212592959404, 0.0, 0.06043956043956045, 0.0, 0.0, 0.0], [0.2037077695131302, 0.16666666666666666, 0.0631868131868132, 0.0, 0.0, 0.0], [0.1899348348379135, 0.3333333333333333, 0.06593406593406594, 0.0, 0.0, 0.0], [0.18305794894695282, 0.5, 0.06868131868131869, 0.0, 0.0, 0.0], [0.18083073198795319, 0.6666666666666666, 0.07142857142857144, 0.0, 0.0, 0.0]]",0.18178318440914154,5.635278716683388,4.0,26.0,0.0,0.0,0.0,0.6666666666666666,0.07142857142857144,0.0,0.0,0.0
126,"[[0.20344407856464386, 1.0, 0.057692307692307696, 0.0, 0.0, 1.0], [0.227212592959404, 0.0, 0.06043956043956045, 0.0, 0.0, 0.0], [0.2037077695131302, 0.16666666666666666, 0.0631868131868132, 0.0, 0.0, 0.0], [0.1899348348379135, 0.3333333333333333, 0.06593406593406594, 0.0, 0.0, 0.0], [0.18305794894695282, 0.5, 0.06868131868131869, 0.0, 0.0, 0.0], [0.18083073198795319, 0.6666666666666666, 0.07142857142857144, 0.0, 0.0, 0.0], [0.18178318440914154, 0.8333333333333333, 0.07417582417582418, 0.0, 0.0, 1.0]]",0.20454634726047516,6.34093676507473,5.0,26.999999999999996,0.0,0.0,1.0,0.8333333333333333,0.07417582417582418,0.0,0.0,1.0
127,"[[0.227212592959404, 0.0, 0.06043956043956045, 0.0, 0.0, 0.0], [0.2037077695131302, 0.16666666666666666, 0.0631868131868132, 0.0, 0.0, 0.0], [0.1899348348379135, 0.3333333333333333, 0.06593406593406594, 0.0, 0.0, 0.0], [0.18305794894695282, 0.5, 0.06868131868131869, 0.0, 0.0, 0.0], [0.18083073198795319, 0.6666666666666666, 0.07142857142857144, 0.0, 0.0, 0.0], [0.18178318440914154, 0.8333333333333333, 0.07417582417582418, 0.0, 0.0, 1.0], [0.20454634726047516, 1.0, 0.07692307692307693, 0.0, 0.0, 1.0]]",0.22829316556453705,7.0770881325006485,6.0,28.0,0.0,0.0,1.0,1.0,0.07692307692307693,0.0,0.0,1.0
128,"[[0.2037077695131302, 0.16666666666666666, 0.0631868131868132, 0.0, 0.0, 0.0], [0.1899348348379135, 0.3333333333333333, 0.06593406593406594, 0.0, 0.0, 0.0], [0.18305794894695282, 0.5, 0.06868131868131869, 0.0, 0.0, 0.0], [0.18083073198795319, 0.6666666666666666, 0.07142857142857144, 0.0, 0.0, 0.0], [0.18178318440914154, 0.8333333333333333, 0.07417582417582418, 0.0, 0.0, 1.0], [0.20454634726047516, 1.0, 0.07692307692307693, 0.0, 0.0, 1.0], [0.22829316556453705, 0.0, 0.07967032967032968, 0.0, 0.0, 0.0]]",0.2048618346452713,6.35071687400341,0.0,29.0,0.0,0.0,0.0,0.0,0.07967032967032968,0.0,0.0,0.0
129,"[[0.1899348348379135, 0.3333333333333333, 0.06593406593406594, 0.0, 0.0, 0.0], [0.18305794894695282, 0.5, 0.06868131868131869, 0.0, 0.0, 0.0], [0.18083073198795319, 0.6666666666666666, 0.07142857142857144, 0.0, 0.0, 0.0], [0.18178318440914154, 0.8333333333333333, 0.07417582417582418, 0.0, 0.0, 1.0], [0.20454634726047516, 1.0, 0.07692307692307693, 0.0, 0.0, 1.0], [0.22829316556453705, 0.0, 0.07967032967032968, 0.0, 0.0, 0.0], [0.2048618346452713, 0.16666666666666666, 0.08241758241758243, 0.0, 0.0, 0.0]]",0.19108463823795319,5.923623785376549,1.0,30.000000000000004,0.0,0.0,0.0,0.16666666666666666,0.08241758241758243,0.0,0.0,0.0
130,"[[0.18305794894695282, 0.5, 0.06868131868131869, 0.0, 0.0, 0.0], [0.18083073198795319, 0.6666666666666666, 0.07142857142857144, 0.0, 0.0, 0.0], [0.18178318440914154, 0.8333333333333333, 0.07417582417582418, 0.0, 0.0, 1.0], [0.20454634726047516, 1.0, 0.07692307692307693, 0.0, 0.0, 1.0], [0.22829316556453705, 0.0, 0.07967032967032968, 0.0, 0.0, 0.0], [0.2048618346452713, 0.16666666666666666, 0.08241758241758243, 0.0, 0.0, 0.0], [0.19108463823795319, 0.3333333333333333, 0.08516483516483517, 0.0, 0.0, 0.0]]",0.18421177566051483,5.71056504547596,2.0,31.0,0.0,0.0,0.0,0.3333333333333333,0.08516483516483517,0.0,0.0,0.0
131,"[[0.18083073198795319, 0.6666666666666666, 0.07142857142857144, 0.0, 0.0, 0.0], [0.18178318440914154, 0.8333333333333333, 0.07417582417582418, 0.0, 0.0, 1.0], [0.20454634726047516, 1.0, 0.07692307692307693, 0.0, 0.0, 1.0], [0.22829316556453705, 0.0, 0.07967032967032968, 0.0, 0.0, 0.0], [0.2048618346452713, 0.16666666666666666, 0.08241758241758243, 0.0, 0.0, 0.0], [0.19108463823795319, 0.3333333333333333, 0.08516483516483517, 0.0, 0.0, 0.0], [0.18421177566051483, 0.5, 0.08791208791208792, 0.0, 0.0, 0.0]]",0.18198908865451813,5.641661748290062,3.0,32.0,0.0,0.0,0.0,0.5,0.08791208791208792,0.0,0.0,0.0
132,"[[0.18178318440914154, 0.8333333333333333, 0.07417582417582418, 0.0, 0.0, 1.0], [0.20454634726047516, 1.0, 0.07692307692307693, 0.0, 0.0, 1.0], [0.22829316556453705, 0.0, 0.07967032967032968, 0.0, 0.0, 0.0], [0.2048618346452713, 0.16666666666666666, 0.08241758241758243, 0.0, 0.0, 0.0], [0.19108463823795319, 0.3333333333333333, 0.08516483516483517, 0.0, 0.0, 0.0], [0.18421177566051483, 0.5, 0.08791208791208792, 0.0, 0.0, 0.0], [0.18198908865451813, 0.6666666666666666, 0.09065934065934067, 0.0, 0.0, 0.0]]",0.1829439252614975,5.671261683106422,4.0,33.0,0.0,0.0,0.0,0.6666666666666666,0.09065934065934067,0.0,0.0,0.0
133,"[[0.20454634726047516, 1.0, 0.07692307692307693, 0.0, 0.0, 1.0], [0.22829316556453705, 0.0, 0.07967032967032968, 0.0, 0.0, 0.0], [0.2048618346452713, 0.16666666666666666, 0.08241758241758243, 0.0, 0.0, 0.0], [0.19108463823795319, 0.3333333333333333, 0.08516483516483517, 0.0, 0.0, 0.0], [0.18421177566051483, 0.5, 0.08791208791208792, 0.0, 0.0, 0.0], [0.18198908865451813, 0.6666666666666666, 0.09065934065934067, 0.0, 0.0, 0.0], [0.1829439252614975, 0.8333333333333333, 0.09340659340659341, 0.0, 0.0, 1.0]]",0.20564775168895721,6.375080302357674,5.0,34.0,0.0,0.0,1.0,0.8333333333333333,0.09340659340659341,0.0,0.0,1.0
134,"[[0.22829316556453705, 0.0, 0.07967032967032968, 0.0, 0.0, 0.0], [0.2048618346452713, 0.16666666666666666, 0.08241758241758243, 0.0, 0.0, 0.0], [0.19108463823795319, 0.3333333333333333, 0.08516483516483517, 0.0, 0.0, 0.0], [0.18421177566051483, 0.5, 0.08791208791208792, 0.0, 0.0, 0.0], [0.18198908865451813, 0.6666666666666666, 0.09065934065934067, 0.0, 0.0, 0.0], [0.1829439252614975, 0.8333333333333333, 0.09340659340659341, 0.0, 0.0, 1.0], [0.20564775168895721, 1.0, 0.09615384615384616, 0.0, 0.0, 1.0]]",0.22937195003032684,7.110530450940132,6.0,35.0,0.0,0.0,1.0,1.0,0.09615384615384616,0.0,0.0,1.0
135,"[[0.2048618346452713, 0.16666666666666666, 0.08241758241758243, 0.0, 0.0, 0.0], [0.19108463823795319, 0.3333333333333333, 0.08516483516483517, 0.0, 0.0, 0.0], [0.18421177566051483, 0.5, 0.08791208791208792, 0.0, 0.0, 0.0], [0.18198908865451813, 0.6666666666666666, 0.09065934065934067, 0.0, 0.0, 0.0], [0.1829439252614975, 0.8333333333333333, 0.09340659340659341, 0.0, 0.0, 1.0], [0.20564775168895721, 1.0, 0.09615384615384616, 0.0, 0.0, 1.0], [0.22937195003032684, 0.0, 0.09890109890109891, 0.0, 0.0, 0.0]]",0.20601443946361542,6.386447623372078,0.0,36.0,0.0,0.0,0.0,0.0,0.09890109890109891,0.0,0.0,0.0
136,"[[0.19108463823795319, 0.3333333333333333, 0.08516483516483517, 0.0, 0.0, 0.0], [0.18421177566051483, 0.5, 0.08791208791208792, 0.0, 0.0, 0.0], [0.18198908865451813, 0.6666666666666666, 0.09065934065934067, 0.0, 0.0, 0.0], [0.1829439252614975, 0.8333333333333333, 0.09340659340659341, 0.0, 0.0, 1.0], [0.20564775168895721, 1.0, 0.09615384615384616, 0.0, 0.0, 1.0], [0.22937195003032684, 0.0, 0.09890109890109891, 0.0, 0.0, 0.0], [0.20601443946361542, 0.16666666666666666, 0.10164835164835166, 0.0, 0.0, 0.0]]",0.19223318994045258,5.95922888815403,1.0,37.0,0.0,0.0,0.0,0.16666666666666666,0.10164835164835166,0.0,0.0,0.0
137,"[[0.18421177566051483, 0.5, 0.08791208791208792, 0.0, 0.0, 0.0], [0.18198908865451813, 0.6666666666666666, 0.09065934065934067, 0.0, 0.0, 0.0], [0.1829439252614975, 0.8333333333333333, 0.09340659340659341, 0.0, 0.0, 1.0], [0.20564775168895721, 1.0, 0.09615384615384616, 0.0, 0.0, 1.0], [0.22937195003032684, 0.0, 0.09890109890109891, 0.0, 0.0, 0.0], [0.20601443946361542, 0.16666666666666666, 0.10164835164835166, 0.0, 0.0, 0.0], [0.19223318994045258, 0.3333333333333333, 0.1043956043956044, 0.0, 0.0, 0.0]]",0.1853645294904709,5.7463004142045975,2.0,38.0,0.0,0.0,0.0,0.3333333333333333,0.1043956043956044,0.0,0.0,0.0
138,"[[0.18198908865451813, 0.6666666666666666, 0.09065934065934067, 0.0, 0.0, 0.0], [0.1829439252614975, 0.8333333333333333, 0.09340659340659341, 0.0, 0.0, 1.0], [0.20564775168895721, 1.0, 0.09615384615384616, 0.0, 0.0, 1.0], [0.22937195003032684, 0.0, 0.09890109890109891, 0.0, 0.0, 0.0], [0.20601443946361542, 0.16666666666666666, 0.10164835164835166, 0.0, 0.0, 0.0], [0.19223318994045258, 0.3333333333333333, 0.1043956043956044, 0.0, 0.0, 0.0], [0.1853645294904709, 0.5, 0.10714285714285715, 0.0, 0.0, 0.0]]",0.18314658105373383,5.677544012665749,3.0,39.0,0.0,0.0,0.0,0.5,0.10714285714285715,0.0,0.0,0.0
139,"[[0.1829439252614975, 0.8333333333333333, 0.09340659340659341, 0.0, 0.0, 1.0], [0.20564775168895721, 1.0, 0.09615384615384616, 0.0, 0.0, 1.0], [0.22937195003032684, 0.0, 0.09890109890109891, 0.0, 0.0, 0.0], [0.20601443946361542, 0.16666666666666666, 0.10164835164835166, 0.0, 0.0, 0.0], [0.19223318994045258, 0.3333333333333333, 0.1043956043956044, 0.0, 0.0, 0.0], [0.1853645294904709, 0.5, 0.10714285714285715, 0.0, 0.0, 0.0], [0.18314658105373383, 0.6666666666666666, 0.1098901098901099, 0.0, 0.0, 0.0]]",0.1841038316488266,5.707218781113625,4.0,40.0,0.0,0.0,0.0,0.6666666666666666,0.1098901098901099,0.0,0.0,0.0
140,"[[0.20564775168895721, 1.0, 0.09615384615384616, 0.0, 0.0, 1.0], [0.22937195003032684, 0.0, 0.09890109890109891, 0.0, 0.0, 0.0], [0.20601443946361542, 0.16666666666666666, 0.10164835164835166, 0.0, 0.0, 0.0], [0.19223318994045258, 0.3333333333333333, 0.1043956043956044, 0.0, 0.0, 0.0], [0.1853645294904709, 0.5, 0.10714285714285715, 0.0, 0.0, 0.0], [0.18314658105373383, 0.6666666666666666, 0.1098901098901099, 0.0, 0.0, 0.0], [0.1841038316488266, 0.8333333333333333, 0.11263736263736264, 0.0, 0.0, 1.0]]",0.20674793422222137,6.409185960888863,5.0,41.0,0.0,0.0,1.0,0.8333333333333333,0.11263736263736264,0.0,0.0,1.0
