Step,X,Predicted_Y_Scaled,Predicted_Y_Unscaled,day_of_week_Unscaled,doy_Unscaled,is_thanksgiving_Unscaled,is_christmas_Unscaled,is_weekend_Unscaled,day_of_week_Scaled,doy_Scaled,is_thanksgiving_Scaled,is_christmas_Scaled,is_weekend_Scaled
30,"[[0.24593095481395721, 0.16666666666666666, 0.7967032967032968, 0.0, 0.0, 0.0], [0.23221524059772491, 0.3333333333333333, 0.7994505494505495, 0.0, 0.0, 0.0], [0.22564752399921417, 0.5, 0.8021978021978022, 0.0, 0.0, 0.0], [0.2236914485692978, 0.6666666666666666, 0.804945054945055, 0.0, 0.0, 0.0], [0.2247660905122757, 0.8333333333333333, 0.8076923076923077, 0.0, 0.0, 1.0], [0.24497844278812408, 1.0, 0.8104395604395606, 0.0, 0.0, 1.0], [0.2673417925834656, 0.0, 0.8131868131868133, 0.0, 0.0, 0.0]]",0.2469675987958908,7.655995562672615,0.0,296.0,0.0,0.0,0.0,0.0,0.8131868131868133,0.0,0.0,0.0
31,"[[0.23221524059772491, 0.3333333333333333, 0.7994505494505495, 0.0, 0.0, 0.0], [0.22564752399921417, 0.5, 0.8021978021978022, 0.0, 0.0, 0.0], [0.2236914485692978, 0.6666666666666666, 0.804945054945055, 0.0, 0.0, 0.0], [0.2247660905122757, 0.8333333333333333, 0.8076923076923077, 0.0, 0.0, 1.0], [0.24497844278812408, 1.0, 0.8104395604395606, 0.0, 0.0, 1.0], [0.2673417925834656, 0.0, 0.8131868131868133, 0.0, 0.0, 0.0], [0.2469675987958908, 0.16666666666666666, 0.815934065934066, 0.0, 0.0, 0.0]]",0.23325984179973602,7.231055095791817,1.0,297.0,0.0,0.0,0.0,0.16666666666666666,0.815934065934066,0.0,0.0,0.0
32,"[[0.22564752399921417, 0.5, 0.8021978021978022, 0.0, 0.0, 0.0], [0.2236914485692978, 0.6666666666666666, 0.804945054945055, 0.0, 0.0, 0.0], [0.2247660905122757, 0.8333333333333333, 0.8076923076923077, 0.0, 0.0, 1.0], [0.24497844278812408, 1.0, 0.8104395604395606, 0.0, 0.0, 1.0], [0.2673417925834656, 0.0, 0.8131868131868133, 0.0, 0.0, 0.0], [0.2469675987958908, 0.16666666666666666, 0.815934065934066, 0.0, 0.0, 0.0], [0.23325984179973602, 0.3333333333333333, 0.8186813186813188, 0.0, 0.0, 0.0]]",0.22670434415340424,7.027834668755531,2.0,298.0,0.0,0.0,0.0,0.3333333333333333,0.8186813186813188,0.0,0.0,0.0
33,"[[0.2236914485692978, 0.6666666666666666, 0.804945054945055, 0.0, 0.0, 0.0], [0.2247660905122757, 0.8333333333333333, 0.8076923076923077, 0.0, 0.0, 1.0], [0.24497844278812408, 1.0, 0.8104395604395606, 0.0, 0.0, 1.0], [0.2673417925834656, 0.0, 0.8131868131868133, 0.0, 0.0, 0.0], [0.2469675987958908, 0.16666666666666666, 0.815934065934066, 0.0, 0.0, 0.0], [0.23325984179973602, 0.3333333333333333, 0.8186813186813188, 0.0, 0.0, 0.0], [0.22670434415340424, 0.5, 0.8214285714285715, 0.0, 0.0, 0.0]]",0.22475777566432953,6.967491045594215,3.0,299.0,0.0,0.0,0.0,0.5,0.8214285714285715,0.0,0.0,0.0
34,"[[0.2247660905122757, 0.8333333333333333, 0.8076923076923077, 0.0, 0.0, 1.0], [0.24497844278812408, 1.0, 0.8104395604395606, 0.0, 0.0, 1.0], [0.2673417925834656, 0.0, 0.8131868131868133, 0.0, 0.0, 0.0], [0.2469675987958908, 0.16666666666666666, 0.815934065934066, 0.0, 0.0, 0.0], [0.23325984179973602, 0.3333333333333333, 0.8186813186813188, 0.0, 0.0, 0.0], [0.22670434415340424, 0.5, 0.8214285714285715, 0.0, 0.0, 0.0], [0.22475777566432953, 0.6666666666666666, 0.8241758241758242, 0.0, 0.0, 0.0]]",0.22583632171154022,7.000925973057747,4.0,300.0,0.0,0.0,0.0,0.6666666666666666,0.8241758241758242,0.0,0.0,0.0
35,"[[0.24497844278812408, 1.0, 0.8104395604395606, 0.0, 0.0, 1.0], [0.2673417925834656, 0.0, 0.8131868131868133, 0.0, 0.0, 0.0], [0.2469675987958908, 0.16666666666666666, 0.815934065934066, 0.0, 0.0, 0.0], [0.23325984179973602, 0.3333333333333333, 0.8186813186813188, 0.0, 0.0, 0.0], [0.22670434415340424, 0.5, 0.8214285714285715, 0.0, 0.0, 0.0], [0.22475777566432953, 0.6666666666666666, 0.8241758241758242, 0.0, 0.0, 0.0], [0.22583632171154022, 0.8333333333333333, 0.826923076923077, 0.0, 0.0, 1.0]]",0.2459741085767746,7.6251973658800125,5.0,301.0,0.0,0.0,1.0,0.8333333333333333,0.826923076923077,0.0,0.0,1.0
36,"[[0.2673417925834656, 0.0, 0.8131868131868133, 0.0, 0.0, 0.0], [0.2469675987958908, 0.16666666666666666, 0.815934065934066, 0.0, 0.0, 0.0], [0.23325984179973602, 0.3333333333333333, 0.8186813186813188, 0.0, 0.0, 0.0], [0.22670434415340424, 0.5, 0.8214285714285715, 0.0, 0.0, 0.0], [0.22475777566432953, 0.6666666666666666, 0.8241758241758242, 0.0, 0.0, 0.0], [0.22583632171154022, 0.8333333333333333, 0.826923076923077, 0.0, 0.0, 1.0], [0.2459741085767746, 1.0, 0.8296703296703297, 0.0, 0.0, 1.0]]",0.26828718185424805,8.31690263748169,6.0,302.0,0.0,0.0,1.0,1.0,0.8296703296703297,0.0,0.0,1.0
37,"[[0.2469675987958908, 0.16666666666666666, 0.815934065934066, 0.0, 0.0, 0.0], [0.23325984179973602, 0.3333333333333333, 0.8186813186813188, 0.0, 0.0, 0.0], [0.22670434415340424, 0.5, 0.8214285714285715, 0.0, 0.0, 0.0], [0.22475777566432953, 0.6666666666666666, 0.8241758241758242, 0.0, 0.0, 0.0], [0.22583632171154022, 0.8333333333333333, 0.826923076923077, 0.0, 0.0, 1.0], [0.2459741085767746, 1.0, 0.8296703296703297, 0.0, 0.0, 1.0], [0.26828718185424805, 0.0, 0.8324175824175825, 0.0, 0.0, 0.0]]",0.24799959361553192,7.68798740208149,0.0,303.0,0.0,0.0,0.0,0.0,0.8324175824175825,0.0,0.0,0.0
38,"[[0.23325984179973602, 0.3333333333333333, 0.8186813186813188, 0.0, 0.0, 0.0], [0.22670434415340424, 0.5, 0.8214285714285715, 0.0, 0.0, 0.0], [0.22475777566432953, 0.6666666666666666, 0.8241758241758242, 0.0, 0.0, 0.0], [0.22583632171154022, 0.8333333333333333, 0.826923076923077, 0.0, 0.0, 1.0], [0.2459741085767746, 1.0, 0.8296703296703297, 0.0, 0.0, 1.0], [0.26828718185424805, 0.0, 0.8324175824175825, 0.0, 0.0, 0.0], [0.24799959361553192, 0.16666666666666666, 0.8351648351648352, 0.0, 0.0, 0.0]]",0.23430012166500092,7.263303771615028,1.0,304.0,0.0,0.0,0.0,0.16666666666666666,0.8351648351648352,0.0,0.0,0.0
39,"[[0.22670434415340424, 0.5, 0.8214285714285715, 0.0, 0.0, 0.0], [0.22475777566432953, 0.6666666666666666, 0.8241758241758242, 0.0, 0.0, 0.0], [0.22583632171154022, 0.8333333333333333, 0.826923076923077, 0.0, 0.0, 1.0], [0.2459741085767746, 1.0, 0.8296703296703297, 0.0, 0.0, 1.0], [0.26828718185424805, 0.0, 0.8324175824175825, 0.0, 0.0, 0.0], [0.24799959361553192, 0.16666666666666666, 0.8351648351648352, 0.0, 0.0, 0.0], [0.23430012166500092, 0.3333333333333333, 0.8379120879120879, 0.0, 0.0, 0.0]]",0.22775699198246002,7.060466751456261,2.0,305.0,0.0,0.0,0.0,0.3333333333333333,0.8379120879120879,0.0,0.0,0.0
40,"[[0.22475777566432953, 0.6666666666666666, 0.8241758241758242, 0.0, 0.0, 0.0], [0.22583632171154022, 0.8333333333333333, 0.826923076923077, 0.0, 0.0, 1.0], [0.2459741085767746, 1.0, 0.8296703296703297, 0.0, 0.0, 1.0], [0.26828718185424805, 0.0, 0.8324175824175825, 0.0, 0.0, 0.0], [0.24799959361553192, 0.16666666666666666, 0.8351648351648352, 0.0, 0.0, 0.0], [0.23430012166500092, 0.3333333333333333, 0.8379120879120879, 0.0, 0.0, 0.0], [0.22775699198246002, 0.5, 0.8406593406593407, 0.0, 0.0, 0.0]]",0.22582001984119415,7.000420615077019,3.0,306.0,0.0,0.0,0.0,0.5,0.8406593406593407,0.0,0.0,0.0
41,"[[0.22583632171154022, 0.8333333333333333, 0.826923076923077, 0.0, 0.0, 1.0], [0.2459741085767746, 1.0, 0.8296703296703297, 0.0, 0.0, 1.0], [0.26828718185424805, 0.0, 0.8324175824175825, 0.0, 0.0, 0.0], [0.24799959361553192, 0.16666666666666666, 0.8351648351648352, 0.0, 0.0, 0.0], [0.23430012166500092, 0.3333333333333333, 0.8379120879120879, 0.0, 0.0, 0.0], [0.22775699198246002, 0.5, 0.8406593406593407, 0.0, 0.0, 0.0], [0.22582001984119415, 0.6666666666666666, 0.8434065934065935, 0.0, 0.0, 0.0]]",0.2269025295972824,7.033978417515755,4.0,307.0,0.0,0.0,0.0,0.6666666666666666,0.8434065934065935,0.0,0.0,0.0
42,"[[0.2459741085767746, 1.0, 0.8296703296703297, 0.0, 0.0, 1.0], [0.26828718185424805, 0.0, 0.8324175824175825, 0.0, 0.0, 0.0], [0.24799959361553192, 0.16666666666666666, 0.8351648351648352, 0.0, 0.0, 0.0], [0.23430012166500092, 0.3333333333333333, 0.8379120879120879, 0.0, 0.0, 0.0], [0.22775699198246002, 0.5, 0.8406593406593407, 0.0, 0.0, 0.0], [0.22582001984119415, 0.6666666666666666, 0.8434065934065935, 0.0, 0.0, 0.0], [0.2269025295972824, 0.8333333333333333, 0.8461538461538463, 0.0, 0.0, 1.0]]",0.24696539342403412,7.655927196145058,5.0,308.0,0.0,0.0,1.0,0.8333333333333333,0.8461538461538463,0.0,0.0,1.0
43,"[[0.26828718185424805, 0.0, 0.8324175824175825, 0.0, 0.0, 0.0], [0.24799959361553192, 0.16666666666666666, 0.8351648351648352, 0.0, 0.0, 0.0], [0.23430012166500092, 0.3333333333333333, 0.8379120879120879, 0.0, 0.0, 0.0], [0.22775699198246002, 0.5, 0.8406593406593407, 0.0, 0.0, 0.0], [0.22582001984119415, 0.6666666666666666, 0.8434065934065935, 0.0, 0.0, 0.0], [0.2269025295972824, 0.8333333333333333, 0.8461538461538463, 0.0, 0.0, 1.0], [0.24696539342403412, 1.0, 0.848901098901099, 0.0, 0.0, 1.0]]",0.26922744512557983,8.346050798892975,6.0,309.0,0.0,0.0,1.0,1.0,0.848901098901099,0.0,0.0,1.0
44,"[[0.24799959361553192, 0.16666666666666666, 0.8351648351648352, 0.0, 0.0, 0.0], [0.23430012166500092, 0.3333333333333333, 0.8379120879120879, 0.0, 0.0, 0.0], [0.22775699198246002, 0.5, 0.8406593406593407, 0.0, 0.0, 0.0], [0.22582001984119415, 0.6666666666666666, 0.8434065934065935, 0.0, 0.0, 0.0], [0.2269025295972824, 0.8333333333333333, 0.8461538461538463, 0.0, 0.0, 1.0], [0.24696539342403412, 1.0, 0.848901098901099, 0.0, 0.0, 1.0], [0.26922744512557983, 0.0, 0.8516483516483517, 0.0, 0.0, 0.0]]",0.24902679026126862,7.719830498099327,0.0,310.0,0.0,0.0,0.0,0.0,0.8516483516483517,0.0,0.0,0.0
45,"[[0.23430012166500092, 0.3333333333333333, 0.8379120879120879, 0.0, 0.0, 0.0], [0.22775699198246002, 0.5, 0.8406593406593407, 0.0, 0.0, 0.0], [0.22582001984119415, 0.6666666666666666, 0.8434065934065935, 0.0, 0.0, 0.0], [0.2269025295972824, 0.8333333333333333, 0.8461538461538463, 0.0, 0.0, 1.0], [0.24696539342403412, 1.0, 0.848901098901099, 0.0, 0.0, 1.0], [0.26922744512557983, 0.0, 0.8516483516483517, 0.0, 0.0, 0.0], [0.24902679026126862, 0.16666666666666666, 0.8543956043956045, 0.0, 0.0, 0.0]]",0.23533596098423004,7.295414790511131,1.0,311.0,0.0,0.0,0.0,0.16666666666666666,0.8543956043956045,0.0,0.0,0.0
46,"[[0.22775699198246002, 0.5, 0.8406593406593407, 0.0, 0.0, 0.0], [0.22582001984119415, 0.6666666666666666, 0.8434065934065935, 0.0, 0.0, 0.0], [0.2269025295972824, 0.8333333333333333, 0.8461538461538463, 0.0, 0.0, 1.0], [0.24696539342403412, 1.0, 0.848901098901099, 0.0, 0.0, 1.0], [0.26922744512557983, 0.0, 0.8516483516483517, 0.0, 0.0, 0.0], [0.24902679026126862, 0.16666666666666666, 0.8543956043956045, 0.0, 0.0, 0.0], [0.23533596098423004, 0.3333333333333333, 0.8571428571428572, 0.0, 0.0, 0.0]]",0.22880537807941437,7.092966720461845,2.0,312.0,0.0,0.0,0.0,0.3333333333333333,0.8571428571428572,0.0,0.0,0.0
47,"[[0.22582001984119415, 0.6666666666666666, 0.8434065934065935, 0.0, 0.0, 0.0], [0.2269025295972824, 0.8333333333333333, 0.8461538461538463, 0.0, 0.0, 1.0], [0.24696539342403412, 1.0, 0.848901098901099, 0.0, 0.0, 1.0], [0.26922744512557983, 0.0, 0.8516483516483517, 0.0, 0.0, 0.0], [0.24902679026126862, 0.16666666666666666, 0.8543956043956045, 0.0, 0.0, 0.0], [0.23533596098423004, 0.3333333333333333, 0.8571428571428572, 0.0, 0.0, 0.0], [0.22880537807941437, 0.5, 0.8598901098901099, 0.0, 0.0, 0.0]]",0.2268780618906021,7.0332199186086655,3.0,313.0,0.0,0.0,0.0,0.5,0.8598901098901099,0.0,0.0,0.0
48,"[[0.2269025295972824, 0.8333333333333333, 0.8461538461538463, 0.0, 0.0, 1.0], [0.24696539342403412, 1.0, 0.848901098901099, 0.0, 0.0, 1.0], [0.26922744512557983, 0.0, 0.8516483516483517, 0.0, 0.0, 0.0], [0.24902679026126862, 0.16666666666666666, 0.8543956043956045, 0.0, 0.0, 0.0], [0.23533596098423004, 0.3333333333333333, 0.8571428571428572, 0.0, 0.0, 0.0], [0.22880537807941437, 0.5, 0.8598901098901099, 0.0, 0.0, 0.0], [0.2268780618906021, 0.6666666666666666, 0.8626373626373627, 0.0, 0.0, 0.0]]",0.22796453535556793,7.066900596022606,4.0,314.0,0.0,0.0,0.0,0.6666666666666666,0.8626373626373627,0.0,0.0,0.0
49,"[[0.24696539342403412, 1.0, 0.848901098901099, 0.0, 0.0, 1.0], [0.26922744512557983, 0.0, 0.8516483516483517, 0.0, 0.0, 0.0], [0.24902679026126862, 0.16666666666666666, 0.8543956043956045, 0.0, 0.0, 0.0], [0.23533596098423004, 0.3333333333333333, 0.8571428571428572, 0.0, 0.0, 0.0], [0.22880537807941437, 0.5, 0.8598901098901099, 0.0, 0.0, 0.0], [0.2268780618906021, 0.6666666666666666, 0.8626373626373627, 0.0, 0.0, 0.0], [0.22796453535556793, 0.8333333333333333, 0.8653846153846154, 0.0, 0.0, 1.0]]",0.2479521781206131,7.686517521739006,5.0,315.0,0.0,0.0,1.0,0.8333333333333333,0.8653846153846154,0.0,0.0,1.0
50,"[[0.26922744512557983, 0.0, 0.8516483516483517, 0.0, 0.0, 0.0], [0.24902679026126862, 0.16666666666666666, 0.8543956043956045, 0.0, 0.0, 0.0], [0.23533596098423004, 0.3333333333333333, 0.8571428571428572, 0.0, 0.0, 0.0], [0.22880537807941437, 0.5, 0.8598901098901099, 0.0, 0.0, 0.0], [0.2268780618906021, 0.6666666666666666, 0.8626373626373627, 0.0, 0.0, 0.0], [0.22796453535556793, 0.8333333333333333, 0.8653846153846154, 0.0, 0.0, 1.0], [0.2479521781206131, 1.0, 0.8681318681318682, 0.0, 0.0, 1.0]]",0.2701627016067505,8.375043749809265,6.0,316.0,0.0,0.0,1.0,1.0,0.8681318681318682,0.0,0.0,1.0
51,"[[0.24902679026126862, 0.16666666666666666, 0.8543956043956045, 0.0, 0.0, 0.0], [0.23533596098423004, 0.3333333333333333, 0.8571428571428572, 0.0, 0.0, 0.0], [0.22880537807941437, 0.5, 0.8598901098901099, 0.0, 0.0, 0.0], [0.2268780618906021, 0.6666666666666666, 0.8626373626373627, 0.0, 0.0, 0.0], [0.22796453535556793, 0.8333333333333333, 0.8653846153846154, 0.0, 0.0, 1.0], [0.2479521781206131, 1.0, 0.8681318681318682, 0.0, 0.0, 1.0], [0.2701627016067505, 0.0, 0.8708791208791209, 0.0, 0.0, 0.0]]",0.25004905462265015,7.7515206933021545,0.0,317.0,0.0,0.0,0.0,0.0,0.8708791208791209,0.0,0.0,0.0
52,"[[0.23533596098423004, 0.3333333333333333, 0.8571428571428572, 0.0, 0.0, 0.0], [0.22880537807941437, 0.5, 0.8598901098901099, 0.0, 0.0, 0.0], [0.2268780618906021, 0.6666666666666666, 0.8626373626373627, 0.0, 0.0, 0.0], [0.22796453535556793, 0.8333333333333333, 0.8653846153846154, 0.0, 0.0, 1.0], [0.2479521781206131, 1.0, 0.8681318681318682, 0.0, 0.0, 1.0], [0.2701627016067505, 0.0, 0.8708791208791209, 0.0, 0.0, 0.0], [0.25004905462265015, 0.16666666666666666, 0.8736263736263737, 0.0, 0.0, 0.0]]",0.23636727035045624,7.327385380864143,1.0,318.0,0.0,0.0,0.0,0.16666666666666666,0.8736263736263737,0.0,0.0,0.0
53,"[[0.22880537807941437, 0.5, 0.8598901098901099, 0.0, 0.0, 0.0], [0.2268780618906021, 0.6666666666666666, 0.8626373626373627, 0.0, 0.0, 0.0], [0.22796453535556793, 0.8333333333333333, 0.8653846153846154, 0.0, 0.0, 1.0], [0.2479521781206131, 1.0, 0.8681318681318682, 0.0, 0.0, 1.0], [0.2701627016067505, 0.0, 0.8708791208791209, 0.0, 0.0, 0.0], [0.25004905462265015, 0.16666666666666666, 0.8736263736263737, 0.0, 0.0, 0.0], [0.23636727035045624, 0.3333333333333333, 0.8763736263736265, 0.0, 0.0, 0.0]]",0.2298494428396225,7.125332728028297,2.0,319.0,0.0,0.0,0.0,0.3333333333333333,0.8763736263736265,0.0,0.0,0.0
54,"[[0.2268780618906021, 0.6666666666666666, 0.8626373626373627, 0.0, 0.0, 0.0], [0.22796453535556793, 0.8333333333333333, 0.8653846153846154, 0.0, 0.0, 1.0], [0.2479521781206131, 1.0, 0.8681318681318682, 0.0, 0.0, 1.0], [0.2701627016067505, 0.0, 0.8708791208791209, 0.0, 0.0, 0.0], [0.25004905462265015, 0.16666666666666666, 0.8736263736263737, 0.0, 0.0, 0.0], [0.23636727035045624, 0.3333333333333333, 0.8763736263736265, 0.0, 0.0, 0.0], [0.2298494428396225, 0.5, 0.8791208791208792, 0.0, 0.0, 0.0]]",0.2279319018125534,7.065888956189156,3.0,320.0,0.0,0.0,0.0,0.5,0.8791208791208792,0.0,0.0,0.0
55,"[[0.22796453535556793, 0.8333333333333333, 0.8653846153846154, 0.0, 0.0, 1.0], [0.2479521781206131, 1.0, 0.8681318681318682, 0.0, 0.0, 1.0], [0.2701627016067505, 0.0, 0.8708791208791209, 0.0, 0.0, 0.0], [0.25004905462265015, 0.16666666666666666, 0.8736263736263737, 0.0, 0.0, 0.0], [0.23636727035045624, 0.3333333333333333, 0.8763736263736265, 0.0, 0.0, 0.0], [0.2298494428396225, 0.5, 0.8791208791208792, 0.0, 0.0, 0.0], [0.2279319018125534, 0.6666666666666666, 0.881868131868132, 0.0, 0.0, 0.0]]",0.22902239859104156,7.0996943563222885,4.0,321.0,0.0,0.0,0.0,0.6666666666666666,0.881868131868132,0.0,0.0,0.0
56,"[[0.2479521781206131, 1.0, 0.8681318681318682, 0.0, 0.0, 1.0], [0.2701627016067505, 0.0, 0.8708791208791209, 0.0, 0.0, 0.0], [0.25004905462265015, 0.16666666666666666, 0.8736263736263737, 0.0, 0.0, 0.0], [0.23636727035045624, 0.3333333333333333, 0.8763736263736265, 0.0, 0.0, 0.0], [0.2298494428396225, 0.5, 0.8791208791208792, 0.0, 0.0, 0.0], [0.2279319018125534, 0.6666666666666666, 0.881868131868132, 0.0, 0.0, 0.0], [0.22902239859104156, 0.8333333333333333, 0.8846153846153847, 0.0, 0.0, 1.0]]",0.24893446266651154,7.716968342661858,5.0,322.0,0.0,0.0,1.0,0.8333333333333333,0.8846153846153847,0.0,0.0,1.0
57,"[[0.2701627016067505, 0.0, 0.8708791208791209, 0.0, 0.0, 0.0], [0.25004905462265015, 0.16666666666666666, 0.8736263736263737, 0.0, 0.0, 0.0], [0.23636727035045624, 0.3333333333333333, 0.8763736263736265, 0.0, 0.0, 0.0], [0.2298494428396225, 0.5, 0.8791208791208792, 0.0, 0.0, 0.0], [0.2279319018125534, 0.6666666666666666, 0.881868131868132, 0.0, 0.0, 0.0], [0.22902239859104156, 0.8333333333333333, 0.8846153846153847, 0.0, 0.0, 1.0], [0.24893446266651154, 1.0, 0.8873626373626374, 0.0, 0.0, 1.0]]",0.27109259366989136,8.403870403766632,6.0,323.0,0.0,0.0,1.0,1.0,0.8873626373626374,0.0,0.0,1.0
58,"[[0.25004905462265015, 0.16666666666666666, 0.8736263736263737, 0.0, 0.0, 0.0], [0.23636727035045624, 0.3333333333333333, 0.8763736263736265, 0.0, 0.0, 0.0], [0.2298494428396225, 0.5, 0.8791208791208792, 0.0, 0.0, 0.0], [0.2279319018125534, 0.6666666666666666, 0.881868131868132, 0.0, 0.0, 0.0], [0.22902239859104156, 0.8333333333333333, 0.8846153846153847, 0.0, 0.0, 1.0], [0.24893446266651154, 1.0, 0.8873626373626374, 0.0, 0.0, 1.0], [0.27109259366989136, 0.0, 0.8901098901098902, 0.0, 0.0, 0.0]]",0.25106632709503174,7.783056139945984,0.0,324.0,0.0,0.0,0.0,0.0,0.8901098901098902,0.0,0.0,0.0
59,"[[0.23636727035045624, 0.3333333333333333, 0.8763736263736265, 0.0, 0.0, 0.0], [0.2298494428396225, 0.5, 0.8791208791208792, 0.0, 0.0, 0.0], [0.2279319018125534, 0.6666666666666666, 0.881868131868132, 0.0, 0.0, 0.0], [0.22902239859104156, 0.8333333333333333, 0.8846153846153847, 0.0, 0.0, 1.0], [0.24893446266651154, 1.0, 0.8873626373626374, 0.0, 0.0, 1.0], [0.27109259366989136, 0.0, 0.8901098901098902, 0.0, 0.0, 0.0], [0.25106632709503174, 0.16666666666666666, 0.8928571428571429, 0.0, 0.0, 0.0]]",0.23739393055438995,7.359211847186089,1.0,325.0,0.0,0.0,0.0,0.16666666666666666,0.8928571428571429,0.0,0.0,0.0
60,"[[0.2298494428396225, 0.5, 0.8791208791208792, 0.0, 0.0, 0.0], [0.2279319018125534, 0.6666666666666666, 0.881868131868132, 0.0, 0.0, 0.0], [0.22902239859104156, 0.8333333333333333, 0.8846153846153847, 0.0, 0.0, 1.0], [0.24893446266651154, 1.0, 0.8873626373626374, 0.0, 0.0, 1.0], [0.27109259366989136, 0.0, 0.8901098901098902, 0.0, 0.0, 0.0], [0.25106632709503174, 0.16666666666666666, 0.8928571428571429, 0.0, 0.0, 0.0], [0.23739393055438995, 0.3333333333333333, 0.8956043956043956, 0.0, 0.0, 0.0]]",0.23088903725147247,7.157560154795647,2.0,326.0,0.0,0.0,0.0,0.3333333333333333,0.8956043956043956,0.0,0.0,0.0
61,"[[0.2279319018125534, 0.6666666666666666, 0.881868131868132, 0.0, 0.0, 0.0], [0.22902239859104156, 0.8333333333333333, 0.8846153846153847, 0.0, 0.0, 1.0], [0.24893446266651154, 1.0, 0.8873626373626374, 0.0, 0.0, 1.0], [0.27109259366989136, 0.0, 0.8901098901098902, 0.0, 0.0, 0.0], [0.25106632709503174, 0.16666666666666666, 0.8928571428571429, 0.0, 0.0, 0.0], [0.23739393055438995, 0.3333333333333333, 0.8956043956043956, 0.0, 0.0, 0.0], [0.23088903725147247, 0.5, 0.8983516483516484, 1.0, 0.0, 0.0]]",0.24400661885738373,7.564205184578896,3.0,327.0,1.0,0.0,0.0,0.5,0.8983516483516484,1.0,0.0,0.0
62,"[[0.22902239859104156, 0.8333333333333333, 0.8846153846153847, 0.0, 0.0, 1.0], [0.24893446266651154, 1.0, 0.8873626373626374, 0.0, 0.0, 1.0], [0.27109259366989136, 0.0, 0.8901098901098902, 0.0, 0.0, 0.0], [0.25106632709503174, 0.16666666666666666, 0.8928571428571429, 0.0, 0.0, 0.0], [0.23739393055438995, 0.3333333333333333, 0.8956043956043956, 0.0, 0.0, 0.0], [0.23088903725147247, 0.5, 0.8983516483516484, 1.0, 0.0, 0.0], [0.24400661885738373, 0.6666666666666666, 0.9010989010989011, 0.0, 0.0, 0.0]]",0.24567992985248566,7.616077825427055,4.0,328.0,0.0,0.0,0.0,0.6666666666666666,0.9010989010989011,0.0,0.0,0.0
63,"[[0.24893446266651154, 1.0, 0.8873626373626374, 0.0, 0.0, 1.0], [0.27109259366989136, 0.0, 0.8901098901098902, 0.0, 0.0, 0.0], [0.25106632709503174, 0.16666666666666666, 0.8928571428571429, 0.0, 0.0, 0.0], [0.23739393055438995, 0.3333333333333333, 0.8956043956043956, 0.0, 0.0, 0.0], [0.23088903725147247, 0.5, 0.8983516483516484, 1.0, 0.0, 0.0], [0.24400661885738373, 0.6666666666666666, 0.9010989010989011, 0.0, 0.0, 0.0], [0.24567992985248566, 0.8333333333333333, 0.903846153846154, 0.0, 0.0, 1.0]]",0.2631925344467163,8.158968567848206,5.0,329.0,0.0,0.0,1.0,0.8333333333333333,0.903846153846154,0.0,0.0,1.0
64,"[[0.27109259366989136, 0.0, 0.8901098901098902, 0.0, 0.0, 0.0], [0.25106632709503174, 0.16666666666666666, 0.8928571428571429, 0.0, 0.0, 0.0], [0.23739393055438995, 0.3333333333333333, 0.8956043956043956, 0.0, 0.0, 0.0], [0.23088903725147247, 0.5, 0.8983516483516484, 1.0, 0.0, 0.0], [0.24400661885738373, 0.6666666666666666, 0.9010989010989011, 0.0, 0.0, 0.0], [0.24567992985248566, 0.8333333333333333, 0.903846153846154, 0.0, 0.0, 1.0], [0.2631925344467163, 1.0, 0.9065934065934067, 0.0, 0.0, 1.0]]",0.2823559045791626,8.75303304195404,6.0,330.0,0.0,0.0,1.0,1.0,0.9065934065934067,0.0,0.0,1.0
65,"[[0.25106632709503174, 0.16666666666666666, 0.8928571428571429, 0.0, 0.0, 0.0], [0.23739393055438995, 0.3333333333333333, 0.8956043956043956, 0.0, 0.0, 0.0], [0.23088903725147247, 0.5, 0.8983516483516484, 1.0, 0.0, 0.0], [0.24400661885738373, 0.6666666666666666, 0.9010989010989011, 0.0, 0.0, 0.0], [0.24567992985248566, 0.8333333333333333, 0.903846153846154, 0.0, 0.0, 1.0], [0.2631925344467163, 1.0, 0.9065934065934067, 0.0, 0.0, 1.0], [0.2823559045791626, 0.0, 0.9093406593406594, 0.0, 0.0, 0.0]]",0.259668231010437,8.049715161323547,0.0,331.0,0.0,0.0,0.0,0.0,0.9093406593406594,0.0,0.0,0.0
66,"[[0.23739393055438995, 0.3333333333333333, 0.8956043956043956, 0.0, 0.0, 0.0], [0.23088903725147247, 0.5, 0.8983516483516484, 1.0, 0.0, 0.0], [0.24400661885738373, 0.6666666666666666, 0.9010989010989011, 0.0, 0.0, 0.0], [0.24567992985248566, 0.8333333333333333, 0.903846153846154, 0.0, 0.0, 1.0], [0.2631925344467163, 1.0, 0.9065934065934067, 0.0, 0.0, 1.0], [0.2823559045791626, 0.0, 0.9093406593406594, 0.0, 0.0, 0.0], [0.259668231010437, 0.16666666666666666, 0.9120879120879122, 0.0, 0.0, 0.0]]",0.2438075691461563,7.558034643530846,1.0,332.0,0.0,0.0,0.0,0.16666666666666666,0.9120879120879122,0.0,0.0,0.0
