Step,X,Predicted_Y
0,"[[0.4861878453038674, 1.0, 0.7142857142857143, 0.0, 0.0, 1.0], [0.5524861878453038, 0.0, 0.717032967032967, 0.0, 0.0, 0.0], [0.4475138121546961, 0.16666666666666666, 0.7197802197802199, 0.0, 0.0, 0.0], [0.2430939226519337, 0.3333333333333333, 0.7225274725274726, 0.0, 0.0, 0.0], [0.35359116022099446, 0.5, 0.7252747252747254, 0.0, 0.0, 0.0], [0.3646408839779005, 0.6666666666666666, 0.7280219780219781, 0.0, 0.0, 0.0], [0.4033149171270718, 0.8333333333333333, 0.7307692307692308, 0.0, 0.0, 1.0]]",0.4509146213531494
1,"[[0.5524861878453038, 0.0, 0.717032967032967, 0.0, 0.0, 0.0], [0.4475138121546961, 0.16666666666666666, 0.7197802197802199, 0.0, 0.0, 0.0], [0.2430939226519337, 0.3333333333333333, 0.7225274725274726, 0.0, 0.0, 0.0], [0.35359116022099446, 0.5, 0.7252747252747254, 0.0, 0.0, 0.0], [0.3646408839779005, 0.6666666666666666, 0.7280219780219781, 0.0, 0.0, 0.0], [0.4033149171270718, 0.8333333333333333, 0.7307692307692308, 0.0, 0.0, 1.0], [0.4509146213531494, 1.0, 0.7335164835164836, 0.0, 0.0, 1.0]]",0.548714280128479
2,"[[0.4475138121546961, 0.16666666666666666, 0.7197802197802199, 0.0, 0.0, 0.0], [0.2430939226519337, 0.3333333333333333, 0.7225274725274726, 0.0, 0.0, 0.0], [0.35359116022099446, 0.5, 0.7252747252747254, 0.0, 0.0, 0.0], [0.3646408839779005, 0.6666666666666666, 0.7280219780219781, 0.0, 0.0, 0.0], [0.4033149171270718, 0.8333333333333333, 0.7307692307692308, 0.0, 0.0, 1.0], [0.4509146213531494, 1.0, 0.7335164835164836, 0.0, 0.0, 1.0], [0.548714280128479, 0.0, 0.7362637362637363, 0.0, 0.0, 0.0]]",0.43109357357025146
3,"[[0.2430939226519337, 0.3333333333333333, 0.7225274725274726, 0.0, 0.0, 0.0], [0.35359116022099446, 0.5, 0.7252747252747254, 0.0, 0.0, 0.0], [0.3646408839779005, 0.6666666666666666, 0.7280219780219781, 0.0, 0.0, 0.0], [0.4033149171270718, 0.8333333333333333, 0.7307692307692308, 0.0, 0.0, 1.0], [0.4509146213531494, 1.0, 0.7335164835164836, 0.0, 0.0, 1.0], [0.548714280128479, 0.0, 0.7362637362637363, 0.0, 0.0, 0.0], [0.43109357357025146, 0.16666666666666666, 0.739010989010989, 0.0, 0.0, 0.0]]",0.37062227725982666
4,"[[0.35359116022099446, 0.5, 0.7252747252747254, 0.0, 0.0, 0.0], [0.3646408839779005, 0.6666666666666666, 0.7280219780219781, 0.0, 0.0, 0.0], [0.4033149171270718, 0.8333333333333333, 0.7307692307692308, 0.0, 0.0, 1.0], [0.4509146213531494, 1.0, 0.7335164835164836, 0.0, 0.0, 1.0], [0.548714280128479, 0.0, 0.7362637362637363, 0.0, 0.0, 0.0], [0.43109357357025146, 0.16666666666666666, 0.739010989010989, 0.0, 0.0, 0.0], [0.37062227725982666, 0.3333333333333333, 0.7417582417582418, 0.0, 0.0, 0.0]]",0.35867583751678467
5,"[[0.3646408839779005, 0.6666666666666666, 0.7280219780219781, 0.0, 0.0, 0.0], [0.4033149171270718, 0.8333333333333333, 0.7307692307692308, 0.0, 0.0, 1.0], [0.4509146213531494, 1.0, 0.7335164835164836, 0.0, 0.0, 1.0], [0.548714280128479, 0.0, 0.7362637362637363, 0.0, 0.0, 0.0], [0.43109357357025146, 0.16666666666666666, 0.739010989010989, 0.0, 0.0, 0.0], [0.37062227725982666, 0.3333333333333333, 0.7417582417582418, 0.0, 0.0, 0.0], [0.35867583751678467, 0.5, 0.7445054945054945, 0.0, 0.0, 0.0]]",0.36246222257614136
6,"[[0.4033149171270718, 0.8333333333333333, 0.7307692307692308, 0.0, 0.0, 1.0], [0.4509146213531494, 1.0, 0.7335164835164836, 0.0, 0.0, 1.0], [0.548714280128479, 0.0, 0.7362637362637363, 0.0, 0.0, 0.0], [0.43109357357025146, 0.16666666666666666, 0.739010989010989, 0.0, 0.0, 0.0], [0.37062227725982666, 0.3333333333333333, 0.7417582417582418, 0.0, 0.0, 0.0], [0.35867583751678467, 0.5, 0.7445054945054945, 0.0, 0.0, 0.0], [0.36246222257614136, 0.6666666666666666, 0.7472527472527473, 0.0, 0.0, 0.0]]",0.375377893447876
7,"[[0.4509146213531494, 1.0, 0.7335164835164836, 0.0, 0.0, 1.0], [0.548714280128479, 0.0, 0.7362637362637363, 0.0, 0.0, 0.0], [0.43109357357025146, 0.16666666666666666, 0.739010989010989, 0.0, 0.0, 0.0], [0.37062227725982666, 0.3333333333333333, 0.7417582417582418, 0.0, 0.0, 0.0], [0.35867583751678467, 0.5, 0.7445054945054945, 0.0, 0.0, 0.0], [0.36246222257614136, 0.6666666666666666, 0.7472527472527473, 0.0, 0.0, 0.0], [0.375377893447876, 0.8333333333333333, 0.7500000000000001, 0.0, 0.0, 1.0]]",0.4563397765159607
8,"[[0.548714280128479, 0.0, 0.7362637362637363, 0.0, 0.0, 0.0], [0.43109357357025146, 0.16666666666666666, 0.739010989010989, 0.0, 0.0, 0.0], [0.37062227725982666, 0.3333333333333333, 0.7417582417582418, 0.0, 0.0, 0.0], [0.35867583751678467, 0.5, 0.7445054945054945, 0.0, 0.0, 0.0], [0.36246222257614136, 0.6666666666666666, 0.7472527472527473, 0.0, 0.0, 0.0], [0.375377893447876, 0.8333333333333333, 0.7500000000000001, 0.0, 0.0, 1.0], [0.4563397765159607, 1.0, 0.7527472527472528, 0.0, 0.0, 1.0]]",0.5545104742050171
9,"[[0.43109357357025146, 0.16666666666666666, 0.739010989010989, 0.0, 0.0, 0.0], [0.37062227725982666, 0.3333333333333333, 0.7417582417582418, 0.0, 0.0, 0.0], [0.35867583751678467, 0.5, 0.7445054945054945, 0.0, 0.0, 0.0], [0.36246222257614136, 0.6666666666666666, 0.7472527472527473, 0.0, 0.0, 0.0], [0.375377893447876, 0.8333333333333333, 0.7500000000000001, 0.0, 0.0, 1.0], [0.4563397765159607, 1.0, 0.7527472527472528, 0.0, 0.0, 1.0], [0.5545104742050171, 0.0, 0.7554945054945056, 0.0, 0.0, 0.0]]",0.4372623562812805
10,"[[0.37062227725982666, 0.3333333333333333, 0.7417582417582418, 0.0, 0.0, 0.0], [0.35867583751678467, 0.5, 0.7445054945054945, 0.0, 0.0, 0.0], [0.36246222257614136, 0.6666666666666666, 0.7472527472527473, 0.0, 0.0, 0.0], [0.375377893447876, 0.8333333333333333, 0.7500000000000001, 0.0, 0.0, 1.0], [0.4563397765159607, 1.0, 0.7527472527472528, 0.0, 0.0, 1.0], [0.5545104742050171, 0.0, 0.7554945054945056, 0.0, 0.0, 0.0], [0.4372623562812805, 0.16666666666666666, 0.7582417582417583, 0.0, 0.0, 0.0]]",0.3758288025856018
11,"[[0.35867583751678467, 0.5, 0.7445054945054945, 0.0, 0.0, 0.0], [0.36246222257614136, 0.6666666666666666, 0.7472527472527473, 0.0, 0.0, 0.0], [0.375377893447876, 0.8333333333333333, 0.7500000000000001, 0.0, 0.0, 1.0], [0.4563397765159607, 1.0, 0.7527472527472528, 0.0, 0.0, 1.0], [0.5545104742050171, 0.0, 0.7554945054945056, 0.0, 0.0, 0.0], [0.4372623562812805, 0.16666666666666666, 0.7582417582417583, 0.0, 0.0, 0.0], [0.3758288025856018, 0.3333333333333333, 0.7609890109890111, 0.0, 0.0, 0.0]]",0.36157429218292236
12,"[[0.36246222257614136, 0.6666666666666666, 0.7472527472527473, 0.0, 0.0, 0.0], [0.375377893447876, 0.8333333333333333, 0.7500000000000001, 0.0, 0.0, 1.0], [0.4563397765159607, 1.0, 0.7527472527472528, 0.0, 0.0, 1.0], [0.5545104742050171, 0.0, 0.7554945054945056, 0.0, 0.0, 0.0], [0.4372623562812805, 0.16666666666666666, 0.7582417582417583, 0.0, 0.0, 0.0], [0.3758288025856018, 0.3333333333333333, 0.7609890109890111, 0.0, 0.0, 0.0], [0.36157429218292236, 0.5, 0.7637362637362638, 0.0, 0.0, 0.0]]",0.36531323194503784
13,"[[0.375377893447876, 0.8333333333333333, 0.7500000000000001, 0.0, 0.0, 1.0], [0.4563397765159607, 1.0, 0.7527472527472528, 0.0, 0.0, 1.0], [0.5545104742050171, 0.0, 0.7554945054945056, 0.0, 0.0, 0.0], [0.4372623562812805, 0.16666666666666666, 0.7582417582417583, 0.0, 0.0, 0.0], [0.3758288025856018, 0.3333333333333333, 0.7609890109890111, 0.0, 0.0, 0.0], [0.36157429218292236, 0.5, 0.7637362637362638, 0.0, 0.0, 0.0], [0.36531323194503784, 0.6666666666666666, 0.7664835164835165, 0.0, 0.0, 0.0]]",0.3783928155899048
14,"[[0.4563397765159607, 1.0, 0.7527472527472528, 0.0, 0.0, 1.0], [0.5545104742050171, 0.0, 0.7554945054945056, 0.0, 0.0, 0.0], [0.4372623562812805, 0.16666666666666666, 0.7582417582417583, 0.0, 0.0, 0.0], [0.3758288025856018, 0.3333333333333333, 0.7609890109890111, 0.0, 0.0, 0.0], [0.36157429218292236, 0.5, 0.7637362637362638, 0.0, 0.0, 0.0], [0.36531323194503784, 0.6666666666666666, 0.7664835164835165, 0.0, 0.0, 0.0], [0.3783928155899048, 0.8333333333333333, 0.7692307692307693, 0.0, 0.0, 1.0]]",0.4595644474029541
