item_id,store_id,seed,metric,window_size,step_size,threshold,percentile,enable_edges,enable_second_degree,ablate_z,rmse,mae,bias,r2_score,pocid,train_time_s,inference_time_s
904144,6269,42,spearman,15,1,0.85,,True,False,False,12.374366814075412,9.692952336828693,0.9095197690078636,8.837801433496844,0.5394736842105263,51.75,0.2360
904144,6269,42,spearman,15,1,0.88,,True,False,False,11.86812142573464,9.208572063570708,0.36491896436105364,8.327433469850261,0.47368421052631576,48.33,0.2170
904144,6269,42,spearman,15,1,0.91,,True,False,False,11.543479431109523,8.626181178622776,0.6700954250260895,8.095808866466978,0.5592105263157895,57.75,0.2050
904144,6269,1000,spearman,15,1,0.75,,True,False,True,11.426479940456327,8.617139090120403,-1.3497596846686468,8.204964663925425,0.5592105263157895,31.94,0.1340
904144,6269,1000,spearman,15,1,0.75,,True,False,False,11.695397655837283,8.697788905474095,-0.010636578977497575,8.02480519903154,0.5460526315789473,206.22,0.2790
904144,6269,1000,spearman,15,1,0.82,,True,False,False,12.965119576913771,10.318521144343357,4.4205320333343705,10.167323082876317,0.47368421052631576,67.90,0.2250
904144,6269,1000,spearman,15,1,0.85,,True,False,False,11.554392584547145,8.673465326720594,-1.6968408690558539,8.369772841217685,0.4934210526315789,56.99,0.2120
904144,6269,1000,spearman,15,1,0.88,,True,False,False,12.345605245551731,9.354393983978072,0.8341511932073855,8.719938917072229,0.5,50.68,0.2090
904144,6269,1000,spearman,15,1,0.91,,True,False,False,12.210786985772566,8.991855661853466,-1.6257597200231615,8.75979733835544,0.506578947368421,65.00,0.2200
904144,6269,26008,spearman,15,1,0.75,,True,False,True,11.186496233478058,8.279117587345098,-2.146527573953267,8.19965940706362,0.5855263157894737,36.37,0.1160
904144,6269,26008,spearman,15,1,0.75,,True,False,False,12.682609045095447,9.395977437885758,-0.48979271159452553,8.812747059917795,0.4868421052631579,216.29,0.2650
904144,6269,26008,spearman,15,1,0.82,,True,False,False,13.032038729162304,9.741736396465425,1.633581725600498,9.359848895097633,0.506578947368421,95.15,0.2290
904144,6269,26008,spearman,15,1,0.85,,True,False,False,12.981979241032052,9.595264671674741,-0.43782002941455717,8.99926079578835,0.5328947368421053,121.63,0.2360
904144,6269,26008,spearman,15,1,0.88,,True,False,False,12.65986757992612,9.987869680317399,1.175252048018711,9.120714222047088,0.47368421052631576,47.22,0.2230
904144,6269,26008,spearman,15,1,0.91,,True,False,False,12.235901835293257,8.844087370080885,0.14615176082436554,8.36551070037294,0.5460526315789473,121.53,0.2100
545598,6269,42,spearman,15,1,0.75,,True,False,True,9.634682724745105,7.712743397631677,3.1247423334059374,7.526712795131956,0.5657894736842105,29.59,0.1270
545598,6269,42,spearman,15,1,0.75,,True,False,False,9.577165104612313,7.7025197347005205,2.9357581793093215,7.448152030808616,0.4342105263157895,76.52,0.2530
545598,6269,42,spearman,15,1,0.82,,True,False,False,9.52673370598121,7.606520285014233,3.3305470211053985,7.497633679520513,0.4342105263157895,48.44,0.2220
545598,6269,42,spearman,15,1,0.85,,True,False,False,9.417795310184719,7.5626374599980375,3.2510971056869606,7.412331296513608,0.4868421052631579,44.95,0.2290
545598,6269,42,spearman,15,1,0.88,,True,False,False,9.467502305877565,7.608109231088676,3.3087183385113486,7.462958045338788,0.47368421052631576,43.85,0.2323
545598,6269,42,spearman,15,1,0.91,,True,False,False,9.409817479901806,7.592077330047009,3.271493924209495,7.4208015535150285,0.5394736842105263,41.69,0.2180
545598,6269,1000,spearman,15,1,0.75,,True,False,True,10.313483574647304,8.444575421950397,4.135810122770422,8.301838173503857,0.5197368421052632,29.71,0.1170
545598,6269,1000,spearman,15,1,0.75,,True,False,False,9.375385774968615,7.186599881041284,-0.02649185080933415,6.490965820446963,0.40131578947368424,76.58,0.2570
545598,6269,1000,spearman,15,1,0.82,,True,False,False,9.119768840877734,7.026407734241361,-0.3263612323337131,6.3980766620826355,0.40131578947368424,48.41,0.2160
545598,6269,1000,spearman,15,1,0.85,,True,False,False,9.184521543241848,7.049386242635889,0.007132810704848345,6.356390534956109,0.4473684210526316,45.98,0.2190
545598,6269,1000,spearman,15,1,0.88,,True,False,False,9.135098719022354,7.083481645272448,0.47334206026363995,6.456755285895198,0.40789473684210525,43.74,0.2283
545598,6269,1000,spearman,15,1,0.91,,True,False,False,9.137916174386318,7.045733065387003,0.23410422505896075,6.388917409804649,0.4407894736842105,41.48,0.2070
545598,6269,26008,spearman,15,1,0.75,,True,False,True,9.760214757403315,7.651904829187331,2.248598915299559,7.35523331482338,0.5460526315789473,30.00,0.1210
545598,6269,26008,spearman,15,1,0.75,,True,False,False,8.889268551454832,6.824171988792669,-0.053816938711926825,6.164131507603564,0.47368421052631576,76.79,0.2760
545598,6269,26008,spearman,15,1,0.82,,True,False,False,9.290337536804255,7.070406860775417,-0.31940440570606904,6.4926215850224995,0.4868421052631579,58.09,0.2364
545598,6269,26008,spearman,15,1,0.85,,True,False,False,9.179892999926228,7.199381067861919,1.2845146391126845,6.710920426706765,0.40789473684210525,45.38,0.2130
545598,6269,26008,spearman,15,1,0.88,,True,False,False,9.437512215000584,7.55252141890183,2.164434439216564,7.14799507202989,0.4868421052631579,51.13,0.2150
545598,6269,26008,spearman,15,1,0.91,,True,False,False,9.152072530200924,7.241653529647129,2.063380908342748,6.9022948745979305,0.4934210526315789,41.87,0.2120
48369,6269,42,spearman,15,1,0.75,,True,False,True,10.551911499934379,8.147157869307824,1.1944374640782673,7.6113545833137115,0.5921052631578947,40.27,0.1220
48369,6269,42,spearman,15,1,0.75,,True,False,False,11.594296715953357,7.957175793211444,-1.567020088239433,8.178197328339397,0.5789473684210527,201.68,0.2900
48369,6269,42,spearman,15,1,0.82,,True,False,False,10.287826906263149,7.078046215905084,-2.0228721176097597,7.419143036510285,0.5394736842105263,84.73,0.2330
48369,6269,42,spearman,15,1,0.85,,True,False,False,10.413101866473204,7.613042298485251,0.4556678603677189,7.223728472949844,0.5131578947368421,72.25,0.2240
48369,6269,42,spearman,15,1,0.88,,True,False,False,11.095927380004088,7.711161062608357,-1.183838237344829,7.771713514990341,0.5,51.98,0.2230
48369,6269,42,spearman,15,1,0.91,,True,False,False,10.355034926216554,7.697537285050536,0.40775147606344786,7.2038396533867735,0.48026315789473684,53.60,0.2150
48369,6269,1000,spearman,15,1,0.75,,True,False,True,10.030537756966092,7.431182756922603,-0.032018204919653,6.88106911894361,0.5526315789473685,39.66,0.1250
48369,6269,1000,spearman,15,1,0.75,,True,False,False,10.677996894599472,7.587997470805847,-0.7487131349401537,7.423176098736237,0.5,295.50,0.2800
48369,6269,1000,spearman,15,1,0.82,,True,False,False,10.427520694373529,7.075513741549323,-1.689240641064114,7.404948942840123,0.5,81.04,0.2470
48369,6269,1000,spearman,15,1,0.85,,True,False,False,10.06357764605121,6.9750517256119675,-1.5923845892638162,7.17364790174455,0.45394736842105265,67.23,0.2461
48369,6269,1000,spearman,15,1,0.88,,True,False,False,10.431349123251572,7.857235441020891,0.7268118016860065,7.36168637230251,0.4868421052631579,51.29,0.2220
48369,6269,1000,spearman,15,1,0.91,,True,False,False,10.048682162547847,7.101483840568393,-1.2863383293151855,7.121296623744818,0.5328947368421053,49.66,0.2110
48369,6269,26008,spearman,15,1,0.75,,True,False,True,10.969320419830225,8.590034774705476,1.8408375129201053,8.092378281821508,0.5263157894736842,39.24,0.1140
48369,6269,26008,spearman,15,1,0.75,,True,False,False,11.10048330540645,8.890407359677981,3.555492778229558,8.661716687180109,0.48026315789473684,206.58,0.2700
48369,6269,26008,spearman,15,1,0.82,,True,False,False,9.979518651433354,7.032527443630244,-1.8073310852050781,7.1997239579255075,0.4473684210526316,87.01,0.2709
48369,6269,26008,spearman,15,1,0.85,,True,False,False,9.945697873276119,7.490436285928963,-0.4849661908118553,6.966699555823264,0.4342105263157895,84.71,0.2507
48369,6269,26008,spearman,15,1,0.88,,True,False,False,9.873445099276925,7.206968890296088,-0.6355284990048876,6.897346896963707,0.4868421052631579,57.89,0.2326
48369,6269,26008,spearman,15,1,0.91,,True,False,False,10.218691200221645,7.443026296453538,-1.0781892545862135,7.239649487870761,0.4144736842105263,54.95,0.2290
6032,6269,42,spearman,15,1,0.75,,True,False,True,16.640579018113723,12.79279533710355,9.576340824949975,13.912573549570242,0.5921052631578947,39.21,0.1320
6032,6269,42,spearman,15,1,0.75,,True,False,False,15.262818026060708,9.35086387434816,-1.7198142382054546,10.399078541168757,0.5394736842105263,230.44,0.6675
6032,6269,42,spearman,15,1,0.82,,True,False,False,16.023623410559853,9.660856888964286,0.5640377530864641,10.568035365792614,0.5460526315789473,83.50,0.3360
6032,6269,42,spearman,15,1,0.85,,True,False,False,15.864360089391425,9.992773517284517,1.6432296154545802,10.841180827880487,0.5460526315789473,63.48,0.2800
6032,6269,42,spearman,15,1,0.88,,True,False,False,15.524999282701371,9.387972968855715,-1.756056798049827,10.548507083077071,0.5592105263157895,55.07,0.2520
6032,6269,42,spearman,15,1,0.91,,True,False,False,16.209729544985404,10.301702468223821,1.9484787672952888,11.16741008137248,0.5657894736842105,50.18,0.2370
6032,6269,1000,spearman,15,1,0.75,,True,False,True,11.009867545417826,6.91606433407154,1.2576823670879689,7.54837044799879,0.5921052631578947,58.27,0.1280
6032,6269,1000,spearman,15,1,0.75,,True,False,False,15.489052054549292,10.256426287632362,1.7385778302460715,10.743277056744255,0.5394736842105263,255.19,0.6370
6032,6269,1000,spearman,15,1,0.82,,True,False,False,15.562254920975157,10.056565677418428,1.3294307982999516,10.627626579417173,0.5394736842105263,92.09,0.3150
6032,6269,1000,spearman,15,1,0.85,,True,False,False,15.832108720013842,9.809463968463973,-0.9505080865099539,10.606047373750403,0.5460526315789473,63.81,0.2796
6032,6269,1000,spearman,15,1,0.88,,True,False,False,16.319668721205296,10.521454324909286,2.0613841449513153,11.3055439780678,0.5723684210526315,52.82,0.2597
6032,6269,1000,spearman,15,1,0.91,,True,False,False,16.483171655232532,10.651722266003976,2.2051870931986888,11.455813167416931,0.5657894736842105,49.76,0.2350
6032,6269,26008,spearman,15,1,0.75,,True,False,True,10.835158479946777,6.626056237937578,-0.17813050201515745,7.118625924961573,0.5723684210526315,93.00,0.1310
6032,6269,26008,spearman,15,1,0.75,,True,False,False,15.913556488488945,9.868367163963567,-1.1905747083277485,10.721513712317302,0.5328947368421053,234.99,0.6783
6032,6269,26008,spearman,15,1,0.82,,True,False,False,14.712112066398515,9.226251165851268,-2.1172379512412873,10.191928312472395,0.5526315789473685,112.04,0.3220
6032,6269,26008,spearman,15,1,0.85,,True,False,False,16.369952049164503,9.434666633605957,-3.4219421872905658,11.399128229806383,0.5460526315789473,66.69,0.2780
6032,6269,26008,spearman,15,1,0.88,,True,False,False,15.280728098688035,9.132999245637382,-1.950536054723403,10.411247874434213,0.5,70.70,0.2530
6032,6269,26008,spearman,15,1,0.91,,True,False,False,16.286472805032425,9.092059833551543,-4.469169672797708,11.533543779103525,0.5263157894736842,64.07,0.2370
606214,6269,42,spearman,15,1,0.75,,True,False,True,11.607445705219382,9.622727038813572,8.648963080512154,10.371645382441121,0.5855263157894737,35.19,0.1308
606214,6269,42,spearman,15,1,0.75,,True,False,False,9.80428523359318,7.721919701769461,5.383923536811778,8.1786034264419,0.5131578947368421,104.20,0.3050
606214,6269,42,spearman,15,1,0.82,,True,False,False,10.907588975676113,8.76033916972042,7.131275644489363,9.426698191390502,0.506578947368421,63.64,0.2330
606214,6269,42,spearman,15,1,0.85,,True,False,False,10.377862327026302,8.29174176384421,6.583040524152369,8.907626735512295,0.5328947368421053,53.98,0.2301
606214,6269,42,spearman,15,1,0.88,,True,False,False,9.864034182669187,7.869136766670576,5.692410144930571,8.32240381923488,0.47368421052631576,53.91,0.2190
606214,6269,42,spearman,15,1,0.91,,True,False,False,9.703672374777952,7.590241905910517,5.315983111562293,8.078392441757178,0.4934210526315789,55.52,0.2050
606214,6269,1000,spearman,15,1,0.75,,True,False,True,12.30206051564289,10.358482859493082,9.63720450058482,11.14995209784092,0.5789473684210527,41.11,0.1250
606214,6269,1000,spearman,15,1,0.75,,True,False,False,9.901529469014653,7.8321242862277565,5.739701800876194,8.343721256283313,0.5723684210526315,105.46,0.2990
606214,6269,1000,spearman,15,1,0.82,,True,False,False,9.680109286794531,7.388555165209802,5.313715193006727,8.015622232951397,0.5328947368421053,60.67,0.2370
606214,6269,1000,spearman,15,1,0.85,,True,False,False,8.788302905732694,6.8135262034297766,4.337164411357805,7.181824106563242,0.5592105263157895,52.21,0.2330
606214,6269,1000,spearman,15,1,0.88,,True,False,False,10.010172681824594,7.8585770924886065,5.790314132092046,8.417309147057459,0.5460526315789473,51.23,0.2410
606214,6269,1000,spearman,15,1,0.91,,True,False,False,10.43520058827971,8.196535584194208,6.559971167371164,8.906726982031199,0.5328947368421053,49.88,0.2313
606214,6269,26008,spearman,15,1,0.75,,True,False,True,12.673312069531796,10.759646478042104,10.157990330964132,11.566065237017456,0.6381578947368421,38.52,0.1230
606214,6269,26008,spearman,15,1,0.75,,True,False,False,10.618103884922325,8.761008617924709,7.2513275146484375,9.312135975604448,0.5,103.59,0.2820
606214,6269,26008,spearman,15,1,0.82,,True,False,False,9.665319317591022,7.519797082040824,3.406950794793422,7.564346628004072,0.5263157894736842,130.11,0.2477
606214,6269,26008,spearman,15,1,0.85,,True,False,False,11.486861208775544,9.56710688273112,8.09609189999649,10.159230300069673,0.5394736842105263,58.51,0.2350
606214,6269,26008,spearman,15,1,0.88,,True,False,False,11.395191861372055,8.992451873480105,6.854013854382085,9.659212362651576,0.4868421052631579,64.97,0.2220
606214,6269,26008,spearman,15,1,0.91,,True,False,False,11.466678199073106,8.796721838658152,6.671199998045279,9.600319558712412,0.5263157894736842,86.23,0.2190
916110,6269,42,spearman,15,1,0.75,,True,False,True,9.563830919185623,7.561211841558319,4.083112193088906,7.692996468254617,0.6578947368421053,34.64,0.1303
916110,6269,42,spearman,15,1,0.75,,True,False,False,11.404692816825763,9.197943107754577,4.38639541077458,9.098431038045172,0.5592105263157895,124.22,0.3710
916110,6269,42,spearman,15,1,0.82,,True,False,False,10.453627813335173,8.289383782280815,3.313316494810815,8.127488975940494,0.5657894736842105,62.65,0.2660
916110,6269,42,spearman,15,1,0.85,,True,False,False,10.61798994713269,8.423440796097898,3.115423264846303,8.193710988802394,0.5986842105263158,54.74,0.2457
916110,6269,42,spearman,15,1,0.88,,True,False,False,10.24193450427709,8.117536133410884,2.1531541612413196,7.688639825801596,0.5986842105263158,50.22,0.2400
916110,6269,42,spearman,15,1,0.91,,True,False,False,10.132813637512387,7.905215755786771,3.4499352025050745,7.905194558329154,0.5921052631578947,60.36,0.2280
916110,6269,1000,spearman,15,1,0.75,,True,False,True,9.826910830303735,8.108369116689644,5.148887060826121,8.227769459530808,0.6447368421052632,37.94,0.1290
916110,6269,1000,spearman,15,1,0.75,,True,False,False,10.9560664038175,8.654960856718176,4.5101820503185,8.76931892866792,0.6118421052631579,126.41,0.4000
916110,6269,1000,spearman,15,1,0.82,,True,False,False,9.872299165155852,7.593466415903927,1.5625027425928053,7.225141872202109,0.618421052631579,63.71,0.2710
916110,6269,1000,spearman,15,1,0.85,,True,False,False,10.322173747142134,8.019536934646906,2.9422123728234784,7.901524200438663,0.6381578947368421,53.51,0.2480
916110,6269,1000,spearman,15,1,0.88,,True,False,False,10.071239251074225,7.880127813301835,2.7971802381129045,7.704946638390797,0.6118421052631579,52.22,0.2330
916110,6269,1000,spearman,15,1,0.91,,True,False,False,10.511855344019468,8.23797848022062,3.4349562576393677,8.174161356474732,0.5723684210526315,48.55,0.2390
916110,6269,26008,spearman,15,1,0.75,,True,False,True,8.422641832531257,6.838914727853014,3.7428873535854366,6.856771436625241,0.6118421052631579,42.46,0.1345
916110,6269,26008,spearman,15,1,0.75,,True,False,False,12.176365630147615,9.78348279466816,7.326897465325649,10.36577788007226,0.631578947368421,141.39,0.3950
916110,6269,26008,spearman,15,1,0.82,,True,False,False,10.414032939189132,8.095548355501462,3.389917847377802,8.078383020314382,0.618421052631579,65.62,0.2774
916110,6269,26008,spearman,15,1,0.85,,True,False,False,10.446722698799313,8.175926395491057,2.6769717222724863,7.936585878840543,0.5789473684210527,54.84,0.2440
916110,6269,26008,spearman,15,1,0.88,,True,False,False,10.376736122503926,8.097727233288335,2.373381620918224,7.806145274803603,0.5394736842105263,51.87,0.2310
916110,6269,26008,spearman,15,1,0.91,,True,False,False,10.523654038393323,8.263665093315971,2.70795732385972,8.004732623490584,0.5789473684210527,55.07,0.2320
30534,6269,42,spearman,15,1,0.75,,True,False,True,13.427162687536768,10.63837350193971,-3.4730084402109282,10.241426829306043,0.5657894736842105,77.11,0.1150
30534,6269,42,spearman,15,1,0.75,,True,False,False,13.893192684379732,11.261697956160003,3.2796451842862795,10.581932127301437,0.4473684210526316,217.12,0.3241
30534,6269,42,spearman,15,1,0.82,,True,False,False,12.867977855340696,10.24774116316652,1.1533082575579874,9.284251282851475,0.42105263157894735,105.51,0.2430
30534,6269,42,spearman,15,1,0.85,,True,False,False,13.487432746461208,10.508533842423383,-0.29583943747227487,9.444809693204517,0.4276315789473684,94.81,0.2300
30534,6269,42,spearman,15,1,0.88,,True,False,False,14.149448356437178,10.38457786101921,-4.340800192621019,10.756068691628645,0.48026315789473684,106.57,0.2424
30534,6269,42,spearman,15,1,0.91,,True,False,False,14.545032928652665,10.944726788043196,-4.7652579848867616,11.20001265755882,0.45394736842105265,161.42,0.2270
30534,6269,1000,spearman,15,1,0.75,,True,False,True,12.973049388448436,10.228344413969252,0.23838115205951765,9.10320608573141,0.5855263157894737,64.20,0.1210
30534,6269,1000,spearman,15,1,0.75,,True,False,False,13.283144923267294,10.8331961974599,3.004347614213532,10.100958414552004,0.4276315789473684,213.50,0.3260
30534,6269,1000,spearman,15,1,0.82,,True,False,False,13.469032443007439,11.001661549985798,2.9043323230120093,10.21101468975317,0.4407894736842105,107.60,0.2520
30534,6269,1000,spearman,15,1,0.85,,True,False,False,12.849915487627404,10.345581182467392,0.8585014374427546,9.225978398791238,0.4276315789473684,89.56,0.2350
30534,6269,1000,spearman,15,1,0.88,,True,False,False,14.418190516867186,11.52855831969018,5.399548449547463,11.441121950743003,0.48026315789473684,73.34,0.2420
30534,6269,1000,spearman,15,1,0.91,,True,False,False,12.375950895608748,9.982901005963095,1.3732973111221214,9.027025027075679,0.5,60.29,0.2330
30534,6269,26008,spearman,15,1,0.75,,True,False,True,13.290944890032257,10.275482236949447,-2.24370434860778,9.775269091405434,0.5921052631578947,81.74,0.1310
30534,6269,26008,spearman,15,1,0.75,,True,False,False,13.60671932788856,10.914181637608149,2.0996847994187298,10.056826273201,0.375,213.48,0.3260
30534,6269,26008,spearman,15,1,0.82,,True,False,False,13.173284080303015,10.59625275929769,1.7760992673487446,9.679730046813116,0.4144736842105263,102.72,0.2400
30534,6269,26008,spearman,15,1,0.85,,True,False,False,13.476668737595837,10.870542127322528,3.154695099475337,10.244643675497386,0.39473684210526316,85.99,0.2410
30534,6269,26008,spearman,15,1,0.88,,True,False,False,13.473493335269502,10.93820336909076,3.0471912271836223,10.233095316703347,0.40131578947368424,68.17,0.2340
30534,6269,26008,spearman,15,1,0.91,,True,False,False,13.49873782786402,10.687142493678074,2.558966259551204,10.06089610223933,0.46710526315789475,63.25,0.2320
545597,6269,42,spearman,15,1,0.75,,True,False,True,11.371917302539027,8.601929891440603,-2.7172422166548524,8.515751678293377,0.4868421052631579,43.88,0.1320
545597,6269,42,spearman,15,1,0.75,,True,False,False,10.661558455502634,8.720503208683986,1.7072330487319847,7.93771329210531,0.3815789473684211,66.48,0.2580
545597,6269,42,spearman,15,1,0.82,,True,False,False,10.738353382811553,8.671407412859349,1.2477565840178846,7.848967690625085,0.3815789473684211,51.98,0.2270
545597,6269,42,spearman,15,1,0.85,,True,False,False,10.68951145500603,8.678554846570382,1.385507047565934,7.860771201037094,0.3684210526315789,48.75,0.2360
545597,6269,42,spearman,15,1,0.88,,True,False,False,10.698084223903885,8.759270755294102,1.4663082384595685,7.90543686039036,0.39473684210526316,47.15,0.2340
545597,6269,42,spearman,15,1,0.91,,True,False,False,10.667871682065135,8.714752745784185,1.5508606729943768,7.9003391957272076,0.3815789473684211,46.63,0.2253
545597,6269,1000,spearman,15,1,0.75,,True,False,True,11.220501753893872,8.441745958686655,-3.182077851560381,8.516206829508695,0.4868421052631579,39.48,0.1270
545597,6269,1000,spearman,15,1,0.75,,True,False,False,10.56489970775789,7.824591296950197,-2.4369490411546497,7.847834938405157,0.5328947368421053,66.42,0.2700
545597,6269,1000,spearman,15,1,0.82,,True,False,False,10.525668792566718,7.8782647419599146,-2.0499073134528265,7.744877410136544,0.5328947368421053,51.20,0.2250
545597,6269,1000,spearman,15,1,0.85,,True,False,False,10.373315957502363,7.84370626187792,-1.3545785916396995,7.486229192130587,0.5197368421052632,48.72,0.2290
545597,6269,1000,spearman,15,1,0.88,,True,False,False,10.528389814726273,7.8609349431555255,-2.1787330216052485,7.774111898553329,0.506578947368421,47.39,0.2070
545597,6269,1000,spearman,15,1,0.91,,True,False,False,10.46375387638088,7.890158974267299,-1.820837435379527,7.659626040602146,0.5,46.53,0.2180
545597,6269,26008,spearman,15,1,0.75,,True,False,True,10.297004904134905,8.081633175120635,0.30475223765653725,7.245098805261746,0.4605263157894737,32.90,0.1400
545597,6269,26008,spearman,15,1,0.75,,True,False,False,10.467094497856381,8.148257311652689,-0.4425942414726307,7.38126013720952,0.375,66.34,0.2470
545597,6269,26008,spearman,15,1,0.82,,True,False,False,10.419975162532678,8.249113858914843,0.1819883140863157,7.317763124516628,0.40789473684210525,51.73,0.2340
545597,6269,26008,spearman,15,1,0.85,,True,False,False,10.418801529384158,8.288738892748466,0.21266107621535757,7.334750756933035,0.4473684210526316,48.89,0.2220
545597,6269,26008,spearman,15,1,0.88,,True,False,False,10.39596705549103,8.241569812001746,0.25086217768052044,7.321091525166081,0.3881578947368421,47.60,0.2240
545597,6269,26008,spearman,15,1,0.91,,True,False,False,13.108303737830886,9.52629284638595,-5.17568638073463,10.229646675695587,0.4934210526315789,55.50,0.2230
900087600,6269,42,spearman,15,1,0.75,,True,False,True,10.488672941378267,8.019879783680237,3.1504026674756815,8.036907083478113,0.5394736842105263,36.56,0.1250
900087600,6269,42,spearman,15,1,0.75,,True,False,False,11.534187864293585,8.959097793678833,4.540256400513493,9.141932480694875,0.5197368421052632,61.62,0.2515
900087600,6269,42,spearman,15,1,0.82,,True,False,False,11.692438381170634,9.227352840448516,4.987079720091976,9.39982733072044,0.4868421052631579,50.21,0.2320
900087600,6269,42,spearman,15,1,0.85,,True,False,False,11.082144045027153,8.558544532925476,2.902692557939517,8.406381295229824,0.4868421052631579,49.11,0.2340
900087600,6269,42,spearman,15,1,0.88,,True,False,False,11.018044100783023,8.536476608974482,3.120239980859694,8.423201197850055,0.48026315789473684,47.76,0.2130
900087600,6269,42,spearman,15,1,0.91,,True,False,False,11.058030207319018,8.497508279638353,2.7955916660283906,8.352290090076195,0.47368421052631576,45.95,0.2230
900087600,6269,1000,spearman,15,1,0.75,,True,False,True,10.130921742478458,7.708229663325291,1.7330331241383272,7.4257765681051335,0.5921052631578947,35.24,0.1180
900087600,6269,1000,spearman,15,1,0.75,,True,False,False,10.971075768468372,8.540960536283606,-0.34732627868652344,7.707609587976719,0.4407894736842105,69.27,0.2480
900087600,6269,1000,spearman,15,1,0.82,,True,False,False,11.390349963712532,9.087452632928985,3.7757629444396574,8.910978876198426,0.4407894736842105,50.52,0.2380
900087600,6269,1000,spearman,15,1,0.85,,True,False,False,10.621323039341284,8.331502004386552,-1.0485928604026247,7.655685235867936,0.47368421052631576,57.30,0.2250
900087600,6269,1000,spearman,15,1,0.88,,True,False,False,10.797297518968344,8.586761823666642,3.57594977484809,8.439326659112854,0.46710526315789475,52.19,0.2200
900087600,6269,1000,spearman,15,1,0.91,,True,False,False,11.883333274476211,9.545628715963925,5.11149467518127,9.605947485024403,0.39473684210526316,44.91,0.2230
900087600,6269,26008,spearman,15,1,0.75,,True,False,True,10.295120289404114,7.946449429381127,2.345168618594899,7.720464656696063,0.5131578947368421,34.29,0.1210
900087600,6269,26008,spearman,15,1,0.75,,True,False,False,13.034437025634203,10.305913239522697,-6.955684013616025,10.832617826101782,0.5131578947368421,71.71,0.2595
