product_id,store_id,seed,metric,window_size,step_size,threshold,percentile,enable_edges,enable_second_degree,ablate_z,rmse,mae,bias,r2_score,pocid
26008,6269,42,spearman,15,1,0.7,,True,False,True,51.50228017555388,28.391071319580078,-16.005569433075152,36.85030027594075,0.7368421052631579
26008,6269,42,spearman,15,1,0.7,,True,False,False,53.99539730095057,33.12793731689453,-25.34656939163707,41.61632532760819,0.6381578947368421
26008,6269,42,spearman,15,1,0.75,,True,False,False,47.81267616389115,27.8044376373291,0.5770158954695159,31.001701465145228,0.6578947368421053
26008,6269,42,spearman,15,1,0.82,,True,False,False,46.78220241598962,27.45604133605957,-2.4903218387778288,30.877692001704162,0.6381578947368421
26008,6269,42,spearman,15,1,0.85,,True,False,False,48.72642909734024,29.306011199951172,-13.36338675255869,35.030564036797585,0.6381578947368421
26008,6269,42,spearman,15,1,0.88,,True,False,False,47.126160463165256,30.057199478149414,-3.482950477039113,31.94811772037976,0.631578947368421
26008,6269,42,spearman,15,1,0.91,,True,False,False,47.986644158329355,27.60383415222168,0.3209503024232154,30.9745181928259,0.6578947368421053
907967,6269,42,spearman,15,1,0.7,,True,False,True,21.186289344790225,15.505461692810059,6.78886590596118,16.16672657208792,0.625
907967,6269,42,spearman,15,1,0.7,,True,False,False,20.593386934868647,14.810733795166016,4.219784431208193,15.054323024027877,0.618421052631579
907967,6269,42,spearman,15,1,0.75,,True,False,False,20.017365355397907,14.154991149902344,1.5419579798879186,13.932919960146519,0.625
907967,6269,42,spearman,15,1,0.82,,True,False,False,19.937293359528677,13.83935832977295,0.2277272043664471,13.485418063299187,0.6381578947368421
907967,6269,42,spearman,15,1,0.85,,True,False,False,19.997291381526054,14.157416343688965,1.043853934294258,13.798963260258832,0.631578947368421
907967,6269,42,spearman,15,1,0.88,,True,False,False,20.30573505137311,14.46255874633789,3.1968049691393485,14.567708454555865,0.625
907967,6269,42,spearman,15,1,0.91,,True,False,False,20.109343889593262,14.321971893310547,2.196378346362145,14.184259504714804,0.631578947368421
