metric,metric_type,window_size,step_size,n_focal,n_full,n_observations,mean,std,median,min,max,P25,P50,P75,P90,P95
kendall,similarity,30,1,61,1427,50121748,0.08230070769786835,0.15490899980068207,0.08367432653903961,-0.7246460914611816,0.8422013521194458,-0.021714188158512115,0.08367432653903961,0.18777471780776978,0.27997639775276184,0.33459279090166016
