avg_nodes_total,avg_nodes_outside_holiday,n_windows_total,n_windows_holiday,n_windows_non_holiday,avg_nodes_thanksgiving,n_windows_thanksgiving,avg_nodes_christmas,n_windows_christmas,avg_nodes_new_year_eve,n_windows_new_year_eve
1420.1157,1420.471,579,44,535,1421.0833,12,1413.95,20,1413.5833,12
