metric,metric_type,window_size,step_size,n_focal,n_full,n_observations,mean,std,median,min,max,P25,P50,P75,P90,P95
kendall,similarity,30,1,61,1427,501218,0.48611724376678467,0.045497503131628036,0.47305935621261597,0.43607091903686523,0.8422013521194458,0.45181915163993835,0.47305935621261597,0.5072460472583771,0.548987603187561,0.5786031484603882
