seed,item_id,store_id,rmse,mae,train_time,inference_time,best_epoch
42,26008,6269,43.4786731574372,23.351577758789062,6.986051559448242,0.12799692153930664,101
42,911753,6269,28.11408099677044,20.099699020385742,5.689477920532227,0.12699580192565918,92
