seed,item_id,store_id,rmse,mae,bias,pocid,train_time,inference_time,best_epoch
42,116,6269,13.356860537631782,10.593496434828815,-2.2997598461076323,0.4934210526315789,7.649174690246582,0.12099862098693848,1
42,324,6269,4.973834573241303,3.9424037232118496,-2.4255620716444026,0.5197368421052632,7.279602527618408,0.12599921226501465,9
42,347,6269,3.359637527593271,2.7084050116196177,0.8800066187490825,0.5197368421052632,6.843416929244995,0.11099910736083984,2
42,348,6269,6.252121855161531,4.791618129007177,-0.10536049861533969,0.5328947368421053,6.840390682220459,0.11299920082092285,3
42,360,6269,5.868808773792248,4.713261436013615,0.3997029821857128,0.5394736842105263,6.927404403686523,0.11799955368041992,3
42,457,6269,10.327836480922322,8.615203357989492,5.550242957726024,0.4868421052631579,9.750821590423584,0.11299991607666016,63
42,808,6269,5.272514533007004,4.260406418466101,-0.7369991165944954,0.39473684210526316,8.359851598739624,0.11899876594543457,27
42,903,6269,7.182718955570089,5.849345811831406,3.9712317223642386,0.5855263157894737,6.928744792938232,0.11503005027770996,1
42,1325,6269,8.187823763862538,6.263937083724278,-1.1909453946780535,0.5723684210526315,7.442945718765259,0.12499713897705078,14
42,1765,6269,7.87896534281461,6.205042828726612,-2.6893240569853316,0.48026315789473684,16.678853034973145,0.11600112915039062,220
42,1802,6269,5.531400800026893,4.200419179754319,0.13883852802850064,0.5789473684210527,8.484006881713867,0.11299777030944824,36
42,9464,6269,6.151052461872283,4.937651734336529,-3.3712061935780095,0.4868421052631579,10.953837633132935,0.10999679565429688,90
42,11118,6269,5.968429920087204,4.667345439686494,-1.4751137315837386,0.506578947368421,8.549237728118896,0.11699771881103516,40
42,11782,6269,4.839778436587685,3.946038938036152,2.401584313585867,0.48026315789473684,7.507314443588257,0.1287832260131836,15
42,26008,6269,448.5440325533031,379.6090791490343,379.6090791490343,0.5723684210526315,12.910756826400757,0.11699843406677246,137
42,26164,6269,8.875643917226721,6.531955522649429,-4.849909131043876,0.5789473684210527,7.269761323928833,0.11499547958374023,10
42,26372,6269,30.702829628960732,23.634962381101122,12.041771894966075,0.4276315789473684,6.8811726570129395,0.12399673461914062,2
42,57364,6269,3.927996924345282,3.059352002112694,0.27491385017345155,0.5592105263157895,6.983218193054199,0.11799764633178711,1
42,97119,6269,4.262470951830201,3.3956787196639318,0.9749671150656307,0.5328947368421053,7.055763006210327,0.12099695205688477,7
42,110187,6269,47.31282843597313,36.02543520459942,4.711197398067299,0.6644736842105263,6.992685794830322,0.12699484825134277,4
42,113887,6269,6.546765998956853,5.287240826226528,-2.8876308678022395,0.5131578947368421,7.134732723236084,0.12417435646057129,5
42,119461,6269,5.4855757160516685,3.9531478320851043,-1.9528873667997473,0.5328947368421053,6.955544948577881,0.1159980297088623,2
42,132357,6269,7.821823802654377,6.148439448643354,-3.975454692747079,0.4407894736842105,7.088374137878418,0.11899709701538086,7
42,132359,6269,10.564147941788706,8.670174121467117,-7.826640383480421,0.4276315789473684,8.340935468673706,0.11799740791320801,31
42,151815,6269,14.980194005044362,11.405075073242188,7.48156364291322,0.6447368421052632,8.07623291015625,0.11199688911437988,27
42,153656,6269,10.64740029954188,7.855650789597455,-4.271646917255875,0.6513157894736842,7.025209188461304,0.12199616432189941,2
42,213624,6269,10.565890673473136,8.305646609636693,1.3989993326025072,0.6052631578947368,9.322217464447021,0.12299704551696777,58
42,213625,6269,10.32097282719416,8.067677479164272,3.404612933888155,0.6710526315789473,11.099714994430542,0.1289966106414795,95
42,213626,6269,22.218067572431718,15.02833980984158,7.3411564546472885,0.618421052631579,9.816322565078735,0.11999750137329102,65
42,213627,6269,19.111534234834025,13.636046365974776,0.35272087147033293,0.6644736842105263,7.93290638923645,0.11799740791320801,27
42,213628,6269,17.057391918564125,12.68867076300328,2.562247756259893,0.631578947368421,6.966831207275391,0.12099719047546387,5
42,213629,6269,18.650671567678952,14.303871528775085,4.25803527333378,0.7105263157894737,6.927897214889526,0.11999964714050293,4
42,213630,6269,16.82637100589986,12.619003133836136,2.1897667903526155,0.6118421052631579,11.052619695663452,0.11699676513671875,95
42,213631,6269,14.371726573601869,10.6765072641809,3.6478950400757633,0.5460526315789473,7.9967920780181885,0.11299705505371094,24
42,213633,6269,13.470981485666943,9.643385450824413,0.7138550265941744,0.5,7.925854444503784,0.12099719047546387,28
42,213635,6269,5.934683557820924,4.6738109214633115,0.40831777784559464,0.5526315789473685,7.1271653175354,0.12099981307983398,8
42,213642,6269,12.454176058731065,9.484419584274292,2.952354713203081,0.5131578947368421,16.18809151649475,0.11599588394165039,211
42,299446,6269,5.329897120254581,4.322254199607699,-1.0172497306773864,0.42105263157894735,6.846050262451172,0.11999726295471191,3
42,501132,6269,7.71173407056366,5.894062921112659,2.970140962039723,0.5789473684210527,7.222586154937744,0.12099719047546387,10
42,501490,6269,5.228420636703238,4.372815509247624,1.6874568072798986,0.5394736842105263,7.56184720993042,0.12299728393554688,19
42,514230,6269,5.713140951389589,4.545331830292746,2.482013702392578,0.4342105263157895,7.086018085479736,0.11899662017822266,6
42,538923,6269,9.561551878104842,7.561618970110525,-0.44337751662809083,0.5394736842105263,11.91298246383667,0.1179966926574707,115
42,587317,6269,6.1141778330596495,4.779788272832733,-0.8039598651960784,0.5,7.435588359832764,0.11499762535095215,14
42,606214,6269,9.481176874086724,7.373585345698338,5.911509819280088,0.5723684210526315,7.791697978973389,0.12099719047546387,22
42,606230,6269,7.917757371283558,5.901214362749087,1.5946807736664816,0.6118421052631579,6.9368062019348145,0.1179957389831543,4
42,606257,6269,5.737478342137417,4.883315117530573,3.8824388965282566,0.5789473684210527,6.928450107574463,0.12398386001586914,2
42,606279,6269,3.0270044000323764,2.4266700058980706,0.1719194674024395,0.5197368421052632,7.999258041381836,0.10999822616577148,29
42,606290,6269,5.994196041125947,4.840875597561107,1.9257724082547856,0.631578947368421,10.994188785552979,0.1269969940185547,92
42,628129,6269,5.6900678325949325,4.438365705652175,2.0479720059563133,0.5592105263157895,8.734540462493896,0.11699771881103516,43
42,904556,6269,3.9087867008335007,3.0628898424260758,-0.33974964010949227,0.5394736842105263,7.47871208190918,0.12738609313964844,15
42,907967,6269,55.58670468807786,49.87918030981924,49.61203930424709,0.6447368421052632,6.92719841003418,0.11499834060668945,4
42,907969,6269,73.2677851246676,61.27599958033343,52.0058927847669,0.7171052631578947,7.181846380233765,0.11899828910827637,7
42,907970,6269,9.71994837626886,7.852441282833324,2.2123151479982863,0.5657894736842105,14.325810432434082,0.12399744987487793,169
42,909293,6269,5.476395029888239,4.225497002695121,-1.8402282552781448,0.45394736842105265,9.207247257232666,0.12000679969787598,54
42,911753,6269,173.1789853183729,145.80486257715162,145.01280217388876,0.506578947368421,15.854744911193848,0.11799788475036621,201
42,915640,6269,13.253972596766024,10.517450002283832,6.464948735205955,0.4868421052631579,18.316720485687256,0.12099766731262207,255
42,916110,6269,8.9960241242109,6.929278716542362,2.629317028070587,0.631578947368421,6.835551738739014,0.11699771881103516,4
42,918537,6269,11.473242543556806,8.174808714124891,0.07183011372884114,0.5657894736842105,6.844892978668213,0.12499785423278809,1
42,921516,6269,5.396747609705511,4.101117576648987,0.1504513983633004,0.48026315789473684,6.909252166748047,0.11999821662902832,3
42,921558,6269,6.510293677110645,5.318847459905288,1.347922608743306,0.4407894736842105,9.33473253250122,0.1179964542388916,58
42,921564,6269,4.618459998565518,3.628851853164972,0.030018039778167128,0.46710526315789475,7.793897390365601,0.11899995803833008,21
42,926145,6269,4.9517423680714465,3.9759918443517748,0.8410509240393546,0.47368421052631576,7.610270977020264,0.11499786376953125,19
42,932812,6269,17.106514454169083,12.228363143073189,2.1819401971654955,0.6118421052631579,16.826784133911133,0.11899781227111816,225
42,936693,6269,6.811201168906343,5.383876588609484,1.587204291150461,0.46710526315789475,10.966516256332397,0.115997314453125,93
42,959943,6269,4.425436876221658,3.5749492676429497,0.3570779632119572,0.375,6.8371007442474365,0.11800098419189453,1
42,962444,6269,6.662861994542756,4.951290199180055,-0.8777080049701765,0.5131578947368421,6.944831848144531,0.12099719047546387,2
42,900087600,6269,10.232293085705814,7.629578746222203,-2.0255843143837127,0.5131578947368421,7.033395528793335,0.11199760437011719,5
42,27,6269,4.975778967275812,4.126761977189506,1.9842384360194985,0.5855263157894737,11.764312028884888,0.11799836158752441,89
42,71,6269,11.91956904135612,8.577252779813374,-0.5516733241821427,0.506578947368421,13.629581212997437,0.11599874496459961,161
42,128,6269,4.214635459426514,3.3224279600031235,1.819112841599907,0.4407894736842105,7.253624677658081,0.11899971961975098,16
42,215,6269,3.744256746529124,3.095085055220361,1.0224175125944848,0.4868421052631579,6.848986387252808,0.11499857902526855,5
42,219,6269,3.7022292582268896,2.7405919639113683,-0.766124589770448,0.4144736842105263,6.6440699100494385,0.12376976013183594,1
42,221,6269,4.431720169780322,3.6459522153816972,1.8698135762432821,0.4473684210526316,7.415893793106079,0.11099863052368164,15
