product_id,store_id,seed,metric,window_size,step_size,threshold,percentile,enable_edges,enable_second_degree,rmse,mae,bias,r2_score,pocid,train_time,infer_time
911753,6269,42,spearman,15,1,0.82,,True,False,30.362217539911043,20.583089410479552,-0.005284230693493014,0.3302512677942747,0.6907894736842105,2.7194,0.277
911753,6269,42,spearman,15,1,0.85,,True,False,28.52164549755945,19.912093280674586,4.378913901113217,0.40899101929594806,0.743421052631579,3.8954,0.2813
911753,6269,42,spearman,15,1,0.88,,True,False,30.852345310391623,20.69863068307537,-1.8217937273332496,0.30845365229022526,0.6907894736842105,2.9553,0.234
911753,6269,42,spearman,15,1,0.82,,True,False,36.87471562079548,29.625497288953245,12.7029844152382,0.01212434153496511,0.6842105263157895,19.2008,0.312
911753,6269,42,spearman,15,1,0.85,,True,False,36.60844156981077,29.594960731423757,11.9637607369158,0.02633982314808625,0.6776315789473685,20.1099,0.279
911753,6269,42,spearman,15,1,0.88,,True,False,36.49071210662765,29.62473782000978,4.114390706119973,0.032592161000619235,0.6447368421052632,11.9358,0.287
911753,6269,42,spearman,15,1,0.82,,True,False,30.212726632569375,22.016820005147284,7.972626254644269,0.3368301593158932,0.7171052631578947,13.3014,0.4101
911753,6269,42,spearman,15,1,0.85,,True,False,29.869909660509826,21.886072847578262,6.6801484873871395,0.35179445289891265,0.7105263157894737,13.8032,0.266
911753,6269,42,spearman,15,1,0.88,,True,False,28.411533280056766,19.971377223730087,1.0535126607012903,0.41354557341049836,0.6973684210526315,18.7075,0.22
911753,6269,42,spearman,15,1,0.82,,True,False,30.865689473366015,21.855709202538907,6.326148385315939,0.3078553118573144,0.6973684210526315,9.01,0.309
911753,6269,42,spearman,15,1,0.85,,True,False,29.98962487404711,20.8130963441788,4.663233757700795,0.34658817189531843,0.7105263157894737,10.5185,0.256
911753,6269,42,spearman,15,1,0.88,,True,False,29.995219749917837,20.66724538023955,3.9117364934067322,0.3463443476330359,0.7105263157894737,9.8656,0.228
911753,6269,42,spearman,15,1,0.82,,True,False,30.25840288121638,21.38078415647052,6.613606862967311,0.33482345477164566,0.7236842105263158,8.2895,0.3
911753,6269,42,spearman,15,1,0.85,,True,False,30.368717539442592,21.41610730863085,7.658816041120517,0.3299644750112225,0.7236842105263158,9.0863,0.257
911753,6269,42,spearman,15,1,0.88,,True,False,25.552842892725288,18.24934947607564,2.60858586411071,0.5256232727157961,0.7236842105263158,20.1954,0.2496
911753,6269,42,spearman,15,1,0.82,,True,False,26.86606442916011,20.37294050486259,8.863295905535518,0.47561165702602815,0.7302631578947368,24.8791,0.344
911753,6269,42,spearman,15,1,0.85,,True,False,25.77616474020856,19.485814966845748,8.218478362593386,0.5172953055364431,0.7368421052631579,39.3197,0.279
911753,6269,42,spearman,15,1,0.88,,True,False,25.627587351138136,18.861104166196064,4.319036285472072,0.5228440211638277,0.7171052631578947,48.3909,0.239
911753,6269,42,spearman,15,1,0.82,,True,False,27.92995047885409,21.14485207735713,8.155824204383332,0.43325818539685346,0.7302631578947368,39.41,0.331
911753,6269,42,spearman,15,1,0.85,,True,False,26.883614312083616,20.170205196037013,8.080911111110956,0.4749263344771467,0.7302631578947368,41.0249,0.282
911753,6269,42,spearman,15,1,0.88,,True,False,27.26065477194091,19.279050369716547,1.5803191103284655,0.46009482420709713,0.7171052631578947,41.5175,0.245
911753,6269,42,spearman,15,1,0.82,,True,False,27.876232151450715,21.630739503923586,9.13220066250929,0.4354361445119662,0.743421052631579,12.4992,0.383
911753,6269,42,spearman,15,1,0.85,,True,False,24.653507777792726,18.17728478890034,2.5698061219714825,0.5584271464143666,0.6973684210526315,12.6282,0.27
911753,6269,42,spearman,15,1,0.88,,True,False,26.50729409342939,19.495278540195205,0.5495803301630456,0.48952354217690164,0.7105263157894737,14.3902,0.231
26008,6269,42,spearman,15,1,0.82,,True,False,45.52836003922791,25.256977441361528,-7.076485573368914,0.351569360845462,0.6842105263157895,7.8671,0.3776
26008,6269,42,spearman,15,1,0.85,,True,False,41.895201880332635,20.884938759644047,-4.161355352577041,0.45092952827685506,0.7171052631578947,11.7614,0.321
26008,6269,42,spearman,15,1,0.88,,True,False,41.31978851234323,21.402883667425783,-3.213147081142547,0.465908466448122,0.7302631578947368,10.2066,0.2531
26008,6269,42,spearman,15,1,0.82,,True,False,45.75460385773839,25.515509224697656,-6.934642568814988,0.34510886325862655,0.6973684210526315,7.7494,0.356
26008,6269,42,spearman,15,1,0.85,,True,False,41.99349621087195,20.93904403416939,-4.158222622731152,0.44835005259952,0.7105263157894737,10.3255,0.331
26008,6269,42,spearman,15,1,0.88,,True,False,42.2389738625195,22.614393571379527,-1.9324692947899593,0.4418817398566457,0.6907894736842105,10.0539,0.354
