product_id,store_id,seed,metric,window_size,step_size,threshold,percentile,enable_edges,enable_second_degree,rmse,mae,bias,r2_score,pocid,train_time,infer_time
911753,6269,42,no_emb,15,1,,,,,30.966078347908283,20.97510948056489,-2.767398618794734,0.3033456687426672,0.7105263157894737,3.361,0.022
911753,6269,42,no_emb,15,1,,,,,33.123925013962534,24.45824784702725,8.124093400886636,0.20287118106462154,0.6842105263157895,3.2161,0.02
911753,6269,42,no_emb,15,1,,,,,37.7563320824291,30.398674726680994,7.9225470456812115,-0.03567744787447458,0.4473684210526316,4.1252,0.026
911753,6269,42,no_emb,15,1,,,,,34.999046496677174,26.822725514570873,4.207723738321292,0.1100669198107056,0.6710526315789473,19.9077,0.027
911753,6269,42,no_emb,15,1,,,,,30.14460007580636,22.017625724762873,7.631137479559269,0.339817545448339,0.7039473684210527,10.5729,0.033
911753,6269,42,no_emb,15,1,,,,,30.367342389846982,21.375606510374283,6.898204349224864,0.3300251544402264,0.7171052631578947,10.6872,0.029
911753,6269,42,no_emb,15,1,,,,,30.83736330641263,22.103638616262696,7.101614219106101,0.30912512374051915,0.7302631578947368,11.8133,0.029
911753,6269,42,no_emb,15,1,,,,,25.171323894822777,18.40423075056154,1.4068347134816102,0.5396829714737338,0.7039473684210527,47.3423,0.029
911753,6269,42,no_emb,15,1,,,,,27.93804815278789,19.675787079665398,3.701369596560017,0.43292950914627326,0.7171052631578947,19.5322,0.026
911753,6269,42,no_emb,15,1,,,,,23.587911287437876,17.38264910660051,0.03638772099138864,0.595774323502102,0.7368421052631579,14.6191,0.028
26008,6269,42,no_emb,15,1,,,,,43.97970306211054,23.64011492356171,-3.5519212807218232,0.39493211980348875,0.625,23.7602,0.03
26008,6269,42,no_emb,15,1,,,,,43.97970306211054,23.64011492356171,-3.5519212807218232,0.39493211980348875,0.625,24.1141,0.029
26008,6269,42,no_emb,15,1,,,,,43.97970306211054,23.64011492356171,-3.5519212807218232,0.39493211980348875,0.625,23.0129,0.029
