window_idx,node_idx,feat_0,feat_1,feat_2,feat_3,feat_4,feat_5,feat_6,feat_7,feat_8,feat_9,feat_10,feat_11,feat_12,feat_13,feat_14,feat_15,feat_16,feat_17,feat_18,feat_19,feat_20,feat_21,feat_22,feat_23,feat_24,feat_25,feat_26
0,0,-0.07286835461854935,-0.2937989830970764,0.9318651556968689,3.0,0.23565448820590973,-0.537480354309082,0.931034505367279,5.0,0.015306122601032257,6.0,0.09653551131486893,1.0,0.5,0.5,0.0,0.14816619455814362,4.0,2.1367459297180176,0.0,0.0,0.9817476868629456,1.2816548347473145,145.1999969482422,64.4998779296875,340.0,205.0,0.0
0,1,0.3485196828842163,0.13069488108158112,0.7002176642417908,3.0,0.34122729301452637,-1.3125797510147095,0.931034505367279,3.0,0.02210884355008602,4.0,0.09800464659929276,3.0,0.5,-0.46666666865348816,0.13333334028720856,0.05663399025797844,5.0,2.091329574584961,0.0,0.0,1.1780972480773926,1.3056092262268066,8.399999618530273,4.590845584869385,20.0,14.0,0.03333333507180214
0,2,-0.12992824614048004,0.07275982201099396,0.6630210280418396,1.0,0.31463366746902466,0.1519974321126938,0.7931034564971924,6.0,0.0,7.0,0.1251067817211151,4.0,0.3333333432674408,0.6666666865348816,-0.13333334028720856,0.17018796503543854,3.0,1.6454441547393799,0.0,0.0,1.3744467496871948,1.209101676940918,8.633333206176758,6.413796424865723,26.0,26.0,0.1666666716337204
0,3,0.1394062489271164,-0.0697031244635582,0.7781995534896851,2.0,0.1991458386182785,-0.5397710204124451,0.8275862336158752,7.0,0.011904762126505375,7.0,0.07640634477138519,2.0,0.5,0.20000000298023224,-0.2666666805744171,0.10338587313890457,4.0,1.933815598487854,0.0,0.0,1.3744467496871948,1.2480162382125854,3.299999952316284,2.1519837379455566,9.0,3.0,0.13333334028720856
0,4,0.6445381045341492,-0.07594875991344452,0.8248202204704285,3.0,0.22434192895889282,-0.9159708619117737,1.0,6.0,0.008503401651978493,6.0,0.12875136733055115,1.0,0.5,0.0,0.20000000298023224,0.03176974132657051,4.0,1.6874734163284302,0.0,0.0,0.9817476868629456,1.3125802278518677,14.266666412353516,8.11950969696045,39.0,15.0,0.03333333507180214
0,5,0.019520645961165428,-0.529497504234314,1.176945686340332,3.0,0.3784284293651581,-0.08375472575426102,0.9655172228813171,7.0,0.03292180970311165,8.0,0.1332908570766449,2.0,0.3333333432674408,0.5666666626930237,-0.06666667014360428,0.31480374932289124,4.0,2.0411393642425537,0.0,0.0,0.7853981852531433,1.0960981845855713,12.366666793823242,6.8303751945495605,25.0,23.0,0.03333333507180214
0,6,-0.4913157522678375,-0.262256383895874,0.8125289678573608,3.0,0.4053456485271454,-0.8022143840789795,0.931034505367279,4.0,0.027210883796215057,6.0,0.09900327026844025,1.0,0.5,-0.30000001192092896,-0.3333333432674408,0.053435731679201126,3.0,2.091329574584961,0.0,0.0,1.1780972480773926,1.3411121368408203,10.366666793823242,5.020532608032227,24.0,13.0,0.0
0,7,-0.42109957337379456,-0.22809559106826782,0.7114188075065613,2.0,0.3054977059364319,0.8225299119949341,0.7586206793785095,4.0,0.030612245202064514,7.0,0.09256334602832794,2.0,0.5,0.4000000059604645,0.13333334028720856,0.13362541794776917,3.0,2.0796122550964355,0.0,0.0,1.5707963705062866,1.1551504135131836,4.5,2.849682331085205,11.0,4.0,0.03333333507180214
0,8,-0.4976266920566559,-0.7119510769844055,0.8791406750679016,2.0,0.22463661432266235,0.1916014850139618,0.9655172228813171,5.0,0.020408162847161293,7.0,0.12978801131248474,3.0,0.5,0.4000000059604645,0.06666667014360428,0.08959025144577026,4.0,2.095268487930298,0.0,0.0,1.3744467496871948,1.2775037288665771,30.133333206176758,13.530892372131348,64.0,38.0,0.0
0,9,0.335222452878952,0.10170836001634598,0.7437055706977844,2.0,0.31420695781707764,-0.9456630945205688,1.0,4.0,0.0357142873108387,6.0,0.15175841748714447,2.0,0.5,-0.23333333432674408,0.1666666716337204,0.02914278768002987,4.0,2.145458698272705,0.0,0.0,1.1780972480773926,1.3201724290847778,94.23332977294922,32.117977142333984,180.0,89.0,0.0
