window_idx,node_idx,feat_0,feat_1,feat_2,feat_3,feat_4,feat_5,feat_6,feat_7
4,25,10.366666793823242,8.530272483825684,0.0,31.0,1.0,1.0,0.0,311.0
5,0,124.30000305175781,48.3067626953125,40.0,233.0,113.0,109.0,-0.13793103396892548,3729.0
5,1,3.8333332538604736,3.266836643218994,0.0,11.0,1.0,4.0,0.1034482792019844,115.0
5,2,5.833333492279053,4.074991703033447,0.0,20.0,6.0,5.0,-0.03448275849223137,175.0
5,3,16.66666603088379,10.577754020690918,4.0,45.0,13.0,25.0,0.4137931168079376,500.0
5,4,90.43333435058594,31.41834259033203,30.0,180.0,76.0,91.0,0.517241358757019,2713.0
5,5,18.299999237060547,11.352385520935059,4.0,44.0,29.0,6.0,-0.7931034564971924,549.0
5,6,7.666666507720947,3.7446258068084717,1.0,16.0,3.0,1.0,-0.06896551698446274,230.0
5,7,114.63333129882812,48.58839416503906,20.0,239.0,75.0,99.0,0.8275862336158752,3439.0
5,8,12.166666984558105,6.061261177062988,1.0,29.0,25.0,11.0,-0.48275861144065857,365.0
5,9,5.099999904632568,3.5341193675994873,0.0,14.0,8.0,1.0,-0.24137930572032928,153.0
5,10,2.633333444595337,2.0409693717956543,0.0,6.0,1.0,1.0,0.0,79.0
5,11,13.966666221618652,7.850619316101074,3.0,33.0,16.0,20.0,0.13793103396892548,419.0
5,12,144.73333740234375,63.064483642578125,55.0,340.0,111.0,166.0,1.8965517282485962,4342.0
5,13,3.4666666984558105,2.539466142654419,0.0,10.0,3.0,6.0,0.1034482792019844,104.0
5,14,10.899999618530273,4.749385833740234,3.0,23.0,11.0,9.0,-0.06896551698446274,327.0
5,15,5.233333110809326,4.2480058670043945,0.0,16.0,3.0,3.0,0.0,157.0
5,16,24.200000762939453,12.491063117980957,3.0,58.0,15.0,21.0,0.2068965584039688,726.0
5,17,7.733333110809326,6.228607654571533,0.0,24.0,10.0,15.0,0.17241379618644714,232.0
5,18,6.366666793823242,3.2298951148986816,0.0,14.0,6.0,8.0,0.06896551698446274,191.0
5,19,39.79999923706055,17.174400329589844,6.0,85.0,26.0,40.0,0.48275861144065857,1194.0
