seed,strategy,item_id,store_id,rmse,mae,bias,pocid,score,train_time,inference_time,best_epoch,n_rows,status
1000,best_val,55,6269,2.065674159955394,1.79377019405365,0.5557607694676048,0.47019867549668876,1.6202198208580105,7.340595245361328,0.06700015068054199,3,761,ok
1000,best_val,116,6269,14.59385507941961,11.569242477416992,-6.190335361581099,0.4900662251655629,11.736821999459329,8.008840799331665,0.06599760055541992,5,761,ok
1000,best_val,128,6269,3.909445226390749,3.0072555541992188,0.9981889160055863,0.423841059602649,2.956083730746576,8.36346173286438,0.06699943542480469,12,761,ok
1000,best_val,176,6269,3.3457918123791206,2.4301186586289028,-1.3222177681562148,0.4304635761589404,2.6109800128858396,8.037683725357056,0.06799769401550293,15,761,ok
1000,best_val,215,6269,4.248889778084797,3.419163465499878,-1.1743377949062146,0.4768211920529801,3.2728202041439216,10.94001579284668,0.061998605728149414,78,761,ok
1000,best_val,219,6269,3.6141520012882036,2.6796867847442627,-0.3410412669181824,0.4304635761589404,2.5622580135597133,7.451234579086304,0.06599831581115723,6,761,ok
1000,best_val,221,6269,3.9460452164206914,2.969114303588867,-0.1311059594154358,0.41721854304635764,2.748077673961421,7.233044385910034,0.06500029563903809,1,761,ok
1000,best_val,230,6269,3.7834954018406726,3.1927902698516846,0.024490054892866236,0.4304635761589404,2.696067782106474,9.941460847854614,0.06600069999694824,58,761,ok
1000,best_val,242,6269,3.585653854820534,2.803196430206299,1.5409207171515416,0.46357615894039733,2.878856214249727,8.696134567260742,0.06800007820129395,33,761,ok
1000,best_val,255,6269,4.048645103723382,3.061025619506836,-0.22703113485323756,0.5761589403973509,2.8463367404517097,10.837893009185791,0.06499934196472168,77,761,ok
1000,best_val,271,6269,3.2804626973535345,2.632733106613159,1.1208657685079073,0.4966887417218543,2.5786310674570343,9.941591262817383,0.06499981880187988,53,761,ok
1000,best_val,304,6269,3.841589840157327,3.110527276992798,-0.23835542954896627,0.4768211920529801,2.7580155967141047,7.436193227767944,0.07000088691711426,5,761,ok
1000,best_val,471,6269,2.151488100004685,1.8786139219607179,-0.3238061750797849,0.39072847682119205,1.6263490742624682,7.817647218704224,0.0670006275177002,13,761,ok
1000,best_val,485,6269,3.4933513434385057,2.6325948238372803,0.6712236874981931,0.5033112582781457,2.572630299553121,7.280019521713257,0.06399941444396973,3,761,ok
1000,best_val,487,6269,2.37651696195996,1.905731201171875,0.6080631786271146,0.4900662251655629,1.8167070759297275,7.791830539703369,0.07100105285644531,13,761,ok
1000,best_val,498,6269,3.2459005764291344,2.436774730682373,-0.3483171629670419,0.40397350993377484,2.319223261626921,8.315279483795166,0.06799912452697754,22,761,ok
1000,best_val,612,6269,2.427857716828589,2.0451150787504098,1.1316202910322892,0.3841059602649007,2.0081127008599693,8.371250629425049,0.06799888610839844,26,761,ok
1000,best_val,624,6269,2.9152947241844043,2.330394983291626,0.7785407147909466,0.48344370860927155,2.234881286612845,7.20072865486145,0.06599831581115723,2,761,ok
1000,best_val,625,6269,2.6018773710307403,2.1205408573150635,1.019028089548412,0.4370860927152318,2.085830922231239,7.226681470870972,0.06699991226196289,1,761,ok
1000,best_val,640,6269,6.619318127046094,5.4383697509765625,-1.1807612023855512,0.37748344370860926,4.964441801863575,7.223082065582275,0.06400108337402344,1,761,ok
1000,best_val,676,6269,2.8768908472165307,2.2875479697004746,0.9110480372450853,0.4900662251655629,2.238094425344655,10.160943031311035,0.06100010871887207,64,761,ok
1000,best_val,688,6269,4.7937739285862815,3.9940555095672607,-0.18619203724359212,0.36423841059602646,3.441948850995854,8.714247465133667,0.06399869918823242,32,761,ok
1000,best_val,691,6269,4.370227935922114,3.596764087677002,-0.7271564806762495,0.4370860927152318,3.26609411004937,8.21806001663208,0.06699895858764648,22,761,ok
