Node,Mean_Degree,Median_Degree,Std_Degree,Max_Degree,Zero_Degree_Windows,Mean_Betweenness,Mean_Eigenvector,Degree_Stability
20039,2.3250414593698174,2.0,2.4892111726333535,18,144,0.0011807247825165181,0.0048736371607161835,0.9340437422481628
113460,2.353233830845771,2.0,2.438552024631063,16,133,0.0014107533683775098,0.004870619449675999,0.9650088072710796
44453,2.5456053067993367,2.0,2.5637787766033084,18,125,0.0012804436793908268,0.004864940169449642,0.9929075788263405
297739,2.351575456053068,2.0,2.3896772207624113,15,137,0.0010257207131528965,0.004856552334042678,0.9840515677624188
1756,2.027164685908319,1.0,2.27541871555827,14,163,0.0006806940283545445,0.004853689233393335,0.8908935147243053
8513,2.759535655058043,2.0,3.7363644123039403,40,137,0.0012351618928408193,0.004848787793692787,0.738559724092652
119460,2.386401326699834,2.0,2.655126925374564,24,152,0.0010360761931896506,0.004848356008660702,0.898786538612573
48373,2.315091210613599,2.0,2.4944823588829945,27,123,0.0011764439228514779,0.004839735342586795,0.9280810992943953
950332,2.127694859038143,2.0,2.2361300880991384,12,165,0.0009789329371491437,0.0048205104628050496,0.9515033831564725
53681,2.0215588723051408,1.0,2.505291161802627,17,186,0.000796697980236538,0.004818650076592177,0.8069125193917119
132357,2.1608623548922057,2.0,2.5035286379602275,22,160,0.0009254179941908493,0.004811585202933517,0.8631232297068843
297742,2.2338308457711444,1.0,4.201403431861489,64,193,0.0010510442785851538,0.00480918044613762,0.5316855582054485
25032,2.1393034825870645,2.0,2.3116614413319927,15,148,0.0009640056009453644,0.004801744600048321,0.9254357882945471
86682,2.5754560530679935,2.0,2.885693179062971,23,117,0.0010351151203135914,0.004798547306764608,0.892488205909064
128894,2.154228855721393,1.0,2.7639760087859173,20,187,0.0008054936563279748,0.004784710155911654,0.7793920985394711
65948,2.0049751243781095,1.0,2.2264001220641223,17,146,0.0005831406523527684,0.004784351113127034,0.9005416856977282
903,2.6782752902155886,2.0,2.770247459865619,23,105,0.0014373802580692212,0.004782610233952901,0.9667965266829416
514228,2.066334991708126,1.0,2.34409267766416,15,151,0.000941073363996249,0.004779208690437834,0.8815036181636793
506815,2.0945273631840795,1.0,2.461515375558376,18,154,0.0006645365363383876,0.0047722188630955455,0.8509062648638972
97417,1.8225538971807629,1.0,2.2659104924653533,17,203,0.0006085247639765238,0.0047676146234183455,0.8043326777091806
228261,2.014925373134328,1.0,2.528401087467621,23,144,0.0008745250193042966,0.004766486323120414,0.7969136755971181
791806,1.6650082918739635,1.0,2.4858910915409296,21,233,0.0005743530814466007,0.004762501961819098,0.6697805868220922
8432,2.243781094527363,2.0,2.635125713801231,23,159,0.0012603013329181068,0.004760232859543152,0.8514859719656215
213676,1.9800995024875623,1.0,2.421490705577269,22,173,0.0005970437282673464,0.004755869744177675,0.8177158478322724
151816,2.6666666666666665,2.0,2.9326322092888737,24,121,0.00108637304918534,0.0047552019677459135,0.9093051509046163
101054,1.9419568822553896,1.0,2.1529294674171746,16,170,0.0008234379051971887,0.004741362333768987,0.9020025465858102
630720,2.30016583747927,2.0,2.507921110708905,16,132,0.000831565668690659,0.004736733372424332,0.9171567064412279
221,1.6119402985074627,1.0,2.4219812996810184,25,210,0.00030849537695848124,0.0047297719349909065,0.6655433893258653
236937,2.1227197346600333,1.0,2.7351040071162216,24,181,0.0009340993121438883,0.004728453029986921,0.7760991787315408
4858,2.1393034825870645,1.0,2.8413840866962166,26,161,0.0010028890292086733,0.004721092597526134,0.7529062908251857
100368,1.7777777777777777,1.0,2.0629489198252093,13,193,0.0006913152133269138,0.004717676926439478,0.8617611144328581
65991,2.0497512437810945,1.0,2.91576246472925,28,176,0.0007308583335192759,0.0047139961346075055,0.7029873793569239
159534,2.127694859038143,1.0,2.366560678677139,17,170,0.0012741461383087072,0.004712611716481945,0.8990624612265868
19501,2.386401326699834,1.0,3.4034828739247978,39,147,0.0009107078312716136,0.0047116673075496916,0.7011624278642644
205213,1.8474295190713101,1.0,2.5909536190965263,19,240,0.0009373076058585526,0.004693162238207868,0.7130279659100394
21160,2.1028192371475956,1.0,2.6428115861888974,17,169,0.0007464824880642577,0.004681181243618685,0.7956720378464833
279095,1.9419568822553896,1.0,2.89878126472053,27,203,0.0007086939012757997,0.004663635425980699,0.6699195302158508
1429,2.5439469320066337,2.0,2.3070967757852827,13,109,0.0014568512775657977,0.004659365376392539,1.1026567815183743
124581,2.6218905472636815,2.0,2.713454910907108,18,119,0.0014844219363321744,0.004656716890398021,0.9662518710762272
151835,3.2139303482587063,2.0,3.906749482310927,34,87,0.0017260489890216096,0.004656234706405943,0.822658871837588
154811,2.51575456053068,2.0,3.3523339884733385,29,149,0.0009892927953683765,0.00465241824312064,0.7504464247048697
25815,1.7810945273631842,1.0,2.3581144889448664,22,206,0.0006263642991859703,0.004648100287747255,0.7553013149700709
236593,2.197346600331675,1.0,2.6955881141589324,19,162,0.0007867947698613671,0.004637058815225483,0.8151610541608056
70084,2.8291873963515752,2.0,3.040742223540754,28,88,0.0014314989708154096,0.004636510755719571,0.9304235229851034
157972,2.009950248756219,1.0,2.7293443464268563,25,181,0.000612206112283648,0.004624128793162157,0.7364196779313585
65988,2.3333333333333335,2.0,2.5228639389381846,16,143,0.001101836793294356,0.004621837004852044,0.9248711548050538
65990,2.388059701492537,2.0,2.4721312435476843,16,139,0.0007996808532984736,0.0045949170479631,0.9659883745418669
135047,2.255389718076285,1.0,3.016997173675165,23,166,0.001000710868805126,0.004593362075693564,0.7475586196001265
916110,2.6550580431177444,2.0,2.586561800000413,19,98,0.0014196587219557797,0.0045840259330441275,1.0264776114536316
65989,2.3930348258706466,2.0,2.8160434549347233,21,149,0.0011907358359396674,0.004577634579437845,0.8497831678859653
113635,2.431177446102819,2.0,3.7865726514179605,64,137,0.0009493747416874713,0.0045734371591725125,0.6420505426422995
57397,2.0281923714759538,1.0,2.530254980198128,20,169,0.0007372358696452891,0.004567332482179669,0.8015731108593772
11748,2.4759535655058045,2.0,2.5210231565221926,22,125,0.0011927223636440942,0.004564412245633427,0.9821186044698531
48371,2.0281923714759538,1.0,2.231435567673448,14,177,0.0009532412435596334,0.004558962626707277,0.9089141141769322
32013,1.9917081260364842,1.0,2.1077754421374952,12,151,0.0008302485466891417,0.004557393961521924,0.9449292542872402
70086,2.326699834162521,2.0,2.3789569925887766,13,143,0.0012423459898665496,0.004549354128565756,0.9780294730489812
20248,1.7180762852404643,1.0,2.0733134041414245,17,204,0.0005919455174375475,0.004545486627514387,0.8286581253115839
70083,2.3200663349917083,2.0,2.7629469682144054,20,131,0.0009549184199222533,0.0045418394476333,0.8397041147155757
21168,2.1608623548922057,1.0,2.6677225370999516,22,151,0.0011074342889303471,0.004540155636953798,0.8099996250903188
25038,2.36318407960199,2.0,2.6251313436514945,23,133,0.0010362737401243183,0.00453771351311177,0.900212129650463
103776,2.1641791044776117,1.0,3.0541672232036357,28,151,0.0006618027029120299,0.00453037734022109,0.7085964390132956
151440,2.0348258706467663,1.0,2.560792741296073,24,169,0.0008820106205945789,0.004525854279788436,0.7946046908778692
217600,1.8092868988391377,1.0,2.319814423786265,20,187,0.0006006230129565155,0.004524694891112836,0.7799240667904249
13184,1.7313432835820894,1.0,3.2324221960678865,52,240,0.0006367649881862864,0.004521393290610821,0.5356162723809623
7983,2.0381426202321724,1.0,2.3717948503535493,21,170,0.0009469821656392517,0.004510858939902614,0.8593213813220594
501067,2.30016583747927,1.0,2.793818687400825,24,164,0.0010157417582417928,0.004499602789169747,0.8233023906770666
536431,1.8739635157545604,1.0,1.9608190436784279,13,167,0.0006979132689490675,0.004488778819465179,0.9556995913519765
540575,2.692022263450835,2.0,2.477683585035887,16,105,0.0017348154431548735,0.0044832624610305905,1.086503302793127
30665,1.7777777777777777,1.0,2.2878372698911207,20,228,0.0007246835950641422,0.004472684016145878,0.77705264733969
65396,2.42620232172471,2.0,3.1960449240291537,23,145,0.000978850236402695,0.004466704894567578,0.759124101242316
983754,1.9900497512437811,1.0,2.472381539822182,18,176,0.000811464159052098,0.004460858503530056,0.8049088177137624
56915,2.1260364842454393,2.0,2.2987563250850056,25,128,0.0008107913240458583,0.00445294804254992,0.9248597654512888
965699,2.1343283582089554,1.0,2.587801272863885,20,168,0.0010072696033844,0.004433994442854843,0.824761983452886
117620,2.804311774461028,2.0,3.526941743023822,45,99,0.0014861980873178715,0.004415470347981207,0.7951091987600486
34752,2.041459369817579,1.0,2.1409547922547407,12,157,0.001017866818868452,0.004414171351627016,0.9535230925809067
642808,2.494195688225539,2.0,2.7459391651469405,17,137,0.0011773105876844382,0.004398750290197897,0.9083182310449183
610562,2.482587064676617,2.0,3.084914120572667,25,131,0.0010891025760310826,0.004393430152497276,0.8047481777982158
205272,2.530679933665008,2.0,2.4161502008525733,16,135,0.001403352535389441,0.004391033633760611,1.0473974088191773
138345,1.7893864013266998,1.0,2.6486493547827723,20,236,0.0006840293964161778,0.004388324896098453,0.6755819309476491
107217,1.713101160862355,1.0,2.229519466043742,16,222,0.0006235157849913402,0.0043878937697705055,0.7683689257994964
65279,2.2653399668325043,1.0,3.2296166783997258,34,162,0.0008366370627898526,0.004387022884768476,0.7014247132597308
30647,2.044776119402985,1.0,3.0900769456938537,25,202,0.000834950146056376,0.004381441882634448,0.6617212251106569
70076,2.2504145936981756,1.0,2.5990135251794344,19,157,0.0009680655542578529,0.004371114515644196,0.8658692666288231
640740,1.6102819237147596,1.0,2.1228505867629224,15,219,0.0007094219479134616,0.004366107249709534,0.7585434171964271
1274,1.8971807628524047,1.0,2.5128608524632243,20,206,0.0007663910001734261,0.004359742195458769,0.7549853829506225
1267,2.0049751243781095,1.0,2.272842433475699,17,176,0.0009685726288075963,0.004355667001956327,0.8821404746070798
224457,2.0082918739635156,2.0,2.0414277109143963,13,161,0.0008821130329972262,0.004353914398594229,0.9837634835617717
70091,2.6500829187396353,2.0,2.906836311133603,22,120,0.0014387880907449145,0.00434952502400473,0.9116694297147633
471,1.7130730050933787,1.0,2.321563980865249,20,210,0.0005072478443669605,0.004338502194004828,0.7378929205843863
151837,2.2935323383084576,2.0,2.3943842452627617,15,137,0.0009592119553730894,0.004335025485855358,0.957875814664249
88917,2.27363184079602,2.0,3.048488940390416,43,149,0.0009125429720146544,0.004329265979092815,0.7458201184432229
237557,2.1592039800995027,1.0,2.503303428718986,19,147,0.0007614536620222207,0.004306802391327055,0.8625384082265825
581888,1.9933665008291874,1.0,2.2585652213393446,13,157,0.0008505539560614609,0.004305143191219691,0.8825769812736689
70106,2.5190713101160864,2.0,2.457779701529382,21,102,0.0011262676995938401,0.004303384949333556,1.024933625748603
13424,2.6650082918739635,2.0,2.9111587438859656,23,143,0.001444301628499705,0.004296855380618187,0.9154427401266284
9284,1.814262023217247,1.0,2.2272238952567256,16,194,0.0005798938607125706,0.004290005856186732,0.814580824708634
640,2.0,1.0,2.4208875474529865,20,167,0.0009903298347559706,0.004287008824907547,0.8261398761398182
298442,2.0364842454394694,1.0,2.245022999804744,15,168,0.0008301078138184528,0.004285054580859843,0.9071065973714362
6558,2.109452736318408,1.0,2.7562009446762894,20,167,0.0004705542107787237,0.004283599205005034,0.7653451708378433
803314,1.6650082918739635,1.0,1.920618541085768,12,188,0.0006788212090006699,0.0042810383358629,0.8669080232103094
113871,2.2155887230514097,1.0,3.3392915570259416,30,208,0.0007260578439125057,0.004270444360104185,0.6634886622892074
30143,1.9966832504145937,1.0,2.581986767169587,21,170,0.0007968373886506055,0.004270234261592655,0.7733097406637652
132356,2.0033167495854065,1.0,3.082070701943068,31,189,0.0007838438547073073,0.004266127699646082,0.6499884147493071
89025,2.0398009950248754,1.0,2.3468142112563783,17,150,0.0007052387099237027,0.0042645259092029915,0.8691750260803994
70094,2.5207296849087895,2.0,2.501240448124569,27,101,0.001308415998678074,0.00425796309114143,1.0077877994180173
66416,2.5107794361525704,2.0,2.650035180361933,15,132,0.0013687455247011803,0.004248540742753923,0.9474477849504656
54671,1.364842454394693,1.0,1.8881381758757176,15,255,0.0002780353048436414,0.0042484526974809495,0.7228471111710727
56332,2.174129353233831,1.0,2.645035531902288,21,183,0.000942614332831947,0.004238051855238702,0.8219629216251035
1775,1.9519071310116087,1.0,2.1943714017356126,16,161,0.0008914924067888013,0.004228925851483112,0.8895022212035598
158797,1.3996683250414594,1.0,2.084722893272153,17,269,0.0004727165797591662,0.004228886389782217,0.6713897639157836
144855,1.7728026533996684,1.0,2.1640335946711327,13,216,0.0007389286514259093,0.004227738041092665,0.8192083827539894
13108,2.2935323383084576,2.0,2.7676899073204693,22,157,0.0008087623657612149,0.00422656976941564,0.8286781136358551
66218,2.462686567164179,2.0,2.490416273142769,19,119,0.0011009980225512174,0.004222774505282318,0.9888614626830192
32666,2.54228855721393,2.0,3.0652580698008682,25,134,0.0013000619143557787,0.004215162963939995,0.8293853912030236
526761,2.398009950248756,2.0,2.5058729067485874,22,126,0.0013283811436141724,0.004195881367904177,0.9569521160748098
551735,1.9817578772802653,1.0,3.0671855868146705,31,187,0.0008999937074545771,0.0041945960822292174,0.646113956931697
70093,1.978441127694859,1.0,2.2210808682523933,15,190,0.0008554609393956753,0.004170657019733607,0.8907519975765527
20184,2.154228855721393,1.0,2.9871634482726868,27,179,0.0007454879433437517,0.004166572041093179,0.7211596156115614
151442,2.439469320066335,2.0,2.629889627539308,20,128,0.0010037096413317923,0.0041665296640414,0.9275902755075291
297732,2.461028192371476,2.0,2.628405289468506,21,122,0.0012417656168755777,0.0041658791003596355,0.9363163432476922
47364,2.270315091210614,2.0,2.5597142513008917,18,134,0.0008999496767691047,0.004161846943017851,0.8869373683734896
3703,2.7081260364842454,2.0,3.3100255224452853,44,115,0.0014173860746683655,0.004152518736755419,0.8181561853703673
940,2.514096185737977,2.0,2.5866830096489752,21,109,0.000994331215034622,0.004145743262061427,0.971934503383202
151439,2.044776119402985,1.0,2.398794281426368,19,165,0.0009332233264126039,0.004136458729167579,0.8524147364732598
236819,1.900497512437811,1.0,2.617719264393066,27,189,0.0006718380253821784,0.004132514417844863,0.7260099576716353
920,2.638474295190713,2.0,2.47212901857828,19,90,0.001448736167040996,0.00412909077908996,1.0672839493905533
297746,2.4975124378109452,2.0,3.3010240806738422,28,146,0.0010349679879022742,0.004122874223653637,0.756584869096876
110361,1.976782752902156,1.0,2.336414085091932,18,191,0.0008029813536367815,0.0041199641212937,0.8460718948736461
47142,2.1824212271973464,2.0,2.1393934700242903,13,128,0.0011394523281509856,0.004119220826008892,1.02010736066188
217176,1.8407960199004976,1.0,2.2756612648245707,18,187,0.0008446842901722818,0.004118937127500562,0.8089024317149791
901187,2.1608623548922057,1.0,2.6702079569375545,21,165,0.0008404406357091098,0.004116172653658963,0.8092456832139937
266557,2.0659722222222223,2.0,2.180044061559194,21,152,0.0010698522448562807,0.004109334754799947,0.9476701787590629
21182,2.067993366500829,1.0,2.4865182994877273,18,163,0.0008842186611323959,0.004107499114999358,0.8316789987577763
230,1.9170812603648424,1.0,2.296386252916558,25,159,0.0006506643895221564,0.00410731354077294,0.8348216288587114
241836,2.054726368159204,1.0,2.6155530570252266,20,191,0.0006752673705608229,0.0041050957630157136,0.7855770720726258
103633,1.9867330016583749,1.0,2.323680768048069,18,179,0.0009142053941937864,0.004103796267790446,0.8549902719316034
298441,1.648424543946932,1.0,2.192806724770847,18,227,0.0008201538117177851,0.004098847103404843,0.7517384035454195
3714,2.240464344941957,1.0,2.8102314458792628,22,158,0.0010462857187669948,0.0040879778203054065,0.7972497694912349
26966,2.8192371475953566,2.0,3.3156988385367248,30,115,0.0014724741309767723,0.004080792831142249,0.8502668011222393
155622,2.2155887230514097,2.0,2.312262166875484,14,160,0.0008858719602749196,0.00408013873405913,0.9581868236753806
21096,1.9320066334991708,1.0,2.2762062470028144,16,177,0.00066548179851724,0.004076428117213324,0.8487799153718903
640741,2.1658374792703152,2.0,2.355409515039213,20,151,0.0010370319520046488,0.00407485905295651,0.9195124118831368
233391,2.1359867330016584,1.0,2.6669306734654885,20,188,0.0007679695050787507,0.004074378433050783,0.8009127290507383
204474,1.8540630182421227,1.0,2.182835781522901,20,175,0.0007048428116377389,0.004060804285686762,0.8493788401985058
59992,1.9701492537313432,1.0,2.4688650572528235,21,206,0.0008576792761109312,0.0040607252946249575,0.7979947174498071
11817,2.0829187396351574,1.0,2.5287252089642873,24,155,0.0007848804446504163,0.004053539324619396,0.8236998212589739
266560,1.9461805555555556,1.0,2.493509490359081,21,182,0.0007827656634492292,0.004051105285476672,0.7804954254740133
604197,1.7495854063018241,1.0,2.1007727380106545,15,195,0.0005871855816541836,0.004049871597503951,0.8328254867319606
271,1.7661691542288558,1.0,2.1386554612654294,18,199,0.0005623513161982272,0.004046968018912268,0.8258276884425997
919137,2.4660033167495854,2.0,2.979769562693593,28,143,0.0009322218626640643,0.004043121486621945,0.8275791094158736
86824,2.283582089552239,2.0,2.5452806335699307,20,140,0.0009833415028676195,0.004042314610416011,0.8971793081049337
187736,1.9386401326699834,1.0,2.139701969649056,19,157,0.000696623266657922,0.004034930757290456,0.9060285497154782
3750,2.2620232172470978,2.0,2.3565301570077906,21,120,0.001064420266767845,0.004033948132523135,0.9598916490009212
87557,2.427860696517413,2.0,2.8041700587823346,24,154,0.0012044155803593482,0.004027864450016734,0.8658005711557868
32014,1.6948590381426203,1.0,1.91435792725971,14,191,0.0006658324731731071,0.00402154497970612,0.8853361018060399
84053,2.4079601990049753,2.0,2.1025301787714574,10,110,0.0014955576751779491,0.004014467815088638,1.1452623941826305
46889,1.9718076285240465,1.0,2.477266699002133,27,174,0.0008440888675010921,0.003997447241944087,0.7959577665742008
65669,1.7379767827529022,1.0,2.624858941696849,19,247,0.00043144538574154556,0.003988860214998213,0.6621194510493866
20226,2.0215588723051408,1.0,2.4846860099937698,20,155,0.0010669102984814524,0.003981019717195039,0.8136041045561182
87561,1.7429519071310116,1.0,2.1698818645596325,16,214,0.00045815497910715663,0.003975943944640545,0.803243671077929
689147,2.200663349917081,2.0,2.3935789361987454,16,155,0.0009251885002736597,0.003970827520267723,0.9193990315697026
688,1.9187396351575456,1.0,2.2910230184749247,20,177,0.0007180111027539606,0.003970089873107287,0.8374997739817804
141725,1.834162520729685,1.0,2.370148882418738,22,220,0.0006533921007574497,0.003966709766644844,0.7738563580420943
965440,2.1940298507462686,2.0,2.624763594333867,20,156,0.000993819883165545,0.003960123021614482,0.8358929911069469
55284,2.3449419568822556,1.0,3.2857933489424407,29,161,0.0012069700828183415,0.003959264516202615,0.7136586423034087
47313,2.011608623548922,1.0,3.1472746744882656,27,194,0.0007315040352653122,0.003957577168216425,0.63915687063675
904112,2.1940298507462686,2.0,2.392046837350269,16,158,0.0010210891216469733,0.003956639449814271,0.9172147653383692
297733,2.2122719734660032,2.0,2.4108754379080595,19,136,0.0008802856654768247,0.003956502659154846,0.9176180413556297
267869,2.0066334991708126,1.0,3.0490662643803947,31,184,0.0009537554507455659,0.003956435515116577,0.6581119411844499
205259,2.0829187396351574,1.0,2.8754851239757855,35,153,0.0007123979455874441,0.003949693816661038,0.7243687260214243
908786,2.4660033167495854,2.0,2.975313874210907,32,128,0.001344727196125172,0.003944414638798041,0.828818448345762
21149,2.099502487562189,1.0,2.4811160259526863,19,159,0.0008066175848593691,0.003935984022070652,0.8461893775653883
146837,2.1807628524046434,2.0,2.156903702202984,13,128,0.0011792143246848058,0.003933812519322984,1.0110570720457202
936601,1.9585406301824213,1.0,2.5385791183044657,22,173,0.0007315497623075697,0.003925926133919163,0.7715075338739885
42170,1.792703150912106,1.0,2.2457211549029847,13,202,0.0005894875075147886,0.003914880989265103,0.7982714881067545
255365,2.295190713101161,2.0,2.8667060199392975,30,151,0.001210836442442271,0.003913115710715054,0.8006341392510031
281729,2.112769485903814,1.0,2.6636586501604693,20,157,0.0007221242283703925,0.003907983118205706,0.7931802950703095
100383,2.067993366500829,2.0,2.4744841404119016,17,175,0.0008074654644587567,0.003907906522315187,0.8357236870064252
901555,2.1044776119402986,1.0,2.793150206671277,22,179,0.0008196811775118618,0.003901507648193293,0.7534396369080063
70107,2.174129353233831,1.0,2.464580406536307,15,179,0.0012068211417969924,0.0039005908153673685,0.8821463182960753
952568,1.8275290215588722,1.0,2.226056690307152,18,176,0.0005538437239863579,0.003899687833197451,0.8209677767141424
268187,1.9917081260364842,1.0,2.374183473370199,17,174,0.0005750646025581216,0.0038972395369683043,0.8388988295925303
31215,1.9850746268656716,1.0,2.1705345008330212,20,144,0.0009307757287237197,0.003892742054162457,0.9145514529206062
118003,1.8291873963515755,1.0,2.049716358577592,13,202,0.0008913897205564069,0.003891952215775346,0.8924056563437767
237588,2.4212271973466004,2.0,2.7399774520243647,34,122,0.0013272546047757652,0.003891871863041799,0.8836636078598619
12882,2.414593698175788,2.0,2.918560600569643,23,145,0.001032202664460194,0.003874717745875407,0.8273206403519964
215,1.6235489220563848,1.0,2.4268897187504113,26,211,0.0004560935098098802,0.003873399955290675,0.6689806379360147
918537,2.318407960199005,2.0,2.911880414496449,31,144,0.0007810379942451709,0.0038687847734302995,0.7961865421367257
132363,2.3499170812603647,1.0,3.069987250435133,37,139,0.0008059770914245933,0.0038619236431282535,0.765445988893734
526767,2.459369817578773,2.0,2.9579010084302637,33,112,0.0011591825754478987,0.0038560100866698206,0.8314549729756534
901498,1.8109452736318408,1.0,2.351545048420216,18,200,0.0005155831796550956,0.003850323682674318,0.7701054137977509
11052,1.9402985074626866,1.0,2.786442761086324,22,225,0.0007945928561734979,0.003849044565456558,0.6963328194755556
159544,2.398009950248756,2.0,2.3081360215041498,13,120,0.001048781677142719,0.003846800386247743,1.038933381123801
500648,1.7412935323383085,1.0,2.186814774381686,14,200,0.0007614924163397451,0.003843352184089453,0.7962656874649002
163121,2.084577114427861,1.0,2.253681920976343,15,169,0.0010298763311437514,0.003841284062981223,0.9249609917955341
59229,2.3018242122719736,2.0,2.8310842678414576,29,136,0.0009517948204695148,0.003841118371569426,0.8130510659494848
625889,2.011608623548922,1.0,2.253767341565906,15,159,0.0008978499421499986,0.0038366253443659617,0.8925498479593698
97419,1.9187396351575456,1.0,2.248647370137966,17,178,0.0007313709585005047,0.00383458417743598,0.8532823455624196
257227,1.779436152570481,1.0,2.3569047527957157,14,198,0.0005478986771423631,0.0038336696409566173,0.7549853682487907
151831,2.1393034825870645,1.0,2.7954886979683535,22,157,0.0009507807819084563,0.0038318527046150718,0.765267207651292
46682,2.2935323383084576,2.0,2.360904897250845,19,134,0.0009480866942591256,0.003830676118356881,0.971459132635043
8562,2.1475953565505805,1.0,2.716531301229358,22,162,0.0008136095630891028,0.0038279790885252895,0.7905623800303335
176,1.9419568822553896,1.0,2.6601189797699343,19,227,0.0008839532796057218,0.0038275766832521897,0.7300235804443373
213448,2.615257048092869,2.0,2.5427488146212855,16,123,0.0014544539171231555,0.0038255266879083398,1.028511643752725
5862,2.2587064676616917,2.0,2.4588290809842444,24,124,0.0011973049372429666,0.0038250576764585274,0.9186068682288708
500819,1.9253731343283582,1.0,2.1996689751882963,14,190,0.000866707206141212,0.003821996321466738,0.8752973302222625
87600,2.195688225538972,1.0,2.5668213397171216,20,179,0.0011620372773995078,0.003816705719408546,0.8554080634612122
65946,2.109452736318408,2.0,2.261061301240006,16,153,0.0010177791571196657,0.0038139719444637617,0.9329439258114293
21167,2.2388059701492535,2.0,2.597872563825024,21,145,0.0010947367844763613,0.0038129737216685104,0.8617810525095176
502330,1.7230514096185738,1.0,2.059137941880544,12,202,0.0005524742071267653,0.0038106234781871214,0.8367788319497697
20082,2.144278606965174,1.0,2.6070601175221952,23,163,0.001161611521050011,0.003806182075981648,0.8224859747934719
21181,2.416252072968491,2.0,2.6166074809305795,18,136,0.0010973189611410592,0.003805263436903371,0.9234257932531925
824141,1.8640132669983416,1.0,2.2713330251785564,19,182,0.0006373832331037975,0.0038037415267152424,0.8206656794395054
692,2.1061359867330016,2.0,2.3004820667383803,21,158,0.0008750821632876267,0.003798587275301697,0.9155154313220757
988016,2.1658374792703152,2.0,2.4681776507261173,15,167,0.0008034903062860622,0.003798552009439623,0.8775011408201262
132359,1.9800995024875623,2.0,2.1898912919814695,21,160,0.0008600439560699941,0.0037972024383541875,0.904195778018801
25542,2.009950248756219,1.0,2.2215364898273147,15,166,0.0008193861400978055,0.0037953514462064045,0.9047527287679928
20783,1.6832504145936982,1.0,2.030652677628516,14,208,0.0006753724735193403,0.003790697618807896,0.828916802942112
945954,1.691542288557214,1.0,2.130341055104577,18,196,0.00035857682710596807,0.00379023461479751,0.7940204430176311
236612,1.7379767827529022,1.0,2.2098079022021553,23,193,0.000681033331342427,0.003786600306222349,0.7864796375397954
86677,2.189054726368159,2.0,2.378192716958631,17,145,0.0009855420333931397,0.003784124253105112,0.9204659933984247
153675,2.195688225538972,1.0,2.485416432197393,15,175,0.0011521377827254924,0.0037834638671802377,0.8834251527605023
11592,2.3930348258706466,2.0,2.751104330132066,17,155,0.0010168130293500414,0.0037792725218752576,0.869842012620308
298944,2.6102819237147594,2.0,2.6370923017121592,20,106,0.0012393237537287624,0.003778988781133141,0.9898296027499629
151822,2.648424543946932,2.0,2.6200736774282043,19,112,0.0013350478107450445,0.0037783423518446962,1.0108167791597198
28511,1.6633499170812605,1.0,2.2463015607371837,16,230,0.0006725299336397867,0.0037736067249048645,0.7404805041983537
2962,2.009950248756219,1.0,2.544444179631927,22,160,0.0007123730571675036,0.0037703048293422493,0.7899337566562006
131831,1.9867330016583749,1.0,2.3021706766081165,20,171,0.00047141123867549016,0.0037662728408464213,0.8629787496025283
962469,1.9950248756218905,1.0,2.2151989210330627,14,164,0.000681908103440956,0.0037595218222072693,0.900603485603295
48358,2.4013266998341627,2.0,2.6898491510596414,19,136,0.0010537646599906912,0.0037476019904691877,0.8927332492068165
933442,2.0480928689883915,1.0,2.3785962758417662,25,143,0.0009057459321866072,0.0037441232726492094,0.8610474502610108
213631,2.8076285240464345,2.0,2.8638783468207407,26,100,0.0014900666752815314,0.0037407133911890743,0.9803554412877997
44038,2.263681592039801,2.0,2.9368913933208316,40,141,0.0010221613468612016,0.0037385249336743557,0.7707720787588979
100514,2.0945273631840795,1.0,2.8171507253695642,30,188,0.0008532128454447915,0.003737794224726306,0.7434887702082786
79879,2.292436974789916,2.0,2.2421163345804627,12,134,0.0011253593938884679,0.0037370000668894236,1.022438807052711
154814,2.0215588723051408,1.0,2.5525065671914753,26,168,0.0006607480136614402,0.0037358609978653343,0.7919865822964881
207854,1.9519071310116087,1.0,2.2101849673836464,13,184,0.001084438354380335,0.0037352313584935416,0.8831379854792674
1051,1.9585406301824213,1.0,2.320134494498425,21,161,0.0007378907572002992,0.003727940193569947,0.8441459722989468
18607,2.5771144278606966,2.0,2.7921841219708035,21,132,0.001115680338964872,0.003726546005099275,0.922971081266263
901581,1.4908789386401327,1.0,1.967690868379317,13,223,0.00048281975011911884,0.003714155256441867,0.7576756013062517
587686,2.3018242122719736,2.0,2.317668809828225,15,135,0.0009137248454322825,0.003695096620284074,0.9931592775111808
87587,1.9635157545605306,1.0,2.247975815704857,21,164,0.0009213551958904261,0.003694205779488746,0.8734555800321495
70073,2.326699834162521,2.0,2.4632085927894964,18,140,0.0009542118265965883,0.0036824738796021354,0.9445770834035587
57578,2.086235489220564,1.0,2.5920901989712606,26,150,0.0009070250290390801,0.003678772373987723,0.8048436900890399
11208,2.076285240464345,1.0,2.787228298916267,34,154,0.0007744464939273665,0.0036719937545111304,0.7449256280927415
606290,2.285240464344942,2.0,2.4067823734718607,20,134,0.0012335086312196882,0.003670437976776033,0.9494963045143869
485,1.8159203980099503,1.0,2.2697693003726034,16,187,0.0006375792442033997,0.0036667949717480554,0.8000427168015197
256332,1.650082918739635,1.0,2.06654128004085,19,182,0.0005632626382723499,0.0036639893065954455,0.7984717992127529
