seed,item_id,store_id,rmse,mae,bias,pocid,score,train_time,inference_time,best_epoch
42,26008,6269,47.4704816939801,24.434192325652035,-10.505219447554326,0.7039473684210527,32.47009379029164,9.800902843475342,0.05200028419494629,174
42,911753,6269,29.77416449557233,20.980388689664455,7.539157942619199,0.75,22.016968905857077,4.793489933013916,0.04799985885620117,18
