product_id,store_id,seed,metric,window_size,step_size,threshold,percentile,enable_edges,enable_second_degree,ablate_z,num_edges_mean,epoch,train_loss,val_loss,z_norm_mean,z_var_mean,grad_norm_gcn,grad_norm_tcn,grad_ratio_gcn_tcn
26008,6269,42,spearman,15,1,0.7,,True,False,False,325.8417582417582,1,0.09237283594640237,0.014227833598852158,3.960758686065674,0.011626571416854858,0.7520469023033128,2.3650776111231897,0.3179797985343251
26008,6269,42,spearman,15,1,0.7,,True,False,False,325.8417582417582,2,0.023212775321943418,0.010374554432928562,3.9846789836883545,0.014765391126275063,0.3091500600234574,1.0072492854099202,0.30692507257261115
26008,6269,42,spearman,15,1,0.7,,True,False,False,325.8417582417582,3,0.02053514912924064,0.004095172509551048,3.9845199584960938,0.014153808355331421,0.2830931118200181,0.9380485563174792,0.30178940089312867
26008,6269,42,spearman,15,1,0.7,,True,False,False,325.8417582417582,4,0.01448115092768733,0.004813643638044596,3.9835803508758545,0.014958463609218597,0.1933070890699081,0.6453357831055541,0.2995449719824236
26008,6269,42,spearman,15,1,0.7,,True,False,False,325.8417582417582,5,0.012534905582599874,0.0048368857242167,3.983675956726074,0.015037154778838158,0.1623580511480627,0.5419149880795374,0.299600591825546
26008,6269,42,spearman,15,1,0.7,,True,False,False,325.8417582417582,6,0.011638456672829176,0.005001314915716648,3.9821739196777344,0.014833842404186726,0.14966861518909363,0.49392075689742676,0.3030215132664945
26008,6269,42,spearman,15,1,0.7,,True,False,False,325.8417582417582,7,0.011106949041797114,0.005209258291870356,3.981466054916382,0.014665389433503151,0.14081548875003674,0.46328642833271216,0.3039490909684176
26008,6269,42,spearman,15,1,0.7,,True,False,False,325.8417582417582,8,0.01091784710297361,0.004889906849712133,3.98126220703125,0.013957446441054344,0.1388008840822139,0.4562777603776181,0.30420260669079574
26008,6269,42,spearman,15,1,0.7,,True,False,False,325.8417582417582,9,0.010531224277136582,0.004785946570336819,3.9807538986206055,0.01388174295425415,0.1356415422397575,0.43728889493158896,0.31018748431895937
26008,6269,42,spearman,15,1,0.7,,True,False,False,325.8417582417582,10,0.010178463940974325,0.004798808600753546,3.980443000793457,0.013956140726804733,0.13028837023609285,0.4162303649570654,0.3130198592051765
26008,6269,42,spearman,15,1,0.7,,True,False,False,325.8417582417582,11,0.00998255648716752,0.004619520623236895,3.9799349308013916,0.013631968759000301,0.1288588748929784,0.40571074312565875,0.31761267621338285
26008,6269,42,spearman,15,1,0.7,,True,False,False,325.8417582417582,12,0.009726146003231406,0.004462708253413439,3.977982759475708,0.013327592983841896,0.1244245312105083,0.38931403627092137,0.31959939693415623
26008,6269,42,spearman,15,1,0.7,,True,False,False,325.8417582417582,13,0.00941807876474091,0.00437559699639678,3.976404905319214,0.013357930816709995,0.11881414636111642,0.369032878113065,0.3219608696339299
26008,6269,42,spearman,15,1,0.7,,True,False,False,325.8417582417582,14,0.009120925695502333,0.004357068333774805,3.9749362468719482,0.013225319795310497,0.11292486493491975,0.3490136899257883,0.32355425644938945
26008,6269,42,spearman,15,1,0.7,,True,False,False,325.8417582417582,15,0.008956721626288657,0.004259319510310888,3.9732654094696045,0.01312627736479044,0.11057412482588753,0.3399594581830082,0.32525679802100876
26008,6269,42,spearman,15,1,0.7,,True,False,False,325.8417582417582,16,0.008775810228793748,0.004245392978191376,3.9706647396087646,0.013246564194560051,0.10914206507984102,0.3276091566531738,0.33314717511101816
26008,6269,42,spearman,15,1,0.7,,True,False,False,325.8417582417582,17,0.008635974006860383,0.004176493734121323,3.9688549041748047,0.01317625492811203,0.1070980828705522,0.3230411491682893,0.33153077602020165
